code,H,hm,mean,sd,n,se,t
IF0000,30,10:00,-3.8954175831346647,21.75792238342837,19,4.991609731092941,-0.7803930581491476
IF0000,30,10:01,-4.455108614769508,22.96308364836618,18,5.412450721571218,-0.8231222497811868
IF0000,30,10:02,6.182700199734206,23.737283013643193,18,5.594931261963783,1.1050538264457819
IF0000,30,10:03,0.4643756570086538,25.005403754167528,17,6.064701228802888,0.0765702446813389
IF0000,30,10:04,0.06511929632023114,23.36702088979968,19,5.36076224580214,0.012147394966308048
IF0000,30,10:05,1.1312517602561176,21.62160328379949,19,4.960335984811008,0.22805950317077547
IF0000,30,10:06,-1.2295247333185442,23.089554753929672,19,5.297107148617293,-0.2321124906147099
IF0000,30,10:07,1.4646190723379093,23.455250378971595,18,5.528455532466385,0.26492373208698045
IF0000,30,10:08,-3.609793619211708,23.543971204802965,19,5.401357432177246,-0.6683123019608476
IF0000,30,10:09,8.174564134354046,22.134249007492826,19,5.07794497972772,1.609817390103421
IF0000,30,10:10,2.474452826723694,23.34844292215392,18,5.503280773467363,0.44963230636053036
IF0000,30,10:11,-7.651823211337616,23.883833759937733,19,5.479327249678613,-1.3964895438188016
IF0000,30,10:12,5.667114650616914,24.800049419645763,19,5.689521537634231,0.9960617273580733
IF0000,30,10:13,5.987682872245501,22.952718597495505,19,5.265714781368922,1.137107329366003
IF0000,30,10:14,1.9116401279828439,24.642236167350166,18,5.808230765844567,0.3291260635208034
IF0000,30,10:15,-4.666946923691628,25.62464358200657,19,5.878696412537617,-0.7938744572246211
IF0000,30,10:16,-6.487149132778503,26.345902980084333,19,6.044164666658666,-1.0732912636486338
IF0000,30,10:17,11.062613051361529,22.86939819605656,19,5.246599770326417,2.1085300071732496
IF0000,30,10:18,2.7038062583679783,25.999260351875588,19,5.964639393717337,0.4533059050000485
IF0000,30,10:19,-2.1222355344307937,26.4631067611121,17,6.418246138709533,-0.33065661374861127
IF0000,30,10:20,6.5977051328617184,23.75993846304982,18,5.600271202599202,1.1781045763997264
IF0000,30,10:21,-3.519886125474394,21.964750248293974,18,5.177141282545858,-0.6798899109323691
IF0000,30,10:22,2.773366716393434,20.260295618083745,19,4.648030587657209,0.5966756595273012
IF0000,30,10:23,0.4663715186933163,20.192292833042195,18,4.75936906331622,0.09799019838321998
IF0000,30,10:24,2.2317499001355623,21.16209815732997,17,5.132562703668255,0.43482175065109774
IF0000,30,10:25,-6.350186796779762,18.883799137394163,18,4.450954141538697,-1.4267023642226293
IF0000,30,10:26,-0.5442800089091153,21.086853053803075,19,4.837655868358929,-0.11250903820361052
IF0000,30,10:27,4.869860573150885,17.838404005218454,19,4.09241054593676,1.189973615424785
IF0000,30,10:28,1.4229788746639456,19.67478871201349,19,4.51370609111482,0.31525731758766123
IF0000,30,10:29,-2.6193468776141393,19.82010446606586,18,4.671643423926982,-0.5606906691975898
IF0000,30,10:30,-1.245463314353242,18.45125381574075,19,4.233007934970167,-0.29422654847020024
IF0000,30,10:31,4.770888462672501,15.863494217737927,18,3.739061444892025,1.27595882897032
IF0000,30,10:32,-4.763354769135217,17.139352379060664,19,3.932037104108361,-1.2114216226897403
IF0000,30,10:33,1.8588365857452127,18.09100214127523,19,4.1503605326945605,0.447873521132004
IF0000,30,10:34,6.3412555800963695,12.745086682839037,18,3.0040457400819482,2.1109051355267927
IF0000,30,10:35,-0.7374700166906841,14.691766410025917,19,3.370522372810964,-0.2187999173776869
IF0000,30,10:36,-0.24198158381087925,16.766023761413997,18,3.951789698410208,-0.061233416319757004
IF0000,30,10:37,-5.377448599128177,16.164875211101286,18,3.8100976262680146,-1.4113676673412119
IF0000,30,10:38,0.05887498319853198,16.561306432891545,19,3.7994242691570688,0.01549576436526628
IF0000,30,10:39,1.6433227606771217,14.993290580312863,18,3.5339524805465374,0.4650098635233987
IF0000,30,10:40,2.8479390592315443,15.405999016204946,18,3.6312287917705994,0.7842907243095745
IF0000,30,10:41,6.8046450237253415,13.680297255823934,19,3.1384754345122796,2.1681370989551128
IF0000,30,10:42,-3.6208602535202115,14.515197939066292,18,3.4212649643262583,-1.058339617444175
IF0000,30,10:43,-3.536133060383395,17.41025435170455,19,3.99418627896944,-0.8853200159947899
IF0000,30,10:44,-0.46640462732584437,16.770661639709214,17,4.067482903059727,-0.11466664727096844
IF0000,30,10:45,-8.828254050971363,18.163867582417065,19,4.167077011347917,-2.11857232946019
IF0000,30,10:46,2.350230059205988,20.7653742376736,17,5.036343019847533,0.4666540880841626
IF0000,30,10:47,-3.765245217591747,20.83109419349104,19,4.778980761726545,-0.787876203174219
IF0000,30,10:48,0.25242087443172817,21.12587353349014,18,4.979416144673429,0.05069286580952815
IF0000,30,10:49,-3.3466421793822425,20.811701178256172,19,4.774531698904474,-0.7009362154093848
IF0000,30,10:50,0.2897179852926275,20.32519741241455,19,4.662920080433127,0.06213230771600879
IF0000,30,10:51,2.008691662100253,21.071245811384827,18,4.96654026709295,0.40444485579012424
IF0000,30,10:52,3.6527928658765334,18.74031850062207,19,4.299323921788278,0.8496202966621729
IF0000,30,10:53,4.372379143897843,19.013713314313478,17,4.611502842948665,0.9481462535762154
IF0000,30,10:54,-3.2422541064957495,19.541815565851465,19,4.483199959202981,-0.7232008690221693
IF0000,30,10:55,2.1622633400002993,19.014261924442376,19,4.362170853403027,0.4956851560074657
IF0000,30,10:56,-4.620147880456723,21.36374633944228,19,4.901179544687678,-0.94266040211982
IF0000,30,10:57,-0.4233108309914822,21.34006805008071,19,4.895747372556993,-0.08646500703127412
IF0000,30,10:58,-2.535848620993506,22.949884768473208,18,5.409339715745755,-0.468790786722461
IF0000,30,10:59,-4.590793112990131,18.498035631643813,17,4.486432633865091,-1.0232613498611998
IF0000,30,13:01,-6.0873886692737145,21.852239590290328,19,5.013247582321799,-1.2142605305869307
IF0000,30,13:02,-3.56297312528305,21.92062522701074,19,5.028936323356218,-0.7084943805582308
IF0000,30,13:03,-6.803970113998408,19.34731357771407,17,4.692412791344813,-1.449993940547681
IF0000,30,13:04,-8.230505950644398,21.971627613807687,19,5.04063707335239,-1.632830499572252
IF0000,30,13:05,-3.3063823979397577,27.111686493401745,18,6.3902857896293686,-0.5174075943998625
IF0000,30,13:06,4.009736906816031,27.168462213629272,19,6.232872696874386,0.643320841259409
IF0000,30,13:07,-5.73714094753595,27.757268229828878,18,6.542450864175306,-0.876910055060709
IF0000,30,13:08,-0.9211634625672723,27.186254659081843,19,6.23695456380524,-0.1476944321372865
IF0000,30,13:09,-4.499081922623635,26.631437520962606,19,6.1096707828996495,-0.7363869646161803
IF0000,30,13:10,3.171292981873018,26.701104972551246,18,6.2935107970882775,0.5038988704587957
IF0000,30,13:11,-0.3365275380843762,24.824005309980652,18,5.851074163632728,-0.05751551401895715
IF0000,30,13:12,7.069740974542236,23.954463655518857,19,5.495530859006558,1.2864527842575435
IF0000,30,13:13,1.6183945589296889,22.827262193384776,18,5.380437297621893,0.30079238348247367
IF0000,30,13:14,-1.1943021987096647,24.24400856167073,16,6.061002140417682,-0.19704698514219
IF0000,30,13:15,-0.2189484409504821,20.95012059715294,18,4.937990780307603,-0.044339580750866275
IF0000,30,13:16,5.276377749016148,16.809665033089612,19,3.8564016396845737,1.3682127127836503
IF0000,30,13:17,2.44644717708079,16.789622624939252,17,4.072081617463799,0.6007853984529177
IF0000,30,13:18,-2.3831554714220102,16.399293635089766,17,3.9774129319408535,-0.5991722539754264
IF0000,30,13:19,2.6678427366489745,18.037351803572633,18,4.251444591651205,0.6275144081350522
IF0000,30,13:20,1.2570557529077537,18.690687531617847,19,4.287937796611467,0.29316091149949497
IF0000,30,13:21,-4.464685484867231,17.129766461827224,18,4.0375246750999745,-1.1057976963959184
IF0000,30,13:22,-0.2004688432723057,15.387514704518933,19,3.530137978381271,-0.05678782090104869
IF0000,30,13:23,-1.0288964253912443,16.30266670081929,18,3.842575391857814,-0.26776219604471885
IF0000,30,13:24,-9.419950680271162,14.956493384463235,18,3.5252792983085635,-2.6721147129507936
IF0000,30,13:25,0.3297851243403906,15.843105397186065,18,3.7342557538011527,0.08831348094053214
IF0000,30,13:26,-4.16427236194245,15.572468353505295,18,3.670465990858835,-1.1345350623908304
IF0000,30,13:27,-0.17255749273134116,15.101453289705965,18,3.559446675640995,-0.048478740786379815
IF0000,30,13:28,-8.143448851454922,19.562294912221414,18,4.610877129334287,-1.7661387677512594
IF0000,30,13:29,-5.964546819539328,21.197898195380713,19,4.863131371006722,-1.226482766864799
IF0000,30,13:30,-4.170720389467765,22.320735253861823,19,5.120727858795229,-0.8144780399341558
IF0000,30,13:31,1.7148157654995062,22.58059666851887,18,5.322297675849352,0.3221946365910188
IF0000,30,13:32,-1.514338807115694,23.80613252630005,17,5.773835231963959,-0.262276068899977
IF0000,30,13:33,-5.295847246969305,26.03860358666122,19,5.973665350798525,-0.8865322939895498
IF0000,30,13:34,1.4371311595614547,26.8947835763341,19,6.170086511454619,0.2329191263191294
IF0000,30,13:35,3.01137538102913,25.65452215141766,19,5.885551026466064,0.5116556406507426
IF0000,30,13:36,-2.9791055083741202,28.811113050147828,18,6.790844470430589,-0.4386944100024755
IF0000,30,13:37,-0.5935320607505251,30.110210372314143,17,7.302798692624687,-0.08127460248218957
IF0000,30,13:38,4.34513643866798,27.83014240854006,19,6.384672544377461,0.6805574457368908
IF0000,30,13:39,10.04337750392567,27.26710512151287,19,6.255502931977627,1.6055267838793157
IF0000,30,13:40,-5.61532334005103,28.61295240053195,19,6.564261473171489,-0.8554387059383873
IF0000,30,13:41,-4.490704904908822,27.019583531564642,19,6.198717584770847,-0.7244570902764935
IF0000,30,13:42,1.164433683142498,31.09079881629756,18,7.328171558503564,0.158898256385837
IF0000,30,13:43,7.308586788950931,30.67816544450003,18,7.230912940056263,1.0107419145464174
IF0000,30,13:44,-9.106081139998146,32.55738254634617,18,7.673848658735308,-1.1866380932118719
IF0000,30,13:45,-7.346433248501632,35.070316752730115,19,8.045682454900636,-0.9130901312202435
IF0000,30,13:46,4.689459861121195,35.168981206659005,19,8.06831763300567,0.5812190439723979
IF0000,30,13:47,10.819475981679842,33.24901596851282,18,7.8368682197050745,1.3805866933522346
IF0000,30,13:48,-5.76503974856443,36.745338821430714,18,8.66095941921032,-0.6656352338722848
IF0000,30,13:49,5.792094546986238,34.90330512690588,18,8.226787913686113,0.7040529800641255
IF0000,30,13:50,7.431232028156606,34.29238774285277,18,8.08279330534988,0.9193890957520818
IF0000,30,13:51,0.1206224050743138,34.686851437848226,19,7.957709478273101,0.015157930231513052
IF0000,30,13:52,9.785494796138918,30.860200234649128,19,7.079815484224511,1.3821680547951136
IF0000,30,13:53,2.0050180239410382,30.647457448786852,19,7.031008941880249,0.28516789560572675
IF0000,30,13:54,2.1370400308400646,24.17252146098063,17,5.862697601243109,0.3645147978273573
IF0000,30,13:55,-0.26164492584527804,27.14607049003329,19,6.227735683172987,-0.042012850120185546
IF0000,30,13:56,1.4796685579647744,28.185572610526933,19,6.466213825006041,0.22883074980332746
IF0000,30,13:57,5.258798581796374,26.731015471035263,17,6.483223545123424,0.8111394810305372
IF0000,30,13:58,15.018151755319135,21.67577111592736,18,5.1090282478399125,2.9395319475222674
IF0000,30,13:59,-1.5689703212665298,26.139075857438158,19,5.996715270532458,-0.2616382887105491
IF0000,30,14:00,-0.5887637939459782,28.019529124773438,19,6.4281208368674765,-0.09159189892156601
