code,ts,open,high,low,close,pb,pa,nticks,vol,amt,vwap,mid_close
IF0000,2024-06-11 10:35:00,3522.6,3523.8,3522.0,3523.4,3523.0,3523.4,101,150.0,158537880.0,3523.064,3523.2
IF0000,2024-06-11 10:36:00,3523.4,3525.4,3523.0,3523.2,3522.8,3523.2,112,245.0,259035480.0,3524.2922448979593,3523.0
IF0000,2024-06-11 10:37:00,3523.2,3523.2,3521.2,3521.8,3521.6,3521.8,94,102.0,107771100.0,3521.9313725490197,3521.7
IF0000,2024-06-11 10:38:00,3521.6,3521.8,3520.0,3520.6,3520.6,3520.8,97,212.0,223918800.0,3520.735849056604,3520.7
IF0000,2024-06-11 10:39:00,3520.8,3520.8,3519.6,3520.4,3519.8,3520.4,90,194.0,204866760.0,3520.047422680412,3520.1000000000004
IF0000,2024-06-11 10:40:00,3520.4,3522.4,3520.4,3520.4,3520.4,3520.6,110,194.0,204935760.0,3521.2329896907218,3520.5
IF0000,2024-06-11 10:41:00,3520.4,3520.8,3519.2,3519.6,3519.2,3519.8,100,158.0,166847640.0,3519.9924050632912,3519.5
IF0000,2024-06-11 10:42:00,3519.6,3520.6,3518.8,3519.2,3518.8,3519.2,111,301.0,317808420.0,3519.4730897009968,3519.0
IF0000,2024-06-11 10:43:00,3519.2,3519.8,3517.6,3519.0,3518.8,3519.0,108,271.0,286079160.0,3518.808856088561,3518.9
IF0000,2024-06-11 10:44:00,3519.0,3519.4,3517.6,3517.8,3518.0,3518.2,106,126.0,133003860.0,3518.620634920635,3518.1
IF0000,2024-06-11 10:45:00,3517.8,3522.6,3517.8,3522.2,3522.0,3522.4,114,304.0,321110880.0,3520.952631578947,3522.2
IF0000,2024-06-11 10:46:00,3522.0,3523.2,3521.4,3522.2,3522.2,3522.4,105,184.0,194432280.0,3522.323913043478,3522.3
IF0000,2024-06-11 10:47:00,3522.2,3524.0,3521.0,3521.0,3520.4,3521.2,113,222.0,234610680.0,3522.682882882883,3520.8
IF0000,2024-06-11 10:48:00,3521.2,3523.2,3520.0,3523.0,3522.8,3523.2,104,125.0,132065700.0,3521.752,3523.0
IF0000,2024-06-11 10:49:00,3522.8,3525.2,3521.8,3523.8,3523.6,3524.2,102,223.0,235735200.0,3523.695067264574,3523.8999999999996
IF0000,2024-06-11 10:50:00,3523.8,3525.6,3523.6,3525.6,3525.2,3525.6,106,150.0,158602740.0,3524.5053333333335,3525.3999999999996
IF0000,2024-06-11 10:51:00,3525.6,3525.8,3522.2,3523.2,3522.8,3523.2,108,194.0,205098660.0,3524.0319587628865,3523.0
IF0000,2024-06-11 10:52:00,3523.2,3523.4,3522.0,3522.4,3522.0,3522.4,87,136.0,143733120.0,3522.8705882352942,3522.2
IF0000,2024-06-11 10:53:00,3522.4,3523.2,3520.6,3523.0,3523.0,3523.2,100,138.0,145805220.0,3521.865217391304,3523.1
IF0000,2024-06-11 10:54:00,3523.0,3525.0,3522.6,3523.6,3523.4,3524.0,107,149.0,157516020.0,3523.848322147651,3523.7
IF0000,2024-06-11 10:55:00,3523.6,3527.4,3523.6,3526.0,3525.8,3526.2,117,295.0,312069060.0,3526.20406779661,3526.0
IF0000,2024-06-11 10:56:00,3525.8,3527.4,3525.8,3527.4,3527.0,3527.4,115,230.0,243345060.0,3526.74,3527.2
IF0000,2024-06-11 10:57:00,3527.2,3529.4,3526.0,3526.6,3526.2,3526.6,117,364.0,385252080.0,3527.9494505494504,3526.3999999999996
IF0000,2024-06-11 10:58:00,3526.6,3529.2,3525.6,3529.2,3528.8,3529.4,103,197.0,208448640.0,3527.0497461928935,3529.1000000000004
IF0000,2024-06-11 10:59:00,3529.0,3532.0,3528.0,3528.6,3528.4,3529.2,115,463.0,490365900.0,3530.352051835853,3528.8
IF0000,2024-06-11 11:00:00,3528.6,3529.2,3527.0,3527.4,3527.2,3527.6,113,302.0,319673040.0,3528.4,3527.3999999999996
IF0000,2024-06-11 11:01:00,3527.4,3527.6,3525.6,3525.6,3525.6,3525.8,108,174.0,184087020.0,3526.571264367816,3525.7
IF0000,2024-06-11 11:02:00,3525.8,3527.0,3524.6,3527.0,3526.6,3527.0,99,146.0,154420200.0,3525.5753424657532,3526.8
IF0000,2024-06-11 11:03:00,3526.8,3528.0,3524.8,3525.6,3525.4,3525.6,101,152.0,160805880.0,3526.444736842105,3525.5
IF0000,2024-06-11 11:04:00,3525.4,3527.0,3525.2,3526.0,3525.6,3526.0,99,96.0,101552280.0,3526.1208333333334,3525.8
IF0000,2024-06-11 11:05:00,3526.0,3526.8,3524.8,3526.4,3526.0,3526.6,96,127.0,134328420.0,3525.68031496063,3526.3
IF0000,2024-06-11 11:06:00,3526.4,3528.8,3525.8,3528.8,3528.8,3529.0,105,203.0,214801320.0,3527.115270935961,3528.9
IF0000,2024-06-11 11:07:00,3528.6,3530.0,3525.6,3525.6,3525.4,3525.6,114,220.0,232869180.0,3528.320909090909,3525.5
IF0000,2024-06-11 11:08:00,3525.6,3525.6,3524.0,3524.6,3524.6,3525.0,109,209.0,220997700.0,3524.684210526316,3524.8
IF0000,2024-06-11 11:09:00,3524.6,3525.4,3524.0,3524.2,3524.2,3524.6,104,113.0,119491440.0,3524.8212389380533,3524.3999999999996
IF0000,2024-06-11 11:10:00,3524.0,3526.4,3523.4,3525.4,3525.4,3525.8,98,153.0,161787660.0,3524.7856209150327,3525.6000000000004
IF0000,2024-06-11 11:11:00,3525.4,3527.0,3524.4,3525.0,3525.0,3525.2,102,125.0,132216120.0,3525.7632,3525.1
IF0000,2024-06-11 11:12:00,3525.0,3527.2,3525.0,3525.6,3525.8,3526.0,95,103.0,108960780.0,3526.2388349514563,3525.9
IF0000,2024-06-11 11:13:00,3526.2,3528.8,3525.0,3528.8,3528.4,3529.0,98,135.0,142837620.0,3526.8548148148147,3528.7
IF0000,2024-06-11 11:14:00,3529.0,3529.4,3525.2,3525.2,3525.2,3525.8,107,154.0,162970980.0,3527.5103896103897,3525.5
IF0000,2024-06-11 11:15:00,3525.2,3526.6,3524.0,3526.0,3526.0,3526.2,104,167.0,176618520.0,3525.319760479042,3526.1
IF0000,2024-06-11 11:16:00,3526.0,3527.4,3524.0,3526.8,3526.8,3527.4,103,126.0,133252620.0,3525.201587301587,3527.1000000000004
IF0000,2024-06-11 11:17:00,3526.8,3529.0,3525.4,3525.8,3525.4,3526.0,112,206.0,218016120.0,3527.768932038835,3525.7
IF0000,2024-06-11 11:18:00,3525.8,3527.2,3524.6,3527.2,3527.6,3528.0,85,62.0,65578380.0,3525.7193548387095,3527.8
IF0000,2024-06-11 11:19:00,3527.6,3529.0,3526.0,3526.6,3526.0,3526.6,104,133.0,140763180.0,3527.899248120301,3526.3
IF0000,2024-06-11 11:20:00,3526.6,3527.0,3525.6,3525.6,3525.6,3526.2,89,65.0,68760960.0,3526.203076923077,3525.8999999999996
IF0000,2024-06-11 11:21:00,3525.6,3526.6,3524.6,3525.8,3525.4,3525.8,85,71.0,75099840.0,3525.8140845070425,3525.6000000000004
IF0000,2024-06-11 11:22:00,3525.4,3525.6,3523.6,3523.6,3523.6,3524.2,80,78.0,82475280.0,3524.5846153846155,3523.8999999999996
IF0000,2024-06-11 11:23:00,3523.6,3526.0,3523.2,3524.6,3524.2,3524.4,90,95.0,100448940.0,3524.524210526316,3524.3
IF0000,2024-06-11 11:24:00,3524.2,3526.6,3523.8,3526.0,3525.6,3526.0,82,82.0,86718720.0,3525.151219512195,3525.8
IF0000,2024-06-11 11:25:00,3526.0,3526.6,3524.6,3525.0,3525.0,3525.6,87,72.0,76158240.0,3525.8444444444444,3525.3
IF0000,2024-06-11 11:26:00,3525.0,3526.4,3524.4,3524.4,3525.0,3525.2,81,80.0,84605460.0,3525.2275,3525.1
IF0000,2024-06-11 11:27:00,3525.2,3525.6,3524.2,3524.6,3524.4,3524.6,83,75.0,79310820.0,3524.925333333333,3524.5
IF0000,2024-06-11 11:28:00,3524.4,3524.4,3521.8,3523.4,3523.4,3523.8,109,179.0,189184860.0,3522.995530726257,3523.6000000000004
IF0000,2024-06-11 11:29:00,3523.8,3525.0,3523.4,3524.4,3523.8,3524.4,102,93.0,98328900.0,3524.3333333333335,3524.1000000000004
IF0000,2024-06-11 13:00:00,3524.6,3526.4,3523.0,3525.0,3524.8,3526.0,109,232.0,245305080.0,3524.498275862069,3525.4
IF0000,2024-06-11 13:01:00,3525.0,3526.6,3523.8,3526.2,3526.2,3526.4,108,158.0,167091060.0,3525.127848101266,3526.3
IF0000,2024-06-11 13:02:00,3526.2,3528.4,3526.2,3527.6,3527.4,3527.8,107,166.0,175668360.0,3527.477108433735,3527.6000000000004
IF0000,2024-06-11 13:03:00,3527.8,3530.8,3526.6,3529.2,3529.2,3529.4,108,225.0,238216980.0,3529.1404444444443,3529.3
IF0000,2024-06-11 13:04:00,3529.2,3531.0,3528.8,3531.0,3530.6,3531.0,103,169.0,178974780.0,3530.074556213018,3530.8
IF0000,2024-06-11 13:05:00,3531.0,3531.0,3527.8,3527.8,3527.6,3528.0,95,162.0,171537600.0,3529.58024691358,3527.8
IF0000,2024-06-11 13:06:00,3527.6,3528.0,3526.4,3527.8,3527.4,3527.8,99,106.0,112165320.0,3527.211320754717,3527.6000000000004
IF0000,2024-06-11 13:07:00,3527.8,3527.8,3525.6,3526.2,3526.0,3526.6,95,90.0,95217600.0,3526.5777777777776,3526.3
IF0000,2024-06-11 13:08:00,3526.2,3527.0,3524.6,3525.0,3524.8,3525.2,93,113.0,119520240.0,3525.670796460177,3525.0
IF0000,2024-06-11 13:09:00,3525.0,3525.8,3524.4,3525.2,3524.6,3525.2,96,115.0,121612320.0,3524.9947826086955,3524.8999999999996
IF0000,2024-06-11 13:10:00,3525.2,3527.8,3524.8,3526.2,3526.0,3526.4,101,114.0,120606720.0,3526.512280701754,3526.2
IF0000,2024-06-11 13:11:00,3526.2,3526.8,3525.2,3526.0,3525.6,3526.0,92,69.0,72985860.0,3525.886956521739,3525.8
IF0000,2024-06-11 13:12:00,3526.0,3527.0,3525.4,3525.4,3525.4,3525.6,92,98.0,103678020.0,3526.4632653061226,3525.5
IF0000,2024-06-11 13:13:00,3525.6,3525.6,3524.0,3524.6,3524.4,3524.8,82,95.0,100453140.0,3524.6715789473683,3524.6000000000004
IF0000,2024-06-11 13:14:00,3524.6,3525.2,3523.8,3524.2,3524.2,3524.8,94,114.0,120534480.0,3524.4,3524.5
IF0000,2024-06-11 13:15:00,3524.8,3524.8,3523.4,3523.4,3523.2,3524.0,82,73.0,77177820.0,3524.1013698630136,3523.6
IF0000,2024-06-11 13:16:00,3523.4,3526.6,3523.4,3525.4,3525.0,3525.4,106,166.0,175565400.0,3525.409638554217,3525.2
IF0000,2024-06-11 13:17:00,3525.4,3525.8,3524.0,3524.4,3524.4,3524.8,82,93.0,98343180.0,3524.8451612903227,3524.6000000000004
IF0000,2024-06-11 13:18:00,3524.4,3524.4,3522.0,3522.8,3522.4,3522.8,101,112.0,118371480.0,3522.9607142857144,3522.6000000000004
IF0000,2024-06-11 13:19:00,3522.8,3522.8,3521.8,3522.0,3521.8,3522.0,89,99.0,104607300.0,3522.131313131313,3521.9
IF0000,2024-06-11 13:20:00,3522.0,3523.6,3522.0,3523.2,3522.8,3523.2,96,134.0,141616500.0,3522.7985074626868,3523.0
IF0000,2024-06-11 13:21:00,3522.8,3524.8,3522.0,3524.0,3524.0,3524.4,87,119.0,125800860.0,3523.833613445378,3524.2
IF0000,2024-06-11 13:22:00,3524.0,3525.6,3523.2,3523.4,3523.0,3523.6,89,133.0,140636940.0,3524.735338345865,3523.3
IF0000,2024-06-11 13:23:00,3523.4,3523.8,3521.8,3523.6,3523.0,3523.6,76,80.0,84545640.0,3522.735,3523.3
IF0000,2024-06-11 13:24:00,3523.6,3523.6,3521.6,3522.6,3522.2,3522.6,62,62.0,65513700.0,3522.2419354838707,3522.3999999999996
IF0000,2024-06-11 13:25:00,3522.6,3524.6,3521.6,3524.2,3524.2,3524.6,97,93.0,98301000.0,3523.3333333333335,3524.3999999999996
