code,d,mn,close
IC0000,2023-03-03,1970-01-01 13:49:00,6374.200000000001
IC0000,2023-03-03,1970-01-01 13:50:00,6366.7
IC0000,2023-03-03,1970-01-01 13:51:00,6364.8
IC0000,2023-03-03,1970-01-01 13:52:00,6363.7
IC0000,2023-03-03,1970-01-01 13:53:00,6365.0
IC0000,2023-03-03,1970-01-01 13:54:00,6366.799999999999
IC0000,2023-03-03,1970-01-01 13:55:00,6363.9
IC0000,2023-03-03,1970-01-01 13:56:00,6364.5
IC0000,2023-03-03,1970-01-01 13:57:00,6361.6
IC0000,2023-03-03,1970-01-01 13:58:00,6363.5
IC0000,2023-03-03,1970-01-01 13:59:00,6363.4
IC0000,2023-03-03,1970-01-01 14:00:00,6367.4
IC0000,2023-03-03,1970-01-01 14:01:00,6366.9
IC0000,2023-03-03,1970-01-01 14:02:00,6367.200000000001
IC0000,2023-03-03,1970-01-01 14:03:00,6368.1
IC0000,2023-03-03,1970-01-01 14:04:00,6369.7
IC0000,2023-03-03,1970-01-01 14:05:00,6369.2
IC0000,2023-03-03,1970-01-01 14:06:00,6372.4
IC0000,2023-03-03,1970-01-01 14:07:00,6375.9
IC0000,2023-03-03,1970-01-01 14:08:00,6372.700000000001
IC0000,2023-03-03,1970-01-01 14:09:00,6372.200000000001
IC0000,2023-03-03,1970-01-01 14:10:00,6369.4
IC0000,2023-03-03,1970-01-01 14:11:00,6373.1
IC0000,2023-03-03,1970-01-01 14:12:00,6372.6
IC0000,2023-03-03,1970-01-01 14:13:00,6373.9
IC0000,2023-03-03,1970-01-01 14:14:00,6376.2
IC0000,2023-03-03,1970-01-01 14:15:00,6378.9
IC0000,2023-03-03,1970-01-01 14:16:00,6377.299999999999
IC0000,2023-03-03,1970-01-01 14:17:00,6377.5
IC0000,2023-03-03,1970-01-01 14:18:00,6377.3
IC0000,2023-03-03,1970-01-01 14:19:00,6376.8
IC0000,2023-03-03,1970-01-01 14:20:00,6375.9
IC0000,2023-03-03,1970-01-01 14:21:00,6374.1
IC0000,2023-03-03,1970-01-01 14:22:00,6378.0
IC0000,2023-03-03,1970-01-01 14:23:00,6379.5
IC0000,2023-03-03,1970-01-01 14:24:00,6379.6
IC0000,2023-03-03,1970-01-01 14:25:00,6380.6
IC0000,2023-03-03,1970-01-01 14:26:00,6380.8
IC0000,2023-03-03,1970-01-01 14:27:00,6377.799999999999
IC0000,2023-03-03,1970-01-01 14:28:00,6377.6
