product,thr_ticks,minute,date,ret
IC0000,10,09:31,2023-02-15,0.0002503011435632807
IC0000,10,09:31,2023-02-16,7.842645167355222e-05
IC0000,10,09:31,2023-02-17,-0.0022358239249016254
IC0000,10,09:31,2023-02-20,0.0009460737937558861
IC0000,10,09:31,2023-02-21,-0.00020499558471054335
IC0000,10,09:31,2023-02-22,-0.0015789556787142445
IC0000,10,09:31,2023-02-23,-0.0001568947393193465
IC0000,10,09:31,2023-02-24,-0.0001574927159618822
IC0000,10,09:31,2023-02-27,0.001473010643689876
IC0000,10,09:31,2023-02-28,-0.0004427227448808857
IC0000,15,09:31,2023-01-04,-0.00010093703211477845
IC0000,15,09:31,2023-01-10,0.0005649999169118347
IC0000,15,09:31,2023-01-13,-0.000165713812246282
IC0000,15,09:31,2023-01-16,0.0004264812020209341
IC0000,15,09:31,2023-01-17,-0.0008473333441967323
IC0000,15,09:31,2023-01-18,-0.0004050747768036267
IC0000,15,09:31,2023-01-19,0.00029218881890780146
IC0000,15,09:31,2023-01-20,-0.0016098952771090858
IC0000,15,09:31,2023-01-30,-0.0027602523659306932
IC0000,15,09:31,2023-01-31,-0.0006850515381797706
IC0000,15,09:31,2023-02-01,0.00025295642825517994
IC0000,15,09:31,2023-02-02,0.00036097683470404096
IC0000,15,09:31,2023-02-03,-0.00012615908660817965
IC0000,15,09:31,2023-02-06,-0.0015124016938898865
IC0000,15,09:31,2023-02-07,-0.00047471358946771236
IC0000,15,09:31,2023-02-14,-0.00020398236337082487
IC0000,15,09:31,2023-02-15,0.0002503011435632807
IC0000,15,09:31,2023-02-16,7.842645167355222e-05
IC0000,15,09:31,2023-02-17,-0.0022358239249016254
IC0000,15,09:31,2023-02-20,0.0009460737937558861
IC0000,15,09:31,2023-02-21,-0.00020499558471054335
IC0000,15,09:31,2023-02-23,-0.0001568947393193465
IC0000,20,09:31,2023-01-04,-0.00010093703211477845
IC0000,20,09:31,2023-01-10,0.0005649999169118347
IC0000,20,09:31,2023-01-13,-0.000165713812246282
IC0000,20,09:31,2023-01-17,-0.0008473333441967323
IC0000,20,09:31,2023-01-18,-0.0004050747768036267
IC0000,20,09:31,2023-01-19,0.00029218881890780146
IC0000,20,09:31,2023-01-20,-0.0016098952771090858
IC0000,20,09:31,2023-01-30,-0.0027602523659306932
IC0000,20,09:31,2023-01-31,-0.0006850515381797706
IC0000,20,09:31,2023-02-02,0.00036097683470404096
IC0000,20,09:31,2023-02-03,-0.00012615908660817965
IC0000,20,09:31,2023-02-06,-0.0015124016938898865
IC0000,20,09:31,2023-02-07,-0.00047471358946771236
IC0000,20,09:31,2023-02-14,-0.00020398236337082487
IC0000,20,09:31,2023-02-15,0.0002503011435632807
IC0000,20,09:31,2023-02-16,7.842645167355222e-05
IC0000,20,09:31,2023-02-17,-0.0022358239249016254
IC0000,20,09:31,2023-02-20,0.0009460737937558861
IC0000,20,09:31,2023-02-21,-0.00020499558471054335
IM0000,5,09:31,2023-01-04,0.00012467856307962766
IM0000,5,09:31,2023-01-09,-0.00044418576154892087
IM0000,5,09:31,2023-01-10,0.001519756838905706
IM0000,5,09:31,2023-01-11,0.0006633959702552206
IM0000,5,09:31,2023-01-12,0.001519686138291343
IM0000,5,09:31,2023-01-16,-0.0006432936635571984
IM0000,5,09:31,2023-01-17,-0.0008959620962474268
IM0000,5,09:31,2023-01-18,-0.0004683699215858317
IM0000,5,09:31,2023-01-19,-0.0004386561994221827
IM0000,5,09:31,2023-01-20,-0.0015835195572065919
IM0000,5,09:31,2023-01-30,-0.0034448028726152824
IM0000,5,09:31,2023-01-31,-0.0005892057506480253
IM0000,5,09:31,2023-02-01,5.836519099999826e-05
IM0000,5,09:31,2023-02-02,0.0001732201628270591
IM0000,5,09:31,2023-02-03,-5.7891309067192864e-05
IM0000,5,09:31,2023-02-06,-0.0009612863759504986
IM0000,5,09:31,2023-02-07,0.0004351736342800283
IM0000,5,09:31,2023-02-08,-0.0009123955451924015
IM0000,5,09:31,2023-02-09,-0.0009214028724368051
IM0000,5,09:31,2023-02-10,-0.00044204882500564757
IM0000,5,09:31,2023-02-14,-0.0013377355268402447
IM0000,5,09:31,2023-02-15,5.6732760332467436e-05
IM0000,5,09:31,2023-02-16,-0.0003266024821789726
IM0000,5,09:31,2023-02-17,-0.0026662054851774863
IM0000,5,09:31,2023-02-20,0.0010381482943663256
IM0000,5,09:31,2023-02-21,-0.0004890116212173945
IM0000,5,09:31,2023-02-22,-0.002242639079794495
IM0000,5,09:31,2023-02-23,-0.0010883574394959794
IM0000,5,09:31,2023-02-24,-0.00015839417109442255
IM0000,5,09:31,2023-02-27,0.001201975294339186
IM0000,5,09:31,2023-02-28,-0.000361517215449636
IM0000,10,09:31,2023-01-04,0.00012467856307962766
IM0000,10,09:31,2023-01-09,-0.00044418576154892087
IM0000,10,09:31,2023-01-10,0.001519756838905706
IM0000,10,09:31,2023-01-11,0.0006633959702552206
IM0000,10,09:31,2023-01-16,-0.0006432936635571984
IM0000,10,09:31,2023-01-17,-0.0008959620962474268
IM0000,10,09:31,2023-01-18,-0.0004683699215858317
IM0000,10,09:31,2023-01-19,-0.0004386561994221827
IM0000,10,09:31,2023-01-20,-0.0015835195572065919
IM0000,10,09:31,2023-01-30,-0.0034448028726152824
IM0000,10,09:31,2023-01-31,-0.0005892057506480253
IM0000,10,09:31,2023-02-01,5.836519099999826e-05
IM0000,10,09:31,2023-02-02,0.0001732201628270591
IM0000,10,09:31,2023-02-03,-5.7891309067192864e-05
IM0000,10,09:31,2023-02-06,-0.0009612863759504986
IM0000,10,09:31,2023-02-07,0.0004351736342800283
IM0000,10,09:31,2023-02-08,-0.0009123955451924015
IM0000,10,09:31,2023-02-09,-0.0009214028724368051
IM0000,10,09:31,2023-02-10,-0.00044204882500564757
IM0000,10,09:31,2023-02-14,-0.0013377355268402447
IM0000,10,09:31,2023-02-15,5.6732760332467436e-05
IM0000,10,09:31,2023-02-16,-0.0003266024821789726
IM0000,10,09:31,2023-02-17,-0.0026662054851774863
IM0000,10,09:31,2023-02-20,0.0010381482943663256
IM0000,10,09:31,2023-02-21,-0.0004890116212173945
IM0000,10,09:31,2023-02-22,-0.002242639079794495
IM0000,10,09:31,2023-02-23,-0.0010883574394959794
IM0000,10,09:31,2023-02-24,-0.00015839417109442255
IM0000,10,09:31,2023-02-27,0.001201975294339186
IM0000,10,09:31,2023-02-28,-0.000361517215449636
IM0000,15,09:31,2023-01-04,0.00012467856307962766
IM0000,15,09:31,2023-01-09,-0.00044418576154892087
IM0000,15,09:31,2023-01-10,0.001519756838905706
IM0000,15,09:31,2023-01-11,0.0006633959702552206
IM0000,15,09:31,2023-01-16,-0.0006432936635571984
IM0000,15,09:31,2023-01-17,-0.0008959620962474268
IM0000,15,09:31,2023-01-18,-0.0004683699215858317
IM0000,15,09:31,2023-01-19,-0.0004386561994221827
IM0000,15,09:31,2023-01-20,-0.0015835195572065919
IM0000,15,09:31,2023-01-30,-0.0034448028726152824
IM0000,15,09:31,2023-01-31,-0.0005892057506480253
IM0000,15,09:31,2023-02-01,5.836519099999826e-05
IM0000,15,09:31,2023-02-02,0.0001732201628270591
IM0000,15,09:31,2023-02-03,-5.7891309067192864e-05
IM0000,15,09:31,2023-02-06,-0.0009612863759504986
IM0000,15,09:31,2023-02-07,0.0004351736342800283
IM0000,15,09:31,2023-02-08,-0.0009123955451924015
IM0000,15,09:31,2023-02-10,-0.00044204882500564757
IM0000,15,09:31,2023-02-14,-0.0013377355268402447
IM0000,15,09:31,2023-02-15,5.6732760332467436e-05
IM0000,15,09:31,2023-02-16,-0.0003266024821789726
IM0000,15,09:31,2023-02-17,-0.0026662054851774863
IM0000,15,09:31,2023-02-20,0.0010381482943663256
IM0000,15,09:31,2023-02-21,-0.0004890116212173945
IM0000,15,09:31,2023-02-22,-0.002242639079794495
IM0000,15,09:31,2023-02-23,-0.0010883574394959794
IM0000,15,09:31,2023-02-24,-0.00015839417109442255
IM0000,15,09:31,2023-02-27,0.001201975294339186
IM0000,15,09:31,2023-02-28,-0.000361517215449636
IM0000,20,09:31,2023-01-04,0.00012467856307962766
IM0000,20,09:31,2023-01-09,-0.00044418576154892087
IM0000,20,09:31,2023-01-10,0.001519756838905706
IM0000,20,09:31,2023-01-11,0.0006633959702552206
IM0000,20,09:31,2023-01-16,-0.0006432936635571984
IM0000,20,09:31,2023-01-18,-0.0004683699215858317
IM0000,20,09:31,2023-01-19,-0.0004386561994221827
IM0000,20,09:31,2023-01-30,-0.0034448028726152824
IM0000,20,09:31,2023-01-31,-0.0005892057506480253
IM0000,20,09:31,2023-02-01,5.836519099999826e-05
IM0000,20,09:31,2023-02-02,0.0001732201628270591
IM0000,20,09:31,2023-02-03,-5.7891309067192864e-05
IM0000,20,09:31,2023-02-06,-0.0009612863759504986
IM0000,20,09:31,2023-02-07,0.0004351736342800283
IM0000,20,09:31,2023-02-08,-0.0009123955451924015
IM0000,20,09:31,2023-02-14,-0.0013377355268402447
IM0000,20,09:31,2023-02-15,5.6732760332467436e-05
IM0000,20,09:31,2023-02-16,-0.0003266024821789726
IM0000,20,09:31,2023-02-17,-0.0026662054851774863
IM0000,20,09:31,2023-02-20,0.0010381482943663256
IM0000,20,09:31,2023-02-21,-0.0004890116212173945
IM0000,20,09:31,2023-02-22,-0.002242639079794495
IM0000,20,09:31,2023-02-23,-0.0010883574394959794
IM0000,20,09:31,2023-02-24,-0.00015839417109442255
IM0000,20,09:31,2023-02-27,0.001201975294339186
IM0000,20,09:31,2023-02-28,-0.000361517215449636
IC0000,5,09:34,2023-01-04,0.00021867850894907725
IC0000,5,09:34,2023-01-05,0.001226169480137651
IC0000,5,09:34,2023-01-09,-0.0006787742330678359
IC0000,5,09:34,2023-01-10,0.00039871745884068055
IC0000,5,09:34,2023-01-11,-0.00044676098287432797
IC0000,5,09:34,2023-01-13,0.0001991337681088723
IC0000,5,09:34,2023-01-16,0.0028766160534789975
IC0000,5,09:34,2023-01-18,-0.0005998216746373464
IC0000,5,09:34,2023-01-19,-0.0003081364233471495
IC0000,5,09:34,2023-01-20,0.0009907635271181325
IC0000,5,09:34,2023-01-30,0.0009586070339754338
IC0000,5,09:34,2023-01-31,0.0003974815568557055
IC0000,5,09:34,2023-02-01,0.00034715099490334467
IC0000,5,09:34,2023-02-02,0.0007061592781483217
IC0000,5,09:34,2023-02-03,0.0008830300545585867
IC0000,5,09:34,2023-02-07,0.0010781500214043227
IC0000,5,09:34,2023-02-08,0.0002691065662003833
IC0000,5,09:34,2023-02-09,-0.00028746646224619976
IC0000,5,09:34,2023-02-10,0.00012581187978688568
IC0000,5,09:34,2023-02-13,0.0019402773176848687
IC0000,5,09:34,2023-02-14,4.701383773952905e-05
IC0000,5,09:34,2023-02-15,0.0007518796992481702
IC0000,5,09:34,2023-02-16,0.0003925139734975991
IC0000,5,09:34,2023-02-17,-0.0012712133731647146
IC0000,5,09:34,2023-02-20,0.0009649249770831148
IC0000,5,09:34,2023-02-21,-0.0008522323753610284
IC0000,5,09:34,2023-02-22,0.0001417992752481556
IC0000,5,09:34,2023-02-23,-0.0006595166684986165
IC0000,5,09:34,2023-02-27,0.0004288641453689124
IC0000,10,09:34,2023-01-05,0.001226169480137651
IC0000,10,09:34,2023-01-10,0.00039871745884068055
IC0000,10,09:34,2023-01-11,-0.00044676098287432797
IC0000,10,09:34,2023-01-13,0.0001991337681088723
IC0000,10,09:34,2023-01-16,0.0028766160534789975
IC0000,10,09:34,2023-01-18,-0.0005998216746373464
IC0000,10,09:34,2023-01-19,-0.0003081364233471495
IC0000,10,09:34,2023-01-20,0.0009907635271181325
IC0000,10,09:34,2023-01-31,0.0003974815568557055
IC0000,10,09:34,2023-02-01,0.00034715099490334467
IC0000,10,09:34,2023-02-02,0.0007061592781483217
IC0000,10,09:34,2023-02-09,-0.00028746646224619976
IC0000,10,09:34,2023-02-10,0.00012581187978688568
IC0000,10,09:34,2023-02-13,0.0019402773176848687
IC0000,10,09:34,2023-02-14,4.701383773952905e-05
IC0000,10,09:34,2023-02-15,0.0007518796992481702
IC0000,10,09:34,2023-02-16,0.0003925139734975991
IC0000,10,09:34,2023-02-20,0.0009649249770831148
IC0000,10,09:34,2023-02-21,-0.0008522323753610284
IC0000,10,09:34,2023-02-22,0.0001417992752481556
IC0000,10,09:34,2023-02-23,-0.0006595166684986165
IC0000,10,09:34,2023-02-27,0.0004288641453689124
IC0000,15,09:34,2023-01-05,0.001226169480137651
IC0000,15,09:34,2023-01-10,0.00039871745884068055
IC0000,15,09:34,2023-01-11,-0.00044676098287432797
IC0000,15,09:34,2023-01-13,0.0001991337681088723
IC0000,15,09:34,2023-01-16,0.0028766160534789975
IC0000,15,09:34,2023-01-20,0.0009907635271181325
IC0000,15,09:34,2023-01-31,0.0003974815568557055
IC0000,15,09:34,2023-02-02,0.0007061592781483217
IC0000,15,09:34,2023-02-10,0.00012581187978688568
IC0000,15,09:34,2023-02-13,0.0019402773176848687
IC0000,15,09:34,2023-02-14,4.701383773952905e-05
IC0000,15,09:34,2023-02-15,0.0007518796992481702
IC0000,15,09:34,2023-02-16,0.0003925139734975991
IC0000,15,09:34,2023-02-21,-0.0008522323753610284
IC0000,15,09:34,2023-02-22,0.0001417992752481556
IC0000,15,09:34,2023-02-23,-0.0006595166684986165
IC0000,15,09:34,2023-02-27,0.0004288641453689124
IC0000,20,09:34,2023-01-16,0.0028766160534789975
IC0000,20,09:34,2023-01-31,0.0003974815568557055
IC0000,20,09:34,2023-02-02,0.0007061592781483217
IC0000,20,09:34,2023-02-10,0.00012581187978688568
IC0000,20,09:34,2023-02-13,0.0019402773176848687
IC0000,20,09:34,2023-02-15,0.0007518796992481702
IC0000,20,09:34,2023-02-16,0.0003925139734975991
IC0000,20,09:34,2023-02-21,-0.0008522323753610284
IC0000,20,09:34,2023-02-22,0.0001417992752481556
IC0000,20,09:34,2023-02-23,-0.0006595166684986165
IM0000,5,09:34,2023-01-04,0.00046747904135635565
IM0000,5,09:34,2023-01-05,0.0009663191035051977
IM0000,5,09:34,2023-01-06,0.00017076502732238374
IM0000,5,09:34,2023-01-09,-0.0014227144780323275
IM0000,5,09:34,2023-01-10,0.00034128104494057787
IM0000,5,09:34,2023-01-11,0.00015449264615008396
IM0000,5,09:34,2023-01-12,0.00021677195590230625
IM0000,5,09:34,2023-01-16,0.003506044115181073
IM0000,5,09:34,2023-01-17,0.0008636887084065847
IM0000,5,09:34,2023-01-19,0.00046878780546810717
IM0000,5,09:34,2023-01-20,-0.0009632626446746118
IM0000,5,09:34,2023-01-30,0.0003489234258465812
IM0000,5,09:34,2023-01-31,0.0007932310946587862
IM0000,5,09:34,2023-02-01,0.0002478676095356569
IM0000,5,09:34,2023-02-02,0.0003460856273522772
IM0000,5,09:34,2023-02-03,0.0008822806230925906
IM0000,5,09:34,2023-02-06,-0.000887724659826894
IM0000,5,09:34,2023-02-07,0.0014955062215962212
IM0000,5,09:34,2023-02-09,-2.9236346625993725e-05
IM0000,5,09:34,2023-02-10,0.0002852700794477858
IM0000,5,09:34,2023-02-13,0.002277121374865576
IM0000,5,09:34,2023-02-14,0.00012783364581570034
IM0000,5,09:34,2023-02-15,0.0002981345296571014
IM0000,5,09:34,2023-02-16,0.0006829434864263906
IM0000,5,09:34,2023-02-17,-0.0011707232468058937
IM0000,5,09:34,2023-02-20,0.001277514280260128
IM0000,5,09:34,2023-02-21,-0.0005618382194050309
IM0000,5,09:34,2023-02-22,0.0006201773995815341
IM0000,5,09:34,2023-02-23,-0.00047351202433554285
IM0000,5,09:34,2023-02-24,-0.0001440465558468773
IM0000,5,09:34,2023-02-27,-0.00021787125261440998
IM0000,5,09:34,2023-02-28,-0.000505773037961843
IM0000,10,09:34,2023-01-05,0.0009663191035051977
IM0000,10,09:34,2023-01-10,0.00034128104494057787
IM0000,10,09:34,2023-01-11,0.00015449264615008396
IM0000,10,09:34,2023-01-16,0.003506044115181073
IM0000,10,09:34,2023-01-17,0.0008636887084065847
IM0000,10,09:34,2023-01-19,0.00046878780546810717
IM0000,10,09:34,2023-01-20,-0.0009632626446746118
IM0000,10,09:34,2023-01-31,0.0007932310946587862
IM0000,10,09:34,2023-02-02,0.0003460856273522772
IM0000,10,09:34,2023-02-07,0.0014955062215962212
IM0000,10,09:34,2023-02-09,-2.9236346625993725e-05
IM0000,10,09:34,2023-02-10,0.0002852700794477858
IM0000,10,09:34,2023-02-13,0.002277121374865576
IM0000,10,09:34,2023-02-15,0.0002981345296571014
IM0000,10,09:34,2023-02-16,0.0006829434864263906
IM0000,10,09:34,2023-02-17,-0.0011707232468058937
IM0000,10,09:34,2023-02-20,0.001277514280260128
IM0000,10,09:34,2023-02-21,-0.0005618382194050309
IM0000,10,09:34,2023-02-22,0.0006201773995815341
IM0000,10,09:34,2023-02-23,-0.00047351202433554285
IM0000,10,09:34,2023-02-27,-0.00021787125261440998
IM0000,15,09:34,2023-01-05,0.0009663191035051977
IM0000,15,09:34,2023-01-10,0.00034128104494057787
IM0000,15,09:34,2023-01-11,0.00015449264615008396
IM0000,15,09:34,2023-01-16,0.003506044115181073
IM0000,15,09:34,2023-01-17,0.0008636887084065847
IM0000,15,09:34,2023-01-19,0.00046878780546810717
IM0000,15,09:34,2023-01-20,-0.0009632626446746118
IM0000,15,09:34,2023-01-31,0.0007932310946587862
IM0000,15,09:34,2023-02-10,0.0002852700794477858
IM0000,15,09:34,2023-02-13,0.002277121374865576
IM0000,15,09:34,2023-02-15,0.0002981345296571014
IM0000,15,09:34,2023-02-16,0.0006829434864263906
IM0000,15,09:34,2023-02-17,-0.0011707232468058937
IM0000,15,09:34,2023-02-21,-0.0005618382194050309
IM0000,15,09:34,2023-02-22,0.0006201773995815341
IM0000,15,09:34,2023-02-23,-0.00047351202433554285
IM0000,20,09:34,2023-01-05,0.0009663191035051977
IM0000,20,09:34,2023-01-10,0.00034128104494057787
IM0000,20,09:34,2023-01-11,0.00015449264615008396
IM0000,20,09:34,2023-01-16,0.003506044115181073
IM0000,20,09:34,2023-01-17,0.0008636887084065847
IM0000,20,09:34,2023-01-19,0.00046878780546810717
IM0000,20,09:34,2023-01-31,0.0007932310946587862
IM0000,20,09:34,2023-02-10,0.0002852700794477858
IM0000,20,09:34,2023-02-13,0.002277121374865576
IM0000,20,09:34,2023-02-15,0.0002981345296571014
IM0000,20,09:34,2023-02-16,0.0006829434864263906
IM0000,20,09:34,2023-02-21,-0.0005618382194050309
IM0000,20,09:34,2023-02-22,0.0006201773995815341
IC0000,5,13:37,2023-01-04,0.0002533612593743628
IC0000,5,13:37,2023-01-05,-0.0001497853077254696
IC0000,5,13:37,2023-01-06,0.00031599254922820563
IC0000,5,13:37,2023-01-10,-0.00019852101841288938
IC0000,5,13:37,2023-01-11,-0.0006459841319796933
IC0000,5,13:37,2023-01-16,-0.00040546896540527566
IC0000,5,13:37,2023-01-17,-0.0006833379431527842
IC0000,5,13:37,2023-01-18,-0.0006625727213963595
IC0000,5,13:37,2023-01-19,-0.0001773507029536603
IC0000,5,13:37,2023-01-20,-0.00011163028051086599
IC0000,5,13:37,2023-01-30,-0.0007613730093267712
IC0000,5,13:37,2023-02-02,0.00037574562021525093
IC0000,5,13:37,2023-02-03,-0.0012983517266493827
IC0000,5,13:37,2023-02-06,3.183902190539989e-05
IC0000,5,13:37,2023-02-07,-0.0002707394371803673
IC0000,5,13:37,2023-02-08,-0.0006529598190824215
IC0000,5,13:37,2023-02-09,-0.0002047953621727716
IC0000,5,13:37,2023-02-10,0.00015887390178415117
IC0000,5,13:37,2023-02-13,-0.00010997470581752822
IC0000,5,13:37,2023-02-14,-0.0001415227851684353
IC0000,5,13:37,2023-02-15,0.00021999434300279397
IC0000,5,13:37,2023-02-17,-0.00036750607183955175
IC0000,5,13:37,2023-02-21,-0.00025237389192089843
IC0000,5,13:37,2023-02-22,-0.0007701980509273731
IC0000,5,13:37,2023-02-23,0.0003161205683849255
IC0000,5,13:37,2023-02-24,-0.00045888980315211825
IC0000,5,13:37,2023-02-28,0.000604681507884619
IC0000,10,13:37,2023-01-10,-0.00019852101841288938
IC0000,10,13:37,2023-01-16,-0.00040546896540527566
IC0000,10,13:37,2023-01-17,-0.0006833379431527842
IC0000,10,13:37,2023-01-19,-0.0001773507029536603
IC0000,10,13:37,2023-01-30,-0.0007613730093267712
IC0000,10,13:37,2023-02-06,3.183902190539989e-05
IC0000,10,13:37,2023-02-07,-0.0002707394371803673
IC0000,10,13:37,2023-02-08,-0.0006529598190824215
IC0000,10,13:37,2023-02-10,0.00015887390178415117
IC0000,10,13:37,2023-02-13,-0.00010997470581752822
IC0000,10,13:37,2023-02-14,-0.0001415227851684353
IC0000,10,13:37,2023-02-23,0.0003161205683849255
IC0000,10,13:37,2023-02-28,0.000604681507884619
IC0000,15,13:37,2023-01-10,-0.00019852101841288938
IC0000,15,13:37,2023-01-16,-0.00040546896540527566
IC0000,15,13:37,2023-01-17,-0.0006833379431527842
IC0000,15,13:37,2023-01-19,-0.0001773507029536603
IC0000,15,13:37,2023-02-06,3.183902190539989e-05
IC0000,15,13:37,2023-02-08,-0.0006529598190824215
IC0000,15,13:37,2023-02-10,0.00015887390178415117
IC0000,15,13:37,2023-02-13,-0.00010997470581752822
IC0000,15,13:37,2023-02-28,0.000604681507884619
IC0000,20,13:37,2023-01-17,-0.0006833379431527842
IC0000,20,13:37,2023-02-06,3.183902190539989e-05
IC0000,20,13:37,2023-02-10,0.00015887390178415117
IC0000,20,13:37,2023-02-13,-0.00010997470581752822
IM0000,5,13:37,2023-01-04,0.0004857715933308526
IM0000,5,13:37,2023-01-05,-0.00010807138887147794
IM0000,5,13:37,2023-01-09,-0.0002912546945657013
IM0000,5,13:37,2023-01-10,-1.544020010502134e-05
IM0000,5,13:37,2023-01-11,-0.0005567412081284306
IM0000,5,13:37,2023-01-13,-0.0001084649116009917
IM0000,5,13:37,2023-01-17,-0.0004701314851603966
IM0000,5,13:37,2023-01-18,-0.0006479221288009374
IM0000,5,13:37,2023-01-19,-0.00034450735448321446
IM0000,5,13:37,2023-01-20,-0.00014791586545570556
IM0000,5,13:37,2023-01-30,-0.0005870525558802075
IM0000,5,13:37,2023-02-02,0.0004892438304913149
IM0000,5,13:37,2023-02-03,-0.001773848815737722
IM0000,5,13:37,2023-02-06,-0.00021890140680635994
IM0000,5,13:37,2023-02-07,2.9136680166796936e-05
IM0000,5,13:37,2023-02-08,-0.0006693635225983874
IM0000,5,13:37,2023-02-09,-0.0002008550687212507
IM0000,5,13:37,2023-02-10,0.00036147017148147054
IM0000,5,13:37,2023-02-13,-0.00032801848312846715
IM0000,5,13:37,2023-02-14,-0.0001853858878559933
IM0000,5,13:37,2023-02-17,-0.0006847518867101332
IM0000,5,13:37,2023-02-21,-0.00010118677633386142
IM0000,5,13:37,2023-02-22,-0.0006752970588657092
IM0000,5,13:37,2023-02-23,0.0005061387398591632
IM0000,5,13:37,2023-02-24,-0.0005787037037037202
IM0000,5,13:37,2023-02-27,0.00093545369504211
IM0000,5,13:37,2023-02-28,0.0006708962298549448
IM0000,10,13:37,2023-01-10,-1.544020010502134e-05
IM0000,10,13:37,2023-01-11,-0.0005567412081284306
IM0000,10,13:37,2023-01-17,-0.0004701314851603966
IM0000,10,13:37,2023-01-19,-0.00034450735448321446
IM0000,10,13:37,2023-01-20,-0.00014791586545570556
IM0000,10,13:37,2023-02-03,-0.001773848815737722
IM0000,10,13:37,2023-02-06,-0.00021890140680635994
IM0000,10,13:37,2023-02-07,2.9136680166796936e-05
IM0000,10,13:37,2023-02-08,-0.0006693635225983874
IM0000,10,13:37,2023-02-10,0.00036147017148147054
IM0000,10,13:37,2023-02-13,-0.00032801848312846715
IM0000,10,13:37,2023-02-14,-0.0001853858878559933
IM0000,10,13:37,2023-02-17,-0.0006847518867101332
IM0000,10,13:37,2023-02-27,0.00093545369504211
IM0000,10,13:37,2023-02-28,0.0006708962298549448
IM0000,15,13:37,2023-01-17,-0.0004701314851603966
IM0000,15,13:37,2023-02-03,-0.001773848815737722
IM0000,15,13:37,2023-02-06,-0.00021890140680635994
IM0000,15,13:37,2023-02-07,2.9136680166796936e-05
IM0000,15,13:37,2023-02-08,-0.0006693635225983874
IM0000,15,13:37,2023-02-10,0.00036147017148147054
IM0000,15,13:37,2023-02-13,-0.00032801848312846715
IM0000,15,13:37,2023-02-28,0.0006708962298549448
IM0000,20,13:37,2023-01-17,-0.0004701314851603966
IM0000,20,13:37,2023-02-03,-0.001773848815737722
IM0000,20,13:37,2023-02-07,2.9136680166796936e-05
IM0000,20,13:37,2023-02-08,-0.0006693635225983874
IM0000,20,13:37,2023-02-13,-0.00032801848312846715
IM0000,20,13:37,2023-02-28,0.0006708962298549448
IC0000,5,13:51,2023-01-05,-0.0004489673750371903
