code,tick,mean,n
IC0000,1,0.0,4685
IC0000,2,0.024439701173967793,4685
IC0000,3,0.021323372465320387,4685
IC0000,4,0.022027748132337013,4685
IC0000,5,-0.007299893276418514,4685
IC0000,6,-0.02145144076841312,4685
IC0000,7,-0.038505869797222,4685
IC0000,8,-0.050821771611525644,4685
IC0000,9,-0.06288153681964362,4685
IC0000,10,-0.07331910352187407,4685
IC0000,11,-0.06407684098186607,4685
IC0000,12,-0.06296691568836518,4685
IC0000,13,-0.0662540021344666,4685
IC0000,14,-0.04877267876200776,4685
IC0000,15,-0.054364994663831344,4685
IC0000,16,-0.05438633938100538,4685
IC0000,17,-0.06540021344717291,4685
IC0000,18,-0.06887940234792274,4685
IC0000,19,-0.086872998932769,4685
IC0000,20,-0.07991462113128255,4685
IC0000,21,-0.09159018143009924,4685
IC0000,22,-0.09001067235859316,4685
IC0000,23,-0.1026254002134509,4685
IC0000,24,-0.10411953041622048,4685
IC0000,25,-0.0975667022412014,4685
IC0000,26,-0.10518676627535077,4685
IC0000,27,-0.11171824973319446,4685
IC0000,28,-0.11748132337247165,4685
IC0000,29,-0.12266808964781388,4685
IC0000,30,-0.11835645677695003,4685
IC0000,31,-0.12034151547492504,4685
IC0000,32,-0.12919957310565736,4685
IC0000,33,-0.12384204909285627,4685
IC0000,34,-0.12090093936806308,4684
IC0000,35,-0.12083689154568997,4684
IC0000,36,-0.11641759180188072,4684
IC0000,37,-0.12973953885567868,4684
IC0000,38,-0.12528293828741693,4683
IC0000,39,-0.13650929288612806,4681
IC0000,40,-0.12493589743589797,4680
IC0000,41,-0.11040598290596712,4680
IC0000,42,-0.11239316239315637,4680
IC0000,43,-0.10309829059829662,4680
IC0000,44,-0.10220179563916036,4678
IC0000,45,-0.09090909090909947,4675
IC0000,46,-0.10674807197944676,4668
IC0000,47,-0.09924973204717569,4665
IC0000,48,-0.09000857632933498,4664
IC0000,49,-0.08911316298044819,4657
IC0000,50,-0.09423779832294037,4651
IC0000,51,-0.09974182444062067,4648
IC0000,52,-0.09226793021753385,4643
IC0000,53,-0.07116048317514463,4636
IC0000,54,-0.07899395509498716,4632
IC0000,55,-0.0649244060475202,4630
IC0000,56,-0.06397837837838499,4625
IC0000,57,-0.057313109425774444,4615
IC0000,58,-0.06827361563516861,4605
IC0000,59,-0.061716027874559036,4592
IC0000,60,-0.058322411533428854,4578
IC0000,61,-0.06712658782304623,4566
IC0000,62,-0.07052099362495477,4549
IC0000,63,-0.05953744493391614,4540
IC0000,64,-0.06693976970770477,4516
IC0000,65,-0.06023989338071762,4502
IC0000,66,-0.05763392857142447,4480
IC0000,67,-0.06238223418572931,4458
IC0000,68,-0.052195451474883456,4441
IC0000,69,-0.0597558218403735,4423
IC0000,70,-0.0535641084035417,4391
IC0000,71,-0.042903003898189615,4361
IC0000,72,-0.041073485372025126,4341
IC0000,73,-0.03458333333333851,4320
IC0000,74,-0.023920653442254594,4285
IC0000,75,-0.01646312822922102,4258
IC0000,76,-0.021001653673520953,4233
IC0000,77,-0.00592451027234618,4186
IC0000,78,0.018828351012538224,4148
IC0000,79,0.027562697832976695,4107
IC0000,80,0.042276422764234003,4059
IC0000,81,0.044206329429348386,4013
IC0000,82,0.04234938240483076,3967
IC0000,83,0.061852513396266344,3919
IC0000,84,0.0660543337645408,3865
IC0000,85,0.07798478089739362,3811
IC0000,86,0.0743814844373478,3759
IC0000,87,0.06695581458390054,3689
IC0000,88,0.0752486187845328,3620
IC0000,89,0.07051173310715542,3537
IC0000,90,0.07313346785816709,3469
IC0000,91,0.06342688330871943,3385
IC0000,92,0.07084725174614147,3293
IC0000,93,0.07752422632072409,3199
IC0000,94,0.0738194667523252,3113
IC0000,95,0.0936638214051284,3046
IC0000,96,0.08706518068219496,2961
IC0000,97,0.12078828043251046,2867
IC0000,98,0.11623282718727371,2766
IC0000,99,0.11659782200526202,2663
IC0000,100,0.11811736904293624,2539
IC0000,101,0.1371652245570718,2427
IC0000,102,0.13834196891192363,2316
IC0000,103,0.14450945094509632,2222
IC0000,104,0.14398854961831767,2096
IC0000,105,0.19393633148053893,1979
IC0000,106,0.20241935483870038,1860
IC0000,107,0.20877293577981776,1744
IC0000,108,0.2626156693399029,1621
IC0000,109,0.29396551724137643,1508
IC0000,110,0.3242950108459646,1383
IC0000,111,0.35861526357199497,1271
IC0000,112,0.3668126094570694,1142
IC0000,113,0.3781280788177252,1015
IC0000,114,0.41365638766518864,908
IC0000,115,0.35768742058449465,787
IC0000,116,0.3646525679758316,662
IC0000,117,0.4258928571428588,560
IC0000,118,0.7512585812357088,437
IC0000,119,0.8794019933555114,301
IC0000,120,0.8961111111111172,180
IC0000,121,-0.5344827586205956,29
IC0000,122,-1.1687500000000455,16
IC0000,123,-1.749999999999697,6
IC0000,124,-2.199999999999818,4
IC0000,125,-1.7999999999992724,1
IC0000,126,-1.6999999999989086,1
IF0000,1,0.0,4644
IF0000,2,0.019702842377250993,4644
IF0000,3,0.011929371231700455,4644
IF0000,4,-0.006459948320402665,4644
IF0000,5,-0.0333979328165352,4644
IF0000,6,-0.048578811369501096,4644
IF0000,7,-0.06143410852713026,4644
IF0000,8,-0.07379414298019024,4644
IF0000,9,-0.08124461670973401,4644
IF0000,10,-0.08568044788973761,4644
IF0000,11,-0.09765288544358272,4644
IF0000,12,-0.08875968992247901,4644
IF0000,13,-0.08888888888888677,4644
IF0000,14,-0.08301033591731737,4644
IF0000,15,-0.07674418604649921,4644
IF0000,16,-0.08059862187768933,4644
IF0000,17,-0.09164513350560163,4644
IF0000,18,-0.09265719207578874,4644
IF0000,19,-0.10202411714039115,4644
IF0000,20,-0.10400516795865848,4644
IF0000,21,-0.11121877691645506,4644
IF0000,22,-0.1136089577949944,4644
IF0000,23,-0.11380275624461769,4644
IF0000,24,-0.11406115417743869,4644
IF0000,25,-0.11599913867355782,4644
IF0000,26,-0.1159776055124856,4644
IF0000,27,-0.11425495262704534,4644
IF0000,28,-0.12717484926787848,4644
IF0000,29,-0.1331180017226511,4644
IF0000,30,-0.1392118863049164,4644
IF0000,31,-0.14140826873386164,4644
IF0000,32,-0.15910852713178383,4644
IF0000,33,-0.15598621877692068,4644
IF0000,34,-0.1566106804478851,4644
IF0000,35,-0.1576442721791546,4644
IF0000,36,-0.1506890611541804,4644
