product,thr_ticks,month,active_mins,pct_profitable,mean_ret_active,mean_daily_pnl
IC01,3,2023-03,568,0.4823943661971831,-1.1659115647424867e-05,-0.002207459229245775
IC01,5,ALL,6204,0.49742101869761446,1.362757397921734e-06,0.0002224880762291168
IC01,5,2023-01,2288,0.49125874125874125,-5.823574203390675e-06,-0.0008882891851571909
IC01,5,2023-02,3443,0.5015974440894568,6.376861215801679e-06,0.001097776658300259
IC01,5,2023-03,473,0.49682875264270615,-3.734640421583053e-07,-5.888283064695946e-05
IC01,8,ALL,4950,0.49595959595959593,7.163894699280697e-08,9.331915463536697e-06
IC01,8,2023-01,1716,0.48717948717948717,-9.535519353504556e-06,-0.0010908634140409212
IC01,8,2023-02,2851,0.5015783935461242,5.77474332980594e-06,0.0008231896616638368
IC01,8,2023-03,383,0.4934725848563969,6.625868536592104e-07,8.459025498382584e-05
IC01,10,ALL,4013,0.49713431348118614,1.856372102498701e-06,0.00019604266440334967
IC01,10,2023-01,1324,0.486404833836858,-1.0439020908483457e-05,-0.0009214175788554731
IC01,10,2023-02,2381,0.501889962200756,7.749017539785327e-06,0.0009225205381114432
IC01,10,2023-03,308,0.5064935064935064,9.157383662112079e-06,0.00094015805597684
IC01,15,ALL,2518,0.5019857029388404,4.931392316230518e-06,0.00032676962769127485
IC01,15,2023-01,763,0.47575360419397117,-1.683868502228589e-05,-0.0008565277781336089
IC01,15,2023-02,1560,0.5134615384615384,1.5004333461884544e-05,0.0011703380100269944
IC01,15,2023-03,195,0.5128205128205128,9.5302683268343e-06,0.0006194674412442295
IC01,20,ALL,1476,0.4911924119241192,-1.1221250197674665e-06,-4.3585698136231066e-05
IC01,20,2023-01,399,0.44360902255639095,-4.781909995304324e-05,-0.0012719880587509502
IC01,20,2023-02,983,0.5076297049847406,1.6929561618574007e-05,0.0008320879535529124
IC01,20,2023-03,94,0.5212765957446809,8.317077457757703e-06,0.00026060176034307475
IC02,1,ALL,8305,0.49235400361228177,1.9015369628418258e-06,0.0004155859072737201
