product,thr_ticks,month,active_mins,pct_profitable,mean_ret_active,mean_daily_pnl
IC2306,8,2023-01,1692,0.5053191489361702,4.085526765983612e-06,0.0004608474192029514
IC2306,8,2023-02,2842,0.5014074595355383,5.778709581730375e-06,0.0008211546315638862
IC2306,8,2023-03,389,0.5038560411311054,1.8616248752573386e-05,0.0024139069215836826
IC2306,10,ALL,4021,0.5075851778164636,1.0997573543351697e-05,0.0011637169267846624
IC2306,10,2023-01,1296,0.5054012345679012,2.983304571364312e-06,0.00025775751496587653
IC2306,10,2023-02,2414,0.5070422535211268,1.2922953205410851e-05,0.0015598004518930896
IC2306,10,2023-03,311,0.5209003215434084,2.944974744523226e-05,0.003052957151822411
IC2306,15,ALL,2515,0.504572564612326,1.1524590312748517e-05,0.0007627459114884873
IC2306,15,2023-01,728,0.47802197802197804,-1.2571362327996958e-05,-0.0006101301183187857
IC2306,15,2023-02,1599,0.5190744215134458,2.3962685926099067e-05,0.0019158167397916204
IC2306,15,2023-03,188,0.48404255319148937,-9.576509813196888e-07,-6.0012794829367166e-05
IC2306,20,ALL,1453,0.5051617343427391,5.8197791536150025e-06,0.0002225299765842789
IC2306,20,2023-01,368,0.4782608695652174,-1.1526173444638109e-05,-0.0002827754551751216
IC2306,20,2023-02,985,0.5187817258883248,1.4410770061807954e-05,0.0007097304255440417
IC2306,20,2023-03,100,0.47,-1.4968375730514128e-05,-0.0004989458576838043
IC2309,1,ALL,5526,0.4876945349258053,-3.8136786864645256e-06,-0.0008429755368561187
IC2309,1,2023-01,433,0.46420323325635104,-1.6673202085234507e-05,-0.003609748251453271
IC2309,1,2023-02,4443,0.48998424487958586,-8.711432021961639e-07,-0.0001935244623678778
IC2309,1,2023-03,650,0.4876923076923077,-1.53606194940598e-05,-0.0033281342237129565
IC2309,2,ALL,5228,0.48775822494261667,-4.40687421218365e-06,-0.0009215655352518449
IC2309,2,2023-01,412,0.46359223300970875,-2.2194427620762078e-05,-0.004572052089876988
IC2309,2,2023-02,4204,0.4900095147478592,-1.0856535412468025e-06,-0.0002282043743700779
IC2309,2,2023-03,612,0.48856209150326796,-1.5246644957746057e-05,-0.0031103155713801955
IC2309,3,ALL,4966,0.4881192106322996,-4.0309603620834675e-06,-0.00080070996632426
IC2309,3,2023-01,389,0.4524421593830334,-2.9832837929443186e-05,-0.0058024869772767
IC2309,3,2023-02,3999,0.4903725931482871,-7.178597200888035e-07,-0.00014353605103175626
IC2309,3,2023-03,578,0.49653979238754326,-9.588329036190272e-06,-0.0018473513943059923
IC2309,5,ALL,4301,0.48965356893745643,-3.935658977026622e-06,-0.0006770907704076601
IC2309,5,2023-01,341,0.4662756598240469,-2.989140020775456e-05,-0.005096483735422153
IC2309,5,2023-02,3468,0.48961937716262977,-1.706370032344646e-06,-0.0002958845636085616
IC2309,5,2023-03,492,0.5060975609756098,-1.6597774739348865e-06,-0.00027220350572532137
IC2309,8,ALL,3530,0.49093484419263456,-2.5257250015439067e-06,-0.00035663237021799966
IC2309,8,2023-01,271,0.46494464944649444,-2.1651341226062722e-05,-0.0029337567361314987
IC2309,8,2023-02,2875,0.488,-3.644888859521445e-06,-0.0005239527735562078
IC2309,8,2023-03,384,0.53125,1.9350936687336357e-05,0.0024769198959790537
IC2309,10,ALL,2974,0.4912575655682582,-5.490628531912931e-06,-0.0006531651701563623
IC2309,10,2023-01,216,0.49074074074074076,-9.85312508979757e-06,-0.0010641375096981376
IC2309,10,2023-02,2446,0.4893704006541292,-6.56352245199676e-06,-0.0008027187958792037
IC2309,10,2023-03,312,0.5064102564102564,5.940774625228496e-06,0.0006178405610237636
IC2309,15,ALL,1961,0.5043345232024478,5.307615662004726e-06,0.00041632937252765066
IC2309,15,2023-01,144,0.4791666666666667,-2.8562806292959593e-05,-0.0020565220530930906
IC2309,15,2023-02,1625,0.5076923076923077,9.405868462951097e-06,0.0007642268126147767
IC2309,15,2023-03,192,0.4947916666666667,-3.975301213115026e-06,-0.0002544192776393617
IC2309,20,ALL,1235,0.49554655870445347,-1.2902212902436093e-05,-0.000637369317380343
IC2309,20,2023-01,102,0.49019607843137253,-2.0446500812143062e-05,-0.0010427715414192962
IC2309,20,2023-02,1030,0.5058252427184466,-5.997809794257844e-06,-0.00030888720440427897
IC2309,20,2023-03,103,0.39805825242718446,-7.447520158819809e-05,-0.002556981921194801
ICInd,1,ALL,8397,0.40038108848398235,-0.00023119809431667874,-0.051088694683609236
ICInd,1,2023-01,3309,0.3841039588999698,-0.00025218527343744037,-0.05563207132029934
ICInd,1,2023-02,4431,0.4116452268111036,-0.00022246262158515676,-0.049286593812191484
ICInd,1,2023-03,657,0.4063926940639269,-0.00018441012470141787,-0.040385817309610515
ICInd,2,ALL,7805,0.39295323510570146,-0.00024743278209025406,-0.0508213911635377
ICInd,2,2023-01,3075,0.3759349593495935,-0.0002696804951080133,-0.05528450149714272
ICInd,2,2023-02,4118,0.4055366682855755,-0.0002374872075170726,-0.048898616027765254
ICInd,2,2023-03,612,0.3937908496732026,-0.0002025702960816784,-0.041324340400662386
ICInd,3,ALL,7185,0.3848295059151009,-0.00026645647858395804,-0.05038131049015102
ICInd,3,2023-01,2823,0.3659227771873893,-0.0002926635820633638,-0.055079286144325064
ICInd,3,2023-02,3807,0.39952718676122934,-0.0002517374457755249,-0.04791822280337117
ICInd,3,2023-03,555,0.3801801801801802,-0.00023411900971790836,-0.04331201679781305
ICInd,5,ALL,6073,0.36752840441297546,-0.000306894947417589,-0.04904665830702679
ICInd,5,2023-01,2341,0.3438701409653994,-0.00034171049092731356,-0.05332961728405607
ICInd,5,2023-02,3282,0.3863497867154174,-0.00028530004418737224,-0.04681773725114778
ICInd,5,2023-03,450,0.35333333333333333,-0.0002832755808516025,-0.04249133712774037
ICInd,8,ALL,4550,0.3487912087912088,-0.0003708407293934016,-0.044403297861578345
ICInd,8,2023-01,1743,0.32816982214572576,-0.00040876781286905856,-0.04749881985538461
ICInd,8,2023-02,2460,0.3642276422764228,-0.00035109249839891183,-0.04318437730306616
ICInd,8,2023-03,347,0.34293948126801155,-0.00032033278054145444,-0.0370518249492949
ICInd,10,ALL,3723,0.335750738651625,-0.00043520066691792514,-0.04263821270882724
ICInd,10,2023-01,1420,0.31619718309859157,-0.0004685052548375247,-0.04435183079128567
ICInd,10,2023-02,2024,0.34881422924901184,-0.00042075164806725364,-0.04258006678440607
ICInd,10,2023-03,279,0.34050179211469533,-0.0003705135676631861,-0.03445776179267631
ICInd,15,ALL,2163,0.3042071197411003,-0.0005927599461867311,-0.03374052009478683
ICInd,15,2023-01,827,0.2756952841596131,-0.0006497025240042227,-0.035820265823432805
ICInd,15,2023-02,1184,0.31925675675675674,-0.0005574777319409319,-0.03300268173090317
ICInd,15,2023-03,152,0.34210526315789475,-0.000557777247581209,-0.028260713877447923
ICInd,20,ALL,1267,0.2801894238358327,-0.0008147740081751403,-0.027166280746260603
ICInd,20,2023-01,490,0.23469387755102042,-0.0008809719736595265,-0.0287784178062112
ICInd,20,2023-02,692,0.3078034682080925,-0.000774885303221494,-0.026811031491463695
ICInd,20,2023-03,85,0.3176470588235294,-0.0007579031933583649,-0.02147392381182034
IF0000,1,ALL,7965,0.49541745134965476,-3.621380663344182e-06,-0.0007590604469351687
IF0000,1,2023-01,3126,0.4849648112603967,-4.177635812663837e-06,-0.0008706193033591436
IF0000,1,2023-02,4217,0.506995494427318,9.313704216765478e-08,1.963794534105001e-05
IF0000,1,2023-03,622,0.4694533762057878,-2.6009270643038997e-05,-0.005392588779990086
IF0000,2,ALL,7240,0.4966850828729282,-2.7563471029214653e-06,-0.000525156658556616
IF0000,2,2023-01,2847,0.48788198103266595,-3.2376860520180873e-06,-0.0006145128126730329
IF0000,2,2023-02,3839,0.5071633237822349,1.1149438763514507e-06,0.000214013477065661
IF0000,2,2023-03,554,0.4693140794223827,-2.7109260607164498e-05,-0.0050061767921230444
IF0000,3,ALL,6479,0.49714462108350055,-3.242222285751318e-06,-0.0005527988997205997
IF0000,3,2023-01,2495,0.48857715430861726,-4.86652787730756e-06,-0.0008094658035921575
IF0000,3,2023-02,3493,0.5055825937589464,8.248377581710173e-07,0.00014405791446456818
IF0000,3,2023-03,491,0.48065173116089616,-2.3921648522997535e-05,-0.003915176474930597
IF0000,5,ALL,4903,0.4956149296349174,-4.668763316739431e-06,-0.0006023933300519325
IF0000,5,2023-01,1842,0.4777415852334419,-1.228210356280126e-05,-0.001508242317511995
IF0000,5,2023-02,2679,0.5080253826054498,2.2240911966265315e-06,0.00029791701578812393
IF0000,5,2023-03,382,0.49476439790575916,-1.6297518573445e-05,-0.002075217365018663
IF0000,8,ALL,3377,0.5001480604086467,-1.766189135089167e-06,-0.00015695843971568727
IF0000,8,2023-01,1204,0.4692691029900332,-2.5899331541723156e-05,-0.0020788530117489784
IF0000,8,2023-02,1896,0.5226793248945147,1.6545513193114664e-05,0.00156851465070727
IF0000,8,2023-03,277,0.48014440433212996,-2.220909222782252e-05,-0.0020506395157022794
IF0000,10,ALL,2415,0.5084886128364389,5.864780249435071e-06,0.00037272221848383413
IF0000,10,2023-01,838,0.47494033412887826,-2.463902083354451e-05,-0.0013764999639006867
IF0000,10,2023-02,1367,0.5267008046817849,2.1337506862355346e-05,0.001458418594041988
IF0000,10,2023-03,210,0.5238095238095238,2.686938990502969e-05,0.0018808572933520784
IF0000,15,ALL,1048,0.49236641221374045,-5.957436640846178e-06,-0.00016429983156859986
IF0000,15,2023-01,329,0.45896656534954405,-4.9172752228050936e-05,-0.0010785223655352505
IF0000,15,2023-02,617,0.5105348460291734,1.883410982618784e-05,0.0005810322881378948
IF0000,15,2023-03,102,0.49019607843137253,-1.653141058172485e-05,-0.0005620679597786449
IF0000,20,ALL,432,0.49537037037037035,-3.258372164447989e-06,-3.704254671161925e-05
IF0000,20,2023-01,130,0.4076923076923077,-0.00012122238463149962,-0.0010505940001396634
IF0000,20,2023-02,262,0.5305343511450382,3.971926463956257e-05,0.0005203223667782697
IF0000,20,2023-03,40,0.55,9.862114728720061e-05,0.0013149486304960083
IF01,1,ALL,7944,0.4944612286002014,-7.1061121976269405e-06,-0.0014855514552091689
IF01,1,2023-01,3106,0.48325820991629104,-1.2618719986518476e-05,-0.0026129162852084257
IF01,1,2023-02,4216,0.506404174573055,-2.560352656194903e-07,-5.397223399258855e-05
IF01,1,2023-03,622,0.4694533762057878,-2.6009270643038997e-05,-0.005392588779990086
IF01,2,ALL,7207,0.49576800333009574,-4.622757656875053e-06,-0.0008767424850815398
IF01,2,2023-01,2810,0.48718861209964415,-8.148844237813498e-06,-0.0015265501538837287
IF01,2,2023-02,3843,0.5058548009367682,1.197129391497931e-06,0.00023002841257632745
IF01,2,2023-03,554,0.4693140794223827,-2.7109260607164498e-05,-0.0050061767921230444
IF01,3,ALL,6446,0.49550108594477194,-4.9076561964271235e-06,-0.0008324934695307694
IF01,3,2023-01,2473,0.48362312980186006,-8.532750821134465e-06,-0.0014067661853777022
IF01,3,2023-02,3482,0.5060310166570936,3.481534644710171e-07,6.061351816440408e-05
IF01,3,2023-03,491,0.48065173116089616,-2.3921648522997535e-05,-0.003915176474930597
IF01,5,ALL,4833,0.4974136147320505,-4.158460233505337e-06,-0.0005288904818034551
IF01,5,2023-01,1799,0.4774874930516954,-1.5029802173693183e-05,-0.0018025742740316022
IF01,5,2023-02,2652,0.5113122171945701,4.964716401583233e-06,0.0006583213948499367
IF01,5,2023-03,382,0.49476439790575916,-1.6297518573445e-05,-0.002075217365018663
IF01,8,ALL,3300,0.4984848484848485,-3.635832811814172e-06,-0.00031574337576280965
IF01,8,2023-01,1160,0.4706896551724138,-2.850544552394851e-05,-0.0022044211205186847
IF01,8,2023-02,1863,0.5185185185185185,1.4610835789533195e-05,0.001360999353795017
IF01,8,2023-03,277,0.48014440433212996,-2.220909222782252e-05,-0.0020506395157022794
IF01,10,ALL,2343,0.5049082373026035,-8.60372033640675e-07,-5.304872828473952e-05
IF01,10,2023-01,792,0.48484848484848486,-2.580279584973936e-05,-0.001362387620866238
IF01,10,2023-02,1341,0.5137956748695004,9.528255598894285e-06,0.0006388695379058618
IF01,10,2023-03,210,0.5238095238095238,2.686938990502969e-05,0.0018808572933520784
IF01,15,ALL,984,0.4928861788617886,-7.777569222391697e-06,-0.00020139810828509024
IF01,15,2023-01,298,0.4664429530201342,-5.851394187935058e-05,-0.001162476978669765
IF01,15,2023-02,584,0.5068493150684932,1.9640805555734553e-05,0.000573511522227449
IF01,15,2023-03,102,0.49019607843137253,-1.653141058172485e-05,-0.0005620679597786449
IF01,20,ALL,409,0.5158924205378973,2.576160393376159e-05,0.00027727621076074975
IF01,20,2023-01,123,0.43902439024390244,-0.00010489177219402001,-0.0008601125319909642
IF01,20,2023-02,246,0.5487804878048781,7.924121177758101e-05,0.0009746669048642465
IF01,20,2023-03,40,0.55,9.862114728720061e-05,0.0013149486304960083
IF02,1,ALL,7907,0.49702794991779436,-2.673309588986186e-06,-0.0005562594452661519
IF02,1,2023-01,3096,0.48546511627906974,-6.797840871746546e-06,-0.0014030743559284872
IF02,1,2023-02,4197,0.5098880152489874,4.174879844977948e-06,0.0008760985354686224
IF02,1,2023-03,614,0.46742671009771986,-2.8686831092115493e-05,-0.005871238096852971
IF02,2,ALL,7163,0.49769649588161385,-1.0525225185218094e-06,-0.00019840049474136108
IF02,2,2023-01,2805,0.4855614973262032,-6.877793279448788e-06,-0.0012861473432569234
IF02,2,2023-02,3810,0.5112860892388451,6.271731713657711e-06,0.001194764891451794
IF02,2,2023-03,548,0.4653284671532847,-2.215749357728786e-05,-0.00404743549345125
IF02,3,ALL,6385,0.4931871574001566,-2.2033175734527474e-06,-0.00037021533438146817
IF02,3,2023-01,2442,0.47583947583947583,-1.1107291594356822e-05,-0.0018082670715612907
IF02,3,2023-02,3448,0.5087006960556845,6.365896959641188e-06,0.0010974806358421407
IF02,3,2023-03,495,0.4707070707070707,-1.796725121195807e-05,-0.0029645964499730817
IF02,5,ALL,4794,0.4956195244055069,9.522231115645835e-07,0.00012013046307475297
IF02,5,2023-01,1787,0.46950195858981536,-1.2792512893477625e-05,-0.0015240147027096344
IF02,5,2023-02,2642,0.5166540499621499,1.2260898770533559e-05,0.0016196647275874831
IF02,5,2023-03,365,0.4712328767123288,-1.3611277847300093e-05,-0.0016560388047548447
IF02,8,ALL,3256,0.5003071253071253,5.448448954096293e-06,0.00046684604722467185
IF02,8,2023-01,1154,0.46707105719237435,-1.871317602578443e-05,-0.0014396670089170153
IF02,8,2023-02,1832,0.5294759825327511,2.62002680585091e-05,0.0023999445541594334
IF02,8,2023-03,270,0.4444444444444444,-3.2087911684799654e-05,-0.002887912051631969
IF02,10,ALL,2307,0.506285218899003,8.477329256624774e-06,0.0005146631209219304
IF02,10,2023-01,786,0.47455470737913485,-2.0721632902465574e-05,-0.001085813564089196
IF02,10,2023-02,1319,0.5299469294920395,2.8271578779981215e-05,0.001864510620539761
IF02,10,2023-03,202,0.4752475247524752,-7.157477002098646e-06,-0.00048193678480797547
IF02,15,ALL,1003,0.5014955134596212,1.209215356896113e-05,0.00031916921130705297
IF02,15,2023-01,300,0.47333333333333333,-3.824000217783841e-05,-0.0007648000435567682
IF02,15,2023-02,601,0.5241264559068219,4.009105510991912e-05,0.0012047362060530697
IF02,15,2023-03,102,0.45098039215686275,-4.846014098449603e-06,-0.00016476447934728652
IF02,20,ALL,408,0.4877450980392157,-7.261961679770095e-06,-7.797053593016312e-05
IF02,20,2023-01,117,0.452991452991453,-7.384541796274819e-05,-0.0005759942601094359
IF02,20,2023-02,250,0.512,2.5024807725632313e-05,0.0003128100965704039
IF02,20,2023-03,41,0.43902439024390244,-1.412605841738388e-05,-0.00019305613170424638
IF03,1,ALL,7879,0.4958751110547024,-1.1571477125818729e-08,-2.3992544282717306e-06
IF03,1,2023-01,3081,0.4881531970139565,-3.471788940115818e-06,-0.0007131054482997889
IF03,1,2023-02,4177,0.5025137658606655,4.973835515223013e-06,0.0010387855473543261
IF03,1,2023-03,621,0.4895330112721417,-1.637729612055397e-05,-0.0033901002969546714
IF03,2,ALL,7111,0.496695260863451,6.160821086258981e-07,0.00011528841774838845
IF03,2,2023-01,2762,0.48624185372918177,-5.5262034647934534e-06,-0.0010175582646506345
IF03,2,2023-02,3788,0.5055438225976768,7.644657024315552e-06,0.0014478980404053654
IF03,2,2023-03,561,0.48841354723707664,-1.660183059520326e-05,-0.003104542321303009
IF03,3,ALL,6358,0.4946524064171123,-1.2385080347759633e-06,-0.00020722194960804145
IF03,3,2023-01,2448,0.4869281045751634,-6.425212119057875e-06,-0.0010485946178302452
IF03,3,2023-02,3417,0.5001463271875914,3.9299271848785136e-06,0.0006714280595364941
IF03,3,2023-03,493,0.4949290060851927,-1.1306442207670951e-05,-0.0018580253361272596
IF03,5,ALL,4826,0.4927476170741815,-3.0329820298643835e-06,-0.0003851887177927767
IF03,5,2023-01,1813,0.4793160507446222,-1.3147792154061674e-05,-0.0015891298116875877
IF03,5,2023-02,2646,0.50151171579743,6.262822127810412e-06,0.0008285713675093176
IF03,5,2023-03,367,0.49591280653950953,-2.0086243735689513e-05,-0.0024572171503326836
IF03,8,ALL,3267,0.4928068564432201,-3.248804092365297e-06,-0.0002793116570988796
IF03,8,2023-01,1203,0.47381546134663344,-2.2482923838546566e-05,-0.0018031304918514346
IF03,8,2023-02,1794,0.5044593088071349,1.1064555993795467e-05,0.0009924906726434535
IF03,8,2023-03,270,0.5,-1.2654440906870282e-05,-0.0011388996816183254
IF03,10,ALL,2351,0.4968098681412165,-1.135521487389778e-06,-7.025292149614127e-05
IF03,10,2023-01,819,0.46886446886446886,-3.257536627328211e-05,-0.0017786149985212034
IF03,10,2023-02,1328,0.5120481927710844,1.8324272573445944e-05,0.0012167316988768106
IF03,10,2023-03,204,0.5098039215686274,-1.5932353753506428e-06,-0.00010834000552384371
IF03,15,ALL,976,0.4969262295081967,3.5223524501684325e-06,9.046884187801027e-05
IF03,15,2023-01,317,0.45741324921135645,-4.88825362644433e-05,-0.001033050933055235
IF03,15,2023-02,564,0.5124113475177305,3.375779436711887e-05,0.0009519698011527522
IF03,15,2023-03,95,0.5368421052631579,-1.1138530090750252e-06,-3.527201195404247e-05
IF03,20,ALL,388,0.4948453608247423,9.463562212279528e-06,9.662795100959096e-05
IF03,20,2023-01,122,0.4098360655737705,-0.00014863852288567067,-0.0012089266528034549
IF03,20,2023-02,230,0.5260869565217391,7.809966911898782e-05,0.00089814619486836
IF03,20,2023-03,36,0.5833333333333334,0.00010674550091802996,0.0012809460110163595
IF04,1,ALL,7825,0.4995527156549521,-2.9500184108693167e-07,-6.074708964487474e-05
IF04,1,2023-01,3044,0.48981603153745074,-3.598354158517492e-06,-0.0007302260039018164
IF04,1,2023-02,4172,0.5088686481303931,4.313799489585629e-06,0.0008998585735275622
IF04,1,2023-03,609,0.48440065681444994,-1.5356602329276252e-05,-0.003117390272843079
IF04,2,ALL,7085,0.49964714184897674,-1.874960612289752e-06,-0.0003495814720545498
IF04,2,2023-01,2739,0.4910551296093465,-4.749111703863179e-06,-0.0008671877971254164
IF04,2,2023-02,3787,0.5072616847108529,2.0296378347234913e-06,0.00038431192400489313
IF04,2,2023-03,559,0.49016100178890876,-1.4244217283165489e-05,-0.002654172487096503
IF04,3,ALL,6275,0.4959362549800797,-2.55993911476531e-06,-0.0004227267880303242
IF04,3,2023-01,2398,0.4870725604670559,-2.5757352821847625e-06,-0.00041177421377860404
IF04,3,2023-02,3396,0.5041224970553593,3.4248067915024777e-07,5.815321931971207e-05
IF04,3,2023-03,481,0.48232848232848236,-2.297311668371622e-05,-0.003683356374955834
IF04,5,ALL,4754,0.4972654606647034,-2.995030680316633e-06,-0.0003746941014269808
IF04,5,2023-01,1776,0.48423423423423423,-9.136371455690334e-06,-0.0010817463803537357
IF04,5,2023-02,2612,0.5068912710566615,2.8623586714994475e-06,0.0003738240424978279
IF04,5,2023-03,366,0.4918032786885246,-1.4996341526983044e-05,-0.0018295536662919314
IF04,8,ALL,3164,0.5018963337547409,4.0151837670149495e-06,0.00033431687996935
IF04,8,2023-01,1137,0.48284960422163586,-1.1529703802490008e-05,-0.0008739515482287427
IF04,8,2023-02,1775,0.5171830985915493,1.690667724798152e-05,0.0015004676057583598
IF04,8,2023-03,252,0.4801587301587302,-1.6650942273415708e-05,-0.0013986791509669194
IF04,10,ALL,2219,0.5042812077512393,5.895096725340761e-06,0.00034424262193503025
IF04,10,2023-01,733,0.49113233287858116,-1.0431728691897181e-05,-0.0005097638087440422
IF04,10,2023-02,1296,0.5115740740740741,1.4156521148408971e-05,0.0009173425704169013
IF04,10,2023-03,190,0.5052631578947369,1.2530659770282922e-05,0.0007936084521179184
IF04,15,ALL,987,0.5116514690982776,1.9107109018745086e-05,0.0004962820158289843
IF04,15,2023-01,285,0.47368421052631576,-2.6383476816202114e-05,-0.0005012860595078402
IF04,15,2023-02,610,0.5262295081967213,4.0238693198797e-05,0.0012272801425633085
IF04,15,2023-03,92,0.532608695652174,1.9917441770139526e-05,0.0006108015476176121
IF04,20,ALL,390,0.47435897435897434,-1.4145992297405947e-05,-0.00014518255252600842
IF04,20,2023-01,101,0.4158415841584158,-6.523180105149139e-05,-0.0004392274604133754
IF04,20,2023-02,255,0.49019607843137253,4.6172676574075725e-06,5.8870162631946556e-05
IF04,20,2023-03,34,0.5294117647058824,-3.1155394831358813e-06,-3.530944747553999e-05
IF1000,1,ALL,7900,0.4979746835443038,-2.8159023100887764e-06,-0.0005854112697289824
IF1000,1,2023-01,3077,0.48878778030549236,-8.947987120458537e-06,-0.0018355304246433946
IF1000,1,2023-02,4202,0.5059495478343646,3.6786361282278917e-06,0.0007728814505406801
IF1000,1,2023-03,621,0.4895330112721417,-1.637729612055397e-05,-0.0033901002969546714
IF1000,2,ALL,7139,0.49698837372180976,-1.5092834597831507e-06,-0.0002835467005103135
IF1000,2,2023-01,2761,0.48569358927924666,-8.39993654223285e-06,-0.0015461483195403265
IF1000,2,2023-02,3817,0.5064186533927167,5.693234775379097e-06,0.0010865538568811007
IF1000,2,2023-03,561,0.48841354723707664,-1.660183059520326e-05,-0.003104542321303009
IF1000,3,ALL,6425,0.49463035019455254,-2.052097550111029e-06,-0.00034696649367008846
IF1000,3,2023-01,2476,0.48222940226171246,-7.78942970822163e-06,-0.0012857751971704504
IF1000,3,2023-02,3456,0.5034722222222222,3.3784656268736035e-06,0.0005837988603237587
IF1000,3,2023-03,493,0.4949290060851927,-1.1306442207670951e-05,-0.0018580253361272596
IF1000,5,ALL,4903,0.494187232306751,-3.1457606627186052e-06,-0.0004058859086660348
IF1000,5,2023-01,1830,0.47759562841530057,-1.2147973307976046e-05,-0.0014820527435730777
IF1000,5,2023-02,2706,0.5051736881005173,5.239755386284144e-06,0.0007089389037642446
IF1000,5,2023-03,367,0.49591280653950953,-2.0086243735689513e-05,-0.0024572171503326836
IF1000,8,ALL,3295,0.4986342943854325,4.5385763009978797e-08,3.935423397838951e-06
IF1000,8,2023-01,1200,0.4775,-2.0552438690190632e-05,-0.0016441950952152506
IF1000,8,2023-02,1825,0.5123287671232877,1.546803921216527e-05,0.0014114585781100808
IF1000,8,2023-03,270,0.5,-1.2654440906870282e-05,-0.0011388996816183254
IF1000,10,ALL,2363,0.5019043588658485,-7.746176492777713e-08,-4.816898698008878e-06
IF1000,10,2023-01,814,0.48894348894348894,-2.2361164939555007e-05,-0.001213465884053185
IF1000,10,2023-02,1345,0.5085501858736059,1.3638636525535292e-05,0.0009171983063422484
IF1000,10,2023-03,204,0.5098039215686274,-1.5932353753506428e-06,-0.00010834000552384371
IF1000,15,ALL,974,0.4989733059548255,-6.411622906143875e-07,-1.6434001869958248e-05
IF1000,15,2023-01,295,0.4711864406779661,-5.214194273585181e-05,-0.0010254582071384188
IF1000,15,2023-02,584,0.5068493150684932,2.5450679917602734e-05,0.0007431598535939998
IF1000,15,2023-03,95,0.5368421052631579,-1.1138530090750252e-06,-3.527201195404247e-05
IF1000,20,ALL,391,0.5140664961636828,2.950050243554785e-05,0.0003035446434815581
IF1000,20,2023-01,123,0.44715447154471544,-7.397150242995505e-05,-0.0006065663199256315
IF1000,20,2023-02,232,0.5387931034482759,7.23722121471319e-05,0.0008395176609067301
IF1000,20,2023-03,36,0.5833333333333334,0.00010674550091802996,0.0012809460110163595
IF2301,1,ALL,2674,0.4820493642483171,-1.5251467679520651e-05,-0.003137109582695248
IF2301,1,2023-01,2674,0.4820493642483171,-1.5251467679520651e-05,-0.003137109582695248
IF2301,2,ALL,2415,0.48695652173913045,-1.1204565454883415e-05,-0.0020814635056571884
IF2301,2,2023-01,2415,0.48695652173913045,-1.1204565454883415e-05,-0.0020814635056571884
IF2301,3,ALL,2107,0.4845752254390128,-1.0927397652597186e-05,-0.001771078988770944
IF2301,3,2023-01,2107,0.4845752254390128,-1.0927397652597186e-05,-0.001771078988770944
IF2301,5,ALL,1519,0.47860434496379195,-1.7317369735691167e-05,-0.002023468048347299
IF2301,5,2023-01,1519,0.47860434496379195,-1.7317369735691167e-05,-0.002023468048347299
IF2301,8,ALL,967,0.47466390899689764,-3.0326585112942788e-05,-0.002255831369555052
IF2301,8,2023-01,967,0.47466390899689764,-3.0326585112942788e-05,-0.002255831369555052
IF2301,10,ALL,654,0.4847094801223242,-3.1276879216968914e-05,-0.0015734676159921285
IF2301,10,2023-01,654,0.4847094801223242,-3.1276879216968914e-05,-0.0015734676159921285
IF2301,15,ALL,240,0.4708333333333333,-5.8971117777903886e-05,-0.0010886975589766872
IF2301,15,2023-01,240,0.4708333333333333,-5.8971117777903886e-05,-0.0010886975589766872
IF2301,20,ALL,103,0.44660194174757284,-0.00010321139447894954,-0.000817751817794754
IF2301,20,2023-01,103,0.44660194174757284,-0.00010321139447894954,-0.000817751817794754
IF2302,1,ALL,5793,0.4962886242016227,-8.407988465892728e-07,-0.00017395527565327345
IF2302,1,2023-01,3102,0.48388136686009026,-7.728453100275071e-06,-0.0015982441011368846
IF2302,1,2023-02,2691,0.5105908584169454,7.098815978729696e-06,0.001469454907597047
IF2302,2,ALL,5226,0.4954075774971297,-1.8616445469539857e-07,-3.474626572279117e-05
IF2302,2,2023-01,2804,0.481811697574893,-7.752261382683128e-06,-0.0014491560611362326
IF2302,2,2023-02,2422,0.5111478117258464,8.57326402840848e-06,0.0015972650366773338
IF2302,3,ALL,4627,0.4908147827966285,-2.0408629080832057e-06,-0.0003372525955607497
IF2302,3,2023-01,2445,0.47116564417177914,-1.1139932412201664e-05,-0.0018158089831888714
IF2302,3,2023-02,2182,0.5128322639780019,8.154932205376755e-06,0.0013687740055486214
IF2302,5,ALL,3429,0.49518810148731407,1.9360875234616877e-06,0.00023710157564107596
IF2302,5,2023-01,1794,0.467670011148272,-1.1841587507513268e-05,-0.001416253865898587
IF2302,5,2023-02,1635,0.5253822629969419,1.7053609851026867e-05,0.0021448193928022253
IF2302,8,ALL,2267,0.4993383325981473,3.122402802615199e-06,0.00025280311262602343
IF2302,8,2023-01,1148,0.4625435540069686,-2.2139971715978392e-05,-0.0016944458353295464
IF2302,8,2023-02,1119,0.5370866845397676,2.9039476928929266e-05,0.002499628821805527
IF2302,10,ALL,1565,0.4996805111821086,-1.4590145416062563e-06,-8.154849134334967e-05
IF2302,10,2023-01,784,0.4719387755102041,-2.306431488188581e-05,-0.0012054948578265649
IF2302,10,2023-02,781,0.5275288092189501,2.0229276709071298e-05,0.0012153127007526678
IF2302,15,ALL,607,0.4958813838550247,1.0796308924595673e-05,0.00023404855418677047
IF2302,15,2023-01,295,0.46779661016949153,-4.0471096119444346e-05,-0.0007959315570157388
IF2302,15,2023-02,312,0.5224358974358975,5.927029766815915e-05,0.0014224871440358196
