bucket,active,hit_rate,mean_ret,total
09:30,178,0.4943820224719101,-6.13576506094967e-05,-0.010921661808490413
10:00,62,0.5161290322580645,4.043098394427721e-05,0.002506721004545187
10:30,40,0.475,-1.0894621462320676e-05,-0.000435784858492827
11:00,42,0.47619047619047616,-0.00011858763209034371,-0.004980680547794436
13:00,28,0.4642857142857143,-8.293011059158441e-05,-0.0023220430965643635
13:30,27,0.37037037037037035,-8.109265478368684e-05,-0.0021895016791595445
14:00,44,0.4318181818181818,-0.00017717540586002398,-0.007795717857841056
14:30,24,0.5,0.0001826600522642774,0.0043838412543426575
