code,year,n,k_ticks,k_pts,s_sum,s_ss,s_n,hits
IH0000,2018,5,20,4.0,-177.09999999999673,3266.830000000009,377,222
IH0000,2018,5,30,6.0,-32.39999999999873,765.8799999999761,50,29
IH0000,2018,10,0,0.0,70219.54999998253,1872826.1025000163,3963783,1740839
IH0000,2018,10,2,0.4,35293.64999996838,1175401.0875000062,2024282,964979
IH0000,2018,10,4,0.8,-1452.1000000136683,623085.5200000029,864481,428700
IH0000,2018,10,6,1.2,-11282.650000005997,309320.2325000016,328550,170610
IH0000,2018,10,8,1.6,-9316.95000000253,161607.34250000076,132438,71095
IH0000,2018,10,13,2.6,-1787.5500000003685,41308.22250000012,16714,9248
IH0000,2018,10,20,4.0,22.44999999997117,10070.982499999967,1755,897
IH0000,2018,10,30,6.0,64.90000000000146,2659.4100000000094,203,100
IH0000,2018,20,0,0.0,64124.39999998608,1898151.6000000152,3958923,1772683
IH0000,2018,20,2,0.4,49749.94999997272,1413265.2525000095,2535867,1192683
IH0000,2018,20,4,0.8,25151.549999983898,947609.6125000054,1448860,690706
IH0000,2018,20,6,1.2,8614.59999999055,593192.0500000032,746027,361366
IH0000,2018,20,8,1.6,2208.6499999943026,374852.08250000246,387755,190150
IH0000,2018,20,13,2.6,631.7499999988831,119896.69250000059,76408,37797
