hm,mean,sd,n,se,t
09:31,-0.4787760395214917,30.807558942738158,19,7.067738743608862,-0.06774104942042943
09:32,-3.1157510602145964,34.125784658970275,18,8.043524581889912,-0.3873614145756135
09:33,5.7150956449630845,30.225859372036076,19,6.934287709704053,0.8241791924735407
09:34,-22.592766795029675,20.14456265339263,18,4.7481189520837335,-4.758256274332541
09:35,-7.925102527598822,32.10671249229003,18,7.5676247083017065,-1.047237783726902
09:36,-8.589634339865222,32.916017155017634,19,7.551452231714371,-1.1374811196965167
09:37,-2.1212282758034178,35.13042727442033,19,8.059472754347537,-0.2631969038742838
09:38,11.503030790232867,29.849001835897585,19,6.8478306614861895,1.6798065487992595
09:39,0.9842741464627186,30.61863388297374,19,7.024396362376468,0.14012223907731236
09:40,5.828524833462534,32.106971634996725,19,7.365844460004084,0.7912907834411838
09:41,2.2302996987426935,30.05853978758344,19,6.895901964445934,0.3234239277532844
09:42,-0.14551863453739564,29.14044032949172,19,6.685275503501657,-0.021767036296585673
09:43,5.536008188811156,28.225048485634854,19,6.475270211864108,0.8549462814181841
09:44,2.4499919523056324,27.450254485656775,18,6.470087030701451,0.37866445083042694
09:45,9.025636126538808,24.24219953356045,19,5.5615419966283595,1.622865768524364
09:46,-5.795403032615178,25.317757542816498,19,5.808291926642197,-0.9977809493410793
09:47,-0.3355462939059579,26.330692649167695,18,6.20620377518842,-0.0540662707930132
09:48,0.1363431558157156,22.931936209028496,18,5.4051091997137934,0.025224866099455515
09:49,0.9629594693801509,25.06804582089459,18,5.90859506368322,0.16297604743620292
09:50,2.2511103173580156,24.209736889935552,19,5.554094555417776,0.40530644462330156
09:51,-3.428610314724915,22.372918964176474,19,5.132699622993154,-0.6679935641208452
09:52,-7.541772116054756,23.41942596803764,19,5.372784795284646,-1.403698901670823
09:53,2.908004123903014,23.000445274363752,18,5.421256941270897,0.5364077289465817
09:54,2.272734821988341,23.74654557453219,16,5.936636393633047,0.38283207380290546
09:55,7.106638193006236,19.998247835960225,19,4.587912703412188,1.5489915899491256
09:56,-0.6067226753878602,19.82929719157246,16,4.957324297893115,-0.12238914360428668
09:57,0.41324740708227403,20.3405935619158,18,4.794323880330031,0.08619513770809888
09:58,5.4386369906091865,18.474764675387107,19,4.238401696089864,1.2831811094325014
09:59,-4.276793204214796,19.319505674696966,19,4.432198572377087,-0.9649371828394991
10:00,-5.809252636162233,21.406706606183104,16,5.351676651545776,-1.0855014258913216
10:01,-10.532390554313693,19.80589042908259,19,4.543782887747918,-2.317978392566633
10:02,2.0304926041010116,23.584536370479928,18,5.5589285329023745,0.36526690208065515
10:03,2.913532509658618,23.25231848581362,18,5.480624026542709,0.5316059805504547
10:04,0.5888217759001941,23.1617630614837,19,5.313672870486352,0.11081257545429217
10:05,1.3280991549611552,23.007017899205216,18,5.422806123802762,0.24490994600224078
10:06,-1.7141908662840424,24.168124049242028,18,5.696481467925573,-0.30092099411468476
10:07,8.49477365188535,22.427941993130837,18,5.28631662380045,1.6069362197564074
10:08,-2.770407435979585,26.740576258978678,19,6.134708926575314,-0.4515955800247165
10:09,14.658639297282756,20.15320671311471,18,4.750156376499222,3.085927732780432
10:10,4.794934909511104,22.516031626129944,19,5.165531919361379,0.928255789406468
10:11,-10.617324220122446,24.459744115463913,18,5.765216976710762,-1.8416174556850704
10:12,9.06690598670123,24.686046715849134,19,5.6633675236795,1.600974322925531
10:13,1.3874647620122902,26.26991668905566,19,6.026732215938222,0.2302184189207906
10:14,-0.32569493326858456,25.989838410463186,18,6.125863660660374,-0.053167186099841196
10:15,1.7357796028042791,26.711449615397502,18,6.295949052790124,0.2756978476557157
10:16,-3.6580651391934365,27.070858586601407,19,6.210480889151359,-0.5890147968385905
10:17,12.38924274398637,23.8869236340064,17,5.7934299537688965,2.138498755115972
10:18,3.5890988905105368,24.571234099299588,18,5.79149541791229,0.6197188517856637
10:19,-0.21422865086986245,24.57402707673875,19,5.637668455965076,-0.03799951212866952
10:20,8.336299590493276,23.285706509609483,18,5.488493659221533,1.5188684014396154
10:21,1.2079298551624764,23.53353415380445,18,5.546907195146782,0.21776637190168677
10:22,-1.1787365565546664,21.977720730433973,19,5.0420349301747684,-0.23378191005785212
10:23,1.7950501570834305,20.903056920541296,19,4.7954901435641055,0.3743204768114303
10:24,-2.6817421687688907,21.96944123102465,17,5.328372160665548,-0.5032948314995181
10:25,3.2632508250912964,19.208078129841418,19,4.406635340400656,0.7405311701590898
10:26,-2.4207324846330085,20.943980408315454,18,4.936543523919352,-0.49036992642801136
10:27,8.723551697074026,15.877107801352388,18,3.742270197322037,2.3310854740837756
10:28,-1.8754912553829035,18.773502149780757,18,4.424956892243401,-0.42384396075597736
10:29,-6.99441115502687,17.478829536718447,19,4.0099185053647135,-1.7442776319940967
10:30,3.191334077900997,16.55119214643179,19,3.7971038927063274,0.8404653041048141
10:31,1.9139627748440713,15.696659275661837,19,3.6010606070421205,0.531499739577053
10:32,1.9683726545257452,15.65875169254362,18,3.6908031689046408,0.5333182411648141
10:33,0.10972881055554888,15.49121547741359,19,3.5539285672978433,0.030875356236824684
10:34,3.2867279852069737,13.713198736380967,17,3.3259392267756094,0.9882104756295713
10:35,-3.9587854005038503,12.12362745418414,18,2.8575663951443353,-1.3853695253523208
10:36,-5.480804918431125,12.736545634018023,18,3.0020325955686866,-1.8256980042526403
10:37,-2.531156627797698,14.000197837683118,19,3.211865661265124,-0.7880642887164524
10:38,-0.13463189428394773,14.838602044274829,19,3.4042087776005276,-0.03954865963856766
10:39,2.226606005554699,12.051211637661869,19,2.764737561883652,0.8053589014205323
10:40,1.1796729022720434,13.384391785324604,17,3.2461918273848633,0.36340209235952314
10:41,4.026031203862095,11.931756388054707,17,2.893875993358107,1.391224507581686
10:42,-6.532759168301796,11.485681103086046,18,2.707200998179443,-2.4131045950023626
10:43,-3.1689326794870403,15.341004479231456,18,3.615909432492588,-0.8763860762139086
10:44,-1.7069007709175732,16.06714872019322,17,3.89685595740378,-0.4380199806140049
10:45,-4.279648022526471,18.31069529738076,18,4.315872271006188,-0.9916067375943748
10:46,-2.1279585155632836,18.87573506115499,18,4.449053420541122,-0.4782946650491034
10:47,-1.1978903230707312,16.259986251763614,17,3.943625928653669,-0.3037535366544473
10:48,-2.0188911374965595,19.954897683669902,18,4.703414490002239,-0.42923946885565645
10:49,-5.695734249543637,19.374190233451667,18,4.566540431357285,-1.2472755546917886
10:50,0.24619427133158472,18.993699288411165,19,4.357453461167614,0.05649957561809852
10:51,-3.278604806212751,18.52357461567185,19,4.249599464360466,-0.7715091348511728
10:52,11.476829519089002,13.434590508915267,18,3.166563350439472,3.624380203066579
10:53,1.5141494307915822,18.321354378831984,19,4.20320696032237,0.36023670618290293
10:54,-7.218210338243458,18.827065207803454,17,4.566234027774409,-1.5807797616894435
10:55,6.595971308625227,17.485611819659624,18,4.121398230292323,1.600420765007556
10:56,-2.5026200632368725,20.19253003245903,16,5.048132508114757,-0.49575165850222197
10:57,-3.534085867028751,19.600238637980116,18,4.61982055126344,-0.7649833641400293
10:58,-8.308363608992593,21.81296250944045,18,5.141364569397758,-1.6159841413397003
10:59,-11.430882904698912,20.682517604455853,18,4.874916150040295,-2.344836824445571
13:01,-5.244839837224216,23.508859667502357,18,5.541091362951281,-0.9465355276926392
13:02,3.321704760797196,21.772710014227652,19,4.995002246264965,0.6650056590627191
13:03,-6.358977013288838,22.083996468161995,18,5.205247886112371,-1.2216472975772437
13:04,-3.027309983284559,21.087014326073042,17,5.114352199724233,-0.5919244246510422
13:05,-13.177303832078302,22.73298607931844,18,5.358216204435152,-2.4592706470431454
13:06,-6.7362035306548504,27.14930639022929,19,6.2284780495911845,-1.0815167809890558
13:07,1.4054635615707423,27.35587659601886,19,6.275868504948191,0.2239472609189642
13:08,5.9711798675396865,25.97296615573822,18,6.121886832083731,0.9753822687877509
13:09,-6.184628201733181,26.317968398462884,17,6.3830449152076545,-0.9689150372415923
13:10,-4.6860002376459455,24.902100629533436,19,5.71293369084299,-0.8202441147106133
13:11,1.6372579999004684,23.87519870292764,18,5.627438301672133,0.2909419725515204
13:12,2.157874939975034,23.755717339625647,18,5.599276274266716,0.3853846165605805
13:13,3.485368660221782,19.948949624876125,19,4.576602918137824,0.7615623908311332
13:14,3.4718151515064455,21.96472702943613,16,5.4911817573590325,0.632252820051654
13:15,8.011882345494982,16.270575519694926,19,3.732726023347208,2.1463890720569334
13:16,3.720802745271424,15.099538672651015,19,3.4640717456931602,1.0741124948977903
13:17,1.5220169122044007,14.666595617075208,18,3.456949739251592,0.44027741998178654
13:18,0.7635797723052197,18.368005348585232,17,4.454895657889827,0.17140239209708188
13:19,3.287142839679099,16.667085747775253,18,3.9284697849565138,0.8367489174198869
13:20,1.7930152615621988,15.537285696909816,16,3.884321424227454,0.4616032160414759
13:21,0.027017105016005197,16.340252577387634,18,3.8514344679239194,0.007014816230423497
13:22,2.8923942718220075,13.93673092698416,19,3.1973053533706253,0.9046349823212293
13:23,0.4800086138701737,15.393327574480022,17,3.7334303246655316,0.12857039562220207
13:24,-2.180316314883656,14.19501301643069,19,3.256559328466623,-0.6695153058704677
13:25,-0.1029300803078082,13.615107414159851,16,3.403776853539963,-0.030239961294983207
13:26,-3.4349026277771686,14.747918779879479,16,3.6869796949698697,-0.9316304704534694
13:27,-4.937309623326496,15.687497347251044,18,3.69757858469573,-1.3352818635855395
13:28,-0.584017141747891,17.38600463558303,18,4.097920591853837,-0.1425154852704675
13:29,-10.846564382228346,16.686938661824705,18,3.933149161673408,-2.757730240165501
13:30,-1.633696084677182,19.230928445774076,18,4.532773304173374,-0.36041866094936187
13:31,-1.3665306209525137,16.90163975010646,15,4.363984618383974,-0.313138276243181
13:32,-2.1870991838225824,19.147037079324356,19,4.392631563000054,-0.4979018049783465
13:33,-7.107780980533245,19.74492573204301,18,4.653923626384124,-1.5272663565507736
13:34,6.211282313116373,20.829730836079456,16,5.207432709019864,1.192772458174587
13:35,4.126799996412539,21.77705518135364,16,5.44426379533841,0.7580088238828666
13:36,-0.777840511638352,24.05028238817396,16,6.01257059704349,-0.1293690442521927
13:37,0.9784120771836583,23.278484519506332,18,5.486791419829666,0.17832135437983032
13:38,1.1323346468375728,22.305746071611335,18,5.25751476888719,0.21537450613329304
13:39,7.813215430034877,18.708668126809542,18,4.409675366478551,1.7718346092842436
13:40,-1.7675459852159578,22.679519712924346,19,5.203038658772411,-0.3397141749534852
13:41,1.7200655037012496,21.70778780732208,18,5.116574654372034,0.33617519920900213
13:42,5.180264746257716,21.97126620597464,19,5.040554160709145,1.0277173066877463
13:43,3.4249540808802865,24.01679664290533,19,5.5098310270521695,0.6216078250066919
13:44,-7.886036310022356,26.659204632714808,17,6.46580685856699,-1.2196523160251234
13:45,-9.015764020438475,28.85812609021227,18,6.801925550241843,-1.3254723171908165
13:46,4.030352431628918,29.961737343114535,19,6.8736939606076355,0.5863444684512306
13:47,9.482854362692718,26.458969782283944,19,6.070103970061688,1.5622227245963214
13:48,-6.6816069304870185,29.018787441680686,16,7.254696860420172,-0.9210042899159867
13:49,3.6881770230289925,28.910759991422125,18,6.8143314797304395,0.5412382761243204
13:50,2.2256449335304853,27.20259875945593,17,6.59759929273722,0.33734163515818905
13:51,1.239769447256148,28.704731738724572,18,6.7657701548642875,0.1832414372464026
13:52,7.256355338307872,26.840933645933152,18,6.326468731472499,1.14698351423274
13:53,5.1744916685985025,25.811605913861737,18,6.083853858335476,0.8505285940603162
13:54,5.816436630315721,21.26785253037691,18,5.01288091516833,1.1602981855635022
13:55,-0.8687270993535058,22.583676746922674,19,5.181050774390806,-0.16767392121449567
13:56,2.1653335683749106,23.04096054113566,19,5.285958871627293,0.40963874690691804
13:57,2.3270070650253003,21.38816361908179,19,4.906781252815299,0.47424308220183325
13:58,12.648012733915131,17.453497984789074,18,4.113828926823365,3.0745111084825125
13:59,-0.5017435048736117,21.550215326605564,19,4.943958464221843,-0.10148618935709121
14:00,-0.9713153771596298,23.591249500723244,18,5.560510832875053,-0.17468096121978288
14:01,2.881431204353181,23.71133464451883,19,5.439753238522762,0.5296988811822781
14:02,5.006193052857619,23.884262663966446,17,5.792784573737054,0.8642118465020033
14:03,-1.1186940607335836,23.838837723803685,18,5.618867936702423,-0.19909598754337657
14:04,7.175853579193431,21.928647925289674,18,5.168631883408215,1.3883468084133797
14:05,-3.3347616064722523,25.35608130847529,18,5.976485679180115,-0.5579803559287926
14:06,4.788589186715695,23.44130250092505,17,5.685350953727612,0.8422680016923224
14:07,5.843017483018382,19.75156187984689,18,4.655487781421816,1.2550816922633803
14:08,-4.964189562739824,21.205082605411363,16,5.301270651352841,-0.9364150388120636
14:09,3.3071134737390375,18.356003132841945,18,4.326551430238017,0.7643763230516141
14:10,8.243814604093467,13.303690507800768,18,3.1357099242910094,2.629010591902059
14:11,-1.853619122641775,14.944389480305672,18,3.5224263807390153,-0.5262336021492323
14:12,0.39406419373228563,15.336544960157024,18,3.6148583137664674,0.10901234834891611
14:13,-1.0238190914373364,16.29240168210578,19,3.737733288414272,-0.27391443220703693
14:14,-5.92623273858509,16.342484570129415,18,3.8519605536583432,-1.5384977743234511
14:15,-2.1932747394655583,17.088616566137844,19,3.9203975103531525,-0.5594521304723475
14:16,-0.7049062581737878,16.790499508423103,17,4.072294292947639,-0.17309806400645894
14:17,2.1664045998623327,18.315188358688506,19,4.201792378286092,0.515590587259337
14:18,-4.03328025323081,18.791905018479593,19,4.311158680640388,-0.9355443749594711
14:19,2.6278363538377065,18.690640297921117,18,4.405426166459526,0.5964999195411779
14:20,-1.44027568190345,18.237055361800827,18,4.298515171734618,-0.3350635334205981
14:21,-0.4832700879174999,17.9845785507963,19,4.125945286583697,-0.11712954349853968
14:22,-1.3145256609119471,17.08523742442828,19,3.9196222820779996,-0.335370493968885
14:23,-3.773972568899962,17.148434855816816,18,4.041924857761276,-0.9337067614340246
14:24,7.592078392975429,12.369584527810474,17,3.000064914892267,2.5306380389599212
14:25,0.24018299982821043,12.863655712858161,19,2.951125015623599,0.08138692822454274
14:26,2.212710107293854,13.170370810911683,19,3.021490284932729,0.7323240846836343
14:27,0.027987411528513226,13.609769076595907,18,3.2078533348146476,0.008724654342755468
