hm,mean,sd,n,se
10:22,-0.000136651,0.003516680391421439,2516,7.010961487794582e-05
10:23,1.7445245606273163e-05,0.0034860618663315373,2518,6.947158817172697e-05
10:24,-7.42E-05,0.0035547316504416777,2523,7.07698370785995e-05
10:25,-0.000107955,0.0035344646272902755,2522,7.038029753667279e-05
10:26,-0.000134211,0.0035598766698931843,2508,7.108389001592813e-05
10:27,7.092295154222956e-05,0.0035646968707829726,2535,7.080005956318023e-05
10:28,-2.89E-05,0.0036072348833449315,2512,7.197217123979208e-05
10:29,1.484950364494611e-05,0.0035968506395640887,2497,7.198021388383027e-05
10:30,-2.19E-05,0.003625315192920871,2539,7.194728675150349e-05
10:31,-1.08E-05,0.003583819389733332,2525,7.132067151560664e-05
10:32,-4.76E-05,0.003552480359321151,2512,7.087969955257591e-05
10:33,-9.03E-05,0.0036065184346993425,2531,7.168727692957872e-05
10:34,-7.36E-05,0.0036743689505604263,2505,7.341400167986832e-05
10:35,-0.000113833,0.003699144911533997,2521,7.367411404244812e-05
10:36,-8.21E-05,0.003715914609969705,2517,7.40668914257732e-05
10:37,7.684932231778499e-05,0.0035652363045625113,2507,7.120510862266217e-05
10:38,0.00013622761497450719,0.0035086076929337377,2498,7.020023957277057e-05
10:39,0.0001315716608127151,0.003502483944242666,2519,6.978499783518912e-05
10:40,-7.90E-05,0.003548338012470954,2504,7.091005487859891e-05
10:41,-4.20E-06,0.003598831543645253,2511,7.181880292665447e-05
10:42,-4.96E-05,0.0035335846965585276,2522,7.036277584859762e-05
10:43,-9.83E-05,0.0034306675162211484,2493,6.87096112099708e-05
10:44,-0.000116174,0.003485275027750363,2507,6.960811731139075e-05
10:45,-3.21E-05,0.003589695455643389,2488,7.196683728577714e-05
10:46,-5.79E-05,0.0036096106348420657,2523,7.186240247226906e-05
10:47,1.8447168179623915e-05,0.0035702587835786843,2521,7.110715018551409e-05
10:48,-9.89E-05,0.0036646322147494397,2505,7.321946140674871e-05
10:49,-6.01E-06,0.0037645500047558305,2495,7.536640422026937e-05
10:50,-4.13E-05,0.0038799683030737633,2530,7.713791876250429e-05
10:51,-1.15E-05,0.0037776352822482305,2510,7.540205204412416e-05
10:52,1.2628622515370173e-05,0.0037719873448438545,2523,7.509510030777452e-05
10:53,5.566460360830697e-06,0.003785658919229437,2521,7.539717248477876e-05
10:54,-2.54E-05,0.003778631779975503,2480,7.587675206203946e-05
10:55,2.4923510299206423e-05,0.003835453049236121,2470,7.717349950250685e-05
10:56,-0.000158204,0.003974311915037621,2523,7.91231053100175e-05
10:57,-0.000130398,0.004130549460069001,2493,8.272688803067354e-05
10:58,6.370697748339145e-05,0.004288590782900633,2498,8.580614498324474e-05
10:59,-6.48E-05,0.004419237597450837,2522,8.799840705501482e-05
11:00,6.648567815431945e-05,0.0046990749098296146,2521,9.358924537433924e-05
11:01,-0.000115947,0.004612294628639675,2517,9.193384707134508e-05
11:02,-0.000140403,0.004666379445334731,2495,9.342105672071269e-05
11:03,0.0001082509648993927,0.004645793954767785,2495,9.300893458096664e-05
11:04,-0.000185889,0.0048184482416135516,2488,9.66010863202849e-05
11:05,-6.93E-06,0.0047536007876031565,2529,9.452534948622419e-05
11:06,6.026575897826386e-05,0.0046347698466173955,2486,9.295603925380298e-05
11:07,1.6050443992760594e-05,0.004534273833733328,2523,9.027117994777289e-05
11:08,-6.57E-05,0.004638497621647564,2509,9.260341603220177e-05
11:09,-2.71E-05,0.004638416709566129,2505,9.267570477811684e-05
11:10,4.174740591976753e-05,0.004482626586480269,2526,8.918994364076487e-05
11:11,-4.18E-05,0.004626754590409972,2477,9.296371299459983e-05
11:12,-1.00E-05,0.0045914653582261305,2503,9.177425911851395e-05
11:13,-8.43E-06,0.004667975588412834,2507,9.32290822898646e-05
11:14,-6.53E-05,0.004696397054371872,2494,9.404085790771778e-05
11:15,-1.70E-05,0.004738624478499874,2505,9.467785900264449e-05
11:16,-7.65E-05,0.00473539141462784,2534,9.40703104224282e-05
11:17,-0.000205918,0.004690028924023851,2493,9.393217570910289e-05
11:18,4.593018935918167e-05,0.004671499463534673,2517,9.311393825704765e-05
11:19,-0.000256522,0.004637597939630367,2511,9.254857540289567e-05
11:20,7.315550305339569e-05,0.004666803569998885,2502,9.329875935715151e-05
11:21,1.6195683719749013e-05,0.004570837312147221,2501,9.139846837687291e-05
11:22,-1.79E-05,0.004397108983454442,2510,8.776682121011896e-05
11:23,-2.98E-05,0.004288848215789529,2499,8.579412485698773e-05
11:24,-6.39E-05,0.004216080187407268,2480,8.466092746820969e-05
11:25,-2.48E-05,0.004073224108063947,2485,8.170998090615024e-05
11:26,0.00012736961426634713,0.003977785978324545,2496,7.961944061760897e-05
11:27,0.00012835383739248974,0.00396710111754167,2503,7.929445993931521e-05
11:28,-3.23E-05,0.0038282612996304397,2475,7.695094745643938e-05
11:29,-1.43E-05,0.003933162944878098,2515,7.8428325792821e-05
13:00,0.00015152083559759598,0.0036279089737720894,2580,7.1424388170793e-05
13:01,0.00010073059112434856,0.003536615256283047,2526,7.036734140164647e-05
13:02,7.530352563143521e-05,0.0035913853954943685,2510,7.16844820287708e-05
13:03,-0.000120146,0.0035638122912175314,2491,7.140489051188097e-05
13:04,-2.09E-05,0.003616159814649029,2471,7.274635589962169e-05
13:05,8.12425108556471e-05,0.0035665617955515194,2514,7.113234341024123e-05
13:06,6.298541977718877e-05,0.0035035302969673924,2491,7.019707459804158e-05
13:07,-0.000132891,0.003610407905207433,2500,7.220815810414865e-05
13:08,-0.000159057,0.003686348297818625,2463,7.427867710756764e-05
13:09,3.595670249994885e-05,0.0037730134483502644,2509,7.53248061230156e-05
13:10,-2.62E-05,0.003759126862274727,2485,7.540910492309259e-05
13:11,-4.71E-05,0.003661766803264905,2505,7.316221039946838e-05
13:12,-6.23E-05,0.003624483043283056,2468,7.295809650506781e-05
13:13,7.178955984679046e-06,0.003627633990851354,2481,7.282996151079509e-05
13:14,1.1273128796582676e-06,0.0037492145183366096,2484,7.522539803191735e-05
13:15,3.134556996958081e-05,0.00371627060713867,2471,7.476028661981344e-05
13:16,-7.73E-05,0.003719112953793116,2457,7.503031855802632e-05
13:17,9.709923655746309e-06,0.0037772505279952645,2483,7.580318101378398e-05
13:18,-0.000131078,0.003817537143092334,2465,7.68908761244956e-05
13:19,-0.000146366,0.003817131482151031,2455,7.70391303012153e-05
13:20,-7.54E-05,0.003869518487563482,2483,7.765484660733786e-05
13:21,5.389498218585937e-05,0.0038785365170137826,2475,7.796151734925211e-05
13:22,0.00021098859213305652,0.0038580036741157567,2473,7.758014352542843e-05
13:23,7.51670005791429e-05,0.0037968353957570375,2475,7.631926302100997e-05
13:24,7.168309281686388e-05,0.003664544536701743,2494,7.337899842852267e-05
13:25,4.387480561526368e-05,0.003597245509056891,2465,7.245387496144698e-05
13:26,-9.06E-05,0.0036738220030555283,2491,7.360905582339129e-05
13:27,-0.000138795,0.0038170354564296266,2502,7.631019115450532e-05
13:28,5.560786838261624e-06,0.0036896608957785702,2459,7.440586828601286e-05
13:29,-5.88E-05,0.0037259872382310465,2516,7.428242013398655e-05
13:30,-2.90E-05,0.003804215836547982,2499,7.609953816088706e-05
13:31,2.3449813229271083e-05,0.0037936539183743637,2504,7.581245264596674e-05
13:32,-8.58E-05,0.003944422922950599,2508,7.876253905159563e-05
13:33,2.18700695529814e-05,0.003938765527663466,2474,7.918816524020984e-05
13:34,4.448329811430294e-05,0.003929006257081806,2477,7.894410712736225e-05
13:35,0.0001194486863343409,0.003956816056952354,2498,7.916799467289045e-05
13:36,-1.26E-05,0.0038272224976683765,2504,7.648328777823686e-05
13:37,7.22772587061847e-05,0.0037761467027298402,2487,7.572006281933787e-05
13:38,5.1772610570984456e-05,0.0038388198756350036,2446,7.76192618551899e-05
13:39,-1.25E-05,0.0037825968353370834,2483,7.591047257418845e-05
13:40,6.419667362024786e-05,0.0038699769361109316,2495,7.747705455408701e-05
13:41,-1.75E-06,0.0039094205302496726,2502,7.81571539934686e-05
13:42,-0.000110051,0.004042966715326201,2480,8.118472529648628e-05
13:43,2.369243735324163e-06,0.004091738314639284,2478,8.219723330888236e-05
13:44,-0.000125917,0.004102944063170838,2494,8.215752952335681e-05
13:45,4.2414991660490605e-05,0.004011012309226323,2491,8.036503367136251e-05
13:46,-0.000133172,0.004041154698723011,2477,8.119746535888255e-05
13:47,-5.54E-07,0.00407119244791681,2498,8.145643805268023e-05
13:48,6.18333140599897e-05,0.004057802649920906,2521,8.081733004291728e-05
13:49,-7.22E-05,0.004058504299368737,2471,8.164500832789604e-05
13:50,-3.56E-05,0.0039030637231587425,2480,7.837540560948134e-05
13:51,2.928520015184112e-05,0.003900057864845787,2490,7.815762918395631e-05
13:52,0.00010302546311640442,0.0037975273129880666,2489,7.611819089211709e-05
13:53,-6.62E-05,0.003918148496752753,2483,7.863077059277518e-05
13:54,-7.83E-05,0.00402258462290875,2493,8.056456190884645e-05
13:55,-0.000117619,0.004080180960135612,2507,8.148961349203612e-05
13:56,-3.97E-06,0.00404989528720488,2507,8.088474625561102e-05
13:57,9.372445491426419e-05,0.00399703949307387,2469,8.044108029750606e-05
13:58,-5.32E-05,0.003976351656518675,2491,7.967056945455765e-05
13:59,4.2141343403196594e-05,0.004118619530703379,2491,8.252106245177616e-05
14:00,2.3765596918613185e-05,0.00408979065209841,2550,8.098992330928423e-05
14:01,-8.52E-05,0.004149025862020143,2505,8.289766098684942e-05
14:02,-2.61E-05,0.004198924657743767,2511,8.379434792686019e-05
14:03,-6.44E-05,0.004143827663502494,2504,8.28103314829913e-05
14:04,7.015917696456364e-05,0.00421169457953279,2494,8.433515457042666e-05
14:05,4.955362460825044e-05,0.0043426435176396865,2489,8.704457954036873e-05
14:06,-7.59E-05,0.00423691963308463,2492,8.487430035553692e-05
14:07,2.1580093767049958e-05,0.004294821665226158,2496,8.596523302184433e-05
14:08,-1.91E-05,0.00425866042921106,2502,8.513915972873939e-05
14:09,-0.000179365,0.0043165955026294445,2502,8.629739799442282e-05
14:10,4.611536738469723e-05,0.004283568208680209,2511,8.54835068747e-05
14:11,-0.0001141,0.004349283536768548,2493,8.71077070104598e-05
14:12,-4.45E-07,0.0044274474147912805,2511,8.835478112680574e-05
14:13,5.392658417530485e-05,0.00454395269771652,2471,9.141078300800005e-05
14:14,0.00016680389597517538,0.004516842405854487,2477,9.075528707099357e-05
14:15,3.132808271589702e-05,0.004368836281484261,2488,8.758718773858348e-05
14:16,-7.83E-05,0.004370285590569006,2470,8.793491369077289e-05
14:17,-3.23E-05,0.00455543389346809,2491,9.127311761026356e-05
14:18,7.408090973263404e-05,0.004491755477959452,2502,8.979919706142809e-05
14:19,9.695500027719004e-05,0.004599376906738589,2490,9.217206698248329e-05
14:20,3.571578367250514e-05,0.00424185548770688,2514,8.460055889807547e-05
14:21,-0.000129439,0.004130396498470137,2485,8.285687457183396e-05
14:22,-3.05E-05,0.00420650511909279,2484,8.440061787860678e-05
14:23,4.618815333421614e-05,0.004218008960433075,2462,8.500871936520863e-05
14:24,-5.34E-05,0.00417734840806781,2474,8.39848306990324e-05
14:25,-9.02E-05,0.0041760094470621725,2467,8.407694012837787e-05
14:26,3.407999272021139e-05,0.004088628353990118,2484,8.203550205762746e-05
14:27,-6.69E-05,0.004202922059390549,2460,8.473908745081353e-05
14:28,0.00017861450932016204,0.004177402292627474,2484,8.381668978006775e-05
14:29,-7.10E-05,0.004148250246629425,2472,8.34335484195989e-05
