hm,mean,sd,n,se
9:31,-0.000181608,0.007117624735038295,901,0.00023712245970742923
9:32,-3.47E-05,0.006934948994964349,902,0.00023090854382809805
9:33,-0.000488636,0.006822577888083042,901,0.0002272930240904397
9:34,0.0003618712396241056,0.006625741752995044,902,0.00022061306883093814
9:35,-0.000179733,0.006586653535059966,902,0.0002193115735364842
9:36,-0.000260499,0.006517375556385711,903,0.00021688467814366617
9:37,-2.94E-05,0.006523700155081516,894,0.0002181851719397408
9:38,0.00021859143829732632,0.006391355768880705,901,0.00021292693239665527
9:39,0.00013026519962244608,0.006264611753624274,898,0.00020905280186696122
9:40,-5.81E-06,0.006348705557143057,899,0.00021174118525751982
9:41,-0.000115351,0.006434487901360122,896,0.00021496115344849694
9:42,-0.000333862,0.0064064158481808705,902,0.00021331031500517893
9:43,0.00022218327723837295,0.006177388091230069,893,0.00020671841056139437
9:44,-7.84E-06,0.0062785572068626,902,0.0002090530879218826
9:45,0.00028977081458005566,0.006216279853625602,901,0.0002070943080021077
9:46,0.0002629487116724965,0.005983303902680577,905,0.00019889175154026443
9:47,-0.000290718,0.006013904788271929,897,0.0002007984363554891
9:48,0.00011582128707854343,0.005858391113377836,894,0.00019593390897448766
9:49,-2.17E-05,0.005755212659256697,897,0.00019216095757381102
9:50,0.00018051890519028016,0.005736333898647095,900,0.00019121112995490317
9:51,0.0001877128713670772,0.005653184321814878,897,0.0001887543305413677
9:52,-0.000167332,0.005565875030389031,903,0.00018522072329728295
9:53,0.0005458070224970466,0.005368169646848087,894,0.0001795384505044917
9:54,0.00017853458926366604,0.005453691838001244,896,0.0001821950567039831
9:55,6.0940997290636266e-05,0.005458493570352774,901,0.00018184878662225133
9:56,0.00019107000435722291,0.005367817862745639,893,0.00017962717581968945
9:57,0.00016374597177470576,0.005088917661067578,892,0.00017038956604354747
9:58,0.0003488759768892719,0.004967570605899009,902,0.00016540200884019617
9:59,5.985426528653853e-05,0.004938894706552853,892,0.0001653664259931792
10:00,0.00024663881011643767,0.004822713085361212,901,0.0001606678676995329
10:01,-0.000100771,0.004756434464374295,896,0.0001589013227529664
10:02,0.00022121710336369183,0.004696395715860652,893,0.00015715889036149898
10:03,-0.000113784,0.004709030266567895,897,0.00015722994419890206
10:04,-0.000128922,0.004700178742826902,900,0.00015667262476089672
10:05,0.00011275288897170706,0.004551438814139079,896,0.00015205289874440278
10:06,-0.000152267,0.00458282579921604,890,0.00015361666980719194
10:07,0.0003998253326965919,0.004355341551958941,894,0.0001456644117265664
10:08,-2.84E-05,0.004792932061103554,894,0.000160299627663422
10:09,-8.22E-05,0.004667844416985393,897,0.00015585478870720445
10:10,-0.000162086,0.004385254042887716,890,0.00014699404948845607
10:11,7.620632963408572e-06,0.004484937871756287,888,0.00015050466049439657
10:12,-0.000101056,0.004350542666641726,896,0.00014534142950995728
10:13,-0.00018497,0.004333942336726188,899,0.00014454506969277452
10:14,0.00019695413516348075,0.004184380490410804,903,0.0001392474636518666
10:15,5.626856266655506e-06,0.004323139875061599,895,0.00014450662886864593
10:16,-0.000107133,0.004290010292713707,898,0.000143159497667362
10:17,-0.000142204,0.004289895903625755,895,0.00014339540545667368
10:18,-2.72E-05,0.004283963860732219,892,0.00014343771933289092
10:19,-0.00029051,0.004520571009043879,894,0.00015119051143173238
10:20,-0.000175455,0.004522119434734171,903,0.000150486711966226
10:21,9.665657733018773e-05,0.004393670734160727,900,0.00014645569113869088
10:22,-0.000161131,0.004443633580909554,895,0.0001485342892578972
10:23,0.0001390014912772777,0.004352798671098843,886,0.00014623513129302676
10:24,-0.000101887,0.004412845017018985,894,0.00014758761529402097
10:25,9.307514817720798e-05,0.004355016890158977,895,0.00014557215996947607
10:26,-0.000170441,0.004383253048450174,897,0.00014635255948774895
10:27,4.1541869918651526e-05,0.004279215867608513,892,0.00014327874476466096
10:28,0.00010289642812482175,0.004256856938269082,892,0.00014253011243828436
10:29,-8.69E-05,0.004324661805872574,895,0.00014455750140509428
10:30,4.699893048604711e-05,0.004076989791489269,896,0.00013620266936721227
10:31,-5.18E-05,0.004013351811111953,899,0.00013385277702541122
10:32,-0.000196972,0.003964718662166764,897,0.00013237810307623304
10:33,-0.000178756,0.003995069430178806,899,0.00013324302548263278
10:34,-7.92E-05,0.003919290311194405,893,0.00013115404952604356
10:35,-0.000126462,0.004060911736098728,897,0.00013558989633099733
10:36,-4.08E-05,0.004283328434955165,894,0.00014325593280480807
10:37,-3.53E-05,0.0039691050075163345,889,0.00013311950939026595
10:38,-3.11E-05,0.003938607610911506,897,0.00013150628045046107
10:39,5.103900858102883e-05,0.003898692371947238,892,0.00013053787576001362
10:40,-3.74E-05,0.003772399492862536,889,0.00012652221817335789
10:41,-0.000130824,0.00395039299516528,893,0.00013219486116029726
10:42,-0.000422168,0.003946366677755843,905,0.0001311816671065883
10:43,-7.33E-05,0.00388659337511372,889,0.00013035215805951868
10:44,-0.000157635,0.004023744445639753,899,0.00013419939079306164
10:45,-2.94E-05,0.004037689755201407,890,0.00013534366809551439
10:46,-0.000182294,0.004145360360076733,894,0.00013864159011217254
10:47,1.9353622874928874e-05,0.0040865210386575165,890,0.0001369804964358414
10:48,-0.000118847,0.004136027696806066,893,0.0001384068895939165
10:49,-8.91E-05,0.004153384619493552,892,0.00013906560295553837
10:50,-0.000250839,0.004324433735461848,896,0.00014446919133843974
10:51,-8.64E-07,0.004165315728563776,888,0.0001397788436551897
10:52,-0.000189802,0.00396105923687807,891,0.00013270047738480858
10:53,-0.000137132,0.0039970958624451864,896,0.0001335336005300142
10:54,-4.38E-05,0.004052696598049082,889,0.00013592308135417189
10:55,-0.000136153,0.004055850796066416,894,0.0001356479424659621
10:56,-0.000141748,0.004167994536426803,897,0.0001391652869671073
10:57,1.1288512244998918e-05,0.004191964636492798,896,0.00014004370935025373
10:58,-6.37E-05,0.0042876316652960865,895,0.0001433197203163748
10:59,-4.42E-05,0.004476609529863399,890,0.00015005629236930468
11:00,0.00019047474417955337,0.0045896874302481724,895,0.00015341633101716647
11:01,6.08838408270557e-06,0.0047081063064098455,896,0.00015728679231335156
11:02,9.703900230159028e-06,0.004675021285265721,899,0.0001559206895226929
11:03,-7.86E-06,0.004722389702330191,896,0.00015776396707990138
11:04,-0.000260325,0.004663103012365779,886,0.00015666000951844472
11:05,-8.37E-05,0.004856621523932081,896,0.0001622483374980874
11:06,4.056479712175015e-05,0.004855055169170726,899,0.00016192515572788175
11:07,0.00017934349836170712,0.0048460760749784405,892,0.00016225862834188016
11:08,0.0003517723348142376,0.004860518156297448,892,0.00016274218499038665
11:09,-3.34E-05,0.004880143109015715,896,0.00016303413850323747
11:10,5.1636231593183865e-05,0.004865788029619987,889,0.0001631932927129482
11:11,-0.000177447,0.0048341735759171054,894,0.00016167895025439682
11:12,-9.12E-05,0.00496801410015741,891,0.00016643473457997213
11:13,-0.000320701,0.004958714820712647,887,0.00016649734881528898
11:14,-0.000255166,0.005169929219949696,887,0.00017358923426869134
11:15,0.00018926239453658926,0.005245306778118357,897,0.00017513569574713228
11:16,-0.00028935,0.005281374888432916,894,0.00017663559953983915
11:17,-4.04E-05,0.005272519334929118,895,0.00017624088434670546
11:18,-0.000142488,0.005349361754405919,888,0.00017951282664999246
11:19,-0.000306608,0.005426755304640026,890,0.00018190525110073366
11:20,0.0002056814706927785,0.005363564858616086,898,0.00017898447753608604
11:21,0.0003762381443123181,0.005338797937288875,893,0.00017865606104165745
11:22,2.9182471054883284e-05,0.005202919251356027,893,0.00017410905418853678
11:23,7.788189080276763e-05,0.005323835808895752,884,0.0001790599754173762
11:24,0.0003065336065289645,0.0051572821535734595,884,0.0001734581697835789
11:25,-0.000114162,0.005145248869636309,891,0.00017237232276347354
11:26,-0.000108973,0.00505134920175723,897,0.00016865964076725193
11:27,1.6259940799000575e-05,0.005060881776760522,891,0.00016954591880668514
11:28,8.157316980938795e-05,0.004886547725177701,892,0.00016361371941896226
11:29,4.54679674783605e-06,0.004873281612050671,890,0.0001633527707738553
13:00,0.00020608941162974102,0.004380394304783402,900,0.00014601314349278006
13:01,-5.54E-05,0.00438511465605292,901,0.0001460893503170579
13:02,2.176618053211429e-05,0.004640176221076617,889,0.00015562651551530047
