code,factor,J,k,bucket,mean_dy,n,nrows
IC0000,voi,1,1,neg0.1,-1.8612175,37339,36566020
IC0000,voi,1,1,neg1,-1.0779142,446106,36566020
IC0000,voi,1,1,neg5,-0.7629022,2071683,36566020
IC0000,voi,1,1,pos5,0.77461576,2062684,36566020
IC0000,voi,1,1,pos1,1.1077753,440305,36566020
IC0000,voi,1,1,pos0.1,1.7972363,44976,36566020
IC0000,voi,1,20,neg0.1,-2.8914306,37202,36504641
IC0000,voi,1,20,neg1,-1.7853334,444869,36504641
IC0000,voi,1,20,neg5,-1.3548533,2067643,36504641
IC0000,voi,1,20,pos5,1.4454881,2058750,36504641
IC0000,voi,1,20,pos1,1.9797441,439254,36504641
IC0000,voi,1,20,pos0.1,3.210923,44860,36504641
IC0000,voi,1,60,neg0.1,-2.4334664,36816,36336822
IC0000,voi,1,60,neg1,-1.5376184,441313,36336822
IC0000,voi,1,60,neg5,-1.2729672,2055668,36336822
IC0000,voi,1,60,pos5,1.466787,2046980,36336822
IC0000,voi,1,60,pos1,1.9425853,435925,36336822
IC0000,voi,1,60,pos0.1,3.0605183,44408,36336822
IC0000,voi,1,120,neg0.1,-1.8186278,36075,36005938
IC0000,voi,1,120,neg1,-1.216647,434497,36005938
IC0000,voi,1,120,neg5,-1.119614,2031739,36005938
IC0000,voi,1,120,pos5,1.368729,2022883,36005938
IC0000,voi,1,120,pos1,1.724535,429570,36005938
IC0000,voi,1,120,pos0.1,2.7750401,43590,36005938
IC0000,voi,1,240,neg0.1,-0.9204882,43591,35182119
IC0000,voi,1,240,neg1,-0.8028378,419936,35182119
IC0000,voi,1,240,neg5,-0.9334271,1975797,35182119
IC0000,voi,1,240,pos5,1.2282554,1968225,35182119
IC0000,voi,1,240,pos1,1.4946666,415770,35182119
IC0000,voi,1,240,pos0.1,2.2569668,41984,35182119
IC0000,voi,1,600,neg0.1,-0.15704677,38358,32275279
IC0000,voi,1,600,neg1,-0.4757654,375785,32275279
IC0000,voi,1,600,neg5,-0.7728333,1792133,32275279
IC0000,voi,1,600,pos5,0.94988483,1783252,32275279
IC0000,voi,1,600,pos1,1.1917648,371567,32275279
IC0000,voi,1,600,pos0.1,1.601943,36849,32275279
IC0000,voi,5,1,neg0.1,-0.94860125,37462,36553997
IC0000,voi,5,1,neg1,-0.70818186,380917,36553997
IC0000,voi,5,1,neg5,-0.47621667,1977584,36553997
IC0000,voi,5,1,pos5,0.4855658,1977390,36553997
IC0000,voi,5,1,pos1,0.7118815,382308,36553997
IC0000,voi,5,1,pos0.1,0.8998388,37225,36553997
IC0000,voi,5,20,neg0.1,-1.4211563,37308,36492773
IC0000,voi,5,20,neg1,-1.3164078,380027,36492773
IC0000,voi,5,20,neg5,-0.94544435,1973829,36492773
IC0000,voi,5,20,pos5,1.0811127,1974068,36492773
IC0000,voi,5,20,pos1,1.5647491,381573,36492773
IC0000,voi,5,20,pos0.1,2.0155058,37115,36492773
IC0000,voi,5,60,neg0.1,-0.7473472,36942,36325215
IC0000,voi,5,60,neg1,-0.9537122,376968,36325215
IC0000,voi,5,60,neg5,-0.78641444,1962455,36325215
IC0000,voi,5,60,pos5,1.080833,1963012,36325215
IC0000,voi,5,60,pos1,1.5372477,378869,36325215
IC0000,voi,5,60,pos0.1,1.9844936,36759,36325215
IC0000,voi,5,120,neg0.1,0.28583518,36040,35994498
IC0000,voi,5,120,neg1,-0.46211335,370698,35994498
IC0000,voi,5,120,neg5,-0.5597729,1938153,35994498
IC0000,voi,5,120,pos5,0.91265845,1938951,35994498
IC0000,voi,5,120,pos1,1.2361494,372944,35994498
IC0000,voi,5,120,pos0.1,1.5341647,36046,35994498
IC0000,voi,5,240,neg0.1,1.0691751,37022,35171220
IC0000,voi,5,240,neg1,0.0906773,357493,35171220
IC0000,voi,5,240,neg5,-0.29433483,1881670,35171220
IC0000,voi,5,240,pos5,0.7107419,1885392,35171220
IC0000,voi,5,240,pos1,1.0124123,360852,35171220
IC0000,voi,5,240,pos0.1,1.2735705,37356,35171220
IC0000,voi,5,600,neg0.1,1.6172082,32374,32265530
IC0000,voi,5,600,neg1,0.22682513,368330,32265530
IC0000,voi,5,600,neg5,-0.17896082,1699006,32265530
IC0000,voi,5,600,pos5,0.5025438,1698430,32265530
IC0000,voi,5,600,pos1,0.6529457,369762,32265530
IC0000,voi,5,600,pos0.1,0.905483,32555,32265530
IC0000,voi,20,1,neg0.1,-0.4062137,37031,36508910
IC0000,voi,20,1,neg1,-0.3097862,385574,36508910
IC0000,voi,20,1,neg5,-0.22270761,1988632,36508910
IC0000,voi,20,1,pos5,0.2326438,1840941,36508910
IC0000,voi,20,1,pos1,0.31493703,374767,36508910
IC0000,voi,20,1,pos0.1,0.39554927,37477,36508910
IC0000,voi,20,20,neg0.1,-0.7374817,36866,36447921
IC0000,voi,20,20,neg1,-0.6414634,384520,36447921
IC0000,voi,20,20,neg5,-0.52373403,1984789,36447921
IC0000,voi,20,20,pos5,0.70705277,1837947,36447921
IC0000,voi,20,20,pos1,0.9309345,374094,36447921
IC0000,voi,20,20,pos0.1,1.2760949,37402,36447921
IC0000,voi,20,60,neg0.1,0.14610782,36432,36281267
IC0000,voi,20,60,neg1,-0.08789391,381147,36281267
IC0000,voi,20,60,neg5,-0.2872357,1972798,36281267
IC0000,voi,20,60,pos5,0.72437423,1827059,36281267
IC0000,voi,20,60,pos1,0.9513661,371377,36281267
IC0000,voi,20,60,pos0.1,0.9440213,37023,36281267
IC0000,voi,20,120,neg0.1,1.5002172,36825,35951605
IC0000,voi,20,120,neg1,0.67680943,373238,35951605
IC0000,voi,20,120,neg5,0.041664805,1945803,35951605
IC0000,voi,20,120,pos5,0.50248367,1801592,35951605
IC0000,voi,20,120,pos1,0.45389318,364599,35951605
IC0000,voi,20,120,pos0.1,0.56407493,36153,35951605
IC0000,voi,20,240,neg0.1,2.5247538,36540,35130098
IC0000,voi,20,240,neg1,1.1965411,357887,35130098
IC0000,voi,20,240,neg5,0.38659245,1882520,35130098
IC0000,voi,20,240,pos5,0.3492961,1910143,35130098
IC0000,voi,20,240,pos1,0.2511005,351429,35130098
IC0000,voi,20,240,pos0.1,0.23046051,36004,35130098
IC0000,voi,20,600,neg0.1,3.0199096,32974,32228359
IC0000,voi,20,600,neg1,1.1856061,337594,32228359
IC0000,voi,20,600,neg5,0.4214131,1688691,32228359
IC0000,voi,20,600,pos5,0.24192475,1708399,32228359
IC0000,voi,20,600,pos1,0.32937,328890,32228359
IC0000,voi,20,600,pos0.1,0.55080336,32301,32228359
IC0000,voi,60,1,neg0.1,-0.21799275,36398,36388670
IC0000,voi,60,1,neg1,-0.14482811,372117,36388670
IC0000,voi,60,1,neg5,-0.109500214,1824211,36388670
IC0000,voi,60,1,pos5,0.11874934,1872882,36388670
IC0000,voi,60,1,pos1,0.15765433,371953,36388670
IC0000,voi,60,1,pos0.1,0.21345954,36398,36388670
IC0000,voi,60,20,neg0.1,-0.17899324,37169,36327943
IC0000,voi,60,20,neg1,-0.0913539,371046,36327943
IC0000,voi,60,20,neg5,-0.166687,1820586,36327943
IC0000,voi,60,20,pos5,0.39859706,1869290,36327943
IC0000,voi,60,20,pos1,0.51651686,371317,36327943
IC0000,voi,60,20,pos0.1,0.85022014,36340,36327943
IC0000,voi,60,60,neg0.1,1.928993,36426,36162301
IC0000,voi,60,60,neg1,0.6618014,367296,36162301
IC0000,voi,60,60,neg5,0.16842657,1808619,36162301
IC0000,voi,60,60,pos5,0.30618945,1856545,36162301
IC0000,voi,60,60,pos1,0.3570227,367971,36162301
IC0000,voi,60,60,pos0.1,0.21447714,36941,36162301
IC0000,voi,60,120,neg0.1,3.6944678,36749,35835482
IC0000,voi,60,120,neg1,1.6751502,358421,35835482
IC0000,voi,60,120,neg5,0.5271403,1866836,35835482
IC0000,voi,60,120,pos5,0.0904185,1829985,35835482
IC0000,voi,60,120,pos1,-0.14042582,360532,35835482
IC0000,voi,60,120,pos0.1,-0.50091934,35896,35835482
IC0000,voi,60,240,neg0.1,4.361159,35591,35017978
IC0000,voi,60,240,neg1,2.286462,354005,35017978
IC0000,voi,60,240,neg5,0.7893096,1798962,35017978
IC0000,voi,60,240,pos5,0.09679371,1773111,35017978
IC0000,voi,60,240,pos1,-0.0156972,359459,35017978
IC0000,voi,60,240,pos0.1,-0.29578105,35293,35017978
IC0000,voi,60,600,neg0.1,5.1938586,32859,32126363
IC0000,voi,60,600,neg1,2.1565552,332209,32126363
IC0000,voi,60,600,neg5,0.7613567,1687020,32126363
IC0000,voi,60,600,pos5,0.10289258,1649050,32126363
IC0000,voi,60,600,pos1,0.27798885,322959,32126363
IC0000,voi,60,600,pos0.1,1.2653276,32784,32126363
IC0000,voi,120,1,neg0.1,-0.11748375,36920,36208313
IC0000,voi,120,1,neg1,-0.09439371,366624,36208313
IC0000,voi,120,1,neg5,-0.06460239,1851789,36208313
IC0000,voi,120,1,pos5,0.07367443,1817822,36208313
IC0000,voi,120,1,pos1,0.09617075,368506,36208313
IC0000,voi,120,1,pos0.1,0.12197865,36904,36208313
IC0000,voi,120,20,neg0.1,0.6146398,36715,36147765
IC0000,voi,120,20,neg1,0.06531627,365621,36147765
IC0000,voi,120,20,neg5,-0.0058910996,1848127,36147765
IC0000,voi,120,20,pos5,0.22206143,1813953,36147765
IC0000,voi,120,20,pos1,0.23755696,367535,36147765
IC0000,voi,120,20,pos0.1,0.17971385,36764,36147765
IC0000,voi,120,60,neg0.1,2.8591025,36523,35984055
IC0000,voi,120,60,neg1,0.94250286,361357,35984055
IC0000,voi,120,60,neg5,0.34489638,1835805,35984055
IC0000,voi,120,60,pos5,0.048166964,1801110,35984055
IC0000,voi,120,60,pos1,-0.102450565,363712,35984055
IC0000,voi,120,60,pos0.1,-0.7467832,36216,35984055
IC0000,voi,120,120,neg0.1,5.0781646,35777,35659577
IC0000,voi,120,120,neg1,1.8331261,361938,35659577
IC0000,voi,120,120,neg5,0.7508347,1806060,35659577
IC0000,voi,120,120,pos5,-0.075914234,1828669,35659577
IC0000,voi,120,120,pos1,-0.2837854,356648,35659577
IC0000,voi,120,120,pos0.1,-1.3382366,35963,35659577
IC0000,voi,120,240,neg0.1,5.6887736,35034,34847329
IC0000,voi,120,240,neg1,2.2643359,351916,34847329
IC0000,voi,120,240,neg5,0.87848693,1792437,34847329
IC0000,voi,120,240,pos5,0.008411654,1770817,34847329
IC0000,voi,120,240,pos1,0.083999634,351442,34847329
IC0000,voi,120,240,pos0.1,0.053423207,34938,34847329
IC0000,voi,120,600,neg0.1,7.248392,32183,31971231
IC0000,voi,120,600,neg1,2.440033,321902,31971231
IC0000,voi,120,600,neg5,0.7417336,1648968,31971231
IC0000,voi,120,600,pos5,0.08413722,1614232,31971231
IC0000,voi,120,600,pos1,-0.3231973,320869,31971231
IC0000,voi,120,600,pos0.1,0.35822684,32552,31971231
IC0000,oir,1,1,neg0.1,-0.818054,36629,36569024
IC0000,oir,1,1,neg1,-0.667741,367981,36569024
IC0000,oir,1,1,neg5,-0.5950209,2267364,36569024
IC0000,oir,1,1,pos5,0.60019195,2228382,36569024
IC0000,oir,1,1,pos1,0.6737976,424793,36569024
IC0000,oir,1,1,pos0.1,0.82440126,36703,36569024
IC0000,oir,1,20,neg0.1,-0.095358364,36625,36507586
IC0000,oir,1,20,neg1,-0.029456928,366637,36507586
IC0000,oir,1,20,neg5,-0.23516062,2261667,36507586
IC0000,oir,1,20,pos5,0.30314288,2223290,36507586
IC0000,oir,1,20,pos1,0.19508862,423446,36507586
IC0000,oir,1,20,pos0.1,0.48400077,36533,36507586
IC0000,oir,1,60,neg0.1,0.1710348,39109,36339710
IC0000,oir,1,60,neg1,0.29132307,363538,36339710
IC0000,oir,1,60,neg5,-0.05616086,2246805,36339710
IC0000,oir,1,60,pos5,0.24566749,2209802,36339710
IC0000,oir,1,60,pos1,0.109307975,420102,36339710
IC0000,oir,1,60,pos0.1,0.21610577,36341,36339710
IC0000,oir,1,120,neg0.1,0.4255674,38377,36008783
IC0000,oir,1,120,neg1,0.4954871,361741,36008783
IC0000,oir,1,120,neg5,0.03963444,2219017,36008783
IC0000,oir,1,120,pos5,0.23094691,2184082,36008783
IC0000,oir,1,120,pos1,0.061039038,413940,36008783
IC0000,oir,1,120,pos0.1,0.6177755,38463,36008783
IC0000,oir,1,240,neg0.1,0.66073364,36940,35184836
IC0000,oir,1,240,neg1,0.6757183,418505,35184836
IC0000,oir,1,240,neg5,0.13618235,2154523,35184836
IC0000,oir,1,240,pos5,0.2523745,2122859,35184836
IC0000,oir,1,240,pos1,0.045745224,400162,35184836
IC0000,oir,1,240,pos0.1,0.3960183,36944,35184836
IC0000,oir,1,600,neg0.1,1.6325477,32758,32277705
IC0000,oir,1,600,neg1,1.0165046,372955,32277705
IC0000,oir,1,600,neg5,0.2273123,1946782,32277705
IC0000,oir,1,600,pos5,0.12854965,1921355,32277705
IC0000,oir,1,600,pos1,-0.14504546,356309,32277705
IC0000,oir,1,600,pos0.1,-0.2972772,32283,32277705
IC0000,oir,5,1,neg0.1,-0.13303606,36554,36553997
IC0000,oir,5,1,neg1,-0.10039556,365808,36553997
IC0000,oir,5,1,neg5,-0.11447231,1836632,36553997
IC0000,oir,5,1,pos5,0.11885523,1827795,36553997
IC0000,oir,5,1,pos1,0.10205198,365549,36553997
IC0000,oir,5,1,pos0.1,0.14912377,36577,36553997
IC0000,oir,5,20,neg0.1,0.82498014,36493,36492773
IC0000,oir,5,20,neg1,0.5450936,364941,36492773
IC0000,oir,5,20,neg5,0.25694224,1832044,36492773
IC0000,oir,5,20,pos5,-0.20790699,1825018,36492773
IC0000,oir,5,20,pos1,-0.5369812,364942,36492773
IC0000,oir,5,20,pos0.1,-0.8214178,36493,36492773
IC0000,oir,5,60,neg0.1,1.4943842,36326,36325215
IC0000,oir,5,60,neg1,0.9026718,363312,36325215
IC0000,oir,5,60,neg5,0.46034065,1820125,36325215
IC0000,oir,5,60,pos5,-0.29846916,1816263,36325215
IC0000,oir,5,60,pos1,-0.6207533,363253,36325215
IC0000,oir,5,60,pos0.1,-1.0042394,36326,36325215
IC0000,oir,5,120,neg0.1,1.8558133,35995,35994498
IC0000,oir,5,120,neg1,1.1114681,359946,35994498
IC0000,oir,5,120,neg5,0.5839539,1800202,35994498
IC0000,oir,5,120,pos5,-0.32792345,1799725,35994498
IC0000,oir,5,120,pos1,-0.65555954,359994,35994498
IC0000,oir,5,120,pos0.1,-0.8521184,35995,35994498
IC0000,oir,5,240,neg0.1,2.100435,35172,35171220
IC0000,oir,5,240,neg1,1.2053275,351838,35171220
IC0000,oir,5,240,neg5,0.6130945,1758967,35171220
IC0000,oir,5,240,pos5,-0.29322657,1758577,35171220
IC0000,oir,5,240,pos1,-0.6700358,351723,35171220
IC0000,oir,5,240,pos0.1,-1.4504435,35172,35171220
IC0000,oir,5,600,neg0.1,3.0256307,32266,32265530
IC0000,oir,5,600,neg1,1.4932389,322658,32265530
IC0000,oir,5,600,neg5,0.68099374,1613313,32265530
IC0000,oir,5,600,pos5,-0.33200818,1613281,32265530
IC0000,oir,5,600,pos1,-0.8494888,322687,32265530
IC0000,oir,5,600,pos0.1,-1.9410061,32266,32265530
IC0000,oir,20,1,neg0.1,-0.0026842696,36509,36508910
IC0000,oir,20,1,neg1,-0.018358488,365090,36508910
IC0000,oir,20,1,neg5,-0.031186301,1825465,36508910
IC0000,oir,20,1,pos5,0.034826163,1825524,36508910
IC0000,oir,20,1,pos1,0.017453182,365091,36508910
IC0000,oir,20,1,pos0.1,-0.008175842,36510,36508910
IC0000,oir,20,20,neg0.1,0.6874451,36448,36447921
IC0000,oir,20,20,neg1,0.4088249,364480,36447921
IC0000,oir,20,20,neg5,0.2727908,1822404,36447921
IC0000,oir,20,20,pos5,-0.24276507,1822410,36447921
IC0000,oir,20,20,pos1,-0.41672382,364480,36447921
IC0000,oir,20,20,pos0.1,-0.83405125,36448,36447921
IC0000,oir,20,60,neg0.1,1.3618323,36282,36281267
IC0000,oir,20,60,neg1,0.78802097,362826,36281267
IC0000,oir,20,60,neg5,0.49472648,1814065,36281267
IC0000,oir,20,60,pos5,-0.36399522,1814065,36281267
IC0000,oir,20,60,pos1,-0.563064,362814,36281267
IC0000,oir,20,60,pos0.1,-0.87555814,36282,36281267
IC0000,oir,20,120,neg0.1,1.6440253,35952,35951605
IC0000,oir,20,120,neg1,0.96660656,359517,35951605
IC0000,oir,20,120,neg5,0.64405984,1797593,35951605
IC0000,oir,20,120,pos5,-0.4507163,1797582,35951605
IC0000,oir,20,120,pos1,-0.6659824,359517,35951605
IC0000,oir,20,120,pos0.1,-0.6231225,35952,35951605
IC0000,oir,20,240,neg0.1,1.2554581,35131,35130098
IC0000,oir,20,240,neg1,1.0094264,351301,35130098
IC0000,oir,20,240,neg5,0.6615222,1756523,35130098
IC0000,oir,20,240,pos5,-0.46188483,1756505,35130098
IC0000,oir,20,240,pos1,-0.69605285,351316,35130098
IC0000,oir,20,240,pos0.1,-1.3302782,35131,35130098
IC0000,oir,20,600,neg0.1,2.4407833,32229,32228359
IC0000,oir,20,600,neg1,1.4091856,322284,32228359
IC0000,oir,20,600,neg5,0.87936485,1611500,32228359
IC0000,oir,20,600,pos5,-0.54240197,1611506,32228359
IC0000,oir,20,600,pos1,-0.9376606,322284,32228359
IC0000,oir,20,600,pos0.1,-2.1865711,32229,32228359
IC0000,oir,60,1,neg0.1,-0.007790816,36389,36388670
IC0000,oir,60,1,neg1,-0.0015609241,363887,36388670
IC0000,oir,60,1,neg5,-0.010798413,1819434,36388670
IC0000,oir,60,1,pos5,0.014110111,1819440,36388670
IC0000,oir,60,1,pos1,0.008543838,363888,36388670
IC0000,oir,60,1,pos0.1,-0.012297672,36389,36388670
IC0000,oir,60,20,neg0.1,0.33650354,36328,36327943
IC0000,oir,60,20,neg1,0.41409105,363280,36327943
IC0000,oir,60,20,neg5,0.23401701,1816400,36327943
IC0000,oir,60,20,pos5,-0.18678945,1816398,36327943
IC0000,oir,60,20,pos1,-0.2653284,363280,36327943
IC0000,oir,60,20,pos0.1,-0.4750055,36328,36327943
IC0000,oir,60,60,neg0.1,0.7596715,36163,36162301
IC0000,oir,60,60,neg1,0.56924593,361624,36162301
IC0000,oir,60,60,neg5,0.42490086,1808170,36162301
IC0000,oir,60,60,pos5,-0.30463448,1808116,36162301
IC0000,oir,60,60,pos1,-0.45826754,361625,36162301
IC0000,oir,60,60,pos0.1,-0.29914555,36163,36162301
IC0000,oir,60,120,neg0.1,0.60312253,35836,35835482
IC0000,oir,60,120,neg1,0.74974257,358355,35835482
IC0000,oir,60,120,neg5,0.55662596,1791775,35835482
IC0000,oir,60,120,pos5,-0.4166207,1791794,35835482
IC0000,oir,60,120,pos1,-0.5884695,358355,35835482
IC0000,oir,60,120,pos0.1,-0.736215,35836,35835482
IC0000,oir,60,240,neg0.1,0.4769547,35018,35017978
IC0000,oir,60,240,neg1,0.9481638,350180,35017978
IC0000,oir,60,240,neg5,0.62341833,1750899,35017978
IC0000,oir,60,240,pos5,-0.46763092,1750899,35017978
IC0000,oir,60,240,pos1,-0.86663795,350182,35017978
IC0000,oir,60,240,pos0.1,-1.1329745,35018,35017978
IC0000,oir,60,600,neg0.1,1.8965356,32127,32126363
IC0000,oir,60,600,neg1,1.3198849,321264,32126363
IC0000,oir,60,600,neg5,0.9708648,1606319,32126363
IC0000,oir,60,600,pos5,-0.5891629,1606352,32126363
IC0000,oir,60,600,pos1,-1.2494,321265,32126363
IC0000,oir,60,600,pos0.1,-1.2573848,32127,32126363
IC0000,oir,120,1,neg0.1,-0.0059239417,36209,36208313
IC0000,oir,120,1,neg1,-0.0077288696,362084,36208313
IC0000,oir,120,1,neg5,-0.005590704,1810416,36208313
IC0000,oir,120,1,pos5,0.008467662,1810417,36208313
IC0000,oir,120,1,pos1,0.004050165,362084,36208313
IC0000,oir,120,1,pos0.1,0.006793891,36209,36208313
IC0000,oir,120,20,neg0.1,0.11809782,36148,36147765
IC0000,oir,120,20,neg1,0.11183253,361478,36147765
IC0000,oir,120,20,neg5,0.16989757,1807389,36147765
IC0000,oir,120,20,pos5,-0.14754987,1807389,36147765
IC0000,oir,120,20,pos1,-0.273354,361480,36147765
IC0000,oir,120,20,pos0.1,-0.1188138,36149,36147765
IC0000,oir,120,60,neg0.1,0.17662916,35985,35984055
IC0000,oir,120,60,neg1,0.19190003,359841,35984055
IC0000,oir,120,60,neg5,0.30539536,1799207,35984055
IC0000,oir,120,60,pos5,-0.27655825,1799205,35984055
IC0000,oir,120,60,pos1,-0.46311426,359841,35984055
IC0000,oir,120,60,pos0.1,-0.16062248,35985,35984055
IC0000,oir,120,120,neg0.1,0.8145261,35660,35659577
IC0000,oir,120,120,neg1,0.3612127,356596,35659577
IC0000,oir,120,120,neg5,0.39603215,1782979,35659577
IC0000,oir,120,120,pos5,-0.38915265,1782979,35659577
IC0000,oir,120,120,pos1,-0.6132332,356596,35659577
IC0000,oir,120,120,pos0.1,0.31149748,35660,35659577
IC0000,oir,120,240,neg0.1,1.4465823,34848,34847329
IC0000,oir,120,240,neg1,0.527718,348474,34847329
IC0000,oir,120,240,neg5,0.57831675,1742367,34847329
IC0000,oir,120,240,pos5,-0.66386014,1742367,34847329
IC0000,oir,120,240,pos1,-0.7710805,348474,34847329
IC0000,oir,120,240,pos0.1,-0.037089646,34848,34847329
IC0000,oir,120,600,neg0.1,1.8301482,31972,31971231
IC0000,oir,120,600,neg1,1.1100003,319713,31971231
IC0000,oir,120,600,neg5,0.944999,1598562,31971231
IC0000,oir,120,600,pos5,-1.0202163,1598562,31971231
IC0000,oir,120,600,pos1,-1.3763641,319713,31971231
IC0000,oir,120,600,pos0.1,0.8898724,31972,31971231
IC0000,mpb,1,1,neg0.1,-1.6499712,36577,36566020
IC0000,mpb,1,1,neg1,-1.0114038,370492,36566020
IC0000,mpb,1,1,neg5,-0.76948977,1967275,36566020
IC0000,mpb,1,1,pos5,0.7507525,1922561,36566020
IC0000,mpb,1,1,pos1,0.9404003,393928,36566020
IC0000,mpb,1,1,pos0.1,1.496544,37905,36566020
IC0000,mpb,1,20,neg0.1,-1.4639131,36994,36504641
IC0000,mpb,1,20,neg1,-0.93075144,368643,36504641
IC0000,mpb,1,20,neg5,-0.8391963,1961572,36504641
IC0000,mpb,1,20,pos5,0.7614992,1916981,36504641
IC0000,mpb,1,20,pos1,0.6815683,392048,36504641
IC0000,mpb,1,20,pos0.1,0.6109453,37523,36504641
IC0000,mpb,1,60,neg0.1,-1.0330906,38183,36336822
IC0000,mpb,1,60,neg1,-0.8887381,363588,36336822
IC0000,mpb,1,60,neg5,-0.8127331,1947579,36336822
IC0000,mpb,1,60,pos5,0.60936236,1903269,36336822
IC0000,mpb,1,60,pos1,0.413391,387021,36336822
IC0000,mpb,1,60,pos0.1,-0.14785907,36386,36336822
IC0000,mpb,1,120,neg0.1,-1.5324563,36218,36005938
IC0000,mpb,1,120,neg1,-1.0124468,390423,36005938
IC0000,mpb,1,120,neg5,-0.85551524,1920988,36005938
IC0000,mpb,1,120,pos5,0.41794035,1877281,36005938
IC0000,mpb,1,120,pos1,0.07183534,377718,36005938
IC0000,mpb,1,120,pos0.1,-0.98367226,36043,36005938
IC0000,mpb,1,240,neg0.1,-2.328827,37798,35182119
IC0000,mpb,1,240,neg1,-1.3223051,371333,35182119
IC0000,mpb,1,240,neg5,-0.9818529,1859467,35182119
IC0000,mpb,1,240,pos5,0.11444373,1816657,35182119
IC0000,mpb,1,240,pos1,-0.44884905,359094,35182119
IC0000,mpb,1,240,pos0.1,-1.4007472,35334,35182119
IC0000,mpb,1,600,neg0.1,-2.1216567,32378,32275279
IC0000,mpb,1,600,neg1,-1.6810391,323988,32275279
IC0000,mpb,1,600,neg5,-1.2647059,1665533,32275279
IC0000,mpb,1,600,pos5,-0.42795956,1627107,32275279
IC0000,mpb,1,600,pos1,-1.0651842,323928,32275279
IC0000,mpb,1,600,pos0.1,-1.0665882,32671,32275279
IC0000,mpb,5,1,neg0.1,-0.29126358,36594,36553997
IC0000,mpb,5,1,neg1,-0.2446233,365977,36553997
IC0000,mpb,5,1,neg5,-0.24444082,1832329,36553997
IC0000,mpb,5,1,pos5,0.2381597,1833631,36553997
IC0000,mpb,5,1,pos1,0.22197099,366629,36553997
IC0000,mpb,5,1,pos0.1,0.20701462,36652,36553997
IC0000,mpb,5,20,neg0.1,-0.21282163,36493,36492773
IC0000,mpb,5,20,neg1,-0.18126416,365508,36492773
IC0000,mpb,5,20,neg5,-0.32955825,1827783,36492773
IC0000,mpb,5,20,pos5,0.2750484,1829129,36492773
IC0000,mpb,5,20,pos1,0.051131494,365313,36492773
IC0000,mpb,5,20,pos0.1,-0.39528674,36514,36492773
IC0000,mpb,5,60,neg0.1,0.15963797,36351,36325215
IC0000,mpb,5,60,neg1,-0.17852023,364166,36325215
IC0000,mpb,5,60,neg5,-0.34213746,1816704,36325215
IC0000,mpb,5,60,pos5,0.13160117,1818183,36325215
IC0000,mpb,5,60,pos1,-0.13900472,363538,36325215
IC0000,mpb,5,60,pos0.1,-0.87801087,36327,36325215
IC0000,mpb,5,120,neg0.1,-0.43810767,35998,35994498
IC0000,mpb,5,120,neg1,-0.37576044,361632,35994498
IC0000,mpb,5,120,neg5,-0.42094454,1816807,35994498
IC0000,mpb,5,120,pos5,-0.0017962825,1805952,35994498
IC0000,mpb,5,120,pos1,-0.36505607,361502,35994498
IC0000,mpb,5,120,pos0.1,-1.4676399,36032,35994498
IC0000,mpb,5,240,neg0.1,-1.702569,35188,35171220
IC0000,mpb,5,240,neg1,-0.8821724,351713,35171220
IC0000,mpb,5,240,neg5,-0.6998288,1767906,35171220
IC0000,mpb,5,240,pos5,-0.26460543,1761315,35171220
IC0000,mpb,5,240,pos1,-0.78164476,352167,35171220
IC0000,mpb,5,240,pos0.1,-2.4426045,35238,35171220
IC0000,mpb,5,600,neg0.1,-1.4879646,32446,32265530
IC0000,mpb,5,600,neg1,-1.3686577,323662,32265530
IC0000,mpb,5,600,neg5,-1.1046106,1614192,32265530
IC0000,mpb,5,600,pos5,-0.76487434,1613486,32265530
IC0000,mpb,5,600,pos1,-1.4392389,322723,32265530
IC0000,mpb,5,600,pos0.1,-1.6995754,32266,32265530
IC0000,mpb,20,1,neg0.1,-0.13488455,36509,36508910
IC0000,mpb,20,1,neg1,-0.0959931,365120,36508910
IC0000,mpb,20,1,neg5,-0.10648279,1826220,36508910
IC0000,mpb,20,1,pos5,0.1012956,1825494,36508910
IC0000,mpb,20,1,pos1,0.09345101,365186,36508910
IC0000,mpb,20,1,pos0.1,0.09034759,36509,36508910
IC0000,mpb,20,20,neg0.1,-0.19175376,36453,36447921
IC0000,mpb,20,20,neg1,-0.02623875,364480,36447921
IC0000,mpb,20,20,neg5,-0.15154038,1822831,36447921
IC0000,mpb,20,20,pos5,0.051380143,1822601,36447921
IC0000,mpb,20,20,pos1,-0.0793535,364483,36447921
IC0000,mpb,20,20,pos0.1,-0.21186393,36455,36447921
IC0000,mpb,20,60,neg0.1,0.17171049,36282,36281267
IC0000,mpb,20,60,neg1,-0.053445823,362816,36281267
IC0000,mpb,20,60,neg5,-0.20714584,1814106,36281267
IC0000,mpb,20,60,pos5,-0.083367355,1814961,36281267
IC0000,mpb,20,60,pos1,-0.28722873,362838,36281267
IC0000,mpb,20,60,pos0.1,-0.40394685,36282,36281267
IC0000,mpb,20,120,neg0.1,-0.4952716,35953,35951605
IC0000,mpb,20,120,neg1,-0.3996516,359622,35951605
IC0000,mpb,20,120,neg5,-0.36244875,1797581,35951605
IC0000,mpb,20,120,pos5,-0.14395152,1798425,35951605
IC0000,mpb,20,120,pos1,-0.428544,359571,35951605
IC0000,mpb,20,120,pos0.1,-1.253908,35952,35951605
