code,factor,J,k,bucket,mean_dy,n,nrows
IM0000,mpb,5,60,neg0.1,-0.3037398,22381,22151861
IM0000,mpb,5,60,neg1,-0.31049106,221541,22151861
IM0000,mpb,5,60,neg5,-0.41084144,1107594,22151861
IM0000,mpb,5,60,pos5,0.22146422,1107662,22151861
IM0000,mpb,5,60,pos1,-0.012796844,221539,22151861
IM0000,mpb,5,60,pos0.1,-0.6495215,22154,22151861
IM0000,mpb,5,120,neg0.1,-0.36201653,22028,21913609
IM0000,mpb,5,120,neg1,-0.5063374,221384,21913609
IM0000,mpb,5,120,neg5,-0.65674114,1096062,21913609
IM0000,mpb,5,120,pos5,0.032172028,1097817,21913609
IM0000,mpb,5,120,pos1,-0.24833411,219402,21913609
IM0000,mpb,5,120,pos0.1,-0.98626024,21980,21913609
IM0000,mpb,5,240,neg0.1,-0.82492626,21351,21330422
IM0000,mpb,5,240,neg1,-1.2052858,213858,21330422
IM0000,mpb,5,240,neg5,-1.1635455,1067232,21330422
IM0000,mpb,5,240,pos5,-0.4496574,1067178,21330422
IM0000,mpb,5,240,pos1,-0.786153,215549,21330422
IM0000,mpb,5,240,pos0.1,-1.1191638,21332,21330422
IM0000,mpb,5,600,neg0.1,-0.7153358,19386,19370570
IM0000,mpb,5,600,neg1,-1.5739231,193708,19370570
IM0000,mpb,5,600,neg5,-1.3891193,969294,19370570
IM0000,mpb,5,600,pos5,-0.9125376,968536,19370570
IM0000,mpb,5,600,pos1,-1.0698508,194085,19370570
IM0000,mpb,5,600,pos0.1,-0.4088117,19372,19370570
IM0000,mpb,20,1,neg0.1,-0.052609146,22287,22285963
IM0000,mpb,20,1,neg1,-0.10351896,222935,22285963
IM0000,mpb,20,1,neg5,-0.116783075,1114301,22285963
IM0000,mpb,20,1,pos5,0.11590841,1114587,22285963
IM0000,mpb,20,1,pos1,0.09948723,222908,22285963
IM0000,mpb,20,1,pos0.1,0.07892258,22294,22285963
IM0000,mpb,20,20,neg0.1,0.21192916,22248,22247960
IM0000,mpb,20,20,neg1,-0.10022145,222627,22247960
IM0000,mpb,20,20,neg5,-0.1774251,1112399,22247960
IM0000,mpb,20,20,pos5,0.15143801,1112574,22247960
IM0000,mpb,20,20,pos1,0.075873874,222514,22247960
IM0000,mpb,20,20,pos0.1,-0.0014380084,22253,22247960
IM0000,mpb,20,60,neg0.1,0.25905004,22127,22126302
IM0000,mpb,20,60,neg1,-0.12957877,221402,22126302
IM0000,mpb,20,60,neg5,-0.18674235,1106372,22126302
IM0000,mpb,20,60,pos5,0.085344955,1106322,22126302
IM0000,mpb,20,60,pos1,-0.29474673,221290,22126302
IM0000,mpb,20,60,pos0.1,-0.7254056,22129,22126302
IM0000,mpb,20,120,neg0.1,0.16324806,21890,21889223
IM0000,mpb,20,120,neg1,-0.43889165,219029,21889223
IM0000,mpb,20,120,neg5,-0.47406352,1094462,21889223
IM0000,mpb,20,120,pos5,-0.06447905,1094464,21889223
IM0000,mpb,20,120,pos1,-0.301291,218903,21889223
IM0000,mpb,20,120,pos0.1,-1.1181362,21890,21889223
IM0000,mpb,20,240,neg0.1,-0.014993665,21309,21307164
IM0000,mpb,20,240,neg1,-1.1514322,213112,21307164
IM0000,mpb,20,240,neg5,-1.1062905,1065430,21307164
IM0000,mpb,20,240,pos5,-0.49248946,1065371,21307164
IM0000,mpb,20,240,pos1,-0.5314138,213075,21307164
IM0000,mpb,20,240,pos0.1,-1.6986812,21308,21307164
IM0000,mpb,20,600,neg0.1,-0.6286497,19351,19350126
IM0000,mpb,20,600,neg1,-1.716083,193502,19350126
IM0000,mpb,20,600,neg5,-1.5642468,967528,19350126
IM0000,mpb,20,600,pos5,-1.0706139,967508,19350126
IM0000,mpb,20,600,pos1,-0.5759734,193502,19350126
IM0000,mpb,20,600,pos0.1,-1.1611637,19353,19350126
IM0000,mpb,60,1,neg0.1,-0.08655144,22218,22215163
IM0000,mpb,60,1,neg1,-0.06918011,222152,22215163
IM0000,mpb,60,1,neg5,-0.059559274,1110759,22215163
IM0000,mpb,60,1,pos5,0.060854863,1110774,22215163
IM0000,mpb,60,1,pos1,0.05531123,222152,22215163
IM0000,mpb,60,1,pos0.1,0.057278536,22216,22215163
IM0000,mpb,60,20,neg0.1,-0.39325008,22178,22177466
IM0000,mpb,60,20,neg1,-0.27307633,221775,22177466
IM0000,mpb,60,20,neg5,-0.106746905,1108908,22177466
IM0000,mpb,60,20,pos5,0.028508032,1108898,22177466
IM0000,mpb,60,20,pos1,0.106900655,221776,22177466
IM0000,mpb,60,20,pos0.1,-0.18304175,22178,22177466
IM0000,mpb,60,60,neg0.1,-0.2778357,22058,22057128
IM0000,mpb,60,60,neg1,-0.37721244,220572,22057128
IM0000,mpb,60,60,neg5,-0.22174317,1102857,22057128
IM0000,mpb,60,60,pos5,0.07420538,1102858,22057128
IM0000,mpb,60,60,pos1,0.040750682,220573,22057128
IM0000,mpb,60,60,pos0.1,-1.0342959,22058,22057128
IM0000,mpb,60,120,neg0.1,-0.41999632,21824,21822808
IM0000,mpb,60,120,neg1,-0.72173065,218231,21822808
IM0000,mpb,60,120,neg5,-0.49820188,1091144,21822808
IM0000,mpb,60,120,pos5,-0.1340599,1091154,21822808
IM0000,mpb,60,120,pos1,-0.2800394,218230,21822808
IM0000,mpb,60,120,pos0.1,-1.7949411,21823,21822808
IM0000,mpb,60,240,neg0.1,-0.4278654,21245,21243529
IM0000,mpb,60,240,neg1,-1.6767418,212437,21243529
IM0000,mpb,60,240,neg5,-1.112171,1062177,21243529
IM0000,mpb,60,240,pos5,-0.333387,1062177,21243529
IM0000,mpb,60,240,pos1,-0.58887297,212438,21243529
IM0000,mpb,60,240,pos0.1,-1.918118,21244,21243529
IM0000,mpb,60,600,neg0.1,-1.0403732,19295,19294781
IM0000,mpb,60,600,neg1,-2.6222079,192958,19294781
IM0000,mpb,60,600,neg5,-1.6506987,964740,19294781
IM0000,mpb,60,600,pos5,-0.9872872,964740,19294781
IM0000,mpb,60,600,pos1,-0.20036745,192948,19294781
IM0000,mpb,60,600,pos0.1,0.4032651,19295,19294781
IM0000,mpb,120,1,neg0.1,-0.05418608,22109,22108963
IM0000,mpb,120,1,neg1,-0.053763174,221090,22108963
IM0000,mpb,120,1,neg5,-0.0442786,1105455,22108963
IM0000,mpb,120,1,pos5,0.04241625,1105449,22108963
IM0000,mpb,120,1,pos1,0.032152064,221090,22108963
IM0000,mpb,120,1,pos0.1,0.036659278,22109,22108963
IM0000,mpb,120,20,neg0.1,-0.44481698,22072,22071466
IM0000,mpb,120,20,neg1,-0.22751285,220715,22071466
IM0000,mpb,120,20,neg5,-0.16708818,1103579,22071466
IM0000,mpb,120,20,pos5,0.068401396,1103574,22071466
IM0000,mpb,120,20,pos1,0.059730876,220715,22071466
IM0000,mpb,120,20,pos0.1,0.16523197,22072,22071466
IM0000,mpb,120,60,neg0.1,-0.6274197,21955,21953283
IM0000,mpb,120,60,neg1,-0.26930803,219533,21953283
IM0000,mpb,120,60,neg5,-0.29107487,1097666,21953283
IM0000,mpb,120,60,pos5,0.031327862,1097665,21953283
IM0000,mpb,120,60,pos1,-0.07285465,219533,21953283
IM0000,mpb,120,60,pos0.1,0.11444384,21954,21953283
IM0000,mpb,120,120,neg0.1,-0.21236534,21722,21721392
IM0000,mpb,120,120,neg1,-0.47641727,217214,21721392
IM0000,mpb,120,120,neg5,-0.46953788,1086070,21721392
IM0000,mpb,120,120,pos5,-0.10699863,1086070,21721392
IM0000,mpb,120,120,pos1,-0.4367398,217214,21721392
IM0000,mpb,120,120,pos0.1,-0.22021453,21722,21721392
IM0000,mpb,120,240,neg0.1,-1.1762425,21147,21146155
IM0000,mpb,120,240,neg1,-1.2940812,211462,21146155
IM0000,mpb,120,240,neg5,-1.1278671,1057313,21146155
IM0000,mpb,120,240,pos5,-0.25038847,1057309,21146155
IM0000,mpb,120,240,pos1,-0.43099704,211462,21146155
IM0000,mpb,120,240,pos0.1,0.50546175,21147,21146155
IM0000,mpb,120,600,neg0.1,-3.3820927,19210,19209857
IM0000,mpb,120,600,neg1,-1.874974,192100,19209857
IM0000,mpb,120,600,neg5,-1.7615094,960493,19209857
IM0000,mpb,120,600,pos5,-0.743601,960507,19209857
IM0000,mpb,120,600,pos1,0.08539303,192100,19209857
IM0000,mpb,120,600,pos0.1,0.934253,19210,19209857
