hm,mean,sd,n,se,t
09:31,4.414569526091702,81.82639899213791,1067,2.5050201839219146,1.7622890044662853
09:32,-0.7204115641408432,85.05880116207764,941,2.7728376713155023,-0.2598102195427337
09:33,2.7760442526780764,80.62845658780296,992,2.5599560566200803,1.0844109005305733
09:34,4.198879119931153,81.40955074892368,894,2.722742677536353,1.542150550830043
09:35,-0.30079565002088526,78.55551227825181,938,2.564928397795808,-0.11727253294063743
09:36,-1.438531994223265,71.48813615941188,891,2.394942672753613,-0.6006540409459138
09:37,4.1301059589799145,79.16701327055948,831,2.7462732630523363,1.5038947560482463
09:38,0.840161877091065,71.67486754036209,779,2.5680186307676527,0.3271634664270006
09:39,5.287318689443614,74.36736141222771,774,2.673079605634296,1.9779877405442943
09:40,-8.225017068236903,75.07809980018601,815,2.629871132070268,-3.127536162489477
09:41,-0.8864264967864849,73.06519387986272,737,2.691391008125469,-0.32935626748781976
09:42,-2.690257785705386,74.93451524481405,688,2.856851610850228,-0.9416862169137087
09:43,1.0560204533062167,75.11200961480675,658,2.9281709978529094,0.36064166132392783
09:44,-3.883493456387633,74.35545760946037,683,2.8451325150642166,-1.3649604845558414
09:45,0.9900052273769624,70.21342947292777,779,2.515657178090102,0.3935374167829095
09:46,-1.7794959126430283,74.12185436478971,712,2.7778339346773047,-0.6406055777591863
09:47,2.092827170479376,76.59447830038567,660,2.9814360242726465,0.7019527346691747
09:48,-0.5958606306271274,77.58291669978563,640,3.0667340536304546,-0.1942981100437245
09:49,-5.9299022470814435,80.10132968764435,612,3.2379043436723665,-1.8314013070428965
09:50,-0.0395117445091544,69.98318691778259,709,2.6282737531037927,-0.01503334440048112
09:51,-0.4427663455884053,73.68575929825445,632,2.931062127487293,-0.15106003432550058
09:52,1.1939902553679465,71.35539373332176,604,2.9034097945624584,0.4112372485634188
09:53,-0.9344255848955882,76.70526768300154,558,3.2471929124416015,-0.28776411198587615
09:54,-5.355516257538165,73.45772076437021,570,3.0768053436356495,-1.7406093851910434
09:55,6.5164599427932215,74.4391595689544,568,3.1233977518769565,2.086336887089471
09:56,3.857114088128091,76.07739460463296,569,3.1893302925519516,1.2093805703145943
09:57,0.43359797610858986,71.53943316624775,581,2.967955797181647,0.14609313808525448
09:58,1.5012867395001654,71.9307452422163,535,3.1098373041257332,0.4827541098399105
09:59,-0.4161524714539303,67.44477438411603,591,2.774307307251041,-0.1500022980029132
10:00,3.9952996162511183,64.56595583894716,723,2.4012337347042476,1.6638528596814033
10:01,3.11150224818001,63.69878600353708,629,2.539836924501153,1.225079538833438
10:02,-5.81294032978665,67.42929249411787,561,2.846866960476855,-2.0418728414386362
10:03,2.696155139264713,72.73413962991435,540,3.12997901652648,0.8613971930894264
10:04,3.5205334370515424,68.72788021767045,553,2.9226067531676003,1.204586772830759
10:05,-0.6770087478947476,63.5952229823059,549,2.714177976430416,-0.2494341763045045
10:06,-2.670314339731243,76.67959424243426,527,3.3402155883745603,-0.799443709269883
10:07,1.2213705129322878,72.3253533678193,512,3.1963592386311457,0.3821130297780123
10:08,0.9514114322895288,75.49581953249314,470,3.4823624797220796,0.2732086156537786
10:09,-2.6562649454432057,73.95427508374016,502,3.3007408329250065,-0.80474810955979
10:10,-1.6630577516895275,72.95192104373226,562,3.077291058086001,-0.5404291372828114
10:11,1.8765564702579978,66.41182009408588,490,3.0001802150664183,0.6254812497043463
10:12,-5.72003291618115,75.63025331981221,487,3.427133912266295,-1.6690427227568143
10:13,0.8770267871093319,68.86599919332448,494,3.0984277862733784,0.2830554228162833
10:14,3.7693764301368167,73.79621188725348,495,3.316893060312971,1.136417834882247
10:15,-2.6171972387103826,71.40015945633661,536,3.0840171667901783,-0.8486325131044395
10:16,0.8535508123535898,67.26432826737751,464,3.122668046215724,0.27334023332642887
10:17,-4.929449826626207,77.99829634602604,456,3.6526048842616134,-1.3495710548562965
10:18,-3.2646733712605616,78.3617976515989,432,3.770183747361134,-0.8659189021080486
10:19,-3.042778783013534,77.59249645304699,412,3.8227079260523134,-0.7959746969619499
10:20,0.5930059836345217,74.21903333489568,488,3.3597377767646663,0.176503650890746
10:21,3.8125618122938505,71.09571206687076,475,3.2620949917742617,1.1687464104839536
10:22,-2.8185127269506105,76.92325058871586,436,3.6839555679262728,-0.7650778287038823
10:23,5.955581705511651,78.67498386593017,380,4.035941514854657,1.4756362755980434
10:24,-10.018839873640825,81.36642299720498,394,4.09918117097641,-2.444107604849867
10:25,-0.5806350392074449,81.51733741757887,447,3.8556377559118524,-0.15059377357666878
10:26,-0.22933026273446827,77.9547429579606,430,3.7593115245615984,-0.061003261165277385
10:27,1.7840465617194523,79.70229077590977,416,3.90772630715779,0.4565433762471058
10:28,3.2056161454828325,77.47886712959924,359,4.089178208020886,0.7839267408779215
10:29,-9.473171059474254,81.77276405485102,467,3.783992244235348,-2.5034858551589205
10:30,2.836846377019303,66.84947100224014,586,2.761526193404464,1.0272748394691062
10:31,-1.0665864002716974,75.3504679166643,481,3.4356856059106535,-0.3104435395476155
10:32,-1.0418618141842657,71.84785960301761,474,3.300081487785273,-0.31570790540795785
10:33,0.6643458119160541,70.08825300667854,438,3.348946269745792,0.1983745806607051
10:34,-4.907920414944358,78.62073979342007,417,3.850074192086114,-1.2747599578815034
10:35,0.46306022446675416,77.40522766956637,439,3.6943499527074115,0.1253428154870384
10:36,-2.8024021029610435,82.46616218872369,422,4.014389965087292,-0.6980891560942575
10:37,4.709791807304613,79.01060549486586,424,3.837094204672519,1.2274371063315022
10:38,7.6636410018073695,78.91740143520742,397,3.9607508413708437,1.9348960105642317
10:39,2.7008205436009334,78.899593828761,433,3.791672504867085,0.712303222426012
10:40,0.7391778687456121,73.86922854395799,484,3.357692206543545,0.22014461817110154
10:41,-2.2136192774835632,78.40803257324369,410,3.8722967193828937,-0.5716553864282217
10:42,-2.023432307946069,79.23345544147895,434,3.8033275696205835,-0.5320163122704482
10:43,-3.709332397491831,76.36262386288135,382,3.907051727601875,-0.9493942379331121
10:44,1.8888376593151635,74.66288483698239,396,3.7519511328755466,0.5034281077822921
10:45,2.5951705035337467,74.11923663938063,435,3.5537453902693885,0.7302634878232012
10:46,-0.4079140467060566,80.87544851280784,423,3.932298869903041,-0.10373424304753177
10:47,-3.6883821605180085,71.59253350743676,433,3.4405175956047915,-1.072042812752901
10:48,2.2515701236343144,85.30836053630476,382,4.3647554333746115,0.5158525278227359
10:49,4.62392356040926,82.62471836876871,447,3.9080150776061746,1.183189795480935
10:50,0.9152966199199661,85.8914227224997,409,4.247057516492903,0.2155131208761664
10:51,0.636907943458283,82.80053588951976,391,4.187403086970058,0.15210093946774542
10:52,-13.405284762405426,83.713363688804,400,4.1856681844402,-3.2026630329270303
10:53,1.4645220299255926,87.12264821356636,393,4.394756253027437,0.33324306186872593
10:54,-1.1994047122359512,86.11267904866091,426,4.17217293250495,-0.2874772286861645
10:55,0.21209329588928447,87.47653746464395,422,4.258291217372392,0.04980713743203268
10:56,-13.593289995168853,93.56719172305188,418,4.576520942817141,-2.9702234874514337
10:57,-7.120942489897157,99.891030955633,412,4.921277871330046,-1.4469702130379034
10:58,2.1519718641584062,91.35668640707785,392,4.614209461798403,0.4663793184888638
10:59,0.8640735454098479,104.80448645335626,470,4.834270474733083,0.17873918100487673
13:01,3.3246414434979026,80.38907054256318,459,3.7522404818091326,0.8860416755311311
13:02,-2.7971296579367793,87.39471351923194,366,4.568194855520252,-0.6123052423117854
13:03,8.702395786072117,77.2705360807811,346,4.154089755199362,2.0948983529255676
13:04,-1.6417241724431726,76.96955114695534,391,3.8925175134797048,-0.42176410684291515
13:05,2.6673374059957884,79.02773987028792,413,3.8887008570917967,0.6859199264791437
13:06,3.878093782107539,77.31030573578028,371,4.01375108480598,0.966201864581994
13:07,0.3969187969356858,79.30606332888544,351,4.233044502134583,0.09376674323540253
13:08,3.6115893076876024,80.27712574110038,347,4.309501906016625,0.8380526071111267
13:09,6.887262857736247,75.51321085009636,352,4.024867661888199,1.7111774687531474
13:10,2.083245092285259,73.41738182655881,355,3.896590042034307,0.5346328635582231
13:11,6.8075977967692625,74.22685047965628,348,3.978976841038514,1.710891535370806
13:12,5.777547569420986,70.87172157534137,336,3.866369389890914,1.4943082222115343
13:13,-0.14980981091800624,70.73357809678298,360,3.7279868973205366,-0.04018517635501374
13:14,-1.5613506146371006,72.23822179437406,328,3.9886885368429827,-0.3914446064703006
13:15,2.9231388610014455,72.69327301264325,356,3.8527357642062694,0.75871771123231
13:16,4.092231700931886,78.58587722914478,303,4.51464068643759,0.906435746531355
13:17,2.0489289165849836,78.26238193358228,311,4.4378525360323575,0.46169378093324825
13:18,-1.9169060140791117,76.56187353619926,324,4.253437418677737,-0.4506722035362681
13:19,1.367182141604304,66.98660605796356,348,3.5908590010492043,0.3807395782471075
13:20,-7.982975657455416,72.07742756036112,378,3.707262843071243,-2.153334143106509
13:21,11.753432763818239,75.26975283656084,340,4.08207548568306,2.879278642700435
13:22,1.481527433165729,73.04161566898692,341,3.955425250664623,0.37455579091446384
