code,rank,q,voi,n_total,cum1,cum20,cum120
IF0000,3787263,0.10377594348579766,-3.0,36494614,-1.470971e+06,-3.793047e+06,-3.607602e+06
IF0000,3796389,0.10402600778295669,-3.0,36494614,-1.47196e+06,-3.796617e+06,-3.606619e+06
IF0000,3805515,0.10427607208011572,-3.0,36494614,-1.473236e+06,-3.801421e+06,-3.610036e+06
IF0000,3814641,0.10452613637727474,-3.0,36494614,-1.474988e+06,-3.806016e+06,-3.612884e+06
IF0000,3823767,0.10477620067443377,-3.0,36494614,-1.476995e+06,-3.812286e+06,-3.619748e+06
IF0000,3832893,0.1050262649715928,-3.0,36494614,-1.478657e+06,-3.818486e+06,-3.625863e+06
IF0000,3842019,0.10527632926875183,-3.0,36494614,-1.480277e+06,-3.823477e+06,-3.630315e+06
IF0000,3851145,0.10552639356591086,-3.0,36494614,-1.481139e+06,-3.826879e+06,-3.634499e+06
IF0000,3860271,0.10577645786306987,-3.0,36494614,-1.481942e+06,-3.830714e+06,-3.639838e+06
IF0000,3869397,0.1060265221602289,-3.0,36494614,-1.483091e+06,-3.834875e+06,-3.645615e+06
IF0000,3878523,0.10627658645738793,-3.0,36494614,-1.484378e+06,-3.838483e+06,-3.650316e+06
IF0000,3887649,0.10652665075454695,-3.0,36494614,-1.485969e+06,-3.843509e+06,-3.655353e+06
IF0000,3896775,0.10677671505170598,-3.0,36494614,-1.487368e+06,-3.846859e+06,-3.655522e+06
IF0000,3905901,0.10702677934886501,-3.0,36494614,-1.488904e+06,-3.85097e+06,-3.660605e+06
IF0000,3915027,0.10727684364602404,-3.0,36494614,-1.490554e+06,-3.857101e+06,-3.670604e+06
IF0000,3924152,0.10752688054187941,-3.0,36494614,-1.491367e+06,-3.859812e+06,-3.672243e+06
IF0000,3933278,0.10777694483903844,-3.0,36494614,-1.491993e+06,-3.86223e+06,-3.676446e+06
IF0000,3942404,0.10802700913619746,-3.0,36494614,-1.492927e+06,-3.867241e+06,-3.682519e+06
IF0000,3951530,0.10827707343335649,-3.0,36494614,-1.495132e+06,-3.880188e+06,-3.692115e+06
IF0000,3960656,0.10852713773051552,-3.0,36494614,-1.499172e+06,-3.897233e+06,-3.709845e+06
IF0000,3969782,0.10877720202767455,-3.0,36494614,-1.501703e+06,-3.905022e+06,-3.717045e+06
IF0000,3978908,0.10902726632483357,-3.0,36494614,-1.504749e+06,-3.914496e+06,-3.720506e+06
IF0000,3988034,0.1092773306219926,-3.0,36494614,-1.507128e+06,-3.922371e+06,-3.730511e+06
IF0000,3997160,0.10952739491915163,-3.0,36494614,-1.509468e+06,-3.9275e+06,-3.736621e+06
IF0000,4006286,0.10977745921631066,-3.0,36494614,-1.51146e+06,-3.933443e+06,-3.745685e+06
IF0000,4015412,0.11002752351346969,-3.0,36494614,-1.513101e+06,-3.939185e+06,-3.748881e+06
IF0000,4024538,0.11027758781062871,-3.0,36494614,-1.515212e+06,-3.947013e+06,-3.760604e+06
IF0000,4033664,0.11052765210778774,-3.0,36494614,-1.51738e+06,-3.952669e+06,-3.764977e+06
IF0000,4042790,0.11077771640494677,-3.0,36494614,-1.51918e+06,-3.958249e+06,-3.773117e+06
IF0000,4051916,0.1110277807021058,-3.0,36494614,-1.520968e+06,-3.962885e+06,-3.77406e+06
IF0000,4061041,0.11127781759796117,-3.0,36494614,-1.522355e+06,-3.966788e+06,-3.777372e+06
IF0000,4070167,0.1115278818951202,-3.0,36494614,-1.523608e+06,-3.97085e+06,-3.780163e+06
IF0000,4079293,0.11177794619227922,-3.0,36494614,-1.524659e+06,-3.974552e+06,-3.781858e+06
IF0000,4088419,0.11202801048943825,-3.0,36494614,-1.526084e+06,-3.977693e+06,-3.78687e+06
IF0000,4097545,0.11227807478659728,-3.0,36494614,-1.527576e+06,-3.981796e+06,-3.791243e+06
IF0000,4106671,0.1125281390837563,-3.0,36494614,-1.530318e+06,-3.991361e+06,-3.795993e+06
IF0000,4115797,0.11277820338091533,-3.0,36494614,-1.53149e+06,-3.993911e+06,-3.796931e+06
IF0000,4124923,0.11302826767807436,-3.0,36494614,-1.532466e+06,-3.996939e+06,-3.800581e+06
IF0000,4134049,0.11327833197523339,-3.0,36494614,-1.53332e+06,-4.00016e+06,-3.803438e+06
IF0000,4143175,0.11352839627239242,-3.0,36494614,-1.534323e+06,-4.003783e+06,-3.808621e+06
IF0000,4152301,0.11377846056955145,-3.0,36494614,-1.53524e+06,-4.006676e+06,-3.812115e+06
IF0000,4161427,0.11402852486671047,-3.0,36494614,-1.536182e+06,-4.009946e+06,-3.812412e+06
IF0000,4170553,0.1142785891638695,-3.0,36494614,-1.537601e+06,-4.014196e+06,-3.815693e+06
IF0000,4179679,0.11452865346102853,-3.0,36494614,-1.538988e+06,-4.018289e+06,-3.818415e+06
IF0000,4188805,0.11477871775818756,-3.0,36494614,-1.540577e+06,-4.023647e+06,-3.822332e+06
IF0000,4197930,0.11502875465404293,-3.0,36494614,-1.541714e+06,-4.027256e+06,-3.824189e+06
IF0000,4207056,0.11527881895120196,-3.0,36494614,-1.543852e+06,-4.034086e+06,-3.825775e+06
IF0000,4216182,0.11552888324836098,-3.0,36494614,-1.546909e+06,-4.045595e+06,-3.840632e+06
IF0000,4225308,0.11577894754552001,-3.0,36494614,-1.549592e+06,-4.051036e+06,-3.844771e+06
IF0000,4234434,0.11602901184267903,-3.0,36494614,-1.552437e+06,-4.058634e+06,-3.850832e+06
IF0000,4243560,0.11627907613983805,-3.0,36494614,-1.555279e+06,-4.065871e+06,-3.861238e+06
IF0000,4252686,0.11652914043699708,-3.0,36494614,-1.557663e+06,-4.073901e+06,-3.87042e+06
IF0000,4261812,0.11677920473415611,-3.0,36494614,-1.559889e+06,-4.080833e+06,-3.873396e+06
IF0000,4270938,0.11702926903131514,-3.0,36494614,-1.562325e+06,-4.086231e+06,-3.877557e+06
IF0000,4280064,0.11727933332847416,-3.0,36494614,-1.564494e+06,-4.090884e+06,-3.882394e+06
IF0000,4289190,0.11752939762563319,-3.0,36494614,-1.566525e+06,-4.095656e+06,-3.889515e+06
IF0000,4298316,0.11777946192279222,-3.0,36494614,-1.568209e+06,-4.099484e+06,-3.892507e+06
IF0000,4307442,0.11802952621995125,-3.0,36494614,-1.570057e+06,-4.104264e+06,-3.897661e+06
IF0000,4316568,0.11827959051711028,-3.0,36494614,-1.571794e+06,-4.109414e+06,-3.90222e+06
IF0000,4325694,0.1185296548142693,-3.0,36494614,-1.573679e+06,-4.113999e+06,-3.903304e+06
IF0000,4334819,0.11877969171012467,-3.0,36494614,-1.576111e+06,-4.121474e+06,-3.912594e+06
IF0000,4343945,0.1190297560072837,-3.0,36494614,-1.577794e+06,-4.128739e+06,-3.925626e+06
IF0000,4353071,0.11927982030444273,-3.0,36494614,-1.579752e+06,-4.133301e+06,-3.926041e+06
IF0000,4362197,0.11952988460160176,-3.0,36494614,-1.581878e+06,-4.139537e+06,-3.932402e+06
IF0000,4371323,0.11977994889876079,-3.0,36494614,-1.583984e+06,-4.144456e+06,-3.933553e+06
IF0000,4380449,0.12003001319591981,-3.0,36494614,-1.587162e+06,-4.153654e+06,-3.949287e+06
IF0000,4389575,0.12028007749307884,-3.0,36494614,-1.589951e+06,-4.160033e+06,-3.953966e+06
IF0000,4398701,0.12053014179023787,-3.0,36494614,-1.592029e+06,-4.164608e+06,-3.955343e+06
IF0000,4407827,0.1207802060873969,-3.0,36494614,-1.594304e+06,-4.170832e+06,-3.959603e+06
IF0000,4416953,0.12103027038455592,-3.0,36494614,-1.596833e+06,-4.17898e+06,-3.969725e+06
IF0000,4426079,0.12128033468171495,-2.0,36494614,-1.599322e+06,-4.186738e+06,-3.974927e+06
IF0000,4435205,0.12153039897887398,-2.0,36494614,-1.599898e+06,-4.190897e+06,-3.97924e+06
IF0000,4444331,0.12178046327603301,-2.0,36494614,-1.600267e+06,-4.193501e+06,-3.984149e+06
IF0000,4453457,0.12203052757319204,-2.0,36494614,-1.601103e+06,-4.198096e+06,-3.991031e+06
IF0000,4462583,0.12228059187035106,-2.0,36494614,-1.602429e+06,-4.209673e+06,-4.000808e+06
IF0000,4471709,0.12253065616751009,-2.0,36494614,-1.60363e+06,-4.212272e+06,-4.000683e+06
IF0000,4480834,0.12278069306336546,-2.0,36494614,-1.604669e+06,-4.216636e+06,-4.004068e+06
IF0000,4489960,0.12303075736052449,-2.0,36494614,-1.605106e+06,-4.222672e+06,-4.007079e+06
IF0000,4499086,0.12328082165768352,-2.0,36494614,-1.606758e+06,-4.231548e+06,-4.01815e+06
IF0000,4508212,0.12353088595484255,-2.0,36494614,-1.60822e+06,-4.236431e+06,-4.023413e+06
IF0000,4517338,0.12378095025200157,-2.0,36494614,-1.609799e+06,-4.245403e+06,-4.038306e+06
IF0000,4526464,0.1240310145491606,-2.0,36494614,-1.612191e+06,-4.26041e+06,-4.059328e+06
IF0000,4535590,0.12428107884631963,-2.0,36494614,-1.615515e+06,-4.272677e+06,-4.078839e+06
IF0000,4544716,0.12453114314347866,-2.0,36494614,-1.617729e+06,-4.278151e+06,-4.081139e+06
IF0000,4553842,0.12478120744063768,-2.0,36494614,-1.61884e+06,-4.281158e+06,-4.080928e+06
IF0000,4562968,0.1250312717377967,-2.0,36494614,-1.618954e+06,-4.281918e+06,-4.084064e+06
IF0000,4572094,0.12528133603495573,-2.0,36494614,-1.619258e+06,-4.283995e+06,-4.084754e+06
IF0000,4581220,0.12553140033211477,-2.0,36494614,-1.619503e+06,-4.2864e+06,-4.087266e+06
IF0000,4590346,0.12578146462927378,-2.0,36494614,-1.619839e+06,-4.28945e+06,-4.089263e+06
IF0000,4599472,0.12603152892643282,-2.0,36494614,-1.61995e+06,-4.290415e+06,-4.08618e+06
IF0000,4608598,0.12628159322359184,-2.0,36494614,-1.619841e+06,-4.290804e+06,-4.087157e+06
IF0000,4617723,0.1265316301194472,-2.0,36494614,-1.619815e+06,-4.292254e+06,-4.090673e+06
IF0000,4626849,0.12678169441660625,-2.0,36494614,-1.619779e+06,-4.294399e+06,-4.096752e+06
IF0000,4635975,0.12703175871376526,-2.0,36494614,-1.619942e+06,-4.296072e+06,-4.095915e+06
IF0000,4645101,0.1272818230109243,-2.0,36494614,-1.620008e+06,-4.297916e+06,-4.097332e+06
IF0000,4654227,0.12753188730808332,-2.0,36494614,-1.619826e+06,-4.29976e+06,-4.097615e+06
IF0000,4663353,0.12778195160524236,-2.0,36494614,-1.619845e+06,-4.300175e+06,-4.094103e+06
IF0000,4672479,0.12803201590240137,-2.0,36494614,-1.61997e+06,-4.302113e+06,-4.095706e+06
IF0000,4681605,0.12828208019956042,-2.0,36494614,-1.620015e+06,-4.304971e+06,-4.091287e+06
IF0000,4690731,0.12853214449671943,-2.0,36494614,-1.620971e+06,-4.318446e+06,-4.089665e+06
IF0000,4699857,0.12878220879387847,-2.0,36494614,-1.62351e+06,-4.329171e+06,-4.106398e+06
IF0000,4708983,0.12903227309103749,-2.0,36494614,-1.626952e+06,-4.345491e+06,-4.136644e+06
IF0000,4718109,0.12928233738819653,-2.0,36494614,-1.629943e+06,-4.358658e+06,-4.147619e+06
IF0000,4727235,0.12953240168535554,-2.0,36494614,-1.632835e+06,-4.365209e+06,-4.14731e+06
IF0000,4736361,0.12978246598251458,-2.0,36494614,-1.635586e+06,-4.37603e+06,-4.158132e+06
IF0000,4745487,0.1300325302796736,-2.0,36494614,-1.639172e+06,-4.387683e+06,-4.170847e+06
IF0000,4754612,0.13028256717552897,-2.0,36494614,-1.642184e+06,-4.392307e+06,-4.163998e+06
IF0000,4763738,0.130532631472688,-2.0,36494614,-1.643733e+06,-4.399161e+06,-4.171613e+06
IF0000,4772864,0.13078269576984702,-2.0,36494614,-1.645327e+06,-4.402808e+06,-4.173409e+06
IF0000,4781990,0.13103276006700607,-2.0,36494614,-1.646898e+06,-4.40848e+06,-4.176948e+06
IF0000,4791116,0.13128282436416508,-2.0,36494614,-1.648979e+06,-4.414959e+06,-4.188138e+06
IF0000,4800242,0.1315328886613241,-2.0,36494614,-1.650507e+06,-4.419796e+06,-4.192149e+06
IF0000,4809368,0.13178295295848313,-2.0,36494614,-1.651558e+06,-4.423519e+06,-4.194648e+06
IF0000,4818494,0.13203301725564215,-2.0,36494614,-1.653005e+06,-4.429487e+06,-4.201662e+06
IF0000,4827620,0.1322830815528012,-2.0,36494614,-1.654102e+06,-4.433892e+06,-4.205128e+06
IF0000,4836746,0.1325331458499602,-2.0,36494614,-1.655554e+06,-4.439902e+06,-4.215733e+06
IF0000,4845872,0.13278321014711925,-2.0,36494614,-1.657263e+06,-4.446657e+06,-4.22409e+06
IF0000,4854998,0.13303327444427826,-2.0,36494614,-1.659417e+06,-4.453951e+06,-4.228891e+06
IF0000,4864124,0.1332833387414373,-2.0,36494614,-1.661529e+06,-4.460479e+06,-4.230409e+06
IF0000,4873250,0.13353340303859632,-2.0,36494614,-1.663406e+06,-4.46689e+06,-4.240402e+06
IF0000,4882376,0.13378346733575536,-2.0,36494614,-1.663493e+06,-4.468377e+06,-4.236721e+06
IF0000,4891502,0.13403353163291437,-2.0,36494614,-1.664493e+06,-4.472596e+06,-4.240646e+06
IF0000,4900627,0.13428356852876974,-2.0,36494614,-1.665727e+06,-4.478122e+06,-4.242949e+06
IF0000,4909753,0.13453363282592878,-2.0,36494614,-1.666713e+06,-4.483004e+06,-4.252791e+06
IF0000,4918879,0.1347836971230878,-2.0,36494614,-1.667985e+06,-4.48806e+06,-4.25786e+06
IF0000,4928005,0.13503376142024684,-2.0,36494614,-1.669705e+06,-4.494752e+06,-4.265944e+06
IF0000,4937131,0.13528382571740585,-2.0,36494614,-1.671213e+06,-4.498199e+06,-4.264903e+06
IF0000,4946257,0.1355338900145649,-2.0,36494614,-1.67262e+06,-4.502061e+06,-4.257927e+06
IF0000,4955383,0.1357839543117239,-2.0,36494614,-1.67492e+06,-4.513814e+06,-4.264165e+06
IF0000,4964509,0.13603401860888295,-2.0,36494614,-1.677589e+06,-4.525789e+06,-4.275574e+06
IF0000,4973635,0.13628408290604196,-2.0,36494614,-1.680375e+06,-4.535494e+06,-4.287456e+06
IF0000,4982761,0.136534147203201,-2.0,36494614,-1.68326e+06,-4.546672e+06,-4.294741e+06
IF0000,4991887,0.13678421150036002,-2.0,36494614,-1.684491e+06,-4.55494e+06,-4.30567e+06
IF0000,5001013,0.13703427579751906,-2.0,36494614,-1.687287e+06,-4.570708e+06,-4.335377e+06
IF0000,5010139,0.13728434009467808,-2.0,36494614,-1.689861e+06,-4.580482e+06,-4.340145e+06
IF0000,5019265,0.13753440439183712,-2.0,36494614,-1.693337e+06,-4.597063e+06,-4.375299e+06
IF0000,5028391,0.13778446868899613,-2.0,36494614,-1.696718e+06,-4.607731e+06,-4.38893e+06
IF0000,5037516,0.1380345055848515,-2.0,36494614,-1.698709e+06,-4.61384e+06,-4.394931e+06
IF0000,5046642,0.13828456988201054,-2.0,36494614,-1.701778e+06,-4.619537e+06,-4.39834e+06
IF0000,5055768,0.13853463417916956,-2.0,36494614,-1.7036e+06,-4.623342e+06,-4.398513e+06
IF0000,5064894,0.1387846984763286,-2.0,36494614,-1.705126e+06,-4.626847e+06,-4.401925e+06
IF0000,5074020,0.1390347627734876,-2.0,36494614,-1.706149e+06,-4.630685e+06,-4.407796e+06
IF0000,5083146,0.13928482707064666,-2.0,36494614,-1.707633e+06,-4.633077e+06,-4.401136e+06
IF0000,5092272,0.13953489136780567,-2.0,36494614,-1.709549e+06,-4.638612e+06,-4.411873e+06
IF0000,5101398,0.1397849556649647,-2.0,36494614,-1.711701e+06,-4.645889e+06,-4.415734e+06
IF0000,5110524,0.14003501996212372,-2.0,36494614,-1.714196e+06,-4.651892e+06,-4.419881e+06
IF0000,5119650,0.14028508425928277,-2.0,36494614,-1.715931e+06,-4.655372e+06,-4.419345e+06
IF0000,5128776,0.14053514855644178,-2.0,36494614,-1.716992e+06,-4.660805e+06,-4.420816e+06
IF0000,5137902,0.14078521285360082,-2.0,36494614,-1.718588e+06,-4.66639e+06,-4.428405e+06
IF0000,5147028,0.14103527715075984,-2.0,36494614,-1.720469e+06,-4.673215e+06,-4.438447e+06
IF0000,5156154,0.14128534144791885,-2.0,36494614,-1.722421e+06,-4.680025e+06,-4.444877e+06
IF0000,5165280,0.1415354057450779,-2.0,36494614,-1.724382e+06,-4.687196e+06,-4.458719e+06
IF0000,5174405,0.14178544264093326,-2.0,36494614,-1.726238e+06,-4.690806e+06,-4.454964e+06
IF0000,5183531,0.14203550693809228,-2.0,36494614,-1.727498e+06,-4.695056e+06,-4.465589e+06
IF0000,5192657,0.14228557123525132,-2.0,36494614,-1.729431e+06,-4.699777e+06,-4.470659e+06
IF0000,5201783,0.14253563553241033,-2.0,36494614,-1.731083e+06,-4.704505e+06,-4.476301e+06
IF0000,5210909,0.14278569982956937,-2.0,36494614,-1.733187e+06,-4.710236e+06,-4.478068e+06
IF0000,5220035,0.1430357641267284,-2.0,36494614,-1.735638e+06,-4.722942e+06,-4.506746e+06
IF0000,5229161,0.14328582842388743,-2.0,36494614,-1.738647e+06,-4.729621e+06,-4.501671e+06
IF0000,5238287,0.14353589272104644,-2.0,36494614,-1.740973e+06,-4.735581e+06,-4.501477e+06
IF0000,5247413,0.14378595701820548,-2.0,36494614,-1.743169e+06,-4.743299e+06,-4.513776e+06
IF0000,5256539,0.1440360213153645,-2.0,36494614,-1.74475e+06,-4.750825e+06,-4.5258e+06
IF0000,5265665,0.14428608561252354,-2.0,36494614,-1.746465e+06,-4.75549e+06,-4.530153e+06
IF0000,5274791,0.14453614990968255,-2.0,36494614,-1.748515e+06,-4.762252e+06,-4.539061e+06
IF0000,5283917,0.1447862142068416,-2.0,36494614,-1.75014e+06,-4.766142e+06,-4.540088e+06
IF0000,5293043,0.1450362785040006,-2.0,36494614,-1.75208e+06,-4.771645e+06,-4.548507e+06
IF0000,5302169,0.14528634280115965,-2.0,36494614,-1.754726e+06,-4.778911e+06,-4.556874e+06
IF0000,5311295,0.14553640709831867,-2.0,36494614,-1.757003e+06,-4.784807e+06,-4.561063e+06
IF0000,5320420,0.14578644399417404,-2.0,36494614,-1.759275e+06,-4.788813e+06,-4.564519e+06
IF0000,5329546,0.14603650829133308,-2.0,36494614,-1.762001e+06,-4.795455e+06,-4.573794e+06
IF0000,5338672,0.1462865725884921,-2.0,36494614,-1.764764e+06,-4.801355e+06,-4.580255e+06
IF0000,5347798,0.14653663688565113,-2.0,36494614,-1.767178e+06,-4.8105e+06,-4.597221e+06
IF0000,5356924,0.14678670118281015,-2.0,36494614,-1.769037e+06,-4.815932e+06,-4.602211e+06
IF0000,5366050,0.1470367654799692,-2.0,36494614,-1.769818e+06,-4.818294e+06,-4.603467e+06
IF0000,5375176,0.1472868297771282,-2.0,36494614,-1.770525e+06,-4.821049e+06,-4.608092e+06
IF0000,5384302,0.14753689407428724,-2.0,36494614,-1.771019e+06,-4.822413e+06,-4.60617e+06
IF0000,5393428,0.14778695837144626,-2.0,36494614,-1.771946e+06,-4.825525e+06,-4.605191e+06
IF0000,5402554,0.1480370226686053,-2.0,36494614,-1.773213e+06,-4.831427e+06,-4.614664e+06
IF0000,5411680,0.14828708696576431,-2.0,36494614,-1.774826e+06,-4.836548e+06,-4.622702e+06
IF0000,5420806,0.14853715126292336,-2.0,36494614,-1.77649e+06,-4.843147e+06,-4.633967e+06
IF0000,5429932,0.14878721556008237,-2.0,36494614,-1.77862e+06,-4.849622e+06,-4.640927e+06
IF0000,5439058,0.1490372798572414,-2.0,36494614,-1.780895e+06,-4.857801e+06,-4.651883e+06
IF0000,5448184,0.14928734415440043,-2.0,36494614,-1.783214e+06,-4.868613e+06,-4.671155e+06
IF0000,5457309,0.1495373810502558,-2.0,36494614,-1.78575e+06,-4.878794e+06,-4.686174e+06
IF0000,5466435,0.14978744534741484,-2.0,36494614,-1.787301e+06,-4.883846e+06,-4.687599e+06
IF0000,5475561,0.15003750964457385,-2.0,36494614,-1.788654e+06,-4.887251e+06,-4.692628e+06
IF0000,5484687,0.1502875739417329,-2.0,36494614,-1.78997e+06,-4.891419e+06,-4.699092e+06
IF0000,5493813,0.1505376382388919,-2.0,36494614,-1.791848e+06,-4.901939e+06,-4.721329e+06
IF0000,5502939,0.15078770253605095,-2.0,36494614,-1.794364e+06,-4.914353e+06,-4.733916e+06
IF0000,5512065,0.15103776683320996,-2.0,36494614,-1.797393e+06,-4.928369e+06,-4.754155e+06
IF0000,5521191,0.15128783113036898,-2.0,36494614,-1.800014e+06,-4.934667e+06,-4.761829e+06
IF0000,5530317,0.15153789542752802,-2.0,36494614,-1.802015e+06,-4.940086e+06,-4.766189e+06
IF0000,5539443,0.15178795972468703,-2.0,36494614,-1.803943e+06,-4.944639e+06,-4.767197e+06
IF0000,5548569,0.15203802402184607,-2.0,36494614,-1.806023e+06,-4.951072e+06,-4.773399e+06
IF0000,5557695,0.1522880883190051,-2.0,36494614,-1.808683e+06,-4.960344e+06,-4.787544e+06
IF0000,5566821,0.15253815261616413,-2.0,36494614,-1.811806e+06,-4.973392e+06,-4.811125e+06
IF0000,5575947,0.15278821691332314,-2.0,36494614,-1.814276e+06,-4.978769e+06,-4.810217e+06
IF0000,5585073,0.15303828121048219,-2.0,36494614,-1.816809e+06,-4.983675e+06,-4.814676e+06
IF0000,5594198,0.15328831810633756,-2.0,36494614,-1.819018e+06,-4.990313e+06,-4.823038e+06
IF0000,5603324,0.15353838240349657,-2.0,36494614,-1.819731e+06,-4.99335e+06,-4.826439e+06
IF0000,5612450,0.1537884467006556,-2.0,36494614,-1.821125e+06,-4.997722e+06,-4.828815e+06
IF0000,5621576,0.15403851099781463,-2.0,36494614,-1.822465e+06,-5.000679e+06,-4.824935e+06
IF0000,5630702,0.15428857529497367,-2.0,36494614,-1.823762e+06,-5.006081e+06,-4.827001e+06
IF0000,5639828,0.15453863959213268,-2.0,36494614,-1.825379e+06,-5.011592e+06,-4.829751e+06
IF0000,5648954,0.15478870388929172,-2.0,36494614,-1.82784e+06,-5.018095e+06,-4.835528e+06
IF0000,5658080,0.15503876818645074,-2.0,36494614,-1.830466e+06,-5.022106e+06,-4.839119e+06
IF0000,5667206,0.15528883248360978,-2.0,36494614,-1.832841e+06,-5.029038e+06,-4.846986e+06
IF0000,5676332,0.1555388967807688,-2.0,36494614,-1.835065e+06,-5.034335e+06,-4.856375e+06
IF0000,5685458,0.15578896107792783,-2.0,36494614,-1.837352e+06,-5.040873e+06,-4.866961e+06
IF0000,5694584,0.15603902537508685,-2.0,36494614,-1.839766e+06,-5.047363e+06,-4.87203e+06
IF0000,5703710,0.1562890896722459,-2.0,36494614,-1.842349e+06,-5.053475e+06,-4.879109e+06
IF0000,5712836,0.1565391539694049,-2.0,36494614,-1.845049e+06,-5.062361e+06,-4.886718e+06
IF0000,5721962,0.15678921826656395,-2.0,36494614,-1.846757e+06,-5.066277e+06,-4.888629e+06
IF0000,5731088,0.15703928256372296,-2.0,36494614,-1.847706e+06,-5.069258e+06,-4.894947e+06
IF0000,5740213,0.15728931945957833,-2.0,36494614,-1.848944e+06,-5.074015e+06,-4.90253e+06
IF0000,5749339,0.15753938375673737,-2.0,36494614,-1.850293e+06,-5.078698e+06,-4.907791e+06
IF0000,5758465,0.1577894480538964,-2.0,36494614,-1.851228e+06,-5.07963e+06,-4.903951e+06
IF0000,5767591,0.15803951235105543,-2.0,36494614,-1.852158e+06,-5.084338e+06,-4.914153e+06
IF0000,5776717,0.15828957664821444,-2.0,36494614,-1.853624e+06,-5.088792e+06,-4.921196e+06
IF0000,5785843,0.15853964094537348,-2.0,36494614,-1.8555e+06,-5.09404e+06,-4.927252e+06
IF0000,5794969,0.1587897052425325,-2.0,36494614,-1.857687e+06,-5.101252e+06,-4.939096e+06
IF0000,5804095,0.15903976953969154,-2.0,36494614,-1.859765e+06,-5.107851e+06,-4.94679e+06
IF0000,5813221,0.15928983383685055,-2.0,36494614,-1.86259e+06,-5.120159e+06,-4.961953e+06
IF0000,5822347,0.1595398981340096,-2.0,36494614,-1.865397e+06,-5.129074e+06,-4.968163e+06
IF0000,5831473,0.1597899624311686,-2.0,36494614,-1.867462e+06,-5.135204e+06,-4.973309e+06
IF0000,5840599,0.16004002672832765,-2.0,36494614,-1.869242e+06,-5.141188e+06,-4.978719e+06
IF0000,5849725,0.16029009102548666,-2.0,36494614,-1.870146e+06,-5.144838e+06,-4.98252e+06
IF0000,5858851,0.1605401553226457,-2.0,36494614,-1.871457e+06,-5.15008e+06,-4.985963e+06
IF0000,5867977,0.16079021961980472,-2.0,36494614,-1.872404e+06,-5.152464e+06,-4.986321e+06
IF0000,5877102,0.1610402565156601,-2.0,36494614,-1.873253e+06,-5.155424e+06,-4.987575e+06
IF0000,5886228,0.16129032081281913,-2.0,36494614,-1.874408e+06,-5.157708e+06,-4.990111e+06
IF0000,5895354,0.16154038510997815,-2.0,36494614,-1.875682e+06,-5.162551e+06,-4.999196e+06
IF0000,5904480,0.16179044940713716,-2.0,36494614,-1.876666e+06,-5.166586e+06,-5.003121e+06
IF0000,5913606,0.1620405137042962,-2.0,36494614,-1.87722e+06,-5.167908e+06,-5.002241e+06
IF0000,5922732,0.16229057800145522,-2.0,36494614,-1.878031e+06,-5.169098e+06,-5.000953e+06
IF0000,5931858,0.16254064229861426,-2.0,36494614,-1.87942e+06,-5.1726e+06,-5.000206e+06
IF0000,5940984,0.16279070659577327,-2.0,36494614,-1.880908e+06,-5.178631e+06,-5.011428e+06
IF0000,5950110,0.1630407708929323,-2.0,36494614,-1.882266e+06,-5.183481e+06,-5.014822e+06
IF0000,5959236,0.16329083519009133,-2.0,36494614,-1.88326e+06,-5.187767e+06,-5.019534e+06
IF0000,5968362,0.16354089948725037,-2.0,36494614,-1.883903e+06,-5.190908e+06,-5.024849e+06
IF0000,5977488,0.16379096378440938,-2.0,36494614,-1.885261e+06,-5.194943e+06,-5.027989e+06
IF0000,5986614,0.16404102808156842,-2.0,36494614,-1.886173e+06,-5.198192e+06,-5.032739e+06
IF0000,5995740,0.16429109237872744,-2.0,36494614,-1.887341e+06,-5.202462e+06,-5.039059e+06
IF0000,6004866,0.16454115667588648,-2.0,36494614,-1.88869e+06,-5.208072e+06,-5.047638e+06
IF0000,6013991,0.16479119357174185,-2.0,36494614,-1.890581e+06,-5.212946e+06,-5.051358e+06
IF0000,6023117,0.16504125786890086,-2.0,36494614,-1.892001e+06,-5.217182e+06,-5.053762e+06
IF0000,6032243,0.1652913221660599,-2.0,36494614,-1.893114e+06,-5.220398e+06,-5.055793e+06
IF0000,6041369,0.16554138646321892,-2.0,36494614,-1.894334e+06,-5.225267e+06,-5.065797e+06
IF0000,6050495,0.16579145076037796,-2.0,36494614,-1.895487e+06,-5.229614e+06,-5.066255e+06
IF0000,6059621,0.16604151505753698,-2.0,36494614,-1.89691e+06,-5.236767e+06,-5.078572e+06
IF0000,6068747,0.16629157935469602,-2.0,36494614,-1.897674e+06,-5.240071e+06,-5.081224e+06
IF0000,6077873,0.16654164365185503,-2.0,36494614,-1.898591e+06,-5.245062e+06,-5.090194e+06
IF0000,6086999,0.16679170794901407,-2.0,36494614,-1.899651e+06,-5.249569e+06,-5.093247e+06
IF0000,6096125,0.1670417722461731,-2.0,36494614,-1.90051e+06,-5.252906e+06,-5.096017e+06
IF0000,6105251,0.16729183654333213,-2.0,36494614,-1.901439e+06,-5.25602e+06,-5.095905e+06
IF0000,6114377,0.16754190084049114,-2.0,36494614,-1.90269e+06,-5.259659e+06,-5.097978e+06
IF0000,6123503,0.16779196513765018,-2.0,36494614,-1.904421e+06,-5.265074e+06,-5.102896e+06
IF0000,6132629,0.1680420294348092,-2.0,36494614,-1.905851e+06,-5.270462e+06,-5.113108e+06
