code,rank,q,oir,n_total,cum1,cum5,cum10,cum20
IF0000,126800,0.0225056250751001,-0.8,5634147,-13386.0,-14929.0,-14928.0,-6614.0
IF0000,128209,0.02275570729695196,-0.8,5634147,-13415.0,-14993.0,-14970.0,-6749.0
IF0000,129618,0.02300578951880382,-0.8,5634147,-13478.0,-15084.0,-15034.0,-6787.0
IF0000,131027,0.023255871740655683,-0.8,5634147,-13541.0,-15148.0,-15151.0,-6857.0
IF0000,132436,0.023505953962507545,-0.8,5634147,-13618.0,-15421.0,-15444.0,-7356.0
IF0000,133845,0.023756036184359407,-0.8,5634147,-13697.0,-15596.0,-15579.0,-7576.0
IF0000,135254,0.02400611840621127,-0.8,5634147,-13702.0,-15709.0,-15721.0,-7753.0
IF0000,136663,0.02425620062806313,-0.8,5634147,-13777.0,-15989.0,-15844.0,-7824.0
IF0000,138072,0.02450628284991499,-0.8,5634147,-14284.0,-16353.0,-16564.0,-8334.0
IF0000,139480,0.02475618758261011,-0.8,5634147,-14508.0,-16453.0,-16600.0,-8374.0
IF0000,140889,0.02500626980446197,-0.8,5634147,-14683.0,-16808.0,-16861.0,-8178.0
IF0000,142298,0.025256352026313832,-0.8,5634147,-14979.0,-17327.0,-17665.0,-9036.0
IF0000,143707,0.025506434248165694,-0.8,5634147,-15361.0,-17653.0,-18105.0,-9585.0
IF0000,145116,0.025756516470017556,-0.79310346,5634147,-15533.0,-17882.0,-18391.0,-9652.0
IF0000,146525,0.026006598691869418,-0.7894737,5634147,-15706.0,-18097.0,-18527.0,-9532.0
IF0000,147934,0.02625668091372128,-0.78571427,5634147,-15841.0,-18089.0,-18463.0,-9408.0
IF0000,149343,0.02650676313557314,-0.7777778,5634147,-15917.0,-18221.0,-18678.0,-9610.0
IF0000,150752,0.026756845357425,-0.7777778,5634147,-16011.0,-18610.0,-19055.0,-9878.0
IF0000,152160,0.02700675009012012,-0.7777778,5634147,-16226.0,-18731.0,-18701.0,-9204.0
IF0000,153569,0.02725683231197198,-0.7777778,5634147,-16342.0,-18913.0,-18808.0,-9383.0
IF0000,154978,0.027506914533823843,-0.7777778,5634147,-16521.0,-19164.0,-18911.0,-9624.0
IF0000,156387,0.027756996755675705,-0.7777778,5634147,-16652.0,-19475.0,-19124.0,-9596.0
IF0000,157796,0.028007078977527567,-0.7777778,5634147,-16702.0,-19476.0,-19012.0,-9656.0
IF0000,159205,0.028257161199379426,-0.7777778,5634147,-16788.0,-19639.0,-19303.0,-9856.0
IF0000,160614,0.028507243421231288,-0.7777778,5634147,-16874.0,-19919.0,-19647.0,-10235.0
IF0000,162023,0.02875732564308315,-0.7777778,5634147,-16976.0,-20125.0,-19826.0,-10386.0
IF0000,163432,0.02900740786493501,-0.7777778,5634147,-17116.0,-20250.0,-20008.0,-10562.0
IF0000,164840,0.02925731259763013,-0.7777778,5634147,-17242.0,-20385.0,-20137.0,-10803.0
IF0000,166249,0.029507394819481992,-0.7777778,5634147,-17367.0,-20649.0,-20381.0,-11076.0
IF0000,167658,0.029757477041333854,-0.7777778,5634147,-17509.0,-20971.0,-20662.0,-11294.0
IF0000,169067,0.030007559263185712,-0.7777778,5634147,-17659.0,-21335.0,-21091.0,-11861.0
IF0000,170476,0.030257641485037574,-0.7777778,5634147,-17687.0,-21613.0,-21327.0,-12166.0
IF0000,171885,0.030507723706889436,-0.7777778,5634147,-17703.0,-21559.0,-21212.0,-12074.0
IF0000,173294,0.0307578059287413,-0.7777778,5634147,-17817.0,-21766.0,-21555.0,-12500.0
IF0000,174703,0.03100788815059316,-0.7777778,5634147,-17901.0,-21966.0,-21779.0,-12785.0
IF0000,176112,0.03125797037244502,-0.7777778,5634147,-18287.0,-22875.0,-22565.0,-14771.0
IF0000,177520,0.03150787510514014,-0.7777778,5634147,-18402.0,-22933.0,-22281.0,-14161.0
IF0000,178929,0.031757957326992,-0.7777778,5634147,-18487.0,-23075.0,-22455.0,-14268.0
IF0000,180338,0.03200803954884386,-0.7777778,5634147,-18648.0,-23241.0,-22610.0,-14178.0
IF0000,181747,0.03225812177069572,-0.7777778,5634147,-18803.0,-23398.0,-23088.0,-14630.0
IF0000,183156,0.032508203992547585,-0.7777778,5634147,-19064.0,-23880.0,-23810.0,-15021.0
IF0000,184565,0.03275828621439945,-0.7777778,5634147,-19131.0,-24057.0,-24084.0,-15194.0
IF0000,185974,0.03300836843625131,-0.7647059,5634147,-19294.0,-24061.0,-24183.0,-15192.0
IF0000,187383,0.03325845065810317,-0.7647059,5634147,-19410.0,-24094.0,-24168.0,-14804.0
IF0000,188792,0.03350853287995503,-0.7647059,5634147,-19558.0,-24101.0,-24314.0,-14688.0
IF0000,190200,0.03375843761265015,-0.76,5634147,-19796.0,-24199.0,-24320.0,-14673.0
IF0000,191609,0.03400851983450201,-0.75,5634147,-19827.0,-24272.0,-24502.0,-14945.0
IF0000,193018,0.03425860205635387,-0.75,5634147,-19939.0,-24595.0,-24900.0,-15606.0
IF0000,194427,0.034508684278205734,-0.75,5634147,-20228.0,-25108.0,-25475.0,-16325.0
IF0000,195836,0.034758766500057596,-0.75,5634147,-20395.0,-25309.0,-25783.0,-16073.0
IF0000,197245,0.03500884872190946,-0.75,5634147,-20435.0,-25453.0,-25853.0,-16192.0
IF0000,198654,0.03525893094376132,-0.75,5634147,-20574.0,-25726.0,-26057.0,-16274.0
IF0000,200063,0.03550901316561318,-0.75,5634147,-20732.0,-26046.0,-26367.0,-16759.0
IF0000,201472,0.035759095387465044,-0.75,5634147,-20870.0,-26339.0,-26591.0,-16866.0
IF0000,202880,0.03600900012016016,-0.75,5634147,-20967.0,-26681.0,-27055.0,-17332.0
IF0000,204289,0.03625908234201202,-0.75,5634147,-21057.0,-26960.0,-27414.0,-17691.0
IF0000,205698,0.03650916456386388,-0.75,5634147,-21171.0,-27292.0,-27705.0,-17959.0
IF0000,207107,0.036759246785715745,-0.75,5634147,-21231.0,-27518.0,-27779.0,-18112.0
IF0000,208516,0.03700932900756761,-0.75,5634147,-21278.0,-27531.0,-27799.0,-18063.0
IF0000,209925,0.03725941122941947,-0.75,5634147,-21309.0,-27534.0,-27854.0,-17902.0
IF0000,211334,0.03750949345127133,-0.75,5634147,-21405.0,-27694.0,-27902.0,-17844.0
IF0000,212743,0.03775957567312319,-0.75,5634147,-21465.0,-27786.0,-28045.0,-18052.0
IF0000,214152,0.038009657894975055,-0.75,5634147,-21594.0,-28024.0,-28377.0,-18454.0
IF0000,215560,0.03825956262767017,-0.75,5634147,-21612.0,-28236.0,-28682.0,-18720.0
IF0000,216969,0.03850964484952203,-0.75,5634147,-21677.0,-28513.0,-29075.0,-19127.0
IF0000,218378,0.038759727071373894,-0.75,5634147,-21798.0,-28697.0,-29210.0,-19260.0
IF0000,219787,0.039009809293225756,-0.75,5634147,-21984.0,-29150.0,-29608.0,-19768.0
IF0000,221196,0.03925989151507762,-0.75,5634147,-22159.0,-29415.0,-29879.0,-20072.0
IF0000,222605,0.03950997373692948,-0.75,5634147,-22170.0,-29562.0,-30048.0,-20300.0
IF0000,224014,0.03976005595878134,-0.75,5634147,-22174.0,-29541.0,-30097.0,-20452.0
IF0000,225423,0.0400101381806332,-0.75,5634147,-22309.0,-29795.0,-30389.0,-20713.0
IF0000,226832,0.04026022040248506,-0.75,5634147,-22369.0,-29829.0,-30509.0,-20822.0
IF0000,228240,0.04051012513518018,-0.75,5634147,-22464.0,-29985.0,-30631.0,-20856.0
IF0000,229649,0.04076020735703204,-0.75,5634147,-23130.0,-30833.0,-30918.0,-20342.0
IF0000,231058,0.041010289578883904,-0.75,5634147,-23309.0,-30857.0,-30896.0,-20049.0
IF0000,232467,0.041260371800735766,-0.75,5634147,-23571.0,-31011.0,-30775.0,-19787.0
IF0000,233876,0.04151045402258763,-0.75,5634147,-23606.0,-31076.0,-30811.0,-19737.0
IF0000,235285,0.04176053624443948,-0.75,5634147,-23694.0,-31179.0,-31010.0,-19874.0
IF0000,236694,0.042010618466291345,-0.75,5634147,-23965.0,-31610.0,-31658.0,-20292.0
IF0000,238103,0.04226070068814321,-0.75,5634147,-24199.0,-31995.0,-31955.0,-20628.0
IF0000,239512,0.04251078290999507,-0.75,5634147,-24376.0,-32252.0,-32429.0,-20944.0
IF0000,240920,0.04276068764269019,-0.75,5634147,-24628.0,-32678.0,-32929.0,-21471.0
IF0000,242329,0.04301076986454205,-0.75,5634147,-24671.0,-32785.0,-32996.0,-21568.0
IF0000,243738,0.043260852086393915,-0.73913044,5634147,-24845.0,-33077.0,-33281.0,-21833.0
IF0000,245147,0.04351093430824577,-0.73333335,5634147,-25032.0,-33271.0,-33557.0,-22242.0
IF0000,246556,0.04376101653009763,-0.73333335,5634147,-25126.0,-33443.0,-33474.0,-22184.0
IF0000,247965,0.044011098751949494,-0.73333335,5634147,-25231.0,-33547.0,-33490.0,-22071.0
IF0000,249374,0.044261180973801356,-0.73333335,5634147,-25477.0,-33544.0,-33720.0,-21807.0
IF0000,250783,0.04451126319565322,-0.72727275,5634147,-25757.0,-33865.0,-33975.0,-21856.0
IF0000,252192,0.04476134541750508,-0.71428573,5634147,-25769.0,-33814.0,-33854.0,-21776.0
IF0000,253600,0.0450112501502002,-0.71428573,5634147,-25856.0,-34069.0,-34310.0,-22272.0
IF0000,255009,0.04526133237205206,-0.71428573,5634147,-26020.0,-34389.0,-34604.0,-22706.0
IF0000,256418,0.04551141459390392,-0.71428573,5634147,-26252.0,-34566.0,-34672.0,-22634.0
IF0000,257827,0.04576149681575578,-0.71428573,5634147,-26423.0,-34637.0,-34566.0,-22669.0
IF0000,259236,0.04601157903760764,-0.71428573,5634147,-26714.0,-35030.0,-34990.0,-22735.0
IF0000,260645,0.046261661259459505,-0.71428573,5634147,-26781.0,-35088.0,-34817.0,-22408.0
IF0000,262054,0.04651174348131137,-0.71428573,5634147,-26882.0,-35280.0,-35059.0,-22439.0
IF0000,263463,0.04676182570316323,-0.71428573,5634147,-27000.0,-35401.0,-35192.0,-22376.0
IF0000,264872,0.04701190792501509,-0.71428573,5634147,-27067.0,-35592.0,-35187.0,-22393.0
IF0000,266280,0.047261812657710206,-0.71428573,5634147,-27208.0,-35789.0,-35356.0,-22682.0
IF0000,267689,0.04751189487956207,-0.71428573,5634147,-27286.0,-35877.0,-35480.0,-22664.0
IF0000,269098,0.04776197710141393,-0.71428573,5634147,-27425.0,-35953.0,-35575.0,-22741.0
IF0000,270507,0.04801205932326579,-0.71428573,5634147,-27540.0,-36120.0,-35584.0,-22554.0
IF0000,271916,0.048262141545117654,-0.71428573,5634147,-27650.0,-36251.0,-35810.0,-22947.0
IF0000,273325,0.048512223766969516,-0.71428573,5634147,-27713.0,-36661.0,-36322.0,-23289.0
IF0000,274734,0.04876230598882138,-0.71428573,5634147,-27767.0,-36804.0,-36535.0,-23386.0
IF0000,276143,0.04901238821067324,-0.71428573,5634147,-27831.0,-36992.0,-36700.0,-23453.0
IF0000,277552,0.0492624704325251,-0.71428573,5634147,-27846.0,-37140.0,-36852.0,-23574.0
IF0000,278960,0.04951237516522022,-0.71428573,5634147,-27894.0,-37329.0,-37032.0,-23715.0
IF0000,280369,0.04976245738707208,-0.71428573,5634147,-27905.0,-37418.0,-37176.0,-23625.0
IF0000,281778,0.05001253960892394,-0.71428573,5634147,-27907.0,-37528.0,-37231.0,-23844.0
IF0000,283187,0.0502626218307758,-0.71428573,5634147,-27960.0,-37720.0,-37367.0,-23902.0
IF0000,284596,0.050512704052627665,-0.71428573,5634147,-27980.0,-37719.0,-37411.0,-23918.0
IF0000,286005,0.05076278627447953,-0.71428573,5634147,-27960.0,-37713.0,-37424.0,-23979.0
IF0000,287414,0.05101286849633139,-0.71428573,5634147,-27993.0,-37958.0,-37631.0,-24136.0
IF0000,288823,0.05126295071818325,-0.71428573,5634147,-28050.0,-38126.0,-37886.0,-24281.0
IF0000,290232,0.05151303294003511,-0.71428573,5634147,-28097.0,-38094.0,-37904.0,-24315.0
IF0000,291640,0.05176293767273023,-0.71428573,5634147,-28172.0,-38488.0,-38282.0,-24767.0
IF0000,293049,0.05201301989458209,-0.71428573,5634147,-28213.0,-38645.0,-38516.0,-25020.0
IF0000,294458,0.05226310211643395,-0.71428573,5634147,-28284.0,-38799.0,-38615.0,-25174.0
IF0000,295867,0.052513184338285814,-0.71428573,5634147,-28371.0,-39049.0,-38951.0,-25623.0
IF0000,297276,0.052763266560137675,-0.71428573,5634147,-28450.0,-39266.0,-39187.0,-25963.0
IF0000,298685,0.05301334878198954,-0.71428573,5634147,-28484.0,-39389.0,-39329.0,-26020.0
IF0000,300094,0.0532634310038414,-0.71428573,5634147,-28520.0,-39437.0,-39440.0,-26065.0
IF0000,301503,0.05351351322569326,-0.71428573,5634147,-28588.0,-39624.0,-39726.0,-26375.0
IF0000,302912,0.05376359544754512,-0.71428573,5634147,-28633.0,-39777.0,-39889.0,-26677.0
IF0000,304320,0.05401350018024024,-0.71428573,5634147,-28678.0,-39851.0,-40034.0,-26754.0
IF0000,305729,0.0542635824020921,-0.71428573,5634147,-28638.0,-39993.0,-40237.0,-27141.0
IF0000,307138,0.05451366462394396,-0.71428573,5634147,-28745.0,-40185.0,-40426.0,-27309.0
IF0000,308547,0.054763746845795824,-0.71428573,5634147,-28827.0,-40330.0,-40608.0,-27412.0
IF0000,309956,0.055013829067647686,-0.71428573,5634147,-28987.0,-40593.0,-41050.0,-27551.0
IF0000,311365,0.05526391128949955,-0.71428573,5634147,-29024.0,-40698.0,-40985.0,-27789.0
IF0000,312774,0.05551399351135141,-0.71428573,5634147,-29288.0,-40833.0,-41012.0,-28046.0
IF0000,314183,0.05576407573320327,-0.71428573,5634147,-29574.0,-41062.0,-40849.0,-27404.0
IF0000,315592,0.056014157955055134,-0.71428573,5634147,-29681.0,-41148.0,-40934.0,-28139.0
IF0000,317000,0.05626406268775025,-0.71428573,5634147,-29875.0,-41355.0,-41151.0,-28446.0
IF0000,318409,0.05651414490960211,-0.71428573,5634147,-29996.0,-41573.0,-41365.0,-28381.0
IF0000,319818,0.05676422713145397,-0.71428573,5634147,-30209.0,-42033.0,-41865.0,-28424.0
IF0000,321227,0.057014309353305835,-0.71428573,5634147,-30412.0,-42350.0,-42270.0,-28783.0
IF0000,322636,0.0572643915751577,-0.71428573,5634147,-30794.0,-42804.0,-43087.0,-29660.0
IF0000,324045,0.05751447379700956,-0.71428573,5634147,-30894.0,-43003.0,-43194.0,-29776.0
IF0000,325454,0.05776455601886142,-0.71428573,5634147,-31043.0,-43286.0,-43558.0,-30205.0
IF0000,326863,0.058014638240713276,-0.71428573,5634147,-31345.0,-43848.0,-44448.0,-31109.0
IF0000,328272,0.05826472046256514,-0.71428573,5634147,-31513.0,-44195.0,-44785.0,-31161.0
IF0000,329680,0.05851462519526026,-0.71428573,5634147,-31650.0,-44454.0,-44967.0,-31377.0
IF0000,331089,0.05876470741711212,-0.71428573,5634147,-31792.0,-44895.0,-45353.0,-31752.0
IF0000,332498,0.059014789638963984,-0.7037037,5634147,-31838.0,-45023.0,-45392.0,-31808.0
IF0000,333907,0.059264871860815846,-0.7,5634147,-31845.0,-44931.0,-45183.0,-31411.0
IF0000,335316,0.05951495408266771,-0.6923077,5634147,-31880.0,-44932.0,-44941.0,-31058.0
IF0000,336725,0.05976503630451956,-0.6923077,5634147,-31941.0,-45059.0,-44921.0,-30971.0
IF0000,338134,0.060015118526371425,-0.6923077,5634147,-31989.0,-45217.0,-45032.0,-31051.0
IF0000,339543,0.06026520074822329,-0.6923077,5634147,-31992.0,-45286.0,-45093.0,-31104.0
IF0000,340952,0.06051528297007515,-0.6923077,5634147,-32061.0,-45514.0,-45320.0,-31329.0
IF0000,342360,0.06076518770277027,-0.6923077,5634147,-32211.0,-45789.0,-45801.0,-31869.0
IF0000,343769,0.06101526992462213,-0.6923077,5634147,-32317.0,-45877.0,-45956.0,-32326.0
IF0000,345178,0.061265352146473995,-0.68421054,5634147,-32437.0,-45905.0,-45977.0,-32179.0
IF0000,346587,0.06151543436832585,-0.68,5634147,-32551.0,-46084.0,-46197.0,-31949.0
IF0000,347996,0.06176551659017771,-0.6666667,5634147,-32514.0,-46130.0,-46195.0,-31894.0
IF0000,349405,0.062015598812029574,-0.6666667,5634147,-32628.0,-46692.0,-46775.0,-32541.0
IF0000,350814,0.062265681033881436,-0.6666667,5634147,-32642.0,-46811.0,-47248.0,-33152.0
IF0000,352223,0.0625157632557333,-0.6666667,5634147,-32703.0,-47119.0,-47534.0,-33384.0
IF0000,353632,0.06276584547758517,-0.6666667,5634147,-32841.0,-47490.0,-47768.0,-33835.0
IF0000,355040,0.06301575021028027,-0.6666667,5634147,-33039.0,-47985.0,-48457.0,-35103.0
IF0000,356449,0.06326583243213214,-0.6666667,5634147,-33258.0,-48446.0,-48946.0,-35577.0
IF0000,357858,0.063515914653984,-0.6666667,5634147,-33440.0,-48917.0,-49465.0,-36237.0
IF0000,359267,0.06376599687583587,-0.6666667,5634147,-33535.0,-49191.0,-49682.0,-36700.0
IF0000,360676,0.06401607909768772,-0.6666667,5634147,-33688.0,-49429.0,-49765.0,-36597.0
IF0000,362085,0.06426616131953959,-0.6666667,5634147,-33769.0,-49674.0,-50117.0,-36791.0
IF0000,363494,0.06451624354139145,-0.6666667,5634147,-33833.0,-49707.0,-50298.0,-36910.0
IF0000,364903,0.06476632576324332,-0.6666667,5634147,-33924.0,-49897.0,-50506.0,-37105.0
IF0000,366312,0.06501640798509517,-0.6666667,5634147,-33990.0,-49925.0,-50493.0,-36993.0
IF0000,367720,0.06526631271779029,-0.6666667,5634147,-34010.0,-49978.0,-50494.0,-36784.0
IF0000,369129,0.06551639493964215,-0.6666667,5634147,-33949.0,-50151.0,-50635.0,-36972.0
IF0000,370538,0.06576647716149402,-0.6666667,5634147,-34019.0,-50199.0,-50673.0,-36971.0
IF0000,371947,0.06601655938334587,-0.6666667,5634147,-34008.0,-50207.0,-50663.0,-36777.0
IF0000,373356,0.06626664160519774,-0.6666667,5634147,-34066.0,-50467.0,-50908.0,-37079.0
IF0000,374765,0.0665167238270496,-0.6666667,5634147,-34137.0,-50816.0,-51291.0,-37478.0
IF0000,376174,0.06676680604890146,-0.6666667,5634147,-34219.0,-51050.0,-51654.0,-37939.0
IF0000,377583,0.06701688827075332,-0.6666667,5634147,-34347.0,-51251.0,-51884.0,-38328.0
IF0000,378992,0.06726697049260517,-0.6666667,5634147,-34459.0,-51510.0,-52189.0,-38748.0
IF0000,380400,0.0675168752253003,-0.6666667,5634147,-34568.0,-51758.0,-52418.0,-38951.0
IF0000,381809,0.06776695744715217,-0.6666667,5634147,-34664.0,-51969.0,-52665.0,-39059.0
IF0000,383218,0.06801703966900402,-0.6666667,5634147,-34780.0,-52293.0,-52988.0,-39291.0
IF0000,384627,0.06826712189085589,-0.6666667,5634147,-34831.0,-52398.0,-52981.0,-39098.0
IF0000,386036,0.06851720411270774,-0.6666667,5634147,-34935.0,-52635.0,-53303.0,-39177.0
IF0000,387445,0.0687672863345596,-0.6666667,5634147,-34960.0,-52857.0,-53590.0,-39444.0
IF0000,388854,0.06901736855641147,-0.6666667,5634147,-34990.0,-52913.0,-53518.0,-39370.0
IF0000,390263,0.06926745077826332,-0.6666667,5634147,-35047.0,-52994.0,-53599.0,-39431.0
IF0000,391672,0.06951753300011519,-0.6666667,5634147,-35086.0,-53128.0,-53664.0,-39382.0
IF0000,393080,0.06976743773281031,-0.6666667,5634147,-35151.0,-53202.0,-53579.0,-39269.0
IF0000,394489,0.07001751995466217,-0.6666667,5634147,-35178.0,-53234.0,-53575.0,-39350.0
IF0000,395898,0.07026760217651404,-0.6666667,5634147,-35184.0,-53332.0,-53660.0,-39533.0
IF0000,397307,0.07051768439836589,-0.6666667,5634147,-35222.0,-53473.0,-53834.0,-39779.0
IF0000,398716,0.07076776662021775,-0.6666667,5634147,-35235.0,-53574.0,-53871.0,-39755.0
IF0000,400125,0.07101784884206962,-0.6666667,5634147,-35266.0,-53656.0,-53900.0,-39932.0
IF0000,401534,0.07126793106392147,-0.6666667,5634147,-35409.0,-53800.0,-54090.0,-40183.0
IF0000,402943,0.07151801328577334,-0.6666667,5634147,-35442.0,-53941.0,-54316.0,-40254.0
IF0000,404352,0.0717680955076252,-0.6666667,5634147,-35504.0,-54012.0,-54561.0,-40462.0
IF0000,405760,0.07201800024032032,-0.6666667,5634147,-35574.0,-54196.0,-54775.0,-40548.0
IF0000,407169,0.07226808246217217,-0.6666667,5634147,-35662.0,-54460.0,-55053.0,-40719.0
IF0000,408578,0.07251816468402404,-0.6666667,5634147,-35662.0,-54605.0,-55233.0,-40956.0
IF0000,409987,0.0727682469058759,-0.6666667,5634147,-35752.0,-54994.0,-55594.0,-41503.0
IF0000,411396,0.07301832912772777,-0.6666667,5634147,-35733.0,-55021.0,-55780.0,-41718.0
IF0000,412805,0.07326841134957962,-0.6666667,5634147,-35784.0,-55313.0,-56143.0,-41981.0
IF0000,414214,0.07351849357143149,-0.6666667,5634147,-35824.0,-55384.0,-56215.0,-42124.0
IF0000,415623,0.07376857579328334,-0.6666667,5634147,-35898.0,-55551.0,-56519.0,-42308.0
IF0000,417032,0.07401865801513521,-0.6666667,5634147,-35996.0,-55792.0,-56875.0,-42823.0
IF0000,418440,0.07426856274783032,-0.6666667,5634147,-36081.0,-55982.0,-57174.0,-42924.0
IF0000,419849,0.07451864496968219,-0.6666667,5634147,-36129.0,-56128.0,-57257.0,-43051.0
IF0000,421258,0.07476872719153405,-0.6666667,5634147,-36206.0,-56327.0,-57527.0,-43320.0
IF0000,422667,0.07501880941338591,-0.6666667,5634147,-36206.0,-56477.0,-57632.0,-43194.0
IF0000,424076,0.07526889163523777,-0.6666667,5634147,-36222.0,-56691.0,-57961.0,-43343.0
IF0000,425485,0.07551897385708964,-0.6666667,5634147,-36167.0,-56795.0,-58016.0,-43402.0
IF0000,426894,0.0757690560789415,-0.6666667,5634147,-36259.0,-57048.0,-58358.0,-43800.0
IF0000,428303,0.07601913830079336,-0.6666667,5634147,-36323.0,-57213.0,-58481.0,-44050.0
IF0000,429712,0.07626922052264522,-0.6666667,5634147,-36368.0,-57217.0,-58504.0,-43958.0
IF0000,431120,0.07651912525534034,-0.6666667,5634147,-36419.0,-57335.0,-58590.0,-44091.0
IF0000,432529,0.0767692074771922,-0.6666667,5634147,-36458.0,-57400.0,-58773.0,-44184.0
IF0000,433938,0.07701928969904406,-0.6666667,5634147,-36513.0,-57586.0,-58959.0,-44624.0
IF0000,435347,0.07726937192089592,-0.6666667,5634147,-36569.0,-57728.0,-59001.0,-44610.0
IF0000,436756,0.07751945414274779,-0.6666667,5634147,-36653.0,-57935.0,-59288.0,-45037.0
IF0000,438165,0.07776953636459964,-0.6666667,5634147,-36586.0,-58076.0,-59430.0,-45199.0
IF0000,439574,0.07801961858645151,-0.6666667,5634147,-36581.0,-58225.0,-59670.0,-44986.0
IF0000,440983,0.07826970080830337,-0.6666667,5634147,-36975.0,-58441.0,-59601.0,-44509.0
IF0000,442392,0.07851978303015524,-0.6666667,5634147,-37390.0,-58639.0,-59964.0,-45224.0
IF0000,443800,0.07876968776285034,-0.6666667,5634147,-37521.0,-59213.0,-60492.0,-46231.0
IF0000,445209,0.07901976998470221,-0.6666667,5634147,-37827.0,-59701.0,-61163.0,-46739.0
IF0000,446618,0.07926985220655407,-0.6666667,5634147,-38035.0,-60311.0,-61791.0,-46999.0
IF0000,448027,0.07951993442840594,-0.6666667,5634147,-38124.0,-60428.0,-62228.0,-47497.0
IF0000,449436,0.07977001665025779,-0.6666667,5634147,-38309.0,-60569.0,-62433.0,-47816.0
IF0000,450845,0.08002009887210966,-0.6666667,5634147,-38411.0,-60738.0,-62753.0,-47980.0
IF0000,452254,0.08027018109396152,-0.6666667,5634147,-38553.0,-60745.0,-62756.0,-47552.0
IF0000,453663,0.08052026331581338,-0.6666667,5634147,-38544.0,-61106.0,-62754.0,-46875.0
IF0000,455072,0.08077034553766524,-0.6666667,5634147,-38519.0,-61295.0,-63069.0,-47062.0
IF0000,456480,0.08102025027036036,-0.6666667,5634147,-38517.0,-61502.0,-63298.0,-47355.0
IF0000,457889,0.08127033249221222,-0.6666667,5634147,-38774.0,-61710.0,-63665.0,-47902.0
IF0000,459298,0.08152041471406409,-0.6666667,5634147,-38804.0,-61969.0,-64149.0,-48556.0
IF0000,460707,0.08177049693591594,-0.6666667,5634147,-38927.0,-62279.0,-64401.0,-48926.0
IF0000,462116,0.08202057915776781,-0.6666667,5634147,-39120.0,-62656.0,-64811.0,-49666.0
IF0000,463525,0.08227066137961966,-0.6666667,5634147,-39359.0,-62949.0,-65153.0,-49780.0
IF0000,464934,0.08252074360147153,-0.6666667,5634147,-39465.0,-63131.0,-65473.0,-50019.0
IF0000,466343,0.08277082582332339,-0.6666667,5634147,-39716.0,-63664.0,-66051.0,-50715.0
IF0000,467752,0.08302090804517526,-0.6666667,5634147,-39832.0,-64019.0,-66416.0,-50897.0
IF0000,469160,0.08327081277787036,-0.6666667,5634147,-40009.0,-64436.0,-66818.0,-51268.0
IF0000,470569,0.08352089499972223,-0.6666667,5634147,-40022.0,-64573.0,-66807.0,-51058.0
IF0000,471978,0.08377097722157409,-0.6666667,5634147,-40097.0,-64694.0,-67046.0,-51254.0
IF0000,473387,0.08402105944342596,-0.6666667,5634147,-40139.0,-64659.0,-66982.0,-51265.0
IF0000,474796,0.08427114166527781,-0.6551724,5634147,-40280.0,-64946.0,-67383.0,-51897.0
IF0000,476205,0.08452122388712968,-0.64705884,5634147,-40361.0,-65041.0,-67289.0,-51961.0
IF0000,477614,0.08477130610898154,-0.64705884,5634147,-40436.0,-65179.0,-67447.0,-52169.0
IF0000,479023,0.08502138833083339,-0.64285713,5634147,-40486.0,-65237.0,-67735.0,-52188.0
IF0000,480432,0.08527147055268526,-0.6363636,5634147,-40724.0,-65579.0,-68031.0,-52492.0
IF0000,481840,0.08552137528538038,-0.6363636,5634147,-40815.0,-65589.0,-68060.0,-52505.0
IF0000,483249,0.08577145750723224,-0.6363636,5634147,-40920.0,-65852.0,-68331.0,-52778.0
IF0000,484658,0.0860215397290841,-0.6363636,5634147,-41000.0,-66014.0,-68435.0,-52994.0
IF0000,486067,0.08627162195093596,-0.6363636,5634147,-41101.0,-66221.0,-68743.0,-53388.0
IF0000,487476,0.08652170417278783,-0.6363636,5634147,-41205.0,-66403.0,-68950.0,-53657.0
IF0000,488885,0.08677178639463969,-0.6363636,5634147,-41209.0,-66547.0,-69108.0,-53920.0
IF0000,490294,0.08702186861649154,-0.6363636,5634147,-41390.0,-66698.0,-69222.0,-54093.0
IF0000,491703,0.08727195083834341,-0.6363636,5634147,-41700.0,-66775.0,-69049.0,-53516.0
IF0000,493112,0.08752203306019526,-0.6363636,5634147,-42008.0,-67176.0,-69429.0,-53777.0
IF0000,494520,0.08777193779289039,-0.6363636,5634147,-42270.0,-67540.0,-69837.0,-54075.0
IF0000,495929,0.08802202001474226,-0.625,5634147,-42343.0,-67356.0,-69478.0,-53453.0
IF0000,497338,0.08827210223659411,-0.625,5634147,-42409.0,-67409.0,-69551.0,-53626.0
IF0000,498747,0.08852218445844597,-0.625,5634147,-42441.0,-67675.0,-69844.0,-54269.0
IF0000,500156,0.08877226668029783,-0.61702126,5634147,-42542.0,-67726.0,-69852.0,-53986.0
IF0000,501565,0.08902234890214969,-0.6,5634147,-42679.0,-67895.0,-69887.0,-53985.0
IF0000,502974,0.08927243112400156,-0.6,5634147,-42778.0,-68103.0,-70205.0,-54288.0
IF0000,504383,0.08952251334585341,-0.6,5634147,-42788.0,-68276.0,-70550.0,-54705.0
IF0000,505792,0.08977259556770528,-0.6,5634147,-42902.0,-68681.0,-71039.0,-55369.0
IF0000,507200,0.0900225003004004,-0.6,5634147,-43003.0,-69058.0,-71494.0,-55718.0
