code,factor,basis,J,k,bucket,mean_dy,n,nrows
IH0000,voi,last,1,240,pos0.1,1.1897186,36454,31325206
IH0000,voi,last,1,600,neg0.1,-1.0170139,30387,30128776
IH0000,voi,last,1,600,neg1,-0.8929846,354706,30128776
IH0000,voi,last,1,600,neg5,-0.8165488,1790351,30128776
IH0000,voi,last,1,600,pos5,0.6285888,1759656,30128776
IH0000,voi,last,1,600,pos1,0.78549665,342983,30128776
IH0000,voi,last,1,600,pos0.1,0.9197799,34530,30128776
IH0000,voi,last,5,1,neg0.1,-0.44417134,32546,32057134
IH0000,voi,last,5,1,neg1,-0.33708128,354060,32057134
IH0000,voi,last,5,1,neg5,-0.26217794,1604910,32057134
IH0000,voi,last,5,1,pos5,0.26175028,1943165,32057134
IH0000,voi,last,5,1,pos1,0.35183024,346923,32057134
IH0000,voi,last,5,1,pos0.1,0.45589018,33870,32057134
IH0000,voi,last,5,5,neg0.1,-0.9492161,32530,32045110
IH0000,voi,last,5,5,neg1,-0.75968033,353991,32045110
IH0000,voi,last,5,5,neg5,-0.6150867,1604595,32045110
IH0000,voi,last,5,5,pos5,0.6237929,1942890,32045110
IH0000,voi,last,5,5,pos1,0.79158413,346869,32045110
IH0000,voi,last,5,5,pos0.1,1.040307,33865,32045110
IH0000,voi,last,5,20,neg0.1,-1.1224471,32512,31999877
IH0000,voi,last,5,20,neg1,-0.94162744,353745,31999877
IH0000,voi,last,5,20,neg5,-0.75350904,1603345,31999877
IH0000,voi,last,5,20,pos5,0.77106154,1941500,31999877
IH0000,voi,last,5,20,pos1,0.98823476,346699,31999877
IH0000,voi,last,5,20,pos0.1,1.3041269,33851,31999877
IH0000,voi,last,5,60,neg0.1,-1.0781616,32420,31877749
IH0000,voi,last,5,60,neg1,-0.84645295,352830,31877749
IH0000,voi,last,5,60,neg5,-0.6893659,1599406,31877749
IH0000,voi,last,5,60,pos5,0.7091077,1935775,31877749
IH0000,voi,last,5,60,pos1,0.90370107,345736,31877749
IH0000,voi,last,5,60,pos0.1,1.163316,33775,31877749
IH0000,voi,last,5,120,neg0.1,-0.83294964,32146,31691410
IH0000,voi,last,5,120,neg1,-0.7089714,350938,31691410
IH0000,voi,last,5,120,neg5,-0.6122393,1591742,31691410
IH0000,voi,last,5,120,pos5,0.61894494,1924685,31691410
IH0000,voi,last,5,120,pos1,0.76667404,343348,31691410
IH0000,voi,last,5,120,pos0.1,1.1832192,33288,31691410
IH0000,voi,last,5,240,neg0.1,-0.7106241,31758,31313293
IH0000,voi,last,5,240,neg1,-0.6324674,347376,31313293
IH0000,voi,last,5,240,neg5,-0.548305,1575749,31313293
IH0000,voi,last,5,240,pos5,0.53731674,1905351,31313293
IH0000,voi,last,5,240,pos1,0.6111552,340182,31313293
IH0000,voi,last,5,240,pos0.1,0.89418936,32974,31313293
IH0000,voi,last,5,600,neg0.1,-0.4638377,30612,30117014
IH0000,voi,last,5,600,neg1,-0.59812194,335776,30117014
IH0000,voi,last,5,600,neg5,-0.5689211,1523394,30117014
IH0000,voi,last,5,600,pos5,0.41690278,1838539,30117014
IH0000,voi,last,5,600,pos1,0.5518249,326754,30117014
IH0000,voi,last,5,600,pos0.1,0.60350484,31100,30117014
IH0000,voi,last,20,1,neg0.1,-0.20121263,33646,32012044
IH0000,voi,last,20,1,neg1,-0.17679851,346926,32012044
IH0000,voi,last,20,1,neg5,-0.13932195,1613127,32012044
IH0000,voi,last,20,1,pos5,0.14384331,1721102,32012044
IH0000,voi,last,20,1,pos1,0.18309468,341845,32012044
IH0000,voi,last,20,1,pos0.1,0.2125724,32977,32012044
IH0000,voi,last,20,5,neg0.1,-0.49488705,33640,32000020
IH0000,voi,last,20,5,neg1,-0.44990587,346877,32000020
IH0000,voi,last,20,5,neg5,-0.3575775,1612842,32000020
IH0000,voi,last,20,5,pos5,0.3727365,1720851,32000020
IH0000,voi,last,20,5,pos1,0.48304632,341814,32000020
IH0000,voi,last,20,5,pos0.1,0.54250187,32975,32000020
IH0000,voi,last,20,20,neg0.1,-0.56515485,31970,31954787
IH0000,voi,last,20,20,neg1,-0.5234741,346680,31954787
IH0000,voi,last,20,20,neg5,-0.41739872,1611706,31954787
IH0000,voi,last,20,20,pos5,0.46373072,1719554,31954787
IH0000,voi,last,20,20,pos1,0.61838716,341684,31954787
IH0000,voi,last,20,20,pos0.1,0.6367112,32960,31954787
IH0000,voi,last,20,60,neg0.1,-0.44424918,31865,31832736
IH0000,voi,last,20,60,neg1,-0.37737656,345827,31832736
IH0000,voi,last,20,60,neg5,-0.30190387,1608184,31832736
IH0000,voi,last,20,60,pos5,0.3508969,1713871,31832736
IH0000,voi,last,20,60,pos1,0.4713678,340840,31832736
IH0000,voi,last,20,60,pos0.1,0.6149612,32885,31832736
IH0000,voi,last,20,120,neg0.1,-0.19066313,33116,31646491
IH0000,voi,last,20,120,neg1,-0.14493264,343808,31646491
IH0000,voi,last,20,120,neg5,-0.1652872,1600366,31646491
IH0000,voi,last,20,120,pos5,0.23683202,1702236,31646491
IH0000,voi,last,20,120,pos1,0.3090599,337708,31646491
IH0000,voi,last,20,120,pos0.1,0.73272806,32162,31646491
IH0000,voi,last,20,240,neg0.1,-0.21427698,32710,31268564
IH0000,voi,last,20,240,neg1,-0.01011729,340012,31268564
IH0000,voi,last,20,240,neg5,-0.08034163,1583102,31268564
IH0000,voi,last,20,240,pos5,0.09948057,1684349,31268564
IH0000,voi,last,20,240,pos1,0.08084191,334146,31268564
IH0000,voi,last,20,240,pos0.1,0.25767237,31835,31268564
IH0000,voi,last,20,600,neg0.1,-0.36849934,31593,30072791
IH0000,voi,last,20,600,neg1,0.08883037,301496,30072791
IH0000,voi,last,20,600,neg5,-0.07881113,1529416,30072791
IH0000,voi,last,20,600,pos5,0.06314431,1620431,30072791
IH0000,voi,last,20,600,pos1,0.013831776,318325,30072791
IH0000,voi,last,20,600,pos0.1,-0.4674171,31182,30072791
IH0000,voi,last,60,1,neg0.1,-0.12027895,32408,31891804
IH0000,voi,last,60,1,neg1,-0.08841993,324169,31891804
IH0000,voi,last,60,1,neg5,-0.07024553,1612544,31891804
IH0000,voi,last,60,1,pos5,0.07298937,1599096,31891804
IH0000,voi,last,60,1,pos1,0.090069935,320884,31891804
IH0000,voi,last,60,1,pos0.1,0.1147546,32417,31891804
IH0000,voi,last,60,5,neg0.1,-0.3291979,32403,31879780
IH0000,voi,last,60,5,neg1,-0.22240698,324131,31879780
IH0000,voi,last,60,5,neg5,-0.17674075,1612305,31879780
IH0000,voi,last,60,5,pos5,0.18843544,1598659,31879780
IH0000,voi,last,60,5,pos1,0.2350741,320835,31879780
IH0000,voi,last,60,5,pos0.1,0.29836196,32417,31879780
IH0000,voi,last,60,20,neg0.1,-0.30994532,32367,31834548
IH0000,voi,last,60,20,neg1,-0.19938749,323912,31834548
IH0000,voi,last,60,20,neg5,-0.17682597,1611200,31834548
IH0000,voi,last,60,20,pos5,0.20147662,1596756,31834548
IH0000,voi,last,60,20,pos1,0.23456655,320570,31834548
IH0000,voi,last,60,20,pos0.1,0.26239473,32413,31834548
IH0000,voi,last,60,60,neg0.1,-0.115353495,32136,31712541
IH0000,voi,last,60,60,neg1,-0.019742345,322758,31712541
IH0000,voi,last,60,60,neg5,0.01745922,1606601,31712541
IH0000,voi,last,60,60,pos5,0.071237646,1589637,31712541
IH0000,voi,last,60,60,pos1,0.15091571,318880,31712541
IH0000,voi,last,60,60,pos0.1,0.20586587,32118,31712541
IH0000,voi,last,60,120,neg0.1,-0.15025826,31752,31526533
IH0000,voi,last,60,120,neg1,0.23142523,320825,31526533
IH0000,voi,last,60,120,neg5,0.18858376,1598706,31526533
IH0000,voi,last,60,120,pos5,-0.043453183,1577721,31526533
IH0000,voi,last,60,120,pos1,-0.07419929,315596,31526533
IH0000,voi,last,60,120,pos0.1,-0.2273048,32595,31526533
IH0000,voi,last,60,240,neg0.1,0.044532094,31438,31148936
IH0000,voi,last,60,240,neg1,0.3661579,316257,31148936
IH0000,voi,last,60,240,neg5,0.27058762,1578594,31148936
IH0000,voi,last,60,240,pos5,-0.19609666,1558716,31148936
IH0000,voi,last,60,240,pos1,-0.17805251,311571,31148936
IH0000,voi,last,60,240,pos0.1,-0.72130585,32193,31148936
IH0000,voi,last,60,600,neg0.1,-0.3414885,30124,29954497
IH0000,voi,last,60,600,neg1,0.39565703,305368,29954497
IH0000,voi,last,60,600,neg5,0.18660606,1522823,29954497
IH0000,voi,last,60,600,pos5,-0.1935581,1580838,29954497
IH0000,voi,last,60,600,pos1,-0.07210246,308977,29954497
IH0000,voi,last,60,600,pos0.1,-1.8094845,30302,29954497
IH0000,voi,last,120,1,neg0.1,-0.07617047,31889,31711444
IH0000,voi,last,120,1,neg1,-0.057064593,317605,31711444
IH0000,voi,last,120,1,neg5,-0.04435024,1592528,31711444
IH0000,voi,last,120,1,pos5,0.04676078,1588746,31711444
IH0000,voi,last,120,1,pos1,0.058792602,319547,31711444
IH0000,voi,last,120,1,pos0.1,0.08285972,32199,31711444
IH0000,voi,last,120,5,neg0.1,-0.16485791,31882,31699420
IH0000,voi,last,120,5,neg1,-0.134858,317534,31699420
IH0000,voi,last,120,5,neg5,-0.104720205,1592176,31699420
IH0000,voi,last,120,5,pos5,0.11875908,1588047,31699420
IH0000,voi,last,120,5,pos1,0.15268762,319371,31699420
IH0000,voi,last,120,5,pos0.1,0.23276263,32183,31699420
IH0000,voi,last,120,20,neg0.1,0.0265242,31820,31654204
IH0000,voi,last,120,20,neg1,-0.072136834,317175,31654204
IH0000,voi,last,120,20,neg5,-0.06456336,1590732,31654204
IH0000,voi,last,120,20,pos5,0.10961132,1585329,31654204
IH0000,voi,last,120,20,pos1,0.11400326,318640,31654204
IH0000,voi,last,120,20,pos0.1,0.1988847,32099,31654204
IH0000,voi,last,120,60,neg0.1,0.51951754,31587,31532268
IH0000,voi,last,120,60,neg1,0.2881459,315781,31532268
IH0000,voi,last,120,60,neg5,0.13797891,1586054,31532268
IH0000,voi,last,120,60,pos5,-0.04343231,1577282,31532268
IH0000,voi,last,120,60,pos1,-0.13663565,316506,31532268
IH0000,voi,last,120,60,pos0.1,-0.070598215,31828,31532268
IH0000,voi,last,120,120,neg0.1,0.17689158,31997,31346383
IH0000,voi,last,120,120,neg1,0.45310888,313876,31346383
IH0000,voi,last,120,120,neg5,0.32654917,1577205,31346383
IH0000,voi,last,120,120,pos5,-0.15891296,1624619,31346383
IH0000,voi,last,120,120,pos1,-0.28978354,313886,31346383
IH0000,voi,last,120,120,pos0.1,-0.018513218,31437,31346383
IH0000,voi,last,120,240,neg0.1,-0.39876178,31658,30969016
IH0000,voi,last,120,240,neg1,0.2749817,319974,30969016
IH0000,voi,last,120,240,neg5,0.34669405,1554881,30969016
IH0000,voi,last,120,240,pos5,-0.18636246,1602356,30969016
IH0000,voi,last,120,240,pos1,-0.16838193,319096,30969016
IH0000,voi,last,120,240,pos0.1,0.12916958,31478,30969016
IH0000,voi,last,120,600,neg0.1,-0.80075806,30340,29776639
IH0000,voi,last,120,600,neg1,0.26293457,298348,29776639
IH0000,voi,last,120,600,neg5,0.11471911,1501232,29776639
IH0000,voi,last,120,600,pos5,-0.0825752,1532930,29776639
IH0000,voi,last,120,600,pos1,-0.17810695,302032,29776639
IH0000,voi,last,120,600,pos0.1,-0.54716855,30179,29776639
IH0000,voi,last,240,1,neg0.1,-0.02595585,31438,31350724
IH0000,voi,last,240,1,neg1,-0.035023607,317700,31350724
IH0000,voi,last,240,1,neg5,-0.02731656,1582886,31350724
IH0000,voi,last,240,1,pos5,0.029361641,1586662,31350724
IH0000,voi,last,240,1,pos1,0.038141336,317949,31350724
IH0000,voi,last,240,1,pos0.1,0.04193226,32004,31350724
IH0000,voi,last,240,5,neg0.1,0.005376344,31434,31338700
IH0000,voi,last,240,5,neg1,-0.07525992,317606,31338700
IH0000,voi,last,240,5,neg5,-0.061764717,1582473,31338700
IH0000,voi,last,240,5,pos5,0.073622085,1585910,31338700
IH0000,voi,last,240,5,pos1,0.094875515,317827,31338700
IH0000,voi,last,240,5,pos0.1,0.09926241,31996,31338700
IH0000,voi,last,240,20,neg0.1,0.2789645,31366,31293503
IH0000,voi,last,240,20,neg1,0.013852102,317136,31293503
IH0000,voi,last,240,20,neg5,-0.019933412,1580763,31293503
IH0000,voi,last,240,20,pos5,0.0603979,1583002,31293503
IH0000,voi,last,240,20,pos1,0.047630303,317319,31293503
IH0000,voi,last,240,20,pos0.1,-0.006382779,31961,31293503
IH0000,voi,last,240,60,neg0.1,0.6087917,31234,31171629
IH0000,voi,last,240,60,neg1,0.266673,315660,31171629
IH0000,voi,last,240,60,neg5,0.13899378,1574905,31171629
IH0000,voi,last,240,60,pos5,-0.033543512,1574999,31171629
IH0000,voi,last,240,60,pos1,-0.14645657,315527,31171629
IH0000,voi,last,240,60,pos0.1,0.074321076,31189,31171629
IH0000,voi,last,240,120,neg0.1,-0.08079529,31586,30985796
IH0000,voi,last,240,120,neg1,0.24853832,313509,30985796
IH0000,voi,last,240,120,neg5,0.2672912,1564365,30985796
IH0000,voi,last,240,120,pos5,-0.026617035,1562458,30985796
IH0000,voi,last,240,120,pos1,-0.16786702,312408,30985796
IH0000,voi,last,240,120,pos0.1,0.05506341,31382,30985796
IH0000,voi,last,240,240,neg0.1,-1.7323126,30629,30609171
IH0000,voi,last,240,240,neg1,0.16771841,309328,30609171
IH0000,voi,last,240,240,neg5,0.2406168,1543051,30609171
IH0000,voi,last,240,240,pos5,0.080845214,1539683,30609171
IH0000,voi,last,240,240,pos1,0.13354942,306980,30609171
IH0000,voi,last,240,240,pos0.1,0.42166638,30785,30609171
IH0000,voi,last,240,600,neg0.1,-2.402955,29780,29419872
IH0000,voi,last,240,600,neg1,-0.06668694,299204,29419872
IH0000,voi,last,240,600,neg5,0.08711464,1491150,29419872
IH0000,voi,last,240,600,pos5,0.061582863,1505500,29419872
IH0000,voi,last,240,600,pos1,0.37663248,298012,29419872
IH0000,voi,last,240,600,pos0.1,0.38509586,29938,29419872
IH0000,voi,last,600,1,neg0.1,-0.028948236,30330,30268564
IH0000,voi,last,600,1,neg1,-0.021758743,305946,30268564
IH0000,voi,last,600,1,neg5,-0.015463156,1528278,30268564
IH0000,voi,last,600,1,pos5,0.01732891,1530102,30268564
IH0000,voi,last,600,1,pos1,0.024965007,304346,30268564
IH0000,voi,last,600,1,pos0.1,0.03544055,30530,30268564
IH0000,voi,last,600,5,neg0.1,-0.059601557,30318,30256540
IH0000,voi,last,600,5,neg1,-0.05280418,305847,30256540
IH0000,voi,last,600,5,neg5,-0.035597805,1527847,30256540
IH0000,voi,last,600,5,pos5,0.0480969,1529371,30256540
IH0000,voi,last,600,5,pos1,0.06537877,304166,30256540
IH0000,voi,last,600,5,pos0.1,0.114046015,30514,30256540
IH0000,voi,last,600,20,neg0.1,-0.003406986,30232,30211361
IH0000,voi,last,600,20,neg1,-0.021111816,305374,30211361
IH0000,voi,last,600,20,neg5,-0.0114860805,1526108,30211361
IH0000,voi,last,600,20,pos5,0.064666934,1526638,30211361
IH0000,voi,last,600,20,pos1,0.06202383,303464,30211361
IH0000,voi,last,600,20,pos0.1,0.17915545,30454,30211361
IH0000,voi,last,600,60,neg0.1,0.23701513,30420,30089690
IH0000,voi,last,600,60,neg1,0.12101286,303852,30089690
IH0000,voi,last,600,60,neg5,0.098818846,1520803,30089690
IH0000,voi,last,600,60,pos5,0.067087166,1519158,30089690
IH0000,voi,last,600,60,pos1,0.020298071,301605,30089690
IH0000,voi,last,600,60,pos0.1,0.3992325,30228,30089690
IH0000,voi,last,600,120,neg0.1,0.2292848,30159,29904485
IH0000,voi,last,600,120,neg1,0.3046668,301385,29904485
IH0000,voi,last,600,120,neg5,0.14064957,1511935,29904485
IH0000,voi,last,600,120,pos5,0.11441958,1507880,29904485
IH0000,voi,last,600,120,pos1,0.15044251,302707,29904485
IH0000,voi,last,600,120,pos0.1,0.5115032,30209,29904485
IH0000,voi,last,600,240,neg0.1,0.50674367,29954,29529127
IH0000,voi,last,600,240,neg1,0.2186112,297391,29529127
IH0000,voi,last,600,240,neg5,0.16871001,1494778,29529127
IH0000,voi,last,600,240,pos5,0.1886542,1485872,29529127
IH0000,voi,last,600,240,pos1,0.5593803,297506,29529127
IH0000,voi,last,600,240,pos0.1,0.8674005,29706,29529127
IH0000,voi,last,600,600,neg0.1,-2.4957047,28519,28350308
IH0000,voi,last,600,600,neg1,-0.5846136,283914,28350308
IH0000,voi,last,600,600,neg5,-0.07543329,1427672,28350308
IH0000,voi,last,600,600,pos5,0.12939946,1417842,28350308
IH0000,voi,last,600,600,pos1,0.9318332,287310,28350308
IH0000,voi,last,600,600,pos0.1,2.19377,28539,28350308
IH0000,oir,last,1,1,neg0.1,-0.12761234,33782,32072163
IH0000,oir,last,1,1,neg1,-0.10435812,329385,32072163
IH0000,oir,last,1,1,neg5,-0.07391213,2178100,32072163
IH0000,oir,last,1,1,pos5,0.06964229,2215378,32072163
IH0000,oir,last,1,1,pos1,0.09951028,333051,32072163
IH0000,oir,last,1,1,pos0.1,0.13053323,35332,32072163
IH0000,oir,last,1,5,neg0.1,-0.2094112,33747,32060139
IH0000,oir,last,1,5,neg1,-0.1620205,329125,32060139
IH0000,oir,last,1,5,neg5,-0.13971803,2177042,32060139
IH0000,oir,last,1,5,pos5,0.13620603,2214410,32060139
IH0000,oir,last,1,5,pos1,0.16062877,332842,32060139
IH0000,oir,last,1,5,pos0.1,0.24664325,35302,32060139
IH0000,oir,last,1,20,neg0.1,-0.17066358,33651,32014895
IH0000,oir,last,1,20,neg1,-0.10415638,328266,32014895
IH0000,oir,last,1,20,neg5,-0.120595105,2173123,32014895
IH0000,oir,last,1,20,pos5,0.1187258,2210960,32014895
IH0000,oir,last,1,20,pos1,0.11932524,332151,32014895
IH0000,oir,last,1,20,pos0.1,0.28303012,35233,32014895
IH0000,oir,last,1,60,neg0.1,0.011532816,33383,31892717
IH0000,oir,last,1,60,neg1,-0.04452773,326044,31892717
IH0000,oir,last,1,60,neg5,-0.09886134,2162443,31892717
IH0000,oir,last,1,60,pos5,0.10174573,2200682,31892717
IH0000,oir,last,1,60,pos1,0.05581922,330173,31892717
IH0000,oir,last,1,60,pos0.1,0.19953246,35077,31892717
IH0000,oir,last,1,120,neg0.1,0.21994482,32981,31706360
IH0000,oir,last,1,120,neg1,0.00073822483,322395,31706360
IH0000,oir,last,1,120,neg5,-0.09076499,2145607,31706360
IH0000,oir,last,1,120,pos5,0.09631214,2184439,31706360
IH0000,oir,last,1,120,pos1,0.07184551,326701,31706360
IH0000,oir,last,1,120,pos0.1,0.35182887,34639,31706360
IH0000,oir,last,1,240,neg0.1,0.3013033,32303,31328181
IH0000,oir,last,1,240,neg1,0.077209175,315921,31328181
IH0000,oir,last,1,240,neg5,-0.08611568,2113622,31328181
IH0000,oir,last,1,240,pos5,0.08364881,2151531,31328181
IH0000,oir,last,1,240,pos1,0.056716148,320191,31328181
IH0000,oir,last,1,240,pos0.1,0.4218538,33898,31328181
IH0000,oir,last,1,600,neg0.1,0.67929286,30149,30131712
IH0000,oir,last,1,600,neg1,0.33273762,302157,30131712
IH0000,oir,last,1,600,neg5,-0.08602036,2018557,30131712
IH0000,oir,last,1,600,pos5,-0.068699315,2053252,30131712
IH0000,oir,last,1,600,pos1,-0.20666422,305002,30131712
IH0000,oir,last,1,600,pos0.1,0.2176711,31079,30131712
IH0000,oir,last,5,1,neg0.1,-0.05359037,32058,32057134
IH0000,oir,last,5,1,neg1,-0.031637795,320724,32057134
IH0000,oir,last,5,1,neg5,-0.029951843,1602873,32057134
IH0000,oir,last,5,1,pos5,0.022195347,1604886,32057134
IH0000,oir,last,5,1,pos1,0.023920447,320688,32057134
IH0000,oir,last,5,1,pos0.1,0.05271202,32061,32057134
IH0000,oir,last,5,5,neg0.1,-0.0898084,32046,32045110
IH0000,oir,last,5,5,neg1,-0.047319222,320504,32045110
IH0000,oir,last,5,5,neg5,-0.060943652,1602267,32045110
IH0000,oir,last,5,5,pos5,0.03939092,1604126,32045110
IH0000,oir,last,5,5,pos1,0.017001348,320504,32045110
IH0000,oir,last,5,5,pos0.1,0.06328403,32046,32045110
IH0000,oir,last,5,20,neg0.1,0.026810825,32002,31999877
IH0000,oir,last,5,20,neg1,0.045783803,320004,31999877
IH0000,oir,last,5,20,neg5,-0.01925881,1599995,31999877
IH0000,oir,last,5,20,pos5,-0.015539182,1601500,31999877
IH0000,oir,last,5,20,pos1,-0.09941893,320100,31999877
IH0000,oir,last,5,20,pos0.1,-0.10152808,32001,31999877
IH0000,oir,last,5,60,neg0.1,0.23116256,31878,31877749
IH0000,oir,last,5,60,neg1,0.1235646,318813,31877749
IH0000,oir,last,5,60,neg5,0.012395357,1593984,31877749
IH0000,oir,last,5,60,pos5,-0.038952526,1594120,31877749
IH0000,oir,last,5,60,pos1,-0.1544699,318787,31877749
IH0000,oir,last,5,60,pos0.1,-0.2175345,31880,31877749
IH0000,oir,last,5,120,neg0.1,0.41667193,31694,31691410
IH0000,oir,last,5,120,neg1,0.20858586,316963,31691410
IH0000,oir,last,5,120,neg5,0.03205555,1584593,31691410
IH0000,oir,last,5,120,pos5,-0.050081693,1584571,31691410
IH0000,oir,last,5,120,pos1,-0.14966789,316915,31691410
IH0000,oir,last,5,120,pos0.1,-0.2468053,31693,31691410
IH0000,oir,last,5,240,neg0.1,0.44758102,31315,31313293
IH0000,oir,last,5,240,neg1,0.28612578,313142,31313293
IH0000,oir,last,5,240,neg5,0.04521261,1572747,31313293
IH0000,oir,last,5,240,pos5,-0.056411304,1565750,31313293
IH0000,oir,last,5,240,pos1,-0.2130692,313133,31313293
IH0000,oir,last,5,240,pos0.1,-0.29299992,31314,31313293
IH0000,oir,last,5,600,neg0.1,0.978717,30118,30117014
IH0000,oir,last,5,600,neg1,0.4373674,301177,30117014
IH0000,oir,last,5,600,neg5,0.040388968,1506030,30117014
IH0000,oir,last,5,600,pos5,-0.25314537,1507458,30117014
IH0000,oir,last,5,600,pos1,-0.4684796,301281,30117014
IH0000,oir,last,5,600,pos0.1,-0.49465436,30118,30117014
IH0000,oir,last,20,1,neg0.1,-0.015118858,32013,32012044
IH0000,oir,last,20,1,neg1,-0.004189041,320121,32012044
IH0000,oir,last,20,1,neg5,-0.00937583,1600605,32012044
IH0000,oir,last,20,1,pos5,0.0067462074,1600603,32012044
IH0000,oir,last,20,1,pos1,0.00083718344,320121,32012044
IH0000,oir,last,20,1,pos0.1,0.010089651,32013,32012044
IH0000,oir,last,20,5,neg0.1,-0.0048123496,32001,32000020
IH0000,oir,last,20,5,neg1,0.011231215,320001,32000020
IH0000,oir,last,20,5,neg5,-0.0074111433,1600023,32000020
IH0000,oir,last,20,5,pos5,0.00013874914,1600010,32000020
IH0000,oir,last,20,5,pos1,-0.02886232,320002,32000020
IH0000,oir,last,20,5,pos0.1,-0.036998846,32001,32000020
IH0000,oir,last,20,20,neg0.1,0.110499136,31955,31954787
IH0000,oir,last,20,20,neg1,0.11854244,319548,31954787
IH0000,oir,last,20,20,neg5,0.036258716,1597740,31954787
IH0000,oir,last,20,20,pos5,-0.051778764,1597740,31954787
IH0000,oir,last,20,20,pos1,-0.13436165,319548,31954787
IH0000,oir,last,20,20,pos0.1,-0.23414177,31955,31954787
IH0000,oir,last,20,60,neg0.1,0.30958438,31833,31832736
IH0000,oir,last,20,60,neg1,0.21038362,318328,31832736
IH0000,oir,last,20,60,neg5,0.07296194,1591638,31832736
IH0000,oir,last,20,60,pos5,-0.075985916,1591637,31832736
IH0000,oir,last,20,60,pos1,-0.21340927,318332,31832736
IH0000,oir,last,20,60,pos0.1,-0.34219205,31833,31832736
IH0000,oir,last,20,120,neg0.1,0.44383353,31647,31646491
IH0000,oir,last,20,120,neg1,0.31041467,316467,31646491
IH0000,oir,last,20,120,neg5,0.10472834,1582332,31646491
IH0000,oir,last,20,120,pos5,-0.09049796,1582334,31646491
IH0000,oir,last,20,120,pos1,-0.2386899,316465,31646491
IH0000,oir,last,20,120,pos0.1,-0.3139634,31647,31646491
IH0000,oir,last,20,240,neg0.1,0.5769292,31269,31268564
IH0000,oir,last,20,240,neg1,0.37396184,312687,31268564
IH0000,oir,last,20,240,neg5,0.11644995,1563573,31268564
IH0000,oir,last,20,240,pos5,-0.11439343,1563429,31268564
IH0000,oir,last,20,240,pos1,-0.24646771,312686,31268564
IH0000,oir,last,20,240,pos0.1,-0.5442771,31269,31268564
IH0000,oir,last,20,600,neg0.1,0.80407673,30073,30072791
IH0000,oir,last,20,600,neg1,0.5579394,300728,30072791
IH0000,oir,last,20,600,neg5,0.17235568,1503745,30072791
IH0000,oir,last,20,600,pos5,-0.3743607,1503646,30072791
IH0000,oir,last,20,600,pos1,-0.5347705,300729,30072791
IH0000,oir,last,20,600,pos0.1,-0.48478702,30073,30072791
IH0000,oir,last,60,1,neg0.1,-0.0017245704,31892,31891804
IH0000,oir,last,60,1,neg1,-0.00083092676,318921,31891804
IH0000,oir,last,60,1,neg5,-0.004976825,1594591,31891804
IH0000,oir,last,60,1,pos5,0.0025893787,1594591,31891804
IH0000,oir,last,60,1,pos1,-0.0024865249,318919,31891804
IH0000,oir,last,60,1,pos0.1,-0.0010347422,31892,31891804
IH0000,oir,last,60,5,neg0.1,0.029579673,31880,31879780
IH0000,oir,last,60,5,neg1,0.015853299,318798,31879780
IH0000,oir,last,60,5,neg5,-0.0040840935,1593989,31879780
IH0000,oir,last,60,5,pos5,-0.0021606172,1593989,31879780
IH0000,oir,last,60,5,pos1,-0.025668291,318798,31879780
IH0000,oir,last,60,5,pos0.1,-0.020984944,31880,31879780
IH0000,oir,last,60,20,neg0.1,0.20361237,31835,31834548
IH0000,oir,last,60,20,neg1,0.0957543,318346,31834548
IH0000,oir,last,60,20,neg5,0.027328772,1591729,31834548
IH0000,oir,last,60,20,pos5,-0.029086627,1591728,31834548
IH0000,oir,last,60,20,pos1,-0.11318188,318346,31834548
IH0000,oir,last,60,20,pos0.1,-0.14732213,31835,31834548
IH0000,oir,last,60,60,neg0.1,0.43811685,31713,31712541
IH0000,oir,last,60,60,neg1,0.22194333,317126,31712541
IH0000,oir,last,60,60,neg5,0.07557573,1585628,31712541
IH0000,oir,last,60,60,pos5,-0.043425698,1585628,31712541
IH0000,oir,last,60,60,pos1,-0.18125603,317126,31712541
IH0000,oir,last,60,60,pos0.1,-0.22318923,31713,31712541
IH0000,oir,last,60,120,neg0.1,0.6683795,31527,31526533
IH0000,oir,last,60,120,neg1,0.30125037,315266,31526533
IH0000,oir,last,60,120,neg5,0.13849457,1576329,31526533
IH0000,oir,last,60,120,pos5,-0.06562848,1576328,31526533
IH0000,oir,last,60,120,pos1,-0.1993174,315266,31526533
IH0000,oir,last,60,120,pos0.1,-0.42141655,31527,31526533
IH0000,oir,last,60,240,neg0.1,0.45898744,31149,31148936
IH0000,oir,last,60,240,neg1,0.3523195,311490,31148936
IH0000,oir,last,60,240,neg5,0.14521265,1557447,31148936
IH0000,oir,last,60,240,pos5,-0.06790985,1557447,31148936
IH0000,oir,last,60,240,pos1,-0.1941507,311490,31148936
IH0000,oir,last,60,240,pos0.1,-0.6252849,31149,31148936
IH0000,oir,last,60,600,neg0.1,0.9845769,29955,29954497
IH0000,oir,last,60,600,neg1,0.68297917,299545,29954497
IH0000,oir,last,60,600,neg5,0.21472953,1497726,29954497
IH0000,oir,last,60,600,pos5,-0.37191707,1497729,29954497
IH0000,oir,last,60,600,pos1,-0.5210603,299545,29954497
IH0000,oir,last,60,600,pos0.1,-0.6215657,29955,29954497
IH0000,oir,last,120,1,neg0.1,0.0020181634,31712,31711444
IH0000,oir,last,120,1,neg1,-0.00028696214,317115,31711444
IH0000,oir,last,120,1,neg5,-0.0028185395,1585573,31711444
