code,factor,basis,J,k,bucket,mean_dy,n,nrows
IC0000,mpb,mid,600,60,neg5,-0.15767725,1727402,34548028
IC0000,mpb,mid,600,60,pos5,-0.12328688,1727402,34548028
IC0000,mpb,mid,600,60,pos1,-0.31719398,345481,34548028
IC0000,mpb,mid,600,60,pos0.1,-1.7463168,34549,34548028
IC0000,mpb,mid,600,120,neg0.1,-1.0873394,34240,34239619
IC0000,mpb,mid,600,120,neg1,-0.9113442,342397,34239619
IC0000,mpb,mid,600,120,neg5,-0.20172916,1711981,34239619
IC0000,mpb,mid,600,120,pos5,-0.3386971,1711981,34239619
IC0000,mpb,mid,600,120,pos1,-0.91050303,342397,34239619
IC0000,mpb,mid,600,120,pos0.1,-2.5795414,34240,34239619
IC0000,mpb,mid,600,240,neg0.1,-1.683046,33467,33466539
IC0000,mpb,mid,600,240,neg1,-1.5682502,334666,33466539
IC0000,mpb,mid,600,240,neg5,-0.52882135,1673327,33466539
IC0000,mpb,mid,600,240,pos5,-0.5430003,1673327,33466539
IC0000,mpb,mid,600,240,pos1,-1.3817642,334666,33466539
IC0000,mpb,mid,600,240,pos0.1,-3.2597933,33467,33466539
IC0000,mpb,mid,600,600,neg0.1,-2.3561938,30708,30707196
IC0000,mpb,mid,600,600,neg1,-2.4186542,307072,30707196
IC0000,mpb,mid,600,600,neg5,-1.2243494,1535360,30707196
IC0000,mpb,mid,600,600,pos5,-0.91838104,1535360,30707196
IC0000,mpb,mid,600,600,pos1,-1.6662297,307072,30707196
IC0000,mpb,mid,600,600,pos0.1,-3.6419942,30709,30707196
IF0000,voi,last,1,1,neg0.1,-1.1611472,42818,36876946
IF0000,voi,last,1,1,neg1,-0.77907735,402177,36876946
IF0000,voi,last,1,1,neg5,-0.50833887,1898944,36876946
IF0000,voi,last,1,1,pos5,0.5129735,1862570,36876946
IF0000,voi,last,1,1,pos1,0.7924424,389039,36876946
IF0000,voi,last,1,1,pos0.1,1.174903,40754,36876946
IF0000,voi,last,1,5,neg0.1,-2.152175,42806,36864919
IF0000,voi,last,1,5,neg1,-1.4869761,402030,36864919
IF0000,voi,last,1,5,neg5,-1.062867,1898373,36864919
IF0000,voi,last,1,5,pos5,1.0927521,1862081,36864919
IF0000,voi,last,1,5,pos1,1.5667316,388946,36864919
IF0000,voi,last,1,5,pos0.1,2.2651317,40742,36864919
IF0000,voi,last,1,20,neg0.1,-2.3979683,42722,36819515
IF0000,voi,last,1,20,neg1,-1.6389594,401459,36819515
IF0000,voi,last,1,20,neg5,-1.2087352,1895981,36819515
IF0000,voi,last,1,20,pos5,1.2410139,1859789,36819515
IF0000,voi,last,1,20,pos1,1.7363893,388444,36819515
IF0000,voi,last,1,20,pos0.1,2.514031,40696,36819515
IF0000,voi,last,1,60,neg0.1,-2.2104285,42499,36694175
IF0000,voi,last,1,60,neg1,-1.5530317,399742,36694175
IF0000,voi,last,1,60,neg5,-1.1716776,1888953,36694175
IF0000,voi,last,1,60,pos5,1.2068129,1852718,36694175
IF0000,voi,last,1,60,pos1,1.6433039,386769,36694175
IF0000,voi,last,1,60,pos0.1,2.3621664,40509,36694175
IF0000,voi,last,1,120,neg0.1,-2.0575368,42060,36494730
IF0000,voi,last,1,120,neg1,-1.4384285,396653,36494730
IF0000,voi,last,1,120,neg5,-1.1005393,1877027,36494730
IF0000,voi,last,1,120,pos5,1.174546,1840523,36494730
IF0000,voi,last,1,120,pos1,1.6076483,383750,36494730
IF0000,voi,last,1,120,pos0.1,2.3299098,40114,36494730
IF0000,voi,last,1,240,neg0.1,-1.6517797,41356,36066013
IF0000,voi,last,1,240,neg1,-1.1928461,390607,36066013
IF0000,voi,last,1,240,neg5,-1.0155423,1852557,36066013
IF0000,voi,last,1,240,pos5,1.1085649,1817135,36066013
IF0000,voi,last,1,240,pos1,1.4799151,378319,36066013
IF0000,voi,last,1,240,pos0.1,2.093853,39434,36066013
IF0000,voi,last,1,600,neg0.1,-1.2107803,39164,34610140
IF0000,voi,last,1,600,neg1,-1.1040441,372102,34610140
IF0000,voi,last,1,600,neg5,-1.0436463,1773961,34610140
IF0000,voi,last,1,600,pos5,0.9580068,1738091,34610140
IF0000,voi,last,1,600,pos1,1.2528276,359751,34610140
IF0000,voi,last,1,600,pos0.1,2.0177696,37086,34610140
IF0000,voi,last,5,1,neg0.1,-0.64479744,37770,36864922
IF0000,voi,last,5,1,neg1,-0.5138725,387746,36864922
IF0000,voi,last,5,1,neg5,-0.3797967,2054449,36864922
IF0000,voi,last,5,1,pos5,0.39139757,2004596,36864922
IF0000,voi,last,5,1,pos1,0.53049415,380811,36864922
IF0000,voi,last,5,1,pos0.1,0.6492571,39308,36864922
IF0000,voi,last,5,5,neg0.1,-1.1154518,37756,36852896
IF0000,voi,last,5,5,neg1,-1.00356,387649,36852896
IF0000,voi,last,5,5,neg5,-0.8020643,2053884,36852896
IF0000,voi,last,5,5,pos5,0.82853836,2004244,36852896
IF0000,voi,last,5,5,pos1,1.0425735,380754,36852896
IF0000,voi,last,5,5,pos0.1,1.1652459,39299,36852896
IF0000,voi,last,5,20,neg0.1,-1.5469496,37700,36807510
IF0000,voi,last,5,20,neg1,-1.1968112,387290,36807510
IF0000,voi,last,5,20,neg5,-0.9560279,2051892,36807510
IF0000,voi,last,5,20,pos5,0.999988,2002378,36807510
IF0000,voi,last,5,20,pos1,1.3026066,380461,36807510
IF0000,voi,last,5,20,pos0.1,1.5188297,39273,36807510
IF0000,voi,last,5,60,neg0.1,-1.5364249,37543,36682219
IF0000,voi,last,5,60,neg1,-1.0943332,385983,36682219
IF0000,voi,last,5,60,neg5,-0.901722,2045535,36682219
IF0000,voi,last,5,60,pos5,0.9407567,1995652,36682219
IF0000,voi,last,5,60,pos1,1.208747,379167,36682219
IF0000,voi,last,5,60,pos0.1,1.3728623,39119,36682219
IF0000,voi,last,5,120,neg0.1,-1.2836895,37252,36482803
IF0000,voi,last,5,120,neg1,-0.9612249,383339,36482803
IF0000,voi,last,5,120,neg5,-0.79350805,2033600,36482803
IF0000,voi,last,5,120,pos5,0.8926948,1982970,36482803
IF0000,voi,last,5,120,pos1,1.2000723,376394,36482803
IF0000,voi,last,5,120,pos0.1,1.4232888,38834,36482803
IF0000,voi,last,5,240,neg0.1,-0.457425,36559,36054233
IF0000,voi,last,5,240,neg1,-0.5694581,377875,36054233
IF0000,voi,last,5,240,neg5,-0.6045887,2007813,36054233
IF0000,voi,last,5,240,pos5,0.7892307,1958976,36054233
IF0000,voi,last,5,240,pos1,1.0053174,371422,36054233
IF0000,voi,last,5,240,pos0.1,1.1134965,38195,36054233
IF0000,voi,last,5,600,neg0.1,-0.18288635,34639,34598771
IF0000,voi,last,5,600,neg1,-0.43115836,360988,34598771
IF0000,voi,last,5,600,neg5,-0.5921857,1924383,34598771
IF0000,voi,last,5,600,pos5,0.70344245,1873741,34598771
IF0000,voi,last,5,600,pos1,0.90249515,353285,34598771
IF0000,voi,last,5,600,pos0.1,1.4508026,35947,34598771
IF0000,voi,last,20,1,neg0.1,-0.31588534,37330,36819832
IF0000,voi,last,20,1,neg1,-0.24547723,370348,36819832
IF0000,voi,last,20,1,neg5,-0.18907042,1851379,36819832
IF0000,voi,last,20,1,pos5,0.19091268,1936655,36819832
IF0000,voi,last,20,1,pos1,0.25290802,369581,36819832
IF0000,voi,last,20,1,pos0.1,0.29658812,37692,36819832
IF0000,voi,last,20,5,neg0.1,-0.7336139,37303,36807808
IF0000,voi,last,20,5,neg1,-0.5548873,370268,36807808
IF0000,voi,last,20,5,neg5,-0.43281806,1850944,36807808
IF0000,voi,last,20,5,pos5,0.44783366,1936210,36807808
IF0000,voi,last,20,5,pos1,0.5925475,369513,36807808
IF0000,voi,last,20,5,pos0.1,0.7101122,37687,36807808
IF0000,voi,last,20,20,neg0.1,-1.1212885,37250,36762435
IF0000,voi,last,20,20,neg1,-0.64264476,369982,36762435
IF0000,voi,last,20,20,neg5,-0.50225127,1849196,36762435
IF0000,voi,last,20,20,pos5,0.55095536,1934331,36762435
IF0000,voi,last,20,20,pos1,0.7419408,369175,36762435
IF0000,voi,last,20,20,pos0.1,1.0275887,37624,36762435
IF0000,voi,last,20,60,neg0.1,-1.3868364,37163,36637314
IF0000,voi,last,20,60,neg1,-0.5792582,368820,36637314
IF0000,voi,last,20,60,neg5,-0.38341975,1843833,36637314
IF0000,voi,last,20,60,pos5,0.48847407,1928086,36637314
IF0000,voi,last,20,60,pos1,0.68565816,368007,36637314
IF0000,voi,last,20,60,pos0.1,0.7556995,37503,36637314
IF0000,voi,last,20,120,neg0.1,-0.7102796,36801,36438104
IF0000,voi,last,20,120,neg1,-0.22514498,366093,36438104
IF0000,voi,last,20,120,neg5,-0.19294935,1832968,36438104
IF0000,voi,last,20,120,pos5,0.40629694,1914708,36438104
IF0000,voi,last,20,120,pos1,0.7193953,365058,36438104
IF0000,voi,last,20,120,pos0.1,0.7669331,37161,36438104
IF0000,voi,last,20,240,neg0.1,0.7136281,37364,36009988
IF0000,voi,last,20,240,neg1,0.32949448,380234,36009988
IF0000,voi,last,20,240,neg5,0.04996237,1807060,36009988
IF0000,voi,last,20,240,pos5,0.27953404,1890521,36009988
IF0000,voi,last,20,240,pos1,0.5482983,380293,36009988
IF0000,voi,last,20,240,pos0.1,0.26912305,36422,36009988
IF0000,voi,last,20,600,neg0.1,0.65556824,35110,34555962
IF0000,voi,last,20,600,neg1,0.32983404,361312,34555962
IF0000,voi,last,20,600,neg5,0.014623926,1728674,34555962
IF0000,voi,last,20,600,pos5,0.2550649,1801612,34555962
IF0000,voi,last,20,600,pos1,0.49231365,359468,34555962
IF0000,voi,last,20,600,pos0.1,0.32360795,35200,34555962
IF0000,voi,last,60,1,neg0.1,-0.18775256,36873,36699592
IF0000,voi,last,60,1,neg1,-0.123274505,371488,36699592
IF0000,voi,last,60,1,neg5,-0.09187952,1878373,36699592
IF0000,voi,last,60,1,pos5,0.09549489,1880886,36699592
IF0000,voi,last,60,1,pos1,0.125474,368140,36699592
IF0000,voi,last,60,1,pos0.1,0.1588971,37175,36699592
IF0000,voi,last,60,5,neg0.1,-0.5157632,36858,36687568
IF0000,voi,last,60,5,neg1,-0.2782949,371401,36687568
IF0000,voi,last,60,5,neg5,-0.20438145,1877915,36687568
IF0000,voi,last,60,5,pos5,0.22728525,1880364,36687568
IF0000,voi,last,60,5,pos1,0.3035202,368048,36687568
IF0000,voi,last,60,5,pos0.1,0.37067828,37167,36687568
IF0000,voi,last,60,20,neg0.1,-0.81122905,36833,36642213
IF0000,voi,last,60,20,neg1,-0.2693315,371130,36642213
IF0000,voi,last,60,20,neg5,-0.18857923,1876039,36642213
IF0000,voi,last,60,20,pos5,0.2555845,1878142,36642213
IF0000,voi,last,60,20,pos1,0.3194985,367695,36642213
IF0000,voi,last,60,20,pos0.1,0.40570658,37150,36642213
IF0000,voi,last,60,60,neg0.1,-1.3923336,36706,36517288
IF0000,voi,last,60,60,neg1,-0.2117746,369813,36517288
IF0000,voi,last,60,60,neg5,0.008062178,1869966,36517288
IF0000,voi,last,60,60,pos5,0.1687682,1870459,36517288
IF0000,voi,last,60,60,pos1,0.2850593,366415,36517288
IF0000,voi,last,60,60,pos0.1,0.31965354,37062,36517288
IF0000,voi,last,60,120,neg0.1,-0.23986559,37200,36318616
IF0000,voi,last,60,120,neg1,0.4469369,367063,36318616
IF0000,voi,last,60,120,neg5,0.30693242,1858849,36318616
IF0000,voi,last,60,120,pos5,0.065438695,1857693,36318616
IF0000,voi,last,60,120,pos1,0.09558459,363500,36318616
IF0000,voi,last,60,120,pos0.1,0.58365613,36919,36318616
IF0000,voi,last,60,240,neg0.1,1.0917456,36078,35891461
IF0000,voi,last,60,240,neg1,1.0526015,359230,35891461
IF0000,voi,last,60,240,neg5,0.499181,1828425,35891461
IF0000,voi,last,60,240,pos5,-0.00830509,1832250,35891461
IF0000,voi,last,60,240,pos1,-0.003203527,368344,35891461
IF0000,voi,last,60,240,pos0.1,-0.57376593,36060,35891461
IF0000,voi,last,60,600,neg0.1,1.6429709,35168,34440666
IF0000,voi,last,60,600,neg1,0.7376121,351190,34440666
IF0000,voi,last,60,600,neg5,0.24923542,1746714,34440666
IF0000,voi,last,60,600,pos5,0.07893859,1741455,34440666
IF0000,voi,last,60,600,pos1,0.22275355,346513,34440666
IF0000,voi,last,60,600,pos0.1,-0.020003425,35044,34440666
IF0000,voi,last,120,1,neg0.1,-0.13479461,36589,36519232
IF0000,voi,last,120,1,neg1,-0.08382805,370246,36519232
IF0000,voi,last,120,1,neg5,-0.056889866,1832699,36519232
IF0000,voi,last,120,1,pos5,0.06101664,1853773,36519232
IF0000,voi,last,120,1,pos1,0.0826525,365361,36519232
IF0000,voi,last,120,1,pos0.1,0.09666324,36922,36519232
IF0000,voi,last,120,5,neg0.1,-0.38887826,36577,36507208
IF0000,voi,last,120,5,neg1,-0.1882009,370147,36507208
IF0000,voi,last,120,5,neg5,-0.11800936,1832236,36507208
IF0000,voi,last,120,5,pos5,0.14610733,1853076,36507208
IF0000,voi,last,120,5,pos1,0.20092107,365228,36507208
IF0000,voi,last,120,5,pos0.1,0.24757572,36918,36507208
IF0000,voi,last,120,20,neg0.1,-0.50009584,36517,36461903
IF0000,voi,last,120,20,neg1,-0.14549586,369660,36461903
IF0000,voi,last,120,20,neg5,-0.052907284,1830523,36461903
IF0000,voi,last,120,20,pos5,0.15819448,1850387,36461903
IF0000,voi,last,120,20,pos1,0.2501227,364713,36461903
IF0000,voi,last,120,20,pos0.1,0.23410827,36906,36461903
IF0000,voi,last,120,60,neg0.1,-0.04135573,36851,36337141
IF0000,voi,last,120,60,neg1,0.18746418,368081,36337141
IF0000,voi,last,120,60,neg5,0.1859115,1824637,36337141
IF0000,voi,last,120,60,pos5,0.05026793,1842825,36337141
IF0000,voi,last,120,60,pos1,0.11257784,371423,36337141
IF0000,voi,last,120,60,pos0.1,0.06785501,36858,36337141
IF0000,voi,last,120,120,neg0.1,1.5979104,36467,36138925
IF0000,voi,last,120,120,neg1,0.7138967,364994,36138925
IF0000,voi,last,120,120,neg5,0.49160707,1811821,36138925
IF0000,voi,last,120,120,pos5,0.025333311,1831620,36138925
IF0000,voi,last,120,120,pos1,-0.048861682,368878,36138925
IF0000,voi,last,120,120,pos0.1,0.30052987,36612,36138925
IF0000,voi,last,120,240,neg0.1,1.4085381,35769,35712637
IF0000,voi,last,120,240,neg1,1.0194651,364704,35712637
IF0000,voi,last,120,240,neg5,0.5652516,1827795,35712637
IF0000,voi,last,120,240,pos5,0.0878267,1804827,35712637
IF0000,voi,last,120,240,pos1,0.011234158,362644,35712637
IF0000,voi,last,120,240,pos0.1,-0.44472668,36220,35712637
IF0000,voi,last,120,600,neg0.1,2.5908566,34560,34266406
IF0000,voi,last,120,600,neg1,0.5853043,344156,34266406
IF0000,voi,last,120,600,neg5,0.21672483,1750081,34266406
IF0000,voi,last,120,600,pos5,0.40626818,1754100,34266406
IF0000,voi,last,120,600,pos1,0.3434177,347964,34266406
IF0000,voi,last,120,600,pos0.1,0.7044217,34715,34266406
IF0000,voi,last,240,1,neg0.1,-0.06322422,36505,36158512
IF0000,voi,last,240,1,neg1,-0.046451706,361709,36158512
IF0000,voi,last,240,1,neg5,-0.034276176,1837807,36158512
IF0000,voi,last,240,1,pos5,0.03717786,1814198,36158512
IF0000,voi,last,240,1,pos1,0.05147505,362428,36158512
IF0000,voi,last,240,1,pos0.1,0.053341743,36463,36158512
IF0000,voi,last,240,5,neg0.1,-0.09167877,36497,36146488
IF0000,voi,last,240,5,neg1,-0.08646632,361609,36146488
IF0000,voi,last,240,5,neg5,-0.066991255,1837210,36146488
IF0000,voi,last,240,5,pos5,0.086864054,1813558,36146488
IF0000,voi,last,240,5,pos1,0.11947026,362291,36146488
IF0000,voi,last,240,5,pos0.1,0.08957762,36460,36146488
IF0000,voi,last,240,20,neg0.1,0.43592635,36380,36101213
IF0000,voi,last,240,20,neg1,0.05193068,361116,36101213
IF0000,voi,last,240,20,neg5,0.0025673767,1834947,36101213
IF0000,voi,last,240,20,pos5,0.07820514,1811147,36101213
IF0000,voi,last,240,20,pos1,0.100646816,361770,36101213
IF0000,voi,last,240,20,pos0.1,-0.16493404,36457,36101213
IF0000,voi,last,240,60,neg0.1,1.7222931,36020,35976652
IF0000,voi,last,240,60,neg1,0.52658427,364840,35976652
IF0000,voi,last,240,60,neg5,0.18143728,1827739,35976652
IF0000,voi,last,240,60,pos5,0.013207827,1804309,35976652
IF0000,voi,last,240,60,pos1,0.03396172,360288,35976652
IF0000,voi,last,240,60,pos0.1,-0.42795,36322,35976652
IF0000,voi,last,240,120,neg0.1,2.9802823,35907,35779041
IF0000,voi,last,240,120,neg1,0.92463106,361462,35779041
IF0000,voi,last,240,120,neg5,0.34976435,1814456,35779041
IF0000,voi,last,240,120,pos5,0.0855449,1793339,35779041
IF0000,voi,last,240,120,pos1,0.104518235,357861,35779041
IF0000,voi,last,240,120,pos0.1,-0.6358112,36039,35779041
IF0000,voi,last,240,240,neg0.1,1.6945347,35716,35354238
IF0000,voi,last,240,240,neg1,0.6526531,354608,35354238
IF0000,voi,last,240,240,neg5,0.36770037,1786702,35354238
IF0000,voi,last,240,240,pos5,0.38324833,1795452,35354238
IF0000,voi,last,240,240,pos1,0.49222675,357701,35354238
IF0000,voi,last,240,240,pos0.1,-0.3342086,35418,35354238
IF0000,voi,last,240,600,neg0.1,0.074153535,34024,33916703
IF0000,voi,last,240,600,neg1,0.284353,341062,33916703
IF0000,voi,last,240,600,neg5,-0.025347251,1714821,33916703
IF0000,voi,last,240,600,pos5,0.9268081,1702839,33916703
IF0000,voi,last,240,600,pos1,1.4851651,340919,33916703
IF0000,voi,last,240,600,pos0.1,3.3540394,34064,33916703
IF0000,voi,last,600,1,neg0.1,-0.04259359,35287,35076352
IF0000,voi,last,600,1,neg1,-0.028783426,351487,35076352
IF0000,voi,last,600,1,neg5,-0.018379882,1759859,35076352
IF0000,voi,last,600,1,pos5,0.022858681,1768431,35076352
IF0000,voi,last,600,1,pos1,0.02872765,353527,35076352
IF0000,voi,last,600,1,pos0.1,0.038981363,35145,35076352
IF0000,voi,last,600,5,neg0.1,-0.083241224,35283,35064328
IF0000,voi,last,600,5,neg1,-0.059272643,351410,35064328
IF0000,voi,last,600,5,neg5,-0.033746816,1759366,35064328
IF0000,voi,last,600,5,pos5,0.061943725,1767782,35064328
IF0000,voi,last,600,5,pos1,0.07325065,353403,35064328
IF0000,voi,last,600,5,pos0.1,0.10377895,35142,35064328
IF0000,voi,last,600,20,neg0.1,0.14762716,35190,35019064
IF0000,voi,last,600,20,neg1,-0.008498576,351000,35019064
IF0000,voi,last,600,20,neg5,0.0018430301,1757432,35019064
IF0000,voi,last,600,20,pos5,0.102918185,1765344,35019064
IF0000,voi,last,600,20,pos1,0.09956507,352925,35019064
IF0000,voi,last,600,20,pos0.1,0.1473058,35131,35019064
IF0000,voi,last,600,60,neg0.1,0.63525265,35186,34894983
IF0000,voi,last,600,60,neg1,0.19969204,349393,34894983
IF0000,voi,last,600,60,neg5,0.09357061,1751287,34894983
IF0000,voi,last,600,60,pos5,0.18115412,1758602,34894983
IF0000,voi,last,600,60,pos1,0.19817361,351404,34894983
IF0000,voi,last,600,60,pos0.1,0.5632978,35017,34894983
IF0000,voi,last,600,120,neg0.1,1.275686,34873,34698949
IF0000,voi,last,600,120,neg1,0.4845928,349836,34698949
IF0000,voi,last,600,120,neg5,0.17808717,1740698,34698949
IF0000,voi,last,600,120,pos5,0.35371998,1747679,34698949
IF0000,voi,last,600,120,pos1,0.5336582,348830,34698949
IF0000,voi,last,600,120,pos0.1,1.4926066,34896,34698949
IF0000,voi,last,600,240,neg0.1,0.90735006,34571,34280146
IF0000,voi,last,600,240,neg1,0.3252104,346016,34280146
IF0000,voi,last,600,240,neg5,0.19152768,1718373,34280146
IF0000,voi,last,600,240,pos5,0.69369507,1722532,34280146
IF0000,voi,last,600,240,pos1,1.4369926,343690,34280146
IF0000,voi,last,600,240,pos0.1,3.6034489,34331,34280146
IF0000,voi,last,600,600,neg0.1,-0.37322515,33031,32866382
IF0000,voi,last,600,600,neg1,-0.9054983,331190,32866382
IF0000,voi,last,600,600,neg5,-0.3937751,1645203,32866382
IF0000,voi,last,600,600,pos5,1.2485036,1650387,32866382
IF0000,voi,last,600,600,pos1,3.363916,330156,32866382
IF0000,voi,last,600,600,pos0.1,7.274004,33036,32866382
IF0000,oir,last,1,1,neg0.1,-0.20787826,38181,36879952
IF0000,oir,last,1,1,neg1,-0.1750472,372271,36879952
IF0000,oir,last,1,1,neg5,-0.14208013,2187118,36879952
IF0000,oir,last,1,1,pos5,0.13777405,2181013,36879952
IF0000,oir,last,1,1,pos1,0.16293557,369373,36879952
IF0000,oir,last,1,1,pos0.1,0.19410416,37959,36879952
IF0000,oir,last,1,5,neg0.1,-0.28149816,38153,36867923
IF0000,oir,last,1,5,neg1,-0.16565686,372022,36867923
IF0000,oir,last,1,5,neg5,-0.17266163,2186027,36867923
IF0000,oir,last,1,5,pos5,0.16612105,2180109,36867923
IF0000,oir,last,1,5,pos1,0.15536535,369175,36867923
IF0000,oir,last,1,5,pos0.1,0.2534803,37928,36867923
IF0000,oir,last,1,20,neg0.1,-0.38654757,38060,36822509
IF0000,oir,last,1,20,neg1,-0.11058029,371124,36822509
IF0000,oir,last,1,20,neg5,-0.1381287,2182175,36822509
IF0000,oir,last,1,20,pos5,0.12910202,2176759,36822509
IF0000,oir,last,1,20,pos1,0.072628684,368477,36822509
IF0000,oir,last,1,20,pos0.1,0.26304114,37861,36822509
IF0000,oir,last,1,60,neg0.1,-0.2607591,37782,36697157
IF0000,oir,last,1,60,neg1,-0.032115553,368731,36697157
IF0000,oir,last,1,60,neg5,-0.08077004,2171486,36697157
IF0000,oir,last,1,60,pos5,0.07050583,2167452,36697157
IF0000,oir,last,1,60,pos1,-0.04747189,367270,36697157
IF0000,oir,last,1,60,pos0.1,-0.0882267,37653,36697157
IF0000,oir,last,1,120,neg0.1,-0.06730435,37427,36497701
IF0000,oir,last,1,120,neg1,0.09097759,364980,36497701
IF0000,oir,last,1,120,neg5,-0.03322178,2154460,36497701
IF0000,oir,last,1,120,pos5,0.062764086,2152027,36497701
IF0000,oir,last,1,120,pos1,-0.02921534,421354,36497701
IF0000,oir,last,1,120,pos0.1,-0.12869136,37283,36497701
IF0000,oir,last,1,240,neg0.1,0.056515813,36680,36068946
IF0000,oir,last,1,240,neg1,0.32458475,361582,36068946
IF0000,oir,last,1,240,neg5,0.047967367,2121067,36068946
IF0000,oir,last,1,240,pos5,0.01962903,2119463,36068946
IF0000,oir,last,1,240,pos1,-0.01383914,413465,36068946
IF0000,oir,last,1,240,pos0.1,0.0024904215,36540,36068946
IF0000,oir,last,1,600,neg0.1,1.0297152,36547,34612977
IF0000,oir,last,1,600,neg1,0.6735617,393618,34612977
IF0000,oir,last,1,600,neg5,0.14202553,2016553,34612977
IF0000,oir,last,1,600,pos5,-0.10560185,2019065,34612977
IF0000,oir,last,1,600,pos1,-0.15486251,390992,34612977
IF0000,oir,last,1,600,pos0.1,0.030536436,36612,34612977
IF0000,oir,last,5,1,neg0.1,-0.07201562,36867,36864922
IF0000,oir,last,5,1,neg1,-0.048703026,368704,36864922
IF0000,oir,last,5,1,neg5,-0.042650927,1843852,36864922
IF0000,oir,last,5,1,pos5,0.037151847,1843300,36864922
IF0000,oir,last,5,1,pos1,0.034471817,368707,36864922
IF0000,oir,last,5,1,pos0.1,0.06683303,36868,36864922
IF0000,oir,last,5,5,neg0.1,-0.08381495,36855,36852896
IF0000,oir,last,5,5,neg1,-0.03813919,368571,36852896
IF0000,oir,last,5,5,neg5,-0.05225893,1842996,36852896
IF0000,oir,last,5,5,pos5,0.035078283,1842650,36852896
IF0000,oir,last,5,5,pos1,0.00091987336,368529,36852896
IF0000,oir,last,5,5,pos0.1,0.0111524165,36853,36852896
IF0000,oir,last,5,20,neg0.1,0.082343996,36809,36807510
IF0000,oir,last,5,20,neg1,0.078052774,368648,36807510
IF0000,oir,last,5,20,neg5,0.014865705,1843774,36807510
IF0000,oir,last,5,20,pos5,-0.04515352,1840388,36807510
IF0000,oir,last,5,20,pos1,-0.18943913,368076,36807510
IF0000,oir,last,5,20,pos0.1,-0.24436295,36810,36807510
IF0000,oir,last,5,60,neg0.1,0.17340457,36683,36682219
IF0000,oir,last,5,60,neg1,0.19761847,366823,36682219
IF0000,oir,last,5,60,neg5,0.09516725,1834875,36682219
IF0000,oir,last,5,60,pos5,-0.13286316,1834233,36682219
IF0000,oir,last,5,60,pos1,-0.31105605,366831,36682219
IF0000,oir,last,5,60,pos0.1,-0.5303819,36683,36682219
IF0000,oir,last,5,120,neg0.1,0.22475882,36488,36482803
IF0000,oir,last,5,120,neg1,0.26907885,364841,36482803
IF0000,oir,last,5,120,neg5,0.14966236,1824146,36482803
IF0000,oir,last,5,120,pos5,-0.15672144,1824141,36482803
IF0000,oir,last,5,120,pos1,-0.36536568,364829,36482803
IF0000,oir,last,5,120,pos0.1,-0.62508565,36483,36482803
IF0000,oir,last,5,240,neg0.1,0.6467064,36055,36054233
IF0000,oir,last,5,240,neg1,0.46921727,360543,36054233
IF0000,oir,last,5,240,neg5,0.25729263,1806962,36054233
IF0000,oir,last,5,240,pos5,-0.20908175,1806743,36054233
IF0000,oir,last,5,240,pos1,-0.4121367,360543,36054233
IF0000,oir,last,5,240,pos0.1,-0.74064624,36055,36054233
IF0000,oir,last,5,600,neg0.1,1.3716581,34599,34598771
IF0000,oir,last,5,600,neg1,0.8465614,346008,34598771
IF0000,oir,last,5,600,neg5,0.37442318,1729941,34598771
IF0000,oir,last,5,600,pos5,-0.3818398,1729948,34598771
IF0000,oir,last,5,600,pos1,-0.6478881,345998,34598771
IF0000,oir,last,5,600,pos0.1,-0.80366486,34599,34598771
IF0000,oir,last,20,1,neg0.1,-0.012466051,36820,36819832
IF0000,oir,last,20,1,neg1,-0.008326996,368200,36819832
IF0000,oir,last,20,1,neg5,-0.013093485,1840992,36819832
IF0000,oir,last,20,1,pos5,0.010523674,1840992,36819832
IF0000,oir,last,20,1,pos1,0.002987515,368199,36819832
IF0000,oir,last,20,1,pos0.1,0.004454101,36820,36819832
IF0000,oir,last,20,5,neg0.1,0.026244294,36808,36807808
IF0000,oir,last,20,5,neg1,0.024424104,368079,36807808
IF0000,oir,last,20,5,neg5,-0.001647476,1840391,36807808
IF0000,oir,last,20,5,pos5,-0.01100853,1840391,36807808
IF0000,oir,last,20,5,pos1,-0.055227276,368079,36807808
IF0000,oir,last,20,5,pos0.1,-0.069169745,36808,36807808
IF0000,oir,last,20,20,neg0.1,0.28498763,36763,36762435
IF0000,oir,last,20,20,neg1,0.19087385,367625,36762435
IF0000,oir,last,20,20,neg5,0.07540343,1838126,36762435
IF0000,oir,last,20,20,pos5,-0.109535165,1838122,36762435
IF0000,oir,last,20,20,pos1,-0.26687792,367625,36762435
IF0000,oir,last,20,20,pos0.1,-0.39931452,36763,36762435
IF0000,oir,last,20,60,neg0.1,0.35048312,36638,36637314
IF0000,oir,last,20,60,neg1,0.2943596,366375,36637314
IF0000,oir,last,20,60,neg5,0.1706331,1831866,36637314
IF0000,oir,last,20,60,pos5,-0.20734473,1831872,36637314
IF0000,oir,last,20,60,pos1,-0.4508453,366374,36637314
IF0000,oir,last,20,60,pos0.1,-0.55316883,36638,36637314
IF0000,oir,last,20,120,neg0.1,0.35774857,36439,36438104
IF0000,oir,last,20,120,neg1,0.44525525,364382,36438104
IF0000,oir,last,20,120,neg5,0.21812102,1821906,36438104
IF0000,oir,last,20,120,pos5,-0.24044569,1821925,36438104
IF0000,oir,last,20,120,pos1,-0.5745948,364382,36438104
