code,rank,q,mpb,n_total,cum1,cum5,cum10,cum20
IC0000,308718,0.05276318913090405,-3.5,5851011,717212.0,1.179036e+06,1.261849e+06,1.281914e+06
IC0000,310182,0.053013402299192394,-3.5,5851011,719604.0,1.18278e+06,1.265701e+06,1.286476e+06
IC0000,311645,0.05326344455684667,-3.5,5851011,721918.0,1.185681e+06,1.268477e+06,1.288538e+06
IC0000,313108,0.053513486814500945,-3.5,5851011,724991.0,1.188698e+06,1.272016e+06,1.292119e+06
IC0000,314571,0.053763529072155224,-3.5,5851011,727463.0,1.192227e+06,1.275974e+06,1.296384e+06
IC0000,316034,0.054013571329809495,-3.5,5851011,729958.0,1.19596e+06,1.279591e+06,1.299658e+06
IC0000,317497,0.054263613587463774,-3.5,5851011,731530.0,1.199536e+06,1.283258e+06,1.303911e+06
IC0000,318960,0.054513655845118046,-3.5,5851011,733083.0,1.203099e+06,1.287429e+06,1.308549e+06
IC0000,320423,0.054763698102772325,-3.5,5851011,734490.0,1.206529e+06,1.291282e+06,1.312407e+06
IC0000,321887,0.05501391127106068,-3.5,5851011,735705.0,1.209629e+06,1.295164e+06,1.316527e+06
IC0000,323350,0.05526395352871495,-3.5,5851011,737227.0,1.212787e+06,1.298666e+06,1.320268e+06
IC0000,324813,0.05551399578636923,-3.5,5851011,738899.0,1.216041e+06,1.302096e+06,1.324122e+06
IC0000,326276,0.0557640380440235,-3.5,5851011,740475.0,1.2194e+06,1.305713e+06,1.327758e+06
IC0000,327739,0.05601408030167778,-3.5,5851011,742203.0,1.223125e+06,1.309657e+06,1.331902e+06
IC0000,329202,0.05626412255933205,-3.5,5851011,744531.0,1.226985e+06,1.313755e+06,1.336083e+06
IC0000,330665,0.05651416481698633,-3.5,5851011,746405.0,1.230537e+06,1.317593e+06,1.340145e+06
IC0000,332128,0.0567642070746406,-3.5,5851011,747802.0,1.234232e+06,1.321787e+06,1.344265e+06
IC0000,333591,0.05701424933229488,-3.5,5851011,749143.0,1.23758e+06,1.325573e+06,1.348122e+06
IC0000,335055,0.05726446250058323,-3.5,5851011,750717.0,1.241062e+06,1.329344e+06,1.352442e+06
IC0000,336518,0.05751450475823751,-3.5,5851011,752555.0,1.24509e+06,1.333925e+06,1.357197e+06
IC0000,337981,0.05776454701589178,-3.5,5851011,754150.0,1.24856e+06,1.337828e+06,1.36116e+06
IC0000,339444,0.05801458927354606,-3.5,5851011,755907.0,1.252139e+06,1.341888e+06,1.365669e+06
IC0000,340907,0.05826463153120033,-3.5,5851011,758004.0,1.255949e+06,1.345976e+06,1.369812e+06
IC0000,342370,0.05851467378885461,-3.5,5851011,760844.0,1.260208e+06,1.350927e+06,1.376055e+06
IC0000,343833,0.05876471604650889,-3.5,5851011,764055.0,1.262782e+06,1.352901e+06,1.377497e+06
IC0000,345296,0.05901475830416316,-3.5,5851011,766178.0,1.265973e+06,1.356221e+06,1.380598e+06
IC0000,346760,0.059264971472451515,-3.5,5851011,768083.0,1.268793e+06,1.359071e+06,1.383398e+06
IC0000,348223,0.05951501373010579,-3.5,5851011,770268.0,1.272132e+06,1.362696e+06,1.387209e+06
IC0000,349686,0.059765055987760066,-3.5,5851011,772618.0,1.275504e+06,1.366159e+06,1.391092e+06
IC0000,351149,0.06001509824541434,-3.5,5851011,775100.0,1.278552e+06,1.369188e+06,1.394123e+06
