code,rank,q,voi,n_total,cum1,cum5,cum10,cum20
IH0000,1717047,0.3455863868855468,-1.0,4968503,-182122.0,-503031.0,-626182.0,-676525.0
IH0000,1718290,0.34583656284397934,-1.0,4968503,-182199.0,-503087.0,-626227.0,-676483.0
IH0000,1719532,0.3460865375345451,-1.0,4968503,-182284.0,-503326.0,-626596.0,-676859.0
IH0000,1720775,0.3463367134929777,-1.0,4968503,-182295.0,-503362.0,-626679.0,-676988.0
IH0000,1722017,0.34658668818354343,-1.0,4968503,-182432.0,-503641.0,-627001.0,-677279.0
IH0000,1723259,0.34683666287410914,-1.0,4968503,-182507.0,-503838.0,-626987.0,-676864.0
IH0000,1724502,0.3470868388325417,-1.0,4968503,-182501.0,-503852.0,-627060.0,-676922.0
IH0000,1725744,0.34733681352310747,-1.0,4968503,-182613.0,-504292.0,-627566.0,-677318.0
IH0000,1726987,0.34758698948154,-1.0,4968503,-182682.0,-504651.0,-628222.0,-678334.0
IH0000,1728229,0.34783696417210574,-1.0,4968503,-182760.0,-504949.0,-628730.0,-679053.0
IH0000,1729472,0.3480871401305383,-1.0,4968503,-182786.0,-505078.0,-629049.0,-679528.0
IH0000,1730714,0.3483371148211041,-1.0,4968503,-182947.0,-505369.0,-629302.0,-679827.0
IH0000,1731956,0.34858708951166983,-1.0,4968503,-182995.0,-505677.0,-629719.0,-680296.0
IH0000,1733199,0.34883726547010235,-1.0,4968503,-183147.0,-506215.0,-630496.0,-680968.0
IH0000,1734441,0.3490872401606681,-1.0,4968503,-183044.0,-506134.0,-630306.0,-680814.0
IH0000,1735684,0.3493374161191007,-1.0,4968503,-183389.0,-507080.0,-632015.0,-683057.0
IH0000,1736926,0.3495873908096664,-1.0,4968503,-183602.0,-507830.0,-633179.0,-684139.0
IH0000,1738169,0.34983756676809896,-1.0,4968503,-184381.0,-509908.0,-636940.0,-690769.0
IH0000,1739411,0.3500875414586647,-1.0,4968503,-184689.0,-510593.0,-638118.0,-692162.0
IH0000,1740653,0.3503375161492305,-1.0,4968503,-185559.0,-513675.0,-641849.0,-696818.0
IH0000,1741896,0.350587692107663,-1.0,4968503,-186083.0,-515568.0,-643939.0,-698433.0
IH0000,1743138,0.35083766679822875,-1.0,4968503,-186394.0,-516380.0,-645163.0,-698648.0
IH0000,1744381,0.35108784275666133,-1.0,4968503,-186578.0,-517419.0,-646738.0,-699781.0
IH0000,1745623,0.3513378174472271,-1.0,4968503,-186867.0,-519568.0,-648831.0,-700875.0
IH0000,1746866,0.3515879934056596,-1.0,4968503,-187685.0,-522280.0,-653381.0,-706964.0
IH0000,1748108,0.35183796809622536,-1.0,4968503,-188374.0,-525965.0,-657962.0,-710875.0
IH0000,1749351,0.35208814405465794,-1.0,4968503,-189486.0,-528344.0,-661363.0,-715596.0
IH0000,1750593,0.35233811874522364,-1.0,4968503,-190010.0,-530092.0,-664166.0,-719377.0
IH0000,1751835,0.3525880934357894,-1.0,4968503,-190570.0,-531280.0,-665769.0,-721126.0
IH0000,1753078,0.35283826939422197,-1.0,4968503,-191988.0,-534928.0,-670008.0,-726703.0
IH0000,1754320,0.35308824408478773,-1.0,4968503,-192760.0,-537658.0,-673105.0,-729325.0
IH0000,1755563,0.35333842004322025,-1.0,4968503,-193327.0,-539413.0,-675346.0,-731546.0
IH0000,1756805,0.353588394733786,-1.0,4968503,-193893.0,-541009.0,-677946.0,-734662.0
IH0000,1758048,0.3538385706922186,-1.0,4968503,-194294.0,-542564.0,-680058.0,-738648.0
IH0000,1759290,0.35408854538278434,-1.0,4968503,-195168.0,-545356.0,-682460.0,-741394.0
IH0000,1760532,0.35433852007335004,-1.0,4968503,-195688.0,-546553.0,-683492.0,-741909.0
IH0000,1761775,0.3545886960317826,-1.0,4968503,-196251.0,-547717.0,-684875.0,-743667.0
IH0000,1763017,0.35483867072234837,-1.0,4968503,-196811.0,-549477.0,-687385.0,-746943.0
IH0000,1764260,0.3550888466807809,-1.0,4968503,-197206.0,-550597.0,-688564.0,-749002.0
IH0000,1765502,0.35533882137134665,-1.0,4968503,-197882.0,-552178.0,-690025.0,-750903.0
IH0000,1766745,0.3555889973297792,-1.0,4968503,-198448.0,-553688.0,-691750.0,-752789.0
IH0000,1767987,0.355838972020345,-1.0,4968503,-198848.0,-554822.0,-693309.0,-754415.0
IH0000,1769230,0.3560891479787775,-1.0,4968503,-199551.0,-556616.0,-695539.0,-757264.0
IH0000,1770472,0.35633912266934326,-1.0,4968503,-200162.0,-557843.0,-696758.0,-758536.0
IH0000,1771714,0.356589097359909,-1.0,4968503,-200833.0,-559463.0,-698596.0,-761224.0
IH0000,1772957,0.3568392733183416,-1.0,4968503,-201274.0,-560401.0,-699504.0,-761942.0
IH0000,1774199,0.3570892480089073,-1.0,4968503,-201619.0,-561385.0,-700690.0,-763506.0
IH0000,1775442,0.35733942396733986,-1.0,4968503,-201907.0,-562009.0,-701335.0,-764064.0
IH0000,1776684,0.3575893986579056,-1.0,4968503,-202258.0,-562479.0,-701764.0,-764287.0
IH0000,1777927,0.35783957461633814,-1.0,4968503,-202640.0,-563058.0,-702397.0,-764899.0
IH0000,1779169,0.3580895493069039,-1.0,4968503,-203003.0,-563794.0,-703110.0,-765672.0
IH0000,1780411,0.35833952399746966,-1.0,4968503,-203381.0,-564430.0,-703909.0,-766973.0
IH0000,1781654,0.35858969995590223,-1.0,4968503,-203727.0,-564705.0,-703942.0,-766605.0
IH0000,1782896,0.358839674646468,-1.0,4968503,-204106.0,-565635.0,-704928.0,-767416.0
IH0000,1784139,0.3590898506049005,-1.0,4968503,-204411.0,-566560.0,-706117.0,-768740.0
IH0000,1785381,0.35933982529546626,-1.0,4968503,-204642.0,-567166.0,-706974.0,-769689.0
IH0000,1786624,0.3595900012538988,-1.0,4968503,-204893.0,-567992.0,-707982.0,-770773.0
IH0000,1787866,0.35983997594446454,-1.0,4968503,-205285.0,-568977.0,-709032.0,-772075.0
IH0000,1789108,0.3600899506350303,-1.0,4968503,-205546.0,-569579.0,-709671.0,-772760.0
IH0000,1790351,0.3603401265934629,-1.0,4968503,-205600.0,-570014.0,-710450.0,-774116.0
IH0000,1791593,0.36059010128402863,-1.0,4968503,-205665.0,-570365.0,-711064.0,-774851.0
IH0000,1792836,0.36084027724246115,-1.0,4968503,-205853.0,-570969.0,-711613.0,-775457.0
IH0000,1794078,0.3610902519330269,-1.0,4968503,-206113.0,-571671.0,-712366.0,-776385.0
IH0000,1795321,0.3613404278914595,-1.0,4968503,-206269.0,-572295.0,-713326.0,-777212.0
IH0000,1796563,0.3615904025820252,-1.0,4968503,-206367.0,-572948.0,-714280.0,-778011.0
IH0000,1797806,0.36184057854045776,-1.0,4968503,-206656.0,-574047.0,-715818.0,-780216.0
IH0000,1799048,0.3620905532310235,-1.0,4968503,-207072.0,-575081.0,-716848.0,-781639.0
IH0000,1800290,0.3623405279215893,-1.0,4968503,-207470.0,-576202.0,-717639.0,-782153.0
IH0000,1801533,0.3625907038800218,-1.0,4968503,-207676.0,-577047.0,-718579.0,-783146.0
IH0000,1802775,0.36284067857058755,-1.0,4968503,-207867.0,-577296.0,-718786.0,-783139.0
IH0000,1804018,0.3630908545290201,-1.0,4968503,-208267.0,-578298.0,-719744.0,-784411.0
IH0000,1805260,0.3633408292195859,-1.0,4968503,-208465.0,-578938.0,-720414.0,-785000.0
IH0000,1806503,0.3635910051780184,-1.0,4968503,-208725.0,-579668.0,-721086.0,-785634.0
IH0000,1807745,0.36384097986858416,-1.0,4968503,-208875.0,-580043.0,-721291.0,-785664.0
IH0000,1808987,0.3640909545591499,-1.0,4968503,-209138.0,-580361.0,-721678.0,-785845.0
IH0000,1810230,0.36434113051758243,-1.0,4968503,-209386.0,-580680.0,-721990.0,-786149.0
IH0000,1811472,0.3645911052081482,-1.0,4968503,-209637.0,-581206.0,-722408.0,-786544.0
IH0000,1812715,0.36484128116658077,-1.0,4968503,-209684.0,-581502.0,-722792.0,-786850.0
IH0000,1813957,0.3650912558571465,-1.0,4968503,-209860.0,-581822.0,-723158.0,-787405.0
IH0000,1815200,0.36534143181557904,-1.0,4968503,-210005.0,-582220.0,-723527.0,-787906.0
IH0000,1816442,0.3655914065061448,-1.0,4968503,-210142.0,-582539.0,-723935.0,-788339.0
IH0000,1817685,0.3658415824645774,-1.0,4968503,-210299.0,-582812.0,-724147.0,-788392.0
IH0000,1818927,0.36609155715514313,-1.0,4968503,-210427.0,-583181.0,-724374.0,-788733.0
IH0000,1820169,0.36634153184570883,-1.0,4968503,-210645.0,-583572.0,-724836.0,-789072.0
IH0000,1821412,0.3665917078041414,-1.0,4968503,-210833.0,-584003.0,-725325.0,-789556.0
IH0000,1822654,0.36684168249470717,-1.0,4968503,-210942.0,-584299.0,-725673.0,-790055.0
IH0000,1823897,0.3670918584531397,-1.0,4968503,-211108.0,-584738.0,-726138.0,-790607.0
IH0000,1825139,0.36734183314370544,-1.0,4968503,-211294.0,-585267.0,-726725.0,-791420.0
IH0000,1826382,0.367592009102138,-1.0,4968503,-211450.0,-585627.0,-727055.0,-791798.0
IH0000,1827624,0.3678419837927038,-1.0,4968503,-211534.0,-585890.0,-727273.0,-791981.0
IH0000,1828866,0.36809195848326953,-1.0,4968503,-211661.0,-586130.0,-727633.0,-792428.0
IH0000,1830109,0.36834213444170205,-1.0,4968503,-211718.0,-586294.0,-727970.0,-792931.0
IH0000,1831351,0.3685921091322678,-1.0,4968503,-211819.0,-586563.0,-728361.0,-793531.0
IH0000,1832594,0.3688422850907004,-1.0,4968503,-211939.0,-586925.0,-728825.0,-794007.0
IH0000,1833836,0.3690922597812661,-1.0,4968503,-212053.0,-587197.0,-729219.0,-794579.0
IH0000,1835079,0.36934243573969866,-1.0,4968503,-212198.0,-587492.0,-729573.0,-795074.0
IH0000,1836321,0.3695924104302644,-1.0,4968503,-212273.0,-587702.0,-729812.0,-795462.0
IH0000,1837564,0.36984258638869694,-1.0,4968503,-212358.0,-588001.0,-730228.0,-796077.0
IH0000,1838806,0.3700925610792627,-1.0,4968503,-212576.0,-588475.0,-730770.0,-796683.0
IH0000,1840048,0.37034253576982845,-1.0,4968503,-212828.0,-589080.0,-731616.0,-797665.0
IH0000,1841291,0.370592711728261,-1.0,4968503,-212918.0,-589371.0,-731958.0,-797929.0
IH0000,1842533,0.3708426864188268,-1.0,4968503,-213034.0,-589587.0,-732242.0,-798277.0
IH0000,1843776,0.3710928623772593,-1.0,4968503,-213382.0,-590215.0,-732943.0,-798709.0
IH0000,1845018,0.37134283706782506,-1.0,4968503,-213534.0,-590663.0,-733468.0,-799439.0
IH0000,1846261,0.37159301302625763,-1.0,4968503,-213672.0,-591039.0,-733991.0,-799948.0
IH0000,1847503,0.37184298771682334,-1.0,4968503,-213806.0,-591304.0,-734343.0,-800527.0
IH0000,1848745,0.3720929624073891,-1.0,4968503,-214003.0,-591674.0,-734692.0,-800720.0
IH0000,1849988,0.37234313836582167,-1.0,4968503,-214128.0,-591987.0,-735000.0,-800900.0
IH0000,1851230,0.3725931130563874,-1.0,4968503,-214205.0,-592155.0,-735152.0,-800834.0
IH0000,1852473,0.37284328901481995,-1.0,4968503,-214355.0,-592396.0,-735153.0,-800476.0
IH0000,1853715,0.3730932637053857,-1.0,4968503,-214603.0,-592996.0,-735929.0,-801274.0
IH0000,1854958,0.3733434396638183,-1.0,4968503,-214800.0,-593367.0,-736352.0,-801667.0
IH0000,1856200,0.373593414354384,-1.0,4968503,-214943.0,-593592.0,-736745.0,-801995.0
IH0000,1857442,0.37384338904494974,-1.0,4968503,-215060.0,-593788.0,-736879.0,-802030.0
IH0000,1858685,0.3740935650033823,-1.0,4968503,-215282.0,-594297.0,-737603.0,-802637.0
IH0000,1859927,0.37434353969394807,-1.0,4968503,-215572.0,-594934.0,-738130.0,-803113.0
IH0000,1861170,0.3745937156523806,-1.0,4968503,-215661.0,-595323.0,-738643.0,-803556.0
IH0000,1862412,0.37484369034294635,-1.0,4968503,-215810.0,-595440.0,-738833.0,-803421.0
IH0000,1863655,0.3750938663013789,-1.0,4968503,-216066.0,-595968.0,-739318.0,-803731.0
IH0000,1864897,0.3753438409919447,-1.0,4968503,-216214.0,-596301.0,-739613.0,-803993.0
IH0000,1866140,0.3755940169503772,-1.0,4968503,-216286.0,-596631.0,-739900.0,-804013.0
IH0000,1867382,0.37584399164094295,-1.0,4968503,-216440.0,-596996.0,-740495.0,-804730.0
IH0000,1868624,0.3760939663315087,-1.0,4968503,-216700.0,-597736.0,-741326.0,-805611.0
IH0000,1869867,0.37634414228994123,-1.0,4968503,-216902.0,-598327.0,-742091.0,-806336.0
IH0000,1871109,0.376594116980507,-1.0,4968503,-217132.0,-598824.0,-742861.0,-807509.0
IH0000,1872352,0.37684429293893956,-1.0,4968503,-217305.0,-599188.0,-743400.0,-808172.0
IH0000,1873594,0.3770942676295053,-1.0,4968503,-217477.0,-599682.0,-743766.0,-808630.0
IH0000,1874837,0.37734444358793784,-1.0,4968503,-217574.0,-599968.0,-744212.0,-809055.0
IH0000,1876079,0.3775944182785036,-1.0,4968503,-217671.0,-600272.0,-744597.0,-809382.0
IH0000,1877321,0.37784439296906935,-1.0,4968503,-217821.0,-600772.0,-745340.0,-810090.0
IH0000,1878564,0.37809456892750193,-1.0,4968503,-218054.0,-601174.0,-745931.0,-810779.0
IH0000,1879806,0.37834454361806763,-1.0,4968503,-218298.0,-601754.0,-746647.0,-811852.0
IH0000,1881049,0.3785947195765002,-1.0,4968503,-218448.0,-601990.0,-746886.0,-812188.0
IH0000,1882291,0.37884469426706596,-1.0,4968503,-218641.0,-602406.0,-747314.0,-812383.0
IH0000,1883534,0.3790948702254985,-1.0,4968503,-218745.0,-602769.0,-747795.0,-813009.0
IH0000,1884776,0.37934484491606424,-1.0,4968503,-218863.0,-602938.0,-747992.0,-813208.0
IH0000,1886019,0.3795950208744968,-1.0,4968503,-218940.0,-603103.0,-748102.0,-813146.0
IH0000,1887261,0.37984499556506257,-1.0,4968503,-218987.0,-603339.0,-748314.0,-813485.0
IH0000,1888503,0.38009497025562833,-1.0,4968503,-219026.0,-603493.0,-748586.0,-813844.0
IH0000,1889746,0.38034514621406085,-1.0,4968503,-219140.0,-603858.0,-748992.0,-814439.0
IH0000,1890988,0.3805951209046266,-1.0,4968503,-219301.0,-604129.0,-749278.0,-814837.0
IH0000,1892231,0.3808452968630592,-1.0,4968503,-219427.0,-604469.0,-749669.0,-815151.0
IH0000,1893473,0.3810952715536249,-1.0,4968503,-219612.0,-604833.0,-750034.0,-815615.0
IH0000,1894716,0.38134544751205746,-1.0,4968503,-219556.0,-604871.0,-750282.0,-816145.0
IH0000,1895958,0.3815954222026232,-1.0,4968503,-219763.0,-605331.0,-750861.0,-816858.0
IH0000,1897200,0.38184539689318897,-1.0,4968503,-219803.0,-605562.0,-751085.0,-816995.0
IH0000,1898443,0.3820955728516215,-1.0,4968503,-219987.0,-606017.0,-751687.0,-817664.0
IH0000,1899685,0.38234554754218725,-1.0,4968503,-220113.0,-606500.0,-752335.0,-818575.0
IH0000,1900928,0.3825957235006198,-1.0,4968503,-220196.0,-606808.0,-752705.0,-819002.0
IH0000,1902170,0.3828456981911856,-1.0,4968503,-220341.0,-607045.0,-753076.0,-819103.0
IH0000,1903413,0.3830958741496181,-1.0,4968503,-220476.0,-607360.0,-753518.0,-819624.0
IH0000,1904655,0.38334584884018386,-1.0,4968503,-220614.0,-607848.0,-753994.0,-819986.0
IH0000,1905897,0.3835958235307496,-1.0,4968503,-220705.0,-608030.0,-754011.0,-819910.0
IH0000,1907140,0.38384599948918213,-1.0,4968503,-220791.0,-608226.0,-754127.0,-819861.0
IH0000,1908382,0.3840959741797479,-1.0,4968503,-220864.0,-608438.0,-754355.0,-820167.0
IH0000,1909625,0.38434615013818046,-1.0,4968503,-220910.0,-608566.0,-754447.0,-820141.0
IH0000,1910867,0.3845961248287462,-1.0,4968503,-221033.0,-608727.0,-754576.0,-820368.0
IH0000,1912110,0.38484630078717874,-1.0,4968503,-221070.0,-608793.0,-754742.0,-820403.0
IH0000,1913352,0.3850962754777445,-1.0,4968503,-221110.0,-609020.0,-755024.0,-820617.0
IH0000,1914595,0.3853464514361771,-1.0,4968503,-221215.0,-609188.0,-755193.0,-820707.0
IH0000,1915837,0.38559642612674283,-1.0,4968503,-221326.0,-609323.0,-755328.0,-820971.0
IH0000,1917079,0.38584640081730853,-1.0,4968503,-221442.0,-609512.0,-755641.0,-821313.0
IH0000,1918322,0.3860965767757411,-1.0,4968503,-221578.0,-609900.0,-756108.0,-821709.0
IH0000,1919564,0.38634655146630686,-1.0,4968503,-221696.0,-610348.0,-756756.0,-822607.0
IH0000,1920807,0.3865967274247394,-1.0,4968503,-221829.0,-610544.0,-757010.0,-823176.0
IH0000,1922049,0.38684670211530514,-1.0,4968503,-222001.0,-610850.0,-757396.0,-823552.0
IH0000,1923292,0.3870968780737377,-1.0,4968503,-222122.0,-611218.0,-757856.0,-824051.0
IH0000,1924534,0.3873468527643035,-1.0,4968503,-222281.0,-611314.0,-757916.0,-823883.0
IH0000,1925776,0.38759682745486923,-1.0,4968503,-222325.0,-611460.0,-758099.0,-823976.0
IH0000,1927019,0.38784700341330175,-1.0,4968503,-222458.0,-611773.0,-758465.0,-824597.0
IH0000,1928261,0.3880969781038675,-1.0,4968503,-222505.0,-611879.0,-758599.0,-824650.0
IH0000,1929504,0.3883471540623,-1.0,4968503,-222603.0,-612016.0,-758724.0,-824562.0
IH0000,1930746,0.3885971287528658,-1.0,4968503,-222689.0,-612155.0,-758911.0,-824523.0
IH0000,1931989,0.38884730471129836,-1.0,4968503,-222755.0,-612387.0,-759209.0,-824696.0
IH0000,1933231,0.3890972794018641,-1.0,4968503,-222867.0,-612485.0,-759360.0,-824683.0
IH0000,1934474,0.38934745536029663,-1.0,4968503,-222888.0,-612753.0,-759729.0,-825377.0
IH0000,1935716,0.3895974300508624,-1.0,4968503,-222948.0,-612845.0,-759842.0,-825753.0
IH0000,1936958,0.38984740474142815,-1.0,4968503,-223054.0,-613006.0,-759927.0,-825663.0
IH0000,1938201,0.3900975806998607,-1.0,4968503,-223126.0,-613136.0,-760088.0,-825760.0
IH0000,1939443,0.3903475553904264,-1.0,4968503,-223186.0,-613253.0,-760316.0,-826073.0
IH0000,1940686,0.390597731348859,-1.0,4968503,-223346.0,-613524.0,-760596.0,-826228.0
IH0000,1941928,0.39084770603942476,-1.0,4968503,-223472.0,-613898.0,-761145.0,-826954.0
IH0000,1943171,0.3910978819978573,-1.0,4968503,-223566.0,-613947.0,-761304.0,-826938.0
IH0000,1944413,0.39134785668842303,-1.0,4968503,-223621.0,-614089.0,-761535.0,-827195.0
IH0000,1945655,0.3915978313789888,-1.0,4968503,-223770.0,-614433.0,-761953.0,-827666.0
IH0000,1946898,0.39184800733742137,-1.0,4968503,-223871.0,-614645.0,-762161.0,-827788.0
IH0000,1948140,0.3920979820279871,-1.0,4968503,-224140.0,-615324.0,-763210.0,-829239.0
IH0000,1949383,0.39234815798641964,-1.0,4968503,-224333.0,-615789.0,-763813.0,-829894.0
IH0000,1950625,0.3925981326769854,-1.0,4968503,-224415.0,-615943.0,-764065.0,-830261.0
IH0000,1951868,0.392848308635418,-1.0,4968503,-224441.0,-616228.0,-764566.0,-830924.0
IH0000,1953110,0.3930982833259837,-1.0,4968503,-224544.0,-616479.0,-764717.0,-831013.0
IH0000,1954352,0.39334825801654943,-1.0,4968503,-224626.0,-616761.0,-765041.0,-831590.0
IH0000,1955595,0.393598433974982,-1.0,4968503,-224695.0,-616914.0,-765186.0,-831761.0
IH0000,1956837,0.39384840866554777,-1.0,4968503,-224665.0,-616939.0,-765310.0,-832071.0
IH0000,1958080,0.3940985846239803,-1.0,4968503,-224743.0,-617073.0,-765345.0,-832088.0
IH0000,1959322,0.39434855931454604,-1.0,4968503,-224872.0,-617331.0,-765469.0,-832133.0
IH0000,1960565,0.3945987352729786,-1.0,4968503,-224884.0,-617477.0,-765643.0,-832446.0
IH0000,1961807,0.3948487099635444,-1.0,4968503,-224955.0,-617783.0,-766101.0,-833313.0
IH0000,1963050,0.3950988859219769,-1.0,4968503,-225097.0,-618011.0,-766380.0,-833771.0
IH0000,1964292,0.39534886061254265,-1.0,4968503,-225191.0,-618146.0,-766491.0,-833971.0
IH0000,1965534,0.3955988353031084,-1.0,4968503,-225274.0,-618422.0,-766806.0,-834516.0
IH0000,1966777,0.39584901126154093,-1.0,4968503,-225389.0,-618519.0,-766914.0,-834470.0
IH0000,1968019,0.3960989859521067,-1.0,4968503,-225401.0,-618587.0,-766974.0,-834456.0
IH0000,1969262,0.39634916191053926,-1.0,4968503,-225453.0,-618715.0,-767171.0,-834829.0
IH0000,1970504,0.396599136601105,-1.0,4968503,-225538.0,-618675.0,-767255.0,-834604.0
IH0000,1971747,0.39684931255953754,-1.0,4968503,-225661.0,-618999.0,-767629.0,-835018.0
IH0000,1972989,0.3970992872501033,-1.0,4968503,-225763.0,-619161.0,-767861.0,-835161.0
IH0000,1974231,0.39734926194066905,-1.0,4968503,-225787.0,-619359.0,-768125.0,-835575.0
IH0000,1975474,0.3975994378991016,-1.0,4968503,-225882.0,-619648.0,-768494.0,-836011.0
IH0000,1976716,0.39784941258966733,-1.0,4968503,-225984.0,-619730.0,-768612.0,-835946.0
IH0000,1977959,0.3980995885480999,-1.0,4968503,-226054.0,-619826.0,-768654.0,-836046.0
IH0000,1979201,0.39834956323866566,-1.0,4968503,-226144.0,-619970.0,-768904.0,-836132.0
IH0000,1980444,0.3985997391970982,-1.0,4968503,-226219.0,-620246.0,-769099.0,-836259.0
IH0000,1981686,0.39884971388766394,-1.0,4968503,-226349.0,-620569.0,-769436.0,-836578.0
IH0000,1982929,0.3990998898460965,-1.0,4968503,-226394.0,-620669.0,-769664.0,-836951.0
IH0000,1984171,0.39934986453666227,-1.0,4968503,-226476.0,-620965.0,-769941.0,-837333.0
IH0000,1985413,0.399599839227228,-1.0,4968503,-226512.0,-621082.0,-770086.0,-837340.0
IH0000,1986656,0.39985001518566055,-1.0,4968503,-226578.0,-621200.0,-770260.0,-837705.0
IH0000,1987898,0.4000999898762263,-1.0,4968503,-226659.0,-621211.0,-770197.0,-837495.0
IH0000,1989141,0.4003501658346589,-1.0,4968503,-226747.0,-621428.0,-770377.0,-837490.0
IH0000,1990383,0.4006001405252246,-1.0,4968503,-226850.0,-621657.0,-770737.0,-837848.0
IH0000,1991626,0.40085031648365715,-1.0,4968503,-226939.0,-621916.0,-771125.0,-838281.0
IH0000,1992868,0.4011002911742229,-1.0,4968503,-227011.0,-622130.0,-771330.0,-838462.0
IH0000,1994110,0.40135026586478867,-1.0,4968503,-227025.0,-622153.0,-771328.0,-838384.0
IH0000,1995353,0.4016004418232212,-1.0,4968503,-227099.0,-622282.0,-771506.0,-838575.0
IH0000,1996595,0.40185041651378695,-1.0,4968503,-227156.0,-622546.0,-771960.0,-838951.0
IH0000,1997838,0.4021005924722195,-1.0,4968503,-227180.0,-622616.0,-771978.0,-838878.0
IH0000,1999080,0.4023505671627852,-1.0,4968503,-227290.0,-622874.0,-772326.0,-839420.0
IH0000,2000323,0.4026007431212178,-1.0,4968503,-227373.0,-623010.0,-772416.0,-839545.0
IH0000,2001565,0.40285071781178355,-1.0,4968503,-227415.0,-623136.0,-772661.0,-839965.0
IH0000,2002808,0.4031008937702161,-1.0,4968503,-227474.0,-623241.0,-772730.0,-839956.0
IH0000,2004050,0.40335086846078183,-1.0,4968503,-227553.0,-623429.0,-772973.0,-840086.0
IH0000,2005292,0.4036008431513476,-1.0,4968503,-227636.0,-623632.0,-773358.0,-840654.0
IH0000,2006535,0.40385101910978016,-1.0,4968503,-227673.0,-623697.0,-773359.0,-840494.0
IH0000,2007777,0.4041009938003459,-1.0,4968503,-227772.0,-623907.0,-773628.0,-840858.0
IH0000,2009020,0.40435116975877844,-1.0,4968503,-227840.0,-623997.0,-773725.0,-840975.0
IH0000,2010262,0.4046011444493442,-1.0,4968503,-227942.0,-624280.0,-774082.0,-841339.0
IH0000,2011505,0.40485132040777677,-1.0,4968503,-228065.0,-624529.0,-774341.0,-841642.0
IH0000,2012747,0.4051012950983425,-1.0,4968503,-228116.0,-624653.0,-774545.0,-841801.0
IH0000,2013989,0.40535126978890823,-1.0,4968503,-228223.0,-624849.0,-774799.0,-841943.0
IH0000,2015232,0.4056014457473408,-1.0,4968503,-228317.0,-625148.0,-775238.0,-842766.0
IH0000,2016474,0.40585142043790656,-1.0,4968503,-228405.0,-625390.0,-775644.0,-843313.0
IH0000,2017717,0.4061015963963391,0.0,4968503,-228457.0,-625606.0,-776051.0,-844139.0
IH0000,2018959,0.40635157108690484,0.0,4968503,-228503.0,-625647.0,-776207.0,-844279.0
IH0000,2020202,0.4066017470453374,0.0,4968503,-228487.0,-625558.0,-776157.0,-844299.0
IH0000,2021444,0.40685172173590317,0.0,4968503,-228514.0,-625549.0,-776177.0,-844328.0
IH0000,2022686,0.4071016964264689,0.0,4968503,-228538.0,-625629.0,-776291.0,-844558.0
IH0000,2023929,0.40735187238490145,0.0,4968503,-228568.0,-625667.0,-776272.0,-844569.0
IH0000,2025171,0.4076018470754672,0.0,4968503,-228611.0,-625790.0,-776478.0,-844791.0
IH0000,2026414,0.4078520230338997,0.0,4968503,-228635.0,-625875.0,-776565.0,-844985.0
IH0000,2027656,0.4081019977244655,0.0,4968503,-228635.0,-625880.0,-776485.0,-844892.0
IH0000,2028899,0.40835217368289806,0.0,4968503,-228614.0,-625869.0,-776502.0,-844699.0
IH0000,2030141,0.4086021483734638,0.0,4968503,-228628.0,-625876.0,-776532.0,-844719.0
IH0000,2031384,0.40885232433189633,0.0,4968503,-228627.0,-625920.0,-776582.0,-844975.0
IH0000,2032626,0.4091022990224621,0.0,4968503,-228665.0,-625952.0,-776608.0,-844923.0
IH0000,2033868,0.40935227371302785,0.0,4968503,-228704.0,-626132.0,-776859.0,-845285.0
IH0000,2035111,0.4096024496714604,0.0,4968503,-228737.0,-626223.0,-776947.0,-845275.0
IH0000,2036353,0.4098524243620261,0.0,4968503,-228735.0,-626248.0,-776969.0,-845374.0
IH0000,2037596,0.4101026003204587,0.0,4968503,-228723.0,-626273.0,-776977.0,-845407.0
IH0000,2038838,0.41035257501102446,0.0,4968503,-228702.0,-626342.0,-777076.0,-845549.0
IH0000,2040081,0.410602750969457,0.0,4968503,-228696.0,-626406.0,-776985.0,-845438.0
IH0000,2041323,0.41085272566002273,0.0,4968503,-228757.0,-626319.0,-776805.0,-844977.0
IH0000,2042565,0.4111027003505885,0.0,4968503,-228763.0,-626401.0,-776887.0,-845169.0
IH0000,2043808,0.41135287630902106,0.0,4968503,-228815.0,-626480.0,-777037.0,-845288.0
IH0000,2045050,0.4116028509995868,0.0,4968503,-228805.0,-626539.0,-777078.0,-845373.0
IH0000,2046293,0.41185302695801934,0.0,4968503,-228793.0,-626514.0,-777108.0,-845335.0
IH0000,2047535,0.4121030016485851,0.0,4968503,-228830.0,-626493.0,-777150.0,-845268.0
IH0000,2048778,0.4123531776070177,0.0,4968503,-228866.0,-626444.0,-776989.0,-845027.0
IH0000,2050020,0.4126031522975834,0.0,4968503,-228853.0,-626420.0,-776931.0,-844919.0
IH0000,2051263,0.41285332825601595,0.0,4968503,-228807.0,-626455.0,-776945.0,-845047.0
IH0000,2052505,0.4131033029465817,0.0,4968503,-228768.0,-626406.0,-776835.0,-844909.0
IH0000,2053747,0.41335327763714746,0.0,4968503,-228720.0,-626348.0,-776761.0,-844734.0
IH0000,2054990,0.41360345359558,0.0,4968503,-228685.0,-626391.0,-776851.0,-844877.0
IH0000,2056232,0.41385342828614574,0.0,4968503,-228611.0,-626200.0,-776636.0,-844608.0
