code,rank,q,voi,n_total,cum1,cum5,cum10,cum20
IC0000,3240807,0.5538883792903483,0.0,5851011,-1.088739e+06,-2.404901e+06,-2.759968e+06,-2.858603e+06
IC0000,3242271,0.5541385924586366,0.0,5851011,-1.088578e+06,-2.404893e+06,-2.760091e+06,-2.858766e+06
IC0000,3243734,0.554388634716291,0.0,5851011,-1.088596e+06,-2.404906e+06,-2.760231e+06,-2.858853e+06
IC0000,3245197,0.5546386769739452,0.0,5851011,-1.088635e+06,-2.404965e+06,-2.760165e+06,-2.858881e+06
IC0000,3246660,0.5548887192315994,0.0,5851011,-1.088733e+06,-2.405095e+06,-2.760537e+06,-2.859899e+06
IC0000,3248123,0.5551387614892538,0.0,5851011,-1.08836e+06,-2.403972e+06,-2.758744e+06,-2.857338e+06
IC0000,3249586,0.555388803746908,0.0,5851011,-1.088333e+06,-2.403994e+06,-2.758883e+06,-2.857657e+06
IC0000,3251049,0.5556388460045623,0.0,5851011,-1.088124e+06,-2.403347e+06,-2.757712e+06,-2.855569e+06
IC0000,3252512,0.5558888882622166,0.0,5851011,-1.088046e+06,-2.402821e+06,-2.757296e+06,-2.855397e+06
IC0000,3253976,0.5561391014305049,0.0,5851011,-1.088101e+06,-2.403242e+06,-2.75811e+06,-2.857089e+06
IC0000,3255439,0.5563891436881592,0.0,5851011,-1.088023e+06,-2.403346e+06,-2.758459e+06,-2.857555e+06
IC0000,3256902,0.5566391859458135,0.0,5851011,-1.08793e+06,-2.402958e+06,-2.757721e+06,-2.856519e+06
IC0000,3258365,0.5568892282034678,0.0,5851011,-1.087824e+06,-2.402912e+06,-2.757761e+06,-2.856378e+06
IC0000,3259828,0.557139270461122,0.0,5851011,-1.087565e+06,-2.402327e+06,-2.756532e+06,-2.854227e+06
IC0000,3261291,0.5573893127187763,0.0,5851011,-1.087358e+06,-2.401897e+06,-2.755621e+06,-2.852764e+06
IC0000,3262754,0.5576393549764306,0.0,5851011,-1.087102e+06,-2.401041e+06,-2.753757e+06,-2.849612e+06
IC0000,3264217,0.5578893972340848,0.0,5851011,-1.086632e+06,-2.40054e+06,-2.752052e+06,-2.846627e+06
IC0000,3265680,0.5581394394917392,0.0,5851011,-1.086534e+06,-2.401188e+06,-2.753672e+06,-2.848795e+06
IC0000,3267144,0.5583896526600275,0.0,5851011,-1.086567e+06,-2.400696e+06,-2.752846e+06,-2.847787e+06
IC0000,3268607,0.5586396949176817,0.0,5851011,-1.08653e+06,-2.400607e+06,-2.753367e+06,-2.84768e+06
IC0000,3270070,0.5588897371753361,0.0,5851011,-1.087128e+06,-2.40026e+06,-2.752372e+06,-2.84546e+06
IC0000,3271533,0.5591397794329903,0.0,5851011,-1.087289e+06,-2.400801e+06,-2.753954e+06,-2.851341e+06
IC0000,3272996,0.5593898216906446,0.0,5851011,-1.087184e+06,-2.401005e+06,-2.754414e+06,-2.853261e+06
IC0000,3274459,0.5596398639482989,0.0,5851011,-1.087097e+06,-2.40101e+06,-2.754477e+06,-2.853769e+06
IC0000,3275922,0.5598899062059531,0.0,5851011,-1.08676e+06,-2.401113e+06,-2.755499e+06,-2.857859e+06
IC0000,3277385,0.5601399484636074,0.0,5851011,-1.086555e+06,-2.402141e+06,-2.757839e+06,-2.862394e+06
IC0000,3278849,0.5603901616318957,0.0,5851011,-1.086298e+06,-2.401673e+06,-2.756449e+06,-2.859366e+06
IC0000,3280312,0.56064020388955,0.0,5851011,-1.08578e+06,-2.400887e+06,-2.755747e+06,-2.861141e+06
IC0000,3281775,0.5608902461472043,0.0,5851011,-1.085745e+06,-2.402066e+06,-2.758114e+06,-2.863375e+06
IC0000,3283238,0.5611402884048586,0.0,5851011,-1.085609e+06,-2.401974e+06,-2.757678e+06,-2.861026e+06
IC0000,3284701,0.5613903306625129,0.0,5851011,-1.085768e+06,-2.402851e+06,-2.758916e+06,-2.863493e+06
IC0000,3286164,0.5616403729201671,0.0,5851011,-1.086061e+06,-2.40333e+06,-2.759605e+06,-2.864174e+06
IC0000,3287627,0.5618904151778215,0.0,5851011,-1.08609e+06,-2.403562e+06,-2.760828e+06,-2.864249e+06
IC0000,3289090,0.5621404574354757,0.0,5851011,-1.086301e+06,-2.404767e+06,-2.762024e+06,-2.865535e+06
IC0000,3290554,0.562390670603764,0.0,5851011,-1.086354e+06,-2.404915e+06,-2.762044e+06,-2.865451e+06
IC0000,3292017,0.5626407128614183,0.0,5851011,-1.086894e+06,-2.404801e+06,-2.762483e+06,-2.866158e+06
IC0000,3293480,0.5628907551190726,0.0,5851011,-1.086745e+06,-2.40477e+06,-2.762616e+06,-2.866162e+06
IC0000,3294943,0.5631407973767268,0.0,5851011,-1.086278e+06,-2.404256e+06,-2.761822e+06,-2.864619e+06
IC0000,3296406,0.5633908396343811,0.0,5851011,-1.08625e+06,-2.404086e+06,-2.762075e+06,-2.865289e+06
IC0000,3297869,0.5636408818920354,0.0,5851011,-1.086413e+06,-2.403757e+06,-2.761658e+06,-2.864012e+06
IC0000,3299332,0.5638909241496897,0.0,5851011,-1.086633e+06,-2.403025e+06,-2.760584e+06,-2.862818e+06
IC0000,3300795,0.564140966407344,0.0,5851011,-1.08679e+06,-2.402999e+06,-2.760643e+06,-2.862777e+06
IC0000,3302258,0.5643910086649983,0.0,5851011,-1.086791e+06,-2.403142e+06,-2.761037e+06,-2.864101e+06
IC0000,3303722,0.5646412218332866,0.0,5851011,-1.08679e+06,-2.403523e+06,-2.76175e+06,-2.866132e+06
IC0000,3305185,0.5648912640909408,0.0,5851011,-1.086678e+06,-2.403169e+06,-2.761757e+06,-2.864859e+06
IC0000,3306648,0.5651413063485952,0.0,5851011,-1.086633e+06,-2.402584e+06,-2.761087e+06,-2.864386e+06
IC0000,3308111,0.5653913486062494,0.0,5851011,-1.086603e+06,-2.402299e+06,-2.76154e+06,-2.865769e+06
IC0000,3309574,0.5656413908639036,0.0,5851011,-1.086515e+06,-2.402639e+06,-2.761402e+06,-2.865424e+06
IC0000,3311037,0.565891433121558,0.0,5851011,-1.086242e+06,-2.402652e+06,-2.761322e+06,-2.865554e+06
IC0000,3312500,0.5661414753792122,0.0,5851011,-1.086082e+06,-2.403005e+06,-2.761792e+06,-2.866319e+06
IC0000,3313963,0.5663915176368666,0.0,5851011,-1.086018e+06,-2.402871e+06,-2.761582e+06,-2.866178e+06
IC0000,3315427,0.5666417308051549,0.0,5851011,-1.086042e+06,-2.402825e+06,-2.761641e+06,-2.86684e+06
IC0000,3316890,0.5668917730628091,0.0,5851011,-1.086006e+06,-2.402556e+06,-2.761752e+06,-2.867036e+06
IC0000,3318353,0.5671418153204634,0.0,5851011,-1.085954e+06,-2.402075e+06,-2.761351e+06,-2.866184e+06
IC0000,3319816,0.5673918575781177,0.0,5851011,-1.08596e+06,-2.40131e+06,-2.759926e+06,-2.86376e+06
IC0000,3321279,0.567641899835772,0.0,5851011,-1.085939e+06,-2.400761e+06,-2.759025e+06,-2.86187e+06
IC0000,3322742,0.5678919420934262,0.0,5851011,-1.086146e+06,-2.401176e+06,-2.759213e+06,-2.862416e+06
IC0000,3324205,0.5681419843510805,0.0,5851011,-1.086127e+06,-2.401538e+06,-2.759055e+06,-2.861837e+06
IC0000,3325668,0.5683920266087348,0.0,5851011,-1.086216e+06,-2.401929e+06,-2.760011e+06,-2.86394e+06
IC0000,3327131,0.5686420688663891,0.0,5851011,-1.085923e+06,-2.401671e+06,-2.759713e+06,-2.863153e+06
IC0000,3328595,0.5688922820346775,0.0,5851011,-1.085761e+06,-2.401402e+06,-2.759079e+06,-2.862132e+06
IC0000,3330058,0.5691423242923317,0.0,5851011,-1.08601e+06,-2.401478e+06,-2.758748e+06,-2.862434e+06
IC0000,3331521,0.5693923665499859,0.0,5851011,-1.08593e+06,-2.401644e+06,-2.758554e+06,-2.862512e+06
IC0000,3332984,0.5696424088076403,0.0,5851011,-1.085874e+06,-2.401085e+06,-2.757536e+06,-2.860969e+06
IC0000,3334447,0.5698924510652945,0.0,5851011,-1.08567e+06,-2.400683e+06,-2.75676e+06,-2.859922e+06
IC0000,3335910,0.5701424933229488,0.0,5851011,-1.085632e+06,-2.401083e+06,-2.757248e+06,-2.860065e+06
IC0000,3337373,0.5703925355806031,0.0,5851011,-1.085563e+06,-2.401081e+06,-2.756821e+06,-2.859112e+06
IC0000,3338836,0.5706425778382573,0.0,5851011,-1.085466e+06,-2.401506e+06,-2.757133e+06,-2.86021e+06
IC0000,3340300,0.5708927910065457,0.0,5851011,-1.08585e+06,-2.401978e+06,-2.758139e+06,-2.861965e+06
IC0000,3341763,0.5711428332642,0.0,5851011,-1.085683e+06,-2.402131e+06,-2.758166e+06,-2.861444e+06
IC0000,3343226,0.5713928755218542,0.0,5851011,-1.085833e+06,-2.402591e+06,-2.758527e+06,-2.861797e+06
IC0000,3344689,0.5716429177795085,0.0,5851011,-1.085843e+06,-2.402736e+06,-2.758295e+06,-2.861758e+06
IC0000,3346152,0.5718929600371628,0.0,5851011,-1.085951e+06,-2.402495e+06,-2.758226e+06,-2.861444e+06
IC0000,3347615,0.5721430022948171,0.0,5851011,-1.08595e+06,-2.402477e+06,-2.757766e+06,-2.861378e+06
IC0000,3349078,0.5723930445524713,0.0,5851011,-1.085934e+06,-2.402281e+06,-2.757193e+06,-2.860865e+06
IC0000,3350541,0.5726430868101257,0.0,5851011,-1.085893e+06,-2.402443e+06,-2.757397e+06,-2.860872e+06
IC0000,3352004,0.5728931290677799,0.0,5851011,-1.085789e+06,-2.402017e+06,-2.757162e+06,-2.860333e+06
IC0000,3353468,0.5731433422360682,0.0,5851011,-1.085799e+06,-2.401831e+06,-2.756901e+06,-2.860006e+06
IC0000,3354931,0.5733933844937226,0.0,5851011,-1.085757e+06,-2.401804e+06,-2.756812e+06,-2.859834e+06
IC0000,3356394,0.5736434267513768,0.0,5851011,-1.085922e+06,-2.401798e+06,-2.756652e+06,-2.859651e+06
IC0000,3357857,0.573893469009031,0.0,5851011,-1.085976e+06,-2.401787e+06,-2.757113e+06,-2.860224e+06
IC0000,3359320,0.5741435112666854,0.0,5851011,-1.086033e+06,-2.401745e+06,-2.756919e+06,-2.859494e+06
IC0000,3360783,0.5743935535243396,0.0,5851011,-1.0861e+06,-2.402164e+06,-2.757521e+06,-2.860575e+06
IC0000,3362246,0.5746435957819939,0.0,5851011,-1.086274e+06,-2.402527e+06,-2.758285e+06,-2.861736e+06
IC0000,3363709,0.5748936380396482,0.0,5851011,-1.08639e+06,-2.402961e+06,-2.758786e+06,-2.861141e+06
IC0000,3365173,0.5751438512079365,0.0,5851011,-1.086387e+06,-2.402789e+06,-2.758896e+06,-2.861946e+06
IC0000,3366636,0.5753938934655908,0.0,5851011,-1.086516e+06,-2.403124e+06,-2.759596e+06,-2.863102e+06
IC0000,3368099,0.5756439357232451,0.0,5851011,-1.086419e+06,-2.40314e+06,-2.75924e+06,-2.862711e+06
IC0000,3369562,0.5758939779808994,0.0,5851011,-1.086507e+06,-2.403373e+06,-2.759228e+06,-2.861969e+06
IC0000,3371025,0.5761440202385536,0.0,5851011,-1.086395e+06,-2.403507e+06,-2.758999e+06,-2.862468e+06
IC0000,3372488,0.576394062496208,0.0,5851011,-1.086434e+06,-2.403445e+06,-2.758823e+06,-2.862192e+06
IC0000,3373951,0.5766441047538622,0.0,5851011,-1.08633e+06,-2.403501e+06,-2.758743e+06,-2.86182e+06
IC0000,3375414,0.5768941470115164,0.0,5851011,-1.086549e+06,-2.403423e+06,-2.758386e+06,-2.861511e+06
IC0000,3376877,0.5771441892691708,0.0,5851011,-1.086637e+06,-2.403749e+06,-2.758554e+06,-2.861761e+06
IC0000,3378341,0.5773944024374591,0.0,5851011,-1.08665e+06,-2.404015e+06,-2.758845e+06,-2.862639e+06
IC0000,3379804,0.5776444446951133,0.0,5851011,-1.086706e+06,-2.404154e+06,-2.758796e+06,-2.862819e+06
IC0000,3381267,0.5778944869527677,0.0,5851011,-1.086699e+06,-2.404001e+06,-2.758793e+06,-2.862374e+06
IC0000,3382730,0.5781445292104219,0.0,5851011,-1.086796e+06,-2.403732e+06,-2.758646e+06,-2.862648e+06
IC0000,3384193,0.5783945714680762,0.0,5851011,-1.086828e+06,-2.403489e+06,-2.75824e+06,-2.861894e+06
IC0000,3385656,0.5786446137257305,0.0,5851011,-1.086764e+06,-2.402868e+06,-2.757029e+06,-2.859637e+06
IC0000,3387119,0.5788946559833847,0.0,5851011,-1.08682e+06,-2.402647e+06,-2.756886e+06,-2.859557e+06
IC0000,3388582,0.579144698241039,0.0,5851011,-1.086998e+06,-2.402537e+06,-2.756188e+06,-2.858372e+06
IC0000,3390046,0.5793949114093274,0.0,5851011,-1.086971e+06,-2.402433e+06,-2.756033e+06,-2.858162e+06
IC0000,3391509,0.5796449536669817,0.0,5851011,-1.087006e+06,-2.402058e+06,-2.755828e+06,-2.857396e+06
IC0000,3392972,0.5798949959246359,0.0,5851011,-1.087023e+06,-2.402097e+06,-2.756134e+06,-2.857403e+06
IC0000,3394435,0.5801450381822902,0.0,5851011,-1.087193e+06,-2.402212e+06,-2.756111e+06,-2.857571e+06
IC0000,3395898,0.5803950804399445,0.0,5851011,-1.087199e+06,-2.402527e+06,-2.756533e+06,-2.858683e+06
IC0000,3397361,0.5806451226975987,0.0,5851011,-1.087312e+06,-2.402712e+06,-2.756591e+06,-2.858607e+06
IC0000,3398824,0.5808951649552531,0.0,5851011,-1.087411e+06,-2.402549e+06,-2.756396e+06,-2.857991e+06
IC0000,3400287,0.5811452072129073,0.0,5851011,-1.087284e+06,-2.402227e+06,-2.755672e+06,-2.856627e+06
IC0000,3401750,0.5813952494705615,0.0,5851011,-1.0872e+06,-2.401789e+06,-2.755044e+06,-2.856127e+06
IC0000,3403214,0.58164546263885,0.0,5851011,-1.087331e+06,-2.402119e+06,-2.755667e+06,-2.857879e+06
IC0000,3404677,0.5818955048965042,0.0,5851011,-1.087327e+06,-2.401726e+06,-2.755111e+06,-2.857175e+06
IC0000,3406140,0.5821455471541584,0.0,5851011,-1.087311e+06,-2.401842e+06,-2.755505e+06,-2.857492e+06
IC0000,3407603,0.5823955894118128,0.0,5851011,-1.087206e+06,-2.402021e+06,-2.755537e+06,-2.858096e+06
IC0000,3409066,0.582645631669467,0.0,5851011,-1.087105e+06,-2.401939e+06,-2.755518e+06,-2.857922e+06
IC0000,3410529,0.5828956739271213,0.0,5851011,-1.087068e+06,-2.401568e+06,-2.755174e+06,-2.857964e+06
IC0000,3411992,0.5831457161847756,0.0,5851011,-1.08696e+06,-2.401382e+06,-2.755188e+06,-2.85808e+06
IC0000,3413455,0.5833957584424299,0.0,5851011,-1.086718e+06,-2.400987e+06,-2.754658e+06,-2.857829e+06
IC0000,3414919,0.5836459716107182,0.0,5851011,-1.086752e+06,-2.401469e+06,-2.755416e+06,-2.859453e+06
IC0000,3416382,0.5838960138683725,0.0,5851011,-1.086695e+06,-2.401319e+06,-2.75517e+06,-2.859033e+06
IC0000,3417845,0.5841460561260268,0.0,5851011,-1.086774e+06,-2.401722e+06,-2.755352e+06,-2.859113e+06
IC0000,3419308,0.584396098383681,0.0,5851011,-1.086764e+06,-2.402032e+06,-2.755556e+06,-2.859907e+06
IC0000,3420771,0.5846461406413354,0.0,5851011,-1.086732e+06,-2.401952e+06,-2.755195e+06,-2.858734e+06
IC0000,3422234,0.5848961828989896,0.0,5851011,-1.086927e+06,-2.401887e+06,-2.755461e+06,-2.859575e+06
IC0000,3423697,0.5851462251566438,0.0,5851011,-1.087013e+06,-2.402141e+06,-2.755831e+06,-2.860299e+06
IC0000,3425160,0.5853962674142982,0.0,5851011,-1.087009e+06,-2.402198e+06,-2.7559e+06,-2.860763e+06
IC0000,3426624,0.5856464805825865,0.0,5851011,-1.087269e+06,-2.402862e+06,-2.756695e+06,-2.861997e+06
IC0000,3428087,0.5858965228402407,0.0,5851011,-1.087259e+06,-2.402744e+06,-2.756826e+06,-2.862058e+06
IC0000,3429550,0.5861465650978951,0.0,5851011,-1.08731e+06,-2.402771e+06,-2.756876e+06,-2.862159e+06
IC0000,3431013,0.5863966073555493,0.0,5851011,-1.087473e+06,-2.403234e+06,-2.757501e+06,-2.863469e+06
IC0000,3432476,0.5866466496132036,0.0,5851011,-1.087297e+06,-2.40319e+06,-2.757922e+06,-2.864195e+06
IC0000,3433939,0.5868966918708579,0.0,5851011,-1.0873e+06,-2.402988e+06,-2.757784e+06,-2.863785e+06
IC0000,3435402,0.5871467341285121,0.0,5851011,-1.087422e+06,-2.40329e+06,-2.758292e+06,-2.865352e+06
IC0000,3436865,0.5873967763861664,0.0,5851011,-1.087445e+06,-2.403315e+06,-2.758265e+06,-2.865432e+06
IC0000,3438328,0.5876468186438207,0.0,5851011,-1.087687e+06,-2.40357e+06,-2.759052e+06,-2.866395e+06
IC0000,3439792,0.5878970318121091,0.0,5851011,-1.087757e+06,-2.404045e+06,-2.759836e+06,-2.867376e+06
IC0000,3441255,0.5881470740697633,0.0,5851011,-1.087663e+06,-2.403598e+06,-2.758756e+06,-2.864794e+06
IC0000,3442718,0.5883971163274176,0.0,5851011,-1.087692e+06,-2.40385e+06,-2.758989e+06,-2.864808e+06
IC0000,3444181,0.5886471585850719,0.0,5851011,-1.087547e+06,-2.403629e+06,-2.758444e+06,-2.863715e+06
IC0000,3445644,0.5888972008427261,0.0,5851011,-1.087555e+06,-2.403646e+06,-2.758598e+06,-2.864285e+06
IC0000,3447107,0.5891472431003805,0.0,5851011,-1.087489e+06,-2.40371e+06,-2.758534e+06,-2.864292e+06
IC0000,3448570,0.5893972853580347,0.0,5851011,-1.087494e+06,-2.403566e+06,-2.758395e+06,-2.863951e+06
IC0000,3450033,0.5896473276156889,0.0,5851011,-1.087594e+06,-2.403556e+06,-2.758606e+06,-2.8645e+06
IC0000,3451497,0.5898975407839774,0.0,5851011,-1.087637e+06,-2.403554e+06,-2.758244e+06,-2.863963e+06
IC0000,3452960,0.5901475830416316,0.0,5851011,-1.087836e+06,-2.403812e+06,-2.758773e+06,-2.864859e+06
IC0000,3454423,0.5903976252992859,0.0,5851011,-1.088011e+06,-2.404127e+06,-2.759427e+06,-2.865796e+06
IC0000,3455886,0.5906476675569402,0.0,5851011,-1.088242e+06,-2.404486e+06,-2.760126e+06,-2.867013e+06
IC0000,3457349,0.5908977098145944,0.0,5851011,-1.088342e+06,-2.404899e+06,-2.760574e+06,-2.867281e+06
IC0000,3458812,0.5911477520722487,0.0,5851011,-1.088416e+06,-2.404918e+06,-2.760567e+06,-2.866779e+06
IC0000,3460275,0.591397794329903,0.0,5851011,-1.088538e+06,-2.405331e+06,-2.761115e+06,-2.867898e+06
IC0000,3461738,0.5916478365875573,0.0,5851011,-1.088646e+06,-2.405363e+06,-2.760539e+06,-2.866337e+06
IC0000,3463201,0.5918978788452115,0.0,5851011,-1.088781e+06,-2.405675e+06,-2.760845e+06,-2.8669e+06
IC0000,3464665,0.5921480920134999,0.0,5851011,-1.088878e+06,-2.405633e+06,-2.760974e+06,-2.867152e+06
IC0000,3466128,0.5923981342711542,0.0,5851011,-1.088822e+06,-2.405682e+06,-2.7608e+06,-2.866796e+06
IC0000,3467591,0.5926481765288084,0.0,5851011,-1.088918e+06,-2.405733e+06,-2.760944e+06,-2.867579e+06
IC0000,3469054,0.5928982187864628,0.0,5851011,-1.088831e+06,-2.405295e+06,-2.760469e+06,-2.866912e+06
IC0000,3470517,0.593148261044117,0.0,5851011,-1.088769e+06,-2.404988e+06,-2.760194e+06,-2.866249e+06
IC0000,3471980,0.5933983033017712,0.0,5851011,-1.088922e+06,-2.405033e+06,-2.759978e+06,-2.865601e+06
IC0000,3473443,0.5936483455594256,0.0,5851011,-1.088905e+06,-2.40465e+06,-2.759739e+06,-2.865e+06
IC0000,3474906,0.5938983878170798,0.0,5851011,-1.089083e+06,-2.404947e+06,-2.760108e+06,-2.865166e+06
IC0000,3476370,0.5941486009853681,0.0,5851011,-1.089011e+06,-2.405139e+06,-2.760535e+06,-2.866111e+06
IC0000,3477833,0.5943986432430225,0.0,5851011,-1.089045e+06,-2.405328e+06,-2.760905e+06,-2.866654e+06
IC0000,3479296,0.5946486855006767,0.0,5851011,-1.088989e+06,-2.404565e+06,-2.760125e+06,-2.864027e+06
IC0000,3480759,0.594898727758331,0.0,5851011,-1.08913e+06,-2.404657e+06,-2.76039e+06,-2.86509e+06
IC0000,3482222,0.5951487700159853,0.0,5851011,-1.089306e+06,-2.404486e+06,-2.759877e+06,-2.864693e+06
IC0000,3483685,0.5953988122736396,0.0,5851011,-1.089241e+06,-2.404606e+06,-2.760222e+06,-2.864823e+06
IC0000,3485148,0.5956488545312938,0.0,5851011,-1.089229e+06,-2.404877e+06,-2.760535e+06,-2.865674e+06
IC0000,3486611,0.5958988967889481,0.0,5851011,-1.089237e+06,-2.404568e+06,-2.760156e+06,-2.864963e+06
IC0000,3488074,0.5961489390466024,0.0,5851011,-1.089305e+06,-2.404825e+06,-2.760791e+06,-2.866157e+06
IC0000,3489538,0.5963991522148907,0.0,5851011,-1.089375e+06,-2.405017e+06,-2.761173e+06,-2.867221e+06
IC0000,3491001,0.596649194472545,0.0,5851011,-1.089517e+06,-2.40536e+06,-2.761933e+06,-2.868852e+06
IC0000,3492464,0.5968992367301993,0.0,5851011,-1.089451e+06,-2.40507e+06,-2.76175e+06,-2.868571e+06
IC0000,3493927,0.5971492789878535,0.0,5851011,-1.089279e+06,-2.40485e+06,-2.761407e+06,-2.867983e+06
IC0000,3495390,0.5973993212455079,0.0,5851011,-1.089415e+06,-2.405073e+06,-2.761505e+06,-2.868359e+06
IC0000,3496853,0.5976493635031621,0.0,5851011,-1.0894e+06,-2.40482e+06,-2.76105e+06,-2.86785e+06
IC0000,3498316,0.5978994057608163,0.0,5851011,-1.08953e+06,-2.40475e+06,-2.761134e+06,-2.867707e+06
IC0000,3499779,0.5981494480184707,0.0,5851011,-1.089566e+06,-2.404759e+06,-2.761147e+06,-2.867632e+06
IC0000,3501243,0.598399661186759,0.0,5851011,-1.089519e+06,-2.404882e+06,-2.761248e+06,-2.867728e+06
IC0000,3502706,0.5986497034444133,0.0,5851011,-1.08956e+06,-2.40503e+06,-2.761169e+06,-2.867518e+06
IC0000,3504169,0.5988997457020676,0.0,5851011,-1.089717e+06,-2.405224e+06,-2.761458e+06,-2.867982e+06
IC0000,3505632,0.5991497879597218,0.0,5851011,-1.089859e+06,-2.405311e+06,-2.761383e+06,-2.868115e+06
IC0000,3507095,0.5993998302173761,0.0,5851011,-1.089694e+06,-2.405253e+06,-2.761366e+06,-2.867479e+06
IC0000,3508558,0.5996498724750304,0.0,5851011,-1.089831e+06,-2.405633e+06,-2.762139e+06,-2.869136e+06
IC0000,3510021,0.5998999147326847,0.0,5851011,-1.089887e+06,-2.405512e+06,-2.762284e+06,-2.869463e+06
IC0000,3511484,0.6001499569903389,0.0,5851011,-1.089903e+06,-2.40548e+06,-2.762334e+06,-2.869579e+06
IC0000,3512947,0.6003999992479933,0.0,5851011,-1.090015e+06,-2.405677e+06,-2.762724e+06,-2.870282e+06
IC0000,3514411,0.6006502124162816,0.0,5851011,-1.089987e+06,-2.405903e+06,-2.762828e+06,-2.870605e+06
IC0000,3515874,0.6009002546739358,0.0,5851011,-1.089909e+06,-2.406163e+06,-2.763452e+06,-2.872029e+06
IC0000,3517337,0.6011502969315902,0.0,5851011,-1.089823e+06,-2.406373e+06,-2.763792e+06,-2.872221e+06
IC0000,3518800,0.6014003391892444,0.0,5851011,-1.08987e+06,-2.406666e+06,-2.764231e+06,-2.87313e+06
IC0000,3520263,0.6016503814468986,0.0,5851011,-1.089831e+06,-2.406601e+06,-2.763999e+06,-2.872576e+06
IC0000,3521726,0.601900423704553,0.0,5851011,-1.089869e+06,-2.406544e+06,-2.763659e+06,-2.872247e+06
IC0000,3523189,0.6021504659622072,0.0,5851011,-1.089899e+06,-2.406573e+06,-2.763922e+06,-2.87265e+06
IC0000,3524652,0.6024005082198615,0.0,5851011,-1.089943e+06,-2.406873e+06,-2.763914e+06,-2.87235e+06
IC0000,3526116,0.6026507213881498,0.0,5851011,-1.089873e+06,-2.407227e+06,-2.764453e+06,-2.872877e+06
IC0000,3527579,0.6029007636458041,0.0,5851011,-1.08976e+06,-2.40699e+06,-2.764068e+06,-2.872181e+06
IC0000,3529042,0.6031508059034584,0.0,5851011,-1.089741e+06,-2.406753e+06,-2.763738e+06,-2.871263e+06
IC0000,3530505,0.6034008481611127,0.0,5851011,-1.089781e+06,-2.406599e+06,-2.763578e+06,-2.870584e+06
IC0000,3531968,0.603650890418767,0.0,5851011,-1.089815e+06,-2.406455e+06,-2.763496e+06,-2.870444e+06
IC0000,3533431,0.6039009326764212,0.0,5851011,-1.08978e+06,-2.406219e+06,-2.763096e+06,-2.870005e+06
IC0000,3534894,0.6041509749340755,0.0,5851011,-1.0898e+06,-2.406372e+06,-2.763445e+06,-2.87096e+06
IC0000,3536357,0.6044010171917298,0.0,5851011,-1.089785e+06,-2.406224e+06,-2.763348e+06,-2.870732e+06
IC0000,3537820,0.604651059449384,0.0,5851011,-1.08983e+06,-2.406338e+06,-2.763912e+06,-2.871927e+06
IC0000,3539284,0.6049012726176723,0.0,5851011,-1.089926e+06,-2.40632e+06,-2.764086e+06,-2.872024e+06
IC0000,3540747,0.6051513148753267,0.0,5851011,-1.090035e+06,-2.406457e+06,-2.764352e+06,-2.873157e+06
IC0000,3542210,0.6054013571329809,0.0,5851011,-1.090069e+06,-2.406224e+06,-2.764229e+06,-2.872542e+06
IC0000,3543673,0.6056513993906352,0.0,5851011,-1.089952e+06,-2.406214e+06,-2.764398e+06,-2.873108e+06
IC0000,3545136,0.6059014416482895,0.0,5851011,-1.090019e+06,-2.406162e+06,-2.764178e+06,-2.872642e+06
IC0000,3546599,0.6061514839059438,0.0,5851011,-1.090084e+06,-2.406133e+06,-2.764032e+06,-2.872031e+06
IC0000,3548062,0.6064015261635981,0.0,5851011,-1.090029e+06,-2.406329e+06,-2.764452e+06,-2.873252e+06
IC0000,3549525,0.6066515684212523,0.0,5851011,-1.090121e+06,-2.406611e+06,-2.764841e+06,-2.87409e+06
IC0000,3550989,0.6069017815895407,0.0,5851011,-1.090192e+06,-2.406548e+06,-2.764063e+06,-2.872606e+06
IC0000,3552452,0.6071518238471949,0.0,5851011,-1.090213e+06,-2.40639e+06,-2.763874e+06,-2.872701e+06
IC0000,3553915,0.6074018661048493,0.0,5851011,-1.090061e+06,-2.406439e+06,-2.763728e+06,-2.872033e+06
IC0000,3555378,0.6076519083625035,0.0,5851011,-1.090086e+06,-2.406446e+06,-2.763733e+06,-2.87185e+06
IC0000,3556841,0.6079019506201577,0.0,5851011,-1.090106e+06,-2.406572e+06,-2.764008e+06,-2.872266e+06
IC0000,3558304,0.6081519928778121,0.0,5851011,-1.090142e+06,-2.406379e+06,-2.763497e+06,-2.871499e+06
IC0000,3559767,0.6084020351354663,0.0,5851011,-1.090195e+06,-2.406101e+06,-2.762835e+06,-2.87028e+06
IC0000,3561230,0.6086520773931207,0.0,5851011,-1.090142e+06,-2.405959e+06,-2.762398e+06,-2.869636e+06
IC0000,3562694,0.608902290561409,0.0,5851011,-1.090104e+06,-2.406151e+06,-2.762869e+06,-2.870969e+06
IC0000,3564157,0.6091523328190632,0.0,5851011,-1.090182e+06,-2.406101e+06,-2.76294e+06,-2.87086e+06
IC0000,3565620,0.6094023750767175,0.0,5851011,-1.090212e+06,-2.405956e+06,-2.762846e+06,-2.870975e+06
IC0000,3567083,0.6096524173343718,0.0,5851011,-1.090255e+06,-2.406033e+06,-2.763233e+06,-2.871551e+06
IC0000,3568546,0.609902459592026,0.0,5851011,-1.090292e+06,-2.405946e+06,-2.763131e+06,-2.871002e+06
