code,rank,q,mpb,n_total,cum1,cum5,cum10,cum20
IC0000,194595,0.03325830936457393,-4.25,5851019,-181875.0,-230994.0,-231709.0,-219073.0
IC0000,196059,0.03350852219075002,-4.25,5851019,-182261.0,-231432.0,-232097.5,-219686.0
IC0000,197522,0.03375856410652572,-4.25,5851019,-182810.5,-232174.0,-232782.0,-220528.0
IC0000,198985,0.034008606022301414,-4.25,5851019,-183670.5,-233231.0,-233660.0,-221288.5
IC0000,200448,0.03425864793807711,-4.25,5851019,-184400.0,-234594.0,-235226.0,-222213.0
IC0000,201911,0.03450868985385281,-4.25,5851019,-185511.5,-235896.5,-236162.0,-224374.0
IC0000,203374,0.0347587317696285,-4.25,5851019,-186626.5,-237719.0,-237274.0,-225772.5
IC0000,204837,0.0350087736854042,-4.25,5851019,-187761.0,-238897.0,-238152.0,-226720.5
IC0000,206300,0.035258815601179896,-4.25,5851019,-189013.5,-240678.5,-240221.0,-229116.0
IC0000,207764,0.03550902842735599,-4.25,5851019,-190022.5,-241923.5,-241212.0,-229713.5
IC0000,209227,0.03575907034313169,-4.1666665,5851019,-191447.5,-243317.5,-243045.5,-230865.0
IC0000,210690,0.03600911225890738,-4.1,5851019,-193567.0,-245644.0,-245463.0,-233666.5
IC0000,212153,0.036259154174683075,-4.0277777,5851019,-195713.5,-248753.0,-248374.0,-235511.5
IC0000,213616,0.03650919609045877,-4.0,5851019,-196353.0,-249736.5,-249834.5,-237479.5
IC0000,215079,0.03675923800623447,-4.0,5851019,-196899.0,-250376.5,-250505.5,-238383.0
IC0000,216542,0.03700927992201017,-4.0,5851019,-197744.0,-252277.0,-252556.0,-240553.0
IC0000,218005,0.03725932183778586,-4.0,5851019,-198639.5,-253950.5,-254897.5,-243122.5
IC0000,219469,0.03750953466396195,-4.0,5851019,-200073.5,-255434.5,-256040.0,-244510.0
IC0000,220932,0.03775957657973765,-4.0,5851019,-201443.5,-256812.5,-257467.5,-245492.0
IC0000,222395,0.03800961849551335,-4.0,5851019,-202156.0,-257830.5,-258267.5,-246066.5
