code,year,month,S,sum,sumsq,n
IF0000,2020,10,40,210.89999999999873,24584.42999999989,3677
IF0000,2020,10,50,55.400000000017826,25103.040000000034,3677
IH0000,2020,10,0,0.5999999999826287,13841.199999999972,3650
IH0000,2020,10,10,61.09999999999263,12692.090000000002,3650
IH0000,2020,10,20,47.699999999998,11678.889999999854,3650
IH0000,2020,10,30,86.89999999998145,11444.489999999978,3650
IH0000,2020,10,40,106.5,11884.489999999963,3650
IH0000,2020,10,50,-82.89999999999145,12505.810000000103,3650
IC0000,2020,11,0,-761.5000000000009,84826.70999999829,4870
IC0000,2020,11,10,-49.099999999962165,76728.02999999862,4870
IC0000,2020,11,20,59.59999999995034,76737.39999999912,4870
IC0000,2020,11,30,84.39999999992506,77890.73999999878,4870
IC0000,2020,11,40,92.90000000001328,79201.14999999877,4870
IC0000,2020,11,50,-66.69999999999345,83012.6099999988,4870
IF0000,2020,11,0,-569.7999999999583,36356.21999999963,4852
IF0000,2020,11,10,-8.199999999998909,32489.43999999946,4852
IF0000,2020,11,20,8.400000000090586,31726.139999999607,4852
IF0000,2020,11,30,158.79999999997017,32788.079999999594,4852
IF0000,2020,11,40,124.70000000000346,34103.20999999993,4852
IF0000,2020,11,50,150.59999999999036,35454.57999999967,4852
IH0000,2020,11,0,-249.59999999999627,17434.859999999837,4811
IH0000,2020,11,10,18.199999999987085,15535.219999999897,4811
IH0000,2020,11,20,-3.5000000000004547,15144.989999999927,4811
IH0000,2020,11,30,99.70000000001028,15312.290000000052,4811
IH0000,2020,11,40,49.89999999994825,15758.58999999999,4811
IH0000,2020,11,50,14.69999999998754,16210.98999999984,4811
IC0000,2020,12,0,268.90000000001146,81802.24999999847,5330
IC0000,2020,12,10,352.0999999999758,78865.5699999989,5330
IC0000,2020,12,20,453.20000000000437,78630.9599999985,5330
IC0000,2020,12,30,367.6000000000422,79338.15999999839,5330
IC0000,2020,12,40,177.79999999997472,81644.0799999989,5330
IC0000,2020,12,50,-41.10000000002128,82907.9299999986,5330
IF0000,2020,12,0,-236.70000000004802,40685.76999999932,5296
IF0000,2020,12,10,42.29999999998654,36951.34999999927,5296
IF0000,2020,12,20,127.50000000000364,36396.94999999994,5296
IF0000,2020,12,30,183.10000000001855,37230.98999999953,5296
IF0000,2020,12,40,63.99999999998818,39533.599999999824,5296
IF0000,2020,12,50,-18.599999999930333,40329.719999999405,5296
IH0000,2020,12,0,-240.4000000000192,23704.79999999966,5287
IH0000,2020,12,10,-160.89999999998736,21023.66999999971,5287
IH0000,2020,12,20,-138.39999999997963,20128.259999999795,5287
IH0000,2020,12,30,-76.00000000001137,20647.039999999608,5287
IH0000,2020,12,40,-126.1000000000281,21996.449999999655,5287
IH0000,2020,12,50,-231.79999999998654,23161.71999999962,5287
IC0000,2021,1,0,-531.0000000000755,109163.41999999878,4638
IC0000,2021,1,10,77.99999999997908,93063.59999999852,4638
IC0000,2021,1,20,107.59999999998945,90064.47999999853,4638
IC0000,2021,1,30,19.400000000006003,95524.43999999926,4638
IC0000,2021,1,40,-174.19999999994707,100997.33999999882,4638
IC0000,2021,1,50,-370.4999999999709,106550.88999999862,4638
IF0000,2021,1,0,-777.3000000000429,83763.28999999889,4630
IF0000,2021,1,10,428.1000000000122,65683.86999999863,4630
IF0000,2021,1,20,767.0000000000036,65787.81999999931,4630
IF0000,2021,1,30,729.7000000000344,72261.16999999927,4630
IF0000,2021,1,40,737.6999999999925,78091.82999999891,4630
IF0000,2021,1,50,492.70000000000346,83667.36999999921,4630
IH0000,2021,1,0,-665.599999999999,44972.05999999929,4635
IH0000,2021,1,10,429.7999999999697,35255.43999999933,4635
IH0000,2021,1,20,739.1999999999889,35210.379999999444,4635
IH0000,2021,1,30,810.4999999999836,38223.06999999945,4635
IH0000,2021,1,40,752.3999999999955,41037.65999999943,4635
IH0000,2021,1,50,453.69999999998754,44132.32999999924,4635
IC0000,2021,2,0,-907.3999999999933,97525.8999999998,3478
IC0000,2021,2,10,-544.800000000022,81157.21999999946,3478
IC0000,2021,2,20,-173.90000000005148,82553.44999999972,3478
IC0000,2021,2,30,209.69999999999527,89382.20999999953,3478
IC0000,2021,2,40,89.19999999993706,90980.8799999992,3478
IC0000,2021,2,50,-61.40000000004056,97537.41999999914,3478
IF0000,2021,2,0,-316.79999999999563,70991.41999999946,3484
IF0000,2021,2,10,136.09999999993306,58543.78999999997,3484
IF0000,2021,2,20,460.5999999999449,58768.41999999983,3484
IF0000,2021,2,30,344.7000000000344,64975.58999999964,3484
IF0000,2021,2,40,41.199999999988904,67287.21999999938,3484
IF0000,2021,2,50,-257.3000000000575,70229.41000000063,3484
IH0000,2021,2,0,-35.60000000002174,33265.57999999989,3460
IH0000,2021,2,10,310.0000000000009,28258.119999999803,3460
IH0000,2021,2,20,386.500000000025,27852.70999999992,3460
IH0000,2021,2,30,243.399999999976,29983.31999999964,3460
IH0000,2021,2,40,-97.50000000002638,30690.509999999915,3460
IH0000,2021,2,50,-318.1999999999748,32301.19999999978,3460
IC0000,2021,3,0,375.29999999998654,124338.54999999775,5334
IC0000,2021,3,10,581.4999999999673,110053.32999999876,5334
IC0000,2021,3,20,404.6999999999889,115904.18999999863,5334
IC0000,2021,3,30,403.6999999999807,118042.68999999817,5334
IC0000,2021,3,40,-127.20000000004893,115723.4799999984,5334
IC0000,2021,3,50,-379.6000000001113,120866.17999999889,5334
IF0000,2021,3,0,-348.2000000000389,108516.83999999845,5326
IF0000,2021,3,10,-118.00000000003547,97247.83999999896,5326
IF0000,2021,3,20,-81.00000000004638,100677.25999999909,5326
IF0000,2021,3,30,-190.3999999999678,104121.09999999842,5326
IF0000,2021,3,40,-367.20000000003165,104645.09999999919,5326
IF0000,2021,3,50,-712.899999999986,108744.48999999872,5326
IH0000,2021,3,0,-291.1000000000013,54662.80999999909,5322
IH0000,2021,3,10,-379.6000000000149,48794.71999999934,5322
IH0000,2021,3,20,-316.6999999999757,49667.64999999902,5322
IH0000,2021,3,30,-411.3000000000052,51304.32999999906,5322
IH0000,2021,3,40,-536.6999999999784,52712.98999999945,5322
IH0000,2021,3,50,-810.9000000000119,55004.169999999074,5322
IC0000,2021,4,0,94.60000000001764,45629.5199999988,4842
IC0000,2021,4,10,38.49999999998181,45812.44999999954,4842
IC0000,2021,4,20,238.19999999999982,46031.87999999951,4842
IC0000,2021,4,30,509.10000000000673,47619.80999999932,4842
IC0000,2021,4,40,574.399999999966,48595.35999999936,4842
IC0000,2021,4,50,569.900000000046,48127.489999998936,4842
IF0000,2021,4,0,275.2999999999756,42133.48999999926,4839
IF0000,2021,4,10,253.50000000001364,41128.04999999968,4839
IF0000,2021,4,20,568.6000000000122,41039.45999999935,4839
IF0000,2021,4,30,730.0999999999813,42268.56999999943,4839
IF0000,2021,4,40,608.49999999999,43289.0299999995,4839
IF0000,2021,4,50,456.29999999997926,43803.40999999972,4839
IH0000,2021,4,0,-74.30000000003747,20017.649999999827,4803
IH0000,2021,4,10,-5.7000000000189175,19568.00999999963,4803
IH0000,2021,4,20,168.59999999999627,19832.319999999792,4803
IH0000,2021,4,30,313.3999999999851,20130.73999999976,4803
IH0000,2021,4,40,297.6999999999657,20586.129999999623,4803
IH0000,2021,4,50,237.00000000003092,20550.039999999786,4803
IC0000,2021,5,0,410.1999999999998,48283.659999999756,4175
IC0000,2021,5,10,179.49999999995725,49309.44999999976,4175
IC0000,2021,5,20,208.80000000001928,47441.83999999925,4175
IC0000,2021,5,30,211.99999999997817,46324.15999999921,4175
IC0000,2021,5,40,175.09999999994034,46657.08999999939,4175
IC0000,2021,5,50,-64.60000000001855,47449.979999998955,4175
IF0000,2021,5,0,475.09999999995216,45370.80999999958,4180
IF0000,2021,5,10,375.7999999999802,43177.019999999604,4180
IF0000,2021,5,20,516.4999999999955,44042.06999999944,4180
IF0000,2021,5,30,344.7000000000198,44083.789999999295,4180
IF0000,2021,5,40,128.29999999999472,44435.60999999916,4180
IF0000,2021,5,50,-3.100000000041291,44191.12999999968,4180
IH0000,2021,5,0,134.599999999989,24048.83999999962,4145
IH0000,2021,5,10,104.60000000000264,23294.1799999998,4145
IH0000,2021,5,20,161.49999999998136,23529.729999999825,4145
IH0000,2021,5,30,21.60000000000946,23964.139999999716,4145
IH0000,2021,5,40,50.79999999998108,23816.079999999787,4145
IH0000,2021,5,50,85.70000000001573,23658.98999999985,4145
IC0000,2021,6,0,-52.099999999978536,53686.32999999897,4858
IC0000,2021,6,10,-137.40000000001965,53084.05999999907,4858
IC0000,2021,6,20,156.09999999999127,50693.40999999938,4858
IC0000,2021,6,30,75.79999999998836,50889.619999999144,4858
IC0000,2021,6,40,-89.599999999994,51665.7199999993,4858
IC0000,2021,6,50,-438.7999999999656,53424.839999998985,4858
IF0000,2021,6,0,-246.50000000002728,48256.02999999878,4859
IF0000,2021,6,10,-120.100000000014,47487.50999999919,4859
IF0000,2021,6,20,74.69999999998163,46607.98999999915,4859
IF0000,2021,6,30,150.79999999996926,46465.299999999115,4859
IF0000,2021,6,40,-39.99999999994907,47112.379999998964,4859
IF0000,2021,6,50,-151.79999999992378,48014.05999999871,4859
IH0000,2021,6,0,-304.80000000000837,25792.359999999568,4834
IH0000,2021,6,10,-209.39999999999372,25847.379999999277,4834
IH0000,2021,6,20,18.200000000014825,25506.97999999932,4834
IH0000,2021,6,30,74.59999999999354,25365.539999999524,4834
IH0000,2021,6,40,85.89999999998736,25247.409999999672,4834
IH0000,2021,6,50,13.99999999999227,25788.419999999423,4834
IC0000,2021,7,0,-410.00000000005366,96257.53999999879,5100
IC0000,2021,7,10,-488.99999999998727,85877.01999999932,5100
IC0000,2021,7,20,-82.40000000003147,82786.25999999941,5100
IC0000,2021,7,30,-147.2000000000462,85161.83999999915,5100
IC0000,2021,7,40,-192.69999999997435,86564.68999999827,5100
IC0000,2021,7,50,-338.70000000003256,93102.28999999914,5100
IF0000,2021,7,0,39.50000000005912,59199.90999999918,5078
IF0000,2021,7,10,208.2999999999265,51038.109999999186,5078
IF0000,2021,7,20,335.70000000000164,50964.2099999994,5078
IF0000,2021,7,30,195.0000000000391,53698.719999999616,5078
IF0000,2021,7,40,146.8000000000493,55412.49999999925,5078
IF0000,2021,7,50,-62.60000000006494,57722.099999999875,5078
IH0000,2021,7,0,-40.69999999999936,30676.049999999526,5064
IH0000,2021,7,10,158.29999999998608,26421.889999999752,5064
IH0000,2021,7,20,175.20000000001983,26819.51999999982,5064
IH0000,2021,7,30,42.00000000001137,27735.939999999544,5064
IH0000,2021,7,40,67.99999999994225,28573.339999999724,5064
IH0000,2021,7,50,-71.89999999999873,29104.66999999952,5064
IC0000,2021,8,0,-581.2000000000571,67041.3999999992,5089
IC0000,2021,8,10,-139.1000000000049,63355.3099999992,5089
IC0000,2021,8,20,137.8999999999487,63364.209999999075,5089
IC0000,2021,8,30,282.2999999999647,65156.009999999245,5089
IC0000,2021,8,40,21.999999999976353,66997.79999999928,5089
IC0000,2021,8,50,-300.3000000000229,68544.96999999927,5089
IF0000,2021,8,0,-228.79999999998927,51317.57999999872,5079
IF0000,2021,8,10,10.69999999999527,47710.40999999944,5079
IF0000,2021,8,20,259.59999999998854,47607.459999998944,5079
IF0000,2021,8,30,245.1000000000313,49275.52999999924,5079
IF0000,2021,8,40,249.5999999999358,49406.279999998565,5079
IF0000,2021,8,50,-41.90000000004693,52528.36999999933,5079
IH0000,2021,8,0,-346.60000000002765,30337.179999999567,5049
IH0000,2021,8,10,-83.49999999996817,27701.049999999723,5049
IH0000,2021,8,20,309.2999999999897,27072.869999999646,5049
IH0000,2021,8,30,261.10000000000036,28330.16999999956,5049
IH0000,2021,8,40,331.10000000000036,28217.549999999614,5049
IH0000,2021,8,50,260.19999999998663,30467.31999999936,5049
IC0000,2021,9,0,603.6000000000386,109124.37999999918,4647
IC0000,2021,9,10,917.4999999999791,99666.6699999987,4647
IC0000,2021,9,20,1159.3999999999633,96645.87999999811,4647
IC0000,2021,9,30,1050.799999999973,101999.01999999872,4647
IC0000,2021,9,40,926.5999999999685,106216.55999999908,4647
IC0000,2021,9,50,606.5000000000337,109897.70999999883,4647
IF0000,2021,9,0,-158.30000000002383,52873.16999999919,4606
IF0000,2021,9,10,150.50000000002728,46919.02999999941,4606
IF0000,2021,9,20,359.8999999999487,46914.86999999919,4606
IF0000,2021,9,30,230.8999999999878,48797.52999999932,4606
IF0000,2021,9,40,83.79999999997563,50377.07999999903,4606
IF0000,2021,9,50,-89.89999999997235,52183.74999999909,4606
IH0000,2021,9,0,-299.3000000000634,30563.309999999612,4609
IH0000,2021,9,10,-111.30000000001837,26261.349999999573,4609
IH0000,2021,9,20,-40.19999999996253,26164.359999999495,4609
IH0000,2021,9,30,-110.49999999999727,27044.809999999525,4609
IH0000,2021,9,40,-253.09999999998126,28499.089999999476,4609
IH0000,2021,9,50,-269.8000000000352,29331.779999999475,4609
IC0000,2021,10,0,578.7999999999556,49914.77999999928,3708
IC0000,2021,10,10,419.699999999958,49931.38999999936,3708
IC0000,2021,10,20,344.6999999999334,48800.66999999955,3708
IC0000,2021,10,30,202.4000000000242,50795.51999999929,3708
IC0000,2021,10,40,143.800000000002,50883.19999999952,3708
IC0000,2021,10,50,80.99999999995543,50698.67999999941,3708
IF0000,2021,10,0,215.30000000004293,21011.13000000002,3676
IF0000,2021,10,10,221.60000000002128,20918.93999999986,3676
IF0000,2021,10,20,114.10000000006949,20833.91000000023,3676
IF0000,2021,10,30,107.29999999996835,21455.889999999923,3676
IF0000,2021,10,40,140.70000000003984,21332.110000000182,3676
IF0000,2021,10,50,42.59999999998854,21303.580000000213,3676
IH0000,2021,10,0,143.399999999981,11862.73999999998,3658
IH0000,2021,10,10,121.50000000000364,11744.049999999956,3658
IH0000,2021,10,20,14.499999999987267,11722.610000000088,3658
IH0000,2021,10,30,31.200000000009823,12367.260000000004,3658
IH0000,2021,10,40,120.99999999999454,12486.599999999984,3658
IH0000,2021,10,50,31.59999999997308,12030.660000000005,3658
IC0000,2021,11,0,-14.10000000002401,47175.1699999986,5082
IC0000,2021,11,10,-1.0000000000300133,46496.83999999883,5082
IC0000,2021,11,20,234.70000000001528,43980.12999999907,5082
IC0000,2021,11,30,112.49999999996817,45729.709999999046,5082
IC0000,2021,11,40,52.69999999997435,46653.309999998855,5082
IC0000,2021,11,50,178.20000000004347,48093.33999999932,5082
