tod,avg_spread,n,code,year,month
578,1.0718687474990074,2499,IC0000,2021,7
579,1.0370941558441726,2464,IC0000,2021,7
580,1.053455852976441,2503,IC0000,2021,7
581,1.0210353327855632,2434,IC0000,2021,7
582,1.063864853728892,2427,IC0000,2021,7
583,1.0670568561872988,2392,IC0000,2021,7
584,1.0167151767151936,2405,IC0000,2021,7
585,1.0119438877755595,2495,IC0000,2021,7
570,0.8082952815829721,2628,IF0000,2021,7
571,0.7127969348659183,2610,IF0000,2021,7
572,0.7033690658499362,2612,IF0000,2021,7
573,0.7267052023121693,2595,IF0000,2021,7
574,0.7018433179723703,2604,IF0000,2021,7
575,0.6800458715596448,2616,IF0000,2021,7
576,0.6769884169884277,2590,IF0000,2021,7
577,0.6903846153846196,2600,IF0000,2021,7
578,0.7198614318706854,2598,IF0000,2021,7
579,0.6587732919254888,2576,IF0000,2021,7
580,0.6648919753086558,2592,IF0000,2021,7
581,0.6786733513305365,2593,IF0000,2021,7
582,0.6645938593082249,2573,IF0000,2021,7
583,0.7070675517376335,2561,IF0000,2021,7
584,0.6843468026677266,2549,IF0000,2021,7
585,0.6387572815534168,2575,IF0000,2021,7
570,1.191020721412127,2606,IC0000,2021,8
571,1.0875923765072266,2571,IC0000,2021,8
572,1.0814698983581177,2558,IC0000,2021,8
573,1.0912583300666727,2551,IC0000,2021,8
574,1.1139360442163508,2533,IC0000,2021,8
575,1.1236925515055722,2524,IC0000,2021,8
576,1.1030612244898252,2548,IC0000,2021,8
577,1.150335570469826,2533,IC0000,2021,8
578,1.1369212504946542,2527,IC0000,2021,8
579,1.1669585987261297,2512,IC0000,2021,8
580,1.1391339214113994,2494,IC0000,2021,8
581,1.0940461725395176,2469,IC0000,2021,8
582,1.1864393016646462,2463,IC0000,2021,8
583,1.089823380992443,2378,IC0000,2021,8
584,1.1310430463576207,2416,IC0000,2021,8
585,1.0553309552120598,2523,IC0000,2021,8
570,0.7574144486692111,2630,IF0000,2021,8
571,0.6884202453987861,2608,IF0000,2021,8
572,0.6870264064294158,2613,IF0000,2021,8
573,0.713979318268883,2611,IF0000,2021,8
574,0.6653609831029271,2604,IF0000,2021,8
575,0.6863601532567195,2610,IF0000,2021,8
576,0.6930624760444736,2609,IF0000,2021,8
577,0.6865094704290726,2587,IF0000,2021,8
578,0.6515606936416354,2595,IF0000,2021,8
579,0.6617999227501228,2589,IF0000,2021,8
580,0.6499613899614053,2590,IF0000,2021,8
581,0.6633632461958705,2563,IF0000,2021,8
582,0.6648212226067008,2601,IF0000,2021,8
583,0.6552520200077002,2599,IF0000,2021,8
584,0.6821192052980413,2567,IF0000,2021,8
585,0.6804953560371628,2584,IF0000,2021,8
570,1.3821831869510768,2391,IC0000,2021,9
571,1.2617523167649858,2374,IC0000,2021,9
572,1.2939152328997274,2383,IC0000,2021,9
573,1.3007255655143066,2343,IC0000,2021,9
574,1.2976962457338064,2344,IC0000,2021,9
575,1.2604113110540185,2334,IC0000,2021,9
576,1.3188306104901224,2326,IC0000,2021,9
577,1.2836761487965198,2285,IC0000,2021,9
578,1.3004284490145894,2334,IC0000,2021,9
579,1.3055214723926396,2282,IC0000,2021,9
580,1.2750108648413836,2301,IC0000,2021,9
581,1.2046834345186628,2306,IC0000,2021,9
582,1.2551064754454584,2301,IC0000,2021,9
583,1.2422310756972283,2259,IC0000,2021,9
584,1.2094190140845256,2272,IC0000,2021,9
585,1.208904408555217,2291,IC0000,2021,9
570,0.7563621193158107,2397,IF0000,2021,9
571,0.723019182652219,2398,IF0000,2021,9
572,0.7062552126772487,2398,IF0000,2021,9
573,0.6853904282116061,2382,IF0000,2021,9
574,0.6753974895397664,2390,IF0000,2021,9
575,0.6596902469652765,2389,IF0000,2021,9
576,0.6730930427493881,2386,IF0000,2021,9
577,0.6678377248013582,2391,IF0000,2021,9
578,0.6741610738255205,2384,IF0000,2021,9
579,0.6538006756756768,2368,IF0000,2021,9
580,0.6347169811321015,2385,IF0000,2021,9
581,0.6598570828079118,2379,IF0000,2021,9
582,0.6650713685978424,2382,IF0000,2021,9
583,0.6399491094147741,2358,IF0000,2021,9
584,0.646023688663286,2364,IF0000,2021,9
585,0.6181511186154551,2369,IF0000,2021,9
570,1.7101587301587542,1890,IC0000,2021,10
571,1.4092112228692588,1889,IC0000,2021,10
572,1.5707264957265115,1872,IC0000,2021,10
573,1.6003244997296096,1849,IC0000,2021,10
574,1.5655543595263746,1858,IC0000,2021,10
575,1.6071271929824689,1824,IC0000,2021,10
576,1.5851403412218001,1817,IC0000,2021,10
577,1.5638580931263972,1804,IC0000,2021,10
578,1.5842164599774708,1774,IC0000,2021,10
579,1.588228636106423,1767,IC0000,2021,10
580,1.5140616246498755,1785,IC0000,2021,10
581,1.5609221902017458,1735,IC0000,2021,10
582,1.5579743888242323,1718,IC0000,2021,10
583,1.511583924349884,1692,IC0000,2021,10
584,1.5344437834622522,1681,IC0000,2021,10
585,1.558441558441575,1771,IC0000,2021,10
570,1.0901960784314024,1887,IF0000,2021,10
571,1.0334754797441525,1876,IF0000,2021,10
572,1.0383606557377256,1830,IF0000,2021,10
573,0.988852459016416,1830,IF0000,2021,10
574,1.0017611447441082,1817,IF0000,2021,10
575,0.9545898967952435,1841,IF0000,2021,10
576,0.9692652832305281,1783,IF0000,2021,10
577,0.9727221279004055,1767,IF0000,2021,10
578,0.9611111111111313,1800,IF0000,2021,10
579,0.9618672665917066,1778,IF0000,2021,10
580,0.9670000000000376,1800,IF0000,2021,10
581,1.0048414985590735,1735,IF0000,2021,10
582,1.0132404181184977,1722,IF0000,2021,10
583,0.9974545454545577,1650,IF0000,2021,10
584,0.9570661896243606,1677,IF0000,2021,10
585,0.9501710376283002,1754,IF0000,2021,10
570,1.2516801853997936,2589,IC0000,2021,11
571,1.1176059075009976,2573,IC0000,2021,11
572,1.0375347912524937,2515,IC0000,2021,11
573,1.0479522862823243,2515,IC0000,2021,11
574,1.0136054421768805,2499,IC0000,2021,11
575,1.0467553405884804,2481,IC0000,2021,11
576,1.092282294676029,2423,IC0000,2021,11
577,1.0867439933720078,2414,IC0000,2021,11
578,1.1159203980099677,2412,IC0000,2021,11
579,1.065369649805445,2313,IC0000,2021,11
580,1.135828877005366,2431,IC0000,2021,11
581,1.053276955602549,2365,IC0000,2021,11
582,1.0425871482570763,2381,IC0000,2021,11
583,1.0624125874126213,2288,IC0000,2021,11
584,1.0103402562969637,2263,IC0000,2021,11
585,1.0289429530201637,2384,IC0000,2021,11
570,0.8431748466257749,2608,IF0000,2021,11
571,0.7559030492572498,2558,IF0000,2021,11
572,0.7197784810126541,2528,IF0000,2021,11
573,0.7045886075949593,2528,IF0000,2021,11
574,0.7279708973322753,2474,IF0000,2021,11
575,0.7449959967974219,2498,IF0000,2021,11
576,0.7126070991432171,2451,IF0000,2021,11
577,0.728236744759573,2433,IF0000,2021,11
578,0.6855956828559653,2409,IF0000,2021,11
579,0.7094214876033168,2420,IF0000,2021,11
580,0.7118479579458433,2473,IF0000,2021,11
581,0.7436665317685488,2471,IF0000,2021,11
582,0.6846921797005117,2404,IF0000,2021,11
583,0.7095901985635966,2367,IF0000,2021,11
584,0.6994553833263519,2387,IF0000,2021,11
585,0.6981489099136247,2431,IF0000,2021,11
570,1.23561847988079,2684,IC0000,2021,12
571,0.994738878143159,2585,IC0000,2021,12
572,0.9157298827335398,2473,IC0000,2021,12
573,0.9506740681998502,2522,IC0000,2021,12
574,0.9318200577796196,2423,IC0000,2021,12
575,0.9276137270551007,2506,IC0000,2021,12
576,0.9507294706127623,2399,IC0000,2021,12
577,0.9054623655914158,2325,IC0000,2021,12
578,0.9095481670929645,2346,IC0000,2021,12
579,0.9461665292663016,2426,IC0000,2021,12
580,0.907773279352262,2470,IC0000,2021,12
581,0.8834154351396022,2436,IC0000,2021,12
582,0.9225920994229941,2253,IC0000,2021,12
583,0.9210734711834722,2273,IC0000,2021,12
584,0.9359652928416737,2305,IC0000,2021,12
585,0.8845058264997915,2317,IC0000,2021,12
570,0.7680438756855806,2735,IF0000,2021,12
571,0.6802636396924228,2731,IF0000,2021,12
572,0.6095131086142348,2670,IF0000,2021,12
573,0.5917318435754156,2685,IF0000,2021,12
574,0.5835585585585703,2664,IF0000,2021,12
575,0.5743283582089647,2680,IF0000,2021,12
576,0.5659431137724686,2672,IF0000,2021,12
577,0.5813865862848633,2654,IF0000,2021,12
578,0.5794541319181385,2638,IF0000,2021,12
579,0.581010254462611,2633,IF0000,2021,12
580,0.6163450624290672,2643,IF0000,2021,12
581,0.5758292032024523,2623,IF0000,2021,12
582,0.5729077462047674,2569,IF0000,2021,12
583,0.575231481481533,2592,IF0000,2021,12
584,0.5965638422491364,2561,IF0000,2021,12
585,0.5807051530414695,2581,IF0000,2021,12
570,1.4581702321347352,2197,IC0000,2022,1
571,1.281937528293341,2209,IC0000,2022,1
572,1.2700184501844982,2168,IC0000,2022,1
573,1.2605176470588322,2125,IC0000,2022,1
574,1.2539379474940346,2095,IC0000,2022,1
575,1.214151827553914,2134,IC0000,2022,1
576,1.227190904784493,2111,IC0000,2022,1
577,1.225961538461566,2080,IC0000,2022,1
578,1.2246047430830234,2024,IC0000,2022,1
579,1.1965200579990534,2069,IC0000,2022,1
580,1.266477272727278,2112,IC0000,2022,1
581,1.2414800389484022,2054,IC0000,2022,1
582,1.2364372469635732,1976,IC0000,2022,1
583,1.3073446327684066,1947,IC0000,2022,1
584,1.2513598326360087,1912,IC0000,2022,1
585,1.197773279352254,1976,IC0000,2022,1
570,0.9471765228990896,2249,IF0000,2022,1
571,0.7954012623985752,2218,IF0000,2022,1
572,0.7889040472942342,2199,IF0000,2022,1
573,0.8574920778633058,2209,IF0000,2022,1
574,0.8078196872125218,2174,IF0000,2022,1
575,0.8670615034168655,2195,IF0000,2022,1
576,0.832442569151439,2133,IF0000,2022,1
577,0.8051305970149325,2144,IF0000,2022,1
578,0.7951469902006681,2143,IF0000,2022,1
579,0.7637470725995369,2135,IF0000,2022,1
580,0.7873915029694054,2189,IF0000,2022,1
581,0.7878759833410552,2161,IF0000,2022,1
582,0.7949626865671793,2144,IF0000,2022,1
583,0.8079245283019006,2120,IF0000,2022,1
584,0.775106888361057,2105,IF0000,2022,1
585,0.7859698681732759,2124,IF0000,2022,1
570,1.3719852553976053,1899,IC0000,2022,2
571,1.257759074171506,1901,IC0000,2022,2
572,1.1366315789474035,1900,IC0000,2022,2
573,1.179893617021291,1880,IC0000,2022,2
574,1.2039445628998156,1876,IC0000,2022,2
575,1.1789473684210736,1862,IC0000,2022,2
576,1.1473336998350931,1819,IC0000,2022,2
577,1.1242590559824717,1822,IC0000,2022,2
578,1.1855647382920236,1815,IC0000,2022,2
579,1.1669291338582852,1778,IC0000,2022,2
580,1.1414075286415815,1833,IC0000,2022,2
581,1.144201312910297,1828,IC0000,2022,2
582,1.1298167684619853,1801,IC0000,2022,2
583,1.0608253250424324,1769,IC0000,2022,2
584,1.0895739910314008,1784,IC0000,2022,2
585,1.0482720178372638,1794,IC0000,2022,2
570,0.9023597273204215,1907,IF0000,2022,2
571,0.7737310308738934,1911,IF0000,2022,2
572,0.7611199154781008,1893,IF0000,2022,2
573,0.7646437994723018,1895,IF0000,2022,2
574,0.7362765957447025,1880,IF0000,2022,2
575,0.7285259809119936,1886,IF0000,2022,2
576,0.7298189563365458,1878,IF0000,2022,2
577,0.7398068669527877,1864,IF0000,2022,2
578,0.7429490616622044,1865,IF0000,2022,2
579,0.7122883670125911,1831,IF0000,2022,2
580,0.7469802244789118,1871,IF0000,2022,2
581,0.7341963322545733,1854,IF0000,2022,2
582,0.7028824833703063,1804,IF0000,2022,2
583,0.742284122562686,1795,IF0000,2022,2
584,0.7617728531856318,1805,IF0000,2022,2
585,0.7212154096581856,1843,IF0000,2022,2
570,1.6797810218978255,2740,IC0000,2022,3
571,1.565653606737479,2731,IC0000,2022,3
572,1.6558446317332514,2729,IC0000,2022,3
573,1.6460579391272527,2727,IC0000,2022,3
574,1.682654932159898,2727,IC0000,2022,3
575,1.7208287088420418,2703,IC0000,2022,3
576,1.606280741581547,2643,IC0000,2022,3
577,1.7025407660219936,2637,IC0000,2022,3
578,1.815725190839695,2620,IC0000,2022,3
579,1.7481027213491895,2609,IC0000,2022,3
580,1.5369507069163344,2617,IC0000,2022,3
581,1.4458021284982456,2537,IC0000,2022,3
582,1.6079470198675594,2567,IC0000,2022,3
583,1.5598915989160012,2583,IC0000,2022,3
584,1.5119968737788432,2559,IC0000,2022,3
585,1.4676355066771443,2546,IC0000,2022,3
570,0.9021044992743307,2756,IF0000,2022,3
571,0.70931496919175,2759,IF0000,2022,3
572,0.6510514865844963,2758,IF0000,2022,3
573,0.6655297532656222,2756,IF0000,2022,3
574,0.6626313881841388,2759,IF0000,2022,3
575,0.6749090909091141,2750,IF0000,2022,3
576,0.6426229508197074,2745,IF0000,2022,3
577,0.662244897959199,2744,IF0000,2022,3
578,0.6897735573411405,2738,IF0000,2022,3
579,0.6821415474881074,2727,IF0000,2022,3
580,0.6548847420417201,2733,IF0000,2022,3
581,0.6122523844460863,2726,IF0000,2022,3
582,0.6624217887375932,2717,IF0000,2022,3
583,0.6559179186515387,2729,IF0000,2022,3
584,0.6222058823529596,2720,IF0000,2022,3
585,0.6690414983474149,2723,IF0000,2022,3
570,1.7980470483799573,2253,IC0000,2022,4
571,1.5293111211166384,2221,IC0000,2022,4
572,1.5169642857143044,2240,IC0000,2022,4
573,1.570538495772139,2247,IC0000,2022,4
574,1.6352834467120454,2205,IC0000,2022,4
575,1.711862877762762,2217,IC0000,2022,4
576,1.6218878248974267,2193,IC0000,2022,4
577,1.622982216142275,2193,IC0000,2022,4
578,1.6439944776806328,2173,IC0000,2022,4
579,1.692186777623685,2163,IC0000,2022,4
580,1.6260155180282994,2191,IC0000,2022,4
581,1.6071823204419906,2172,IC0000,2022,4
582,1.5472947761194231,2144,IC0000,2022,4
583,1.6394910461828733,2122,IC0000,2022,4
584,1.6800779347296568,2053,IC0000,2022,4
585,1.5582406959884192,2069,IC0000,2022,4
570,0.8658740642888738,2271,IF0000,2022,4
571,0.7398582816652107,2258,IF0000,2022,4
572,0.6590265486725683,2260,IF0000,2022,4
573,0.6703277236492519,2258,IF0000,2022,4
574,0.6639715681919229,2251,IF0000,2022,4
575,0.6767306833407971,2239,IF0000,2022,4
576,0.6725323805270251,2239,IF0000,2022,4
577,0.6690090090090288,2220,IF0000,2022,4
578,0.6461193360251486,2229,IF0000,2022,4
579,0.6711469534050304,2232,IF0000,2022,4
580,0.6850585058506004,2222,IF0000,2022,4
581,0.6906798739306793,2221,IF0000,2022,4
582,0.653327297419666,2209,IF0000,2022,4
583,0.671486669679178,2213,IF0000,2022,4
584,0.658246251703781,2201,IF0000,2022,4
585,0.6648164726947366,2234,IF0000,2022,4
570,1.211003521126772,2272,IC0000,2022,5
571,1.0285965684118115,2273,IC0000,2022,5
572,1.0226631393298147,2268,IC0000,2022,5
573,1.0652001759788945,2273,IC0000,2022,5
574,1.037527790128964,2249,IC0000,2022,5
575,1.0845195729537598,2248,IC0000,2022,5
576,1.1075278396436747,2245,IC0000,2022,5
577,1.0781054512958153,2238,IC0000,2022,5
578,1.0484438430311276,2217,IC0000,2022,5
579,1.0295996401259866,2223,IC0000,2022,5
580,1.0355239786856305,2252,IC0000,2022,5
581,1.0625613565372736,2241,IC0000,2022,5
582,0.9737483085250453,2217,IC0000,2022,5
583,0.999183673469419,2205,IC0000,2022,5
584,1.0821705426356911,2193,IC0000,2022,5
585,1.1294538943599168,2234,IC0000,2022,5
570,0.8126704795424601,2273,IF0000,2022,5
571,0.6687555163283347,2266,IF0000,2022,5
572,0.621390845070423,2272,IF0000,2022,5
573,0.6503089143865919,2266,IF0000,2022,5
574,0.6524546660769602,2261,IF0000,2022,5
575,0.6688524590164027,2257,IF0000,2022,5
576,0.6391862007961137,2261,IF0000,2022,5
577,0.6255928411633178,2235,IF0000,2022,5
578,0.6258064516129133,2232,IF0000,2022,5
579,0.6131956912028872,2228,IF0000,2022,5
580,0.6436802143814295,2239,IF0000,2022,5
581,0.6618067978533141,2236,IF0000,2022,5
582,0.6609635299414852,2221,IF0000,2022,5
583,0.6665124884366439,2162,IF0000,2022,5
584,0.6424493554327755,2172,IF0000,2022,5
585,0.6534358047016336,2212,IF0000,2022,5
570,1.3032669322709123,2510,IC0000,2022,6
571,1.1110665597434082,2494,IC0000,2022,6
572,1.092579221821122,2493,IC0000,2022,6
573,1.2268223922674415,2483,IC0000,2022,6
574,1.2278842233999296,2453,IC0000,2022,6
575,1.2185933710590267,2474,IC0000,2022,6
576,1.1918284789644205,2472,IC0000,2022,6
577,1.183902439024409,2460,IC0000,2022,6
578,1.2285014291547858,2449,IC0000,2022,6
579,1.234811165845663,2436,IC0000,2022,6
580,1.2274299835255582,2428,IC0000,2022,6
581,1.2309278350515651,2425,IC0000,2022,6
582,1.2240300375469537,2397,IC0000,2022,6
583,1.1940174491067885,2407,IC0000,2022,6
584,1.2305932203390069,2360,IC0000,2022,6
585,1.1685998342999382,2414,IC0000,2022,6
570,0.7296781883194497,2517,IF0000,2022,6
571,0.6222752585521257,2514,IF0000,2022,6
572,0.5744139849026737,2517,IF0000,2022,6
573,0.5990438247012116,2510,IF0000,2022,6
574,0.5763811048839167,2498,IF0000,2022,6
575,0.5788884446221747,2501,IF0000,2022,6
576,0.5883153261304581,2499,IF0000,2022,6
577,0.5748589846897796,2482,IF0000,2022,6
578,0.593985565356866,2494,IF0000,2022,6
579,0.593634165995187,2482,IF0000,2022,6
580,0.6135374697824426,2482,IF0000,2022,6
581,0.6082960553070579,2459,IF0000,2022,6
582,0.590916463909189,2466,IF0000,2022,6
583,0.6028180354267357,2484,IF0000,2022,6
584,0.5995933306222129,2459,IF0000,2022,6
585,0.5826402906742217,2477,IF0000,2022,6
570,1.4753926701570905,2483,IC0000,2022,7
571,1.2595570139458692,2438,IC0000,2022,7
572,1.2653594771242107,2448,IC0000,2022,7
573,1.3372371134020724,2425,IC0000,2022,7
574,1.396654119615239,2391,IC0000,2022,7
575,1.2876087857439011,2413,IC0000,2022,7
576,1.2122296173045009,2404,IC0000,2022,7
577,1.1802448290418082,2369,IC0000,2022,7
578,1.2253186066270412,2354,IC0000,2022,7
579,1.2341442594963998,2343,IC0000,2022,7
580,1.2510033444816195,2392,IC0000,2022,7
581,1.2817303653927017,2381,IC0000,2022,7
582,1.364063811922754,2382,IC0000,2022,7
583,1.3454545454545512,2288,IC0000,2022,7
584,1.3629272567923172,2282,IC0000,2022,7
585,1.368627450980404,2346,IC0000,2022,7
570,0.8834001603849387,2494,IF0000,2022,7
571,0.7580789580789701,2457,IF0000,2022,7
572,0.7259198691741828,2446,IF0000,2022,7
573,0.7759153783564131,2458,IF0000,2022,7
574,0.7383270911360859,2403,IF0000,2022,7
575,0.7297342192691316,2408,IF0000,2022,7
576,0.689284236657026,2417,IF0000,2022,7
577,0.6899625156184959,2401,IF0000,2022,7
578,0.6846384253316276,2337,IF0000,2022,7
579,0.6822127659574676,2350,IF0000,2022,7
580,0.6924160795690145,2413,IF0000,2022,7
581,0.706041402619382,2367,IF0000,2022,7
582,0.7331654072208463,2382,IF0000,2022,7
583,0.752961373390596,2330,IF0000,2022,7
584,0.750865051903126,2312,IF0000,2022,7
585,0.7463847780127137,2365,IF0000,2022,7
570,1.6315789473684406,703,IM0000,2022,7
571,1.7222222222221923,702,IM0000,2022,7
572,1.4916544655929964,683,IM0000,2022,7
573,1.5127055306427573,669,IM0000,2022,7
574,1.4539969834087894,663,IM0000,2022,7
575,1.414880952380969,672,IM0000,2022,7
576,1.362700964630211,622,IM0000,2022,7
577,1.3656462585033875,588,IM0000,2022,7
578,1.3972881355932028,590,IM0000,2022,7
579,1.5753378378378553,592,IM0000,2022,7
580,1.3944922547332637,581,IM0000,2022,7
581,1.4542483660131433,612,IM0000,2022,7
582,1.3103333333333755,600,IM0000,2022,7
583,1.467343485617634,591,IM0000,2022,7
584,1.4179445350734106,613,IM0000,2022,7
585,1.4754838709677922,620,IM0000,2022,7
570,1.251223967848014,2737,IC0000,2022,8
571,0.993595877806421,2717,IC0000,2022,8
572,0.9732394366197393,2698,IC0000,2022,8
573,1.0144927536231936,2691,IC0000,2022,8
574,0.9827868852459057,2684,IC0000,2022,8
575,1.0143761638733721,2685,IC0000,2022,8
576,0.9805223880597222,2680,IC0000,2022,8
577,0.9599541459686833,2617,IC0000,2022,8
578,0.9177004538578076,2644,IC0000,2022,8
579,0.9983920367534652,2612,IC0000,2022,8
580,1.0204112149532736,2675,IC0000,2022,8
581,0.9656727828746545,2616,IC0000,2022,8
582,0.9829027355623093,2632,IC0000,2022,8
583,0.9880184331797298,2604,IC0000,2022,8
584,1.0475931677018924,2576,IC0000,2022,8
585,0.9919514047076894,2634,IC0000,2022,8
570,0.7585276967930247,2744,IF0000,2022,8
571,0.6524457521147594,2719,IF0000,2022,8
572,0.6120875046347891,2697,IF0000,2022,8
573,0.6485584218512944,2636,IF0000,2022,8
574,0.6640828856485131,2606,IF0000,2022,8
575,0.6309837919336853,2653,IF0000,2022,8
576,0.5929690485288784,2617,IF0000,2022,8
577,0.583138173302119,2562,IF0000,2022,8
578,0.5877868533644683,2571,IF0000,2022,8
579,0.5993079584775008,2601,IF0000,2022,8
580,0.6055384615384619,2600,IF0000,2022,8
581,0.6075471698113425,2597,IF0000,2022,8
582,0.6211801484955302,2559,IF0000,2022,8
583,0.6318446601941824,2575,IF0000,2022,8
584,0.6466081404629065,2506,IF0000,2022,8
585,0.62088974854935,2585,IF0000,2022,8
570,1.7181751287711666,2718,IM0000,2022,8
571,1.4616248596031487,2671,IM0000,2022,8
572,1.366988847583655,2690,IM0000,2022,8
573,1.4062476477230066,2657,IM0000,2022,8
574,1.4217259651779142,2642,IM0000,2022,8
575,1.3480045610034261,2631,IM0000,2022,8
576,1.3003462870334832,2599,IM0000,2022,8
577,1.322104436592095,2547,IM0000,2022,8
578,1.3516091508336632,2579,IM0000,2022,8
579,1.422574410514115,2587,IM0000,2022,8
580,1.4312524234199389,2579,IM0000,2022,8
581,1.4139315230224547,2541,IM0000,2022,8
582,1.4357652656621873,2522,IM0000,2022,8
583,1.4446700507614387,2561,IM0000,2022,8
584,1.4309580364212462,2526,IM0000,2022,8
585,1.4189708141321211,2604,IM0000,2022,8
570,1.472961028525521,2489,IC0000,2022,9
571,1.1760425183973915,2446,IC0000,2022,9
572,1.1739519739519735,2457,IC0000,2022,9
573,1.1385182153090687,2443,IC0000,2022,9
574,1.106496710526332,2432,IC0000,2022,9
575,1.1210139002453148,2446,IC0000,2022,9
576,1.0552490736928863,2429,IC0000,2022,9
577,1.065641877856292,2407,IC0000,2022,9
578,1.0786339025406173,2401,IC0000,2022,9
579,1.1045000000000167,2400,IC0000,2022,9
580,1.148879668049807,2410,IC0000,2022,9
581,1.1209751996637327,2379,IC0000,2022,9
582,1.1153944562899711,2345,IC0000,2022,9
583,1.1172893136403408,2302,IC0000,2022,9
584,1.116423043852134,2326,IC0000,2022,9
585,1.0963302752293616,2398,IC0000,2022,9
570,0.6610911987256147,2511,IF0000,2022,9
571,0.526176115802186,2487,IF0000,2022,9
572,0.4970352564102615,2496,IF0000,2022,9
573,0.5177795655671891,2486,IF0000,2022,9
574,0.48753552578157006,2463,IF0000,2022,9
575,0.49664917238596,2477,IF0000,2022,9
576,0.47627944760358226,2462,IF0000,2022,9
577,0.47386873216469316,2453,IF0000,2022,9
578,0.4816592110614112,2459,IF0000,2022,9
579,0.5019512195122081,2460,IF0000,2022,9
580,0.5012515139281408,2477,IF0000,2022,9
581,0.49942903752040074,2452,IF0000,2022,9
582,0.4879568106312398,2408,IF0000,2022,9
583,0.4886410574142974,2421,IF0000,2022,9
584,0.4976397515528109,2415,IF0000,2022,9
585,0.5150123051681694,2438,IF0000,2022,9
570,1.5249103228377927,2509,IM0000,2022,9
571,1.2155823293172903,2490,IM0000,2022,9
572,1.3081953976584708,2477,IM0000,2022,9
573,1.351432029043985,2479,IM0000,2022,9
574,1.255200323755571,2471,IM0000,2022,9
575,1.2343573160873191,2474,IM0000,2022,9
576,1.2317073170731878,2460,IM0000,2022,9
577,1.2178250204415482,2446,IM0000,2022,9
578,1.2117168429617717,2458,IM0000,2022,9
579,1.240146878824983,2451,IM0000,2022,9
580,1.2192868719611185,2468,IM0000,2022,9
581,1.2034383954154795,2443,IM0000,2022,9
582,1.1880033557046898,2384,IM0000,2022,9
583,1.1681704260651888,2394,IM0000,2022,9
584,1.2212605042017026,2380,IM0000,2022,9
585,1.1778323108384663,2445,IM0000,2022,9
570,1.7368753287743361,1901,IC0000,2022,10
571,1.3424291064740614,1869,IC0000,2022,10
572,1.2551063829787283,1880,IC0000,2022,10
573,1.324661246612483,1845,IC0000,2022,10
574,1.4124312431242985,1818,IC0000,2022,10
575,1.4766811279826642,1844,IC0000,2022,10
576,1.4268266085060162,1834,IC0000,2022,10
577,1.4373028820010918,1839,IC0000,2022,10
578,1.417559359469907,1811,IC0000,2022,10
579,1.4448577680525247,1828,IC0000,2022,10
580,1.4994475138121617,1810,IC0000,2022,10
581,1.455574043261232,1803,IC0000,2022,10
582,1.500896860986559,1784,IC0000,2022,10
583,1.5532249018508206,1783,IC0000,2022,10
584,1.5121923937360042,1788,IC0000,2022,10
585,1.5219834710743976,1815,IC0000,2022,10
570,0.9191780821917827,1898,IF0000,2022,10
571,0.6844680851063998,1880,IF0000,2022,10
572,0.6674827035657356,1879,IF0000,2022,10
573,0.7128012854847476,1867,IF0000,2022,10
574,0.7044743935310016,1855,IF0000,2022,10
575,0.7468395461912507,1851,IF0000,2022,10
576,0.7184466019417561,1854,IF0000,2022,10
577,0.7209378407851813,1834,IF0000,2022,10
578,0.717557251908413,1834,IF0000,2022,10
579,0.748450244698215,1839,IF0000,2022,10
580,0.7896626768226344,1838,IF0000,2022,10
581,0.7417400881057267,1816,IF0000,2022,10
582,0.7348401323043164,1814,IF0000,2022,10
583,0.7741466144376182,1787,IF0000,2022,10
584,0.7657777777777864,1800,IF0000,2022,10
585,0.7764961915125251,1838,IF0000,2022,10
570,1.9423036649214775,1910,IM0000,2022,10
571,1.5268805891636026,1901,IM0000,2022,10
572,1.5163770405476589,1899,IM0000,2022,10
573,1.614126394052059,1883,IM0000,2022,10
574,1.6284319045035298,1843,IM0000,2022,10
575,1.6415277030661806,1859,IM0000,2022,10
576,1.608342245989326,1870,IM0000,2022,10
577,1.5678706199460821,1855,IM0000,2022,10
578,1.6685561497326378,1870,IM0000,2022,10
579,1.6244527495995862,1873,IM0000,2022,10
580,1.6485106382978925,1880,IM0000,2022,10
581,1.5551282051281947,1872,IM0000,2022,10
582,1.6104812834224693,1870,IM0000,2022,10
583,1.6239048134126577,1849,IM0000,2022,10
584,1.6325456498388953,1862,IM0000,2022,10
585,1.6790598290598517,1872,IM0000,2022,10
570,1.2976761904762102,2625,IC0000,2022,11
571,1.0518943742824467,2613,IC0000,2022,11
572,1.0791522157996316,2595,IC0000,2022,11
573,1.1270488649480779,2599,IC0000,2022,11
574,1.115634674922634,2584,IC0000,2022,11
575,1.0804473582722847,2593,IC0000,2022,11
576,1.0406346749226125,2584,IC0000,2022,11
577,1.0982551376502512,2579,IC0000,2022,11
578,1.146120857699831,2565,IC0000,2022,11
579,1.1330431341511968,2527,IC0000,2022,11
580,1.1340038684719669,2585,IC0000,2022,11
581,1.1300314465409107,2544,IC0000,2022,11
582,1.1220902612826764,2526,IC0000,2022,11
583,1.161777428234395,2543,IC0000,2022,11
584,1.1259347653142457,2514,IC0000,2022,11
585,1.1448931116389771,2526,IC0000,2022,11
570,0.7562404870624138,2628,IF0000,2022,11
571,0.6112256586483453,2619,IF0000,2022,11
572,0.6069465648855011,2620,IF0000,2022,11
