date,c1115,c1119,c1120,c1129,o1121,code,ym
2022-01-14,7091.9,7096.2,7092.5,7093.3,7093.9,IC0000,2022-01
2022-01-17,7145.5,7139.700000000001,7137.0,7145.5,7137.7,IC0000,2022-01
2022-01-18,7160.9,7158.299999999999,7158.6,7154.1,7158.6,IC0000,2022-01
2022-01-19,7124.6,7129.7,7127.5,7117.8,7127.299999999999,IC0000,2022-01
2022-01-20,7044.3,7058.5,7067.3,7089.9,7067.6,IC0000,2022-01
2022-01-21,7013.9,7003.0,7002.4,7002.2,7002.4,IC0000,2022-01
2022-01-24,6982.6,6981.799999999999,6980.7,6995.5,6980.7,IC0000,2022-01
2022-01-25,6876.9,6872.9,6874.0,6856.1,6873.799999999999,IC0000,2022-01
2022-01-26,6783.7,6777.9,6775.1,6762.8,6775.0,IC0000,2022-01
2022-01-27,6706.1,6688.4,6689.5,6658.6,6689.5,IC0000,2022-01
2022-01-28,6617.9,6621.6,6620.3,6605.200000000001,6620.0,IC0000,2022-01
2022-01-04,4884.200000000001,4885.7,4887.0,4896.9,4886.7,IF0000,2022-01
2022-01-05,4908.3,4903.6,4902.5,4896.5,4902.299999999999,IF0000,2022-01
2022-01-06,4818.6,4819.6,4817.4,4831.6,4817.3,IF0000,2022-01
2022-01-07,4837.9,4842.9,4844.4,4844.1,4844.6,IF0000,2022-01
2022-01-10,4840.9,4846.200000000001,4845.0,4846.5,4844.299999999999,IF0000,2022-01
2022-01-11,4829.9,4833.8,4833.6,4829.9,4833.0,IF0000,2022-01
2022-01-12,4825.4,4827.0,4825.200000000001,4824.299999999999,4825.200000000001,IF0000,2022-01
2022-01-13,4824.700000000001,4829.5,4830.799999999999,4826.1,4830.799999999999,IF0000,2022-01
2022-01-14,4748.1,4750.4,4749.799999999999,4750.3,4749.7,IF0000,2022-01
2022-01-17,4762.200000000001,4759.9,4759.9,4774.5,4759.799999999999,IF0000,2022-01
2022-01-18,4825.4,4819.3,4822.4,4820.5,4822.3,IF0000,2022-01
2022-01-19,4800.7,4803.3,4801.5,4798.6,4800.9,IF0000,2022-01
2022-01-20,4829.3,4842.9,4852.7,4859.5,4852.9,IF0000,2022-01
2022-01-21,4802.1,4799.4,4799.3,4802.8,4799.4,IF0000,2022-01
2022-01-24,4807.5,4809.5,4806.9,4821.8,4807.5,IF0000,2022-01
2022-01-25,4769.3,4767.5,4768.6,4761.4,4768.5,IF0000,2022-01
2022-01-26,4711.299999999999,4704.5,4703.6,4692.1,4703.5,IF0000,2022-01
2022-01-27,4692.4,4681.1,4680.200000000001,4671.5,4680.200000000001,IF0000,2022-01
2022-01-28,4637.1,4638.3,4636.0,4628.6,4636.0,IF0000,2022-01
2022-01-04,3235.1000000000004,3236.8999999999996,3237.2,3249.5,3237.2,IH0000,2022-01
2022-01-05,3283.1,3279.5,3278.7,3273.4,3278.7,IH0000,2022-01
2022-01-06,3217.6000000000004,3217.1,3216.0,3225.5,3215.9,IH0000,2022-01
2022-01-07,3236.7,3238.8999999999996,3240.5,3239.7,3240.1000000000004,IH0000,2022-01
2022-01-10,3235.2,3240.2,3239.0,3239.0,3239.0,IH0000,2022-01
2022-01-11,3238.7,3239.3,3239.6,3239.4,3239.7,IH0000,2022-01
2022-01-12,3230.8,3231.3,3231.2,3231.5,3231.3,IH0000,2022-01
2022-01-13,3224.1,3226.3,3227.6000000000004,3225.7,3227.6000000000004,IH0000,2022-01
2022-01-14,3155.5,3157.1,3156.3999999999996,3156.8999999999996,3156.5,IH0000,2022-01
2022-01-17,3150.5,3147.6000000000004,3147.8999999999996,3158.6000000000004,3147.8999999999996,IH0000,2022-01
2022-01-18,3207.6,3201.8999999999996,3203.2,3203.2,3203.4,IH0000,2022-01
2022-01-19,3206.8999999999996,3207.4,3206.6,3203.8999999999996,3206.5,IH0000,2022-01
2022-01-20,3240.6,3249.6000000000004,3254.1000000000004,3260.4,3254.3,IH0000,2022-01
2022-01-21,3236.1,3235.4,3235.5,3237.7,3235.5,IH0000,2022-01
2022-01-24,3226.5,3228.1,3227.2,3235.2,3227.2,IH0000,2022-01
2022-01-25,3200.8999999999996,3199.5,3199.7,3195.3,3199.8,IH0000,2022-01
2022-01-26,3170.5,3166.8,3166.7,3159.0,3166.3,IH0000,2022-01
2022-01-27,3162.0,3155.8,3154.5,3151.1000000000004,3154.7,IH0000,2022-01
2022-01-28,3125.3,3125.3,3121.8,3119.8,3122.1,IH0000,2022-01
2022-02-07,6641.9,6629.1,6628.9,6636.9,6627.4,IC0000,2022-02
2022-02-08,6591.3,6589.299999999999,6583.4,6601.5,6583.4,IC0000,2022-02
2022-02-09,6797.3,6798.700000000001,6803.7,6799.3,6803.5,IC0000,2022-02
2022-02-10,6816.8,6816.6,6816.4,6809.0,6816.3,IC0000,2022-02
2022-02-11,6804.6,6807.0,6804.3,6808.5,6804.3,IC0000,2022-02
2022-02-14,6712.7,6710.9,6709.200000000001,6706.5,6709.700000000001,IC0000,2022-02
2022-02-15,6743.200000000001,6743.6,6742.700000000001,6741.0,6742.700000000001,IC0000,2022-02
2022-02-16,6782.3,6782.6,6782.299999999999,6778.1,6782.8,IC0000,2022-02
2022-02-17,6803.5,6792.7,6793.6,6788.0,6793.5,IC0000,2022-02
2022-02-18,6807.5,6803.9,6803.8,6809.5,6803.8,IC0000,2022-02
2022-02-21,6823.6,6825.6,6826.5,6830.6,6826.6,IC0000,2022-02
2022-02-22,6766.6,6764.1,6761.799999999999,6741.5,6762.299999999999,IC0000,2022-02
2022-02-23,6864.5,6862.200000000001,6862.2,6856.6,6862.3,IC0000,2022-02
2022-02-24,6842.200000000001,6830.3,6827.5,6816.700000000001,6827.1,IC0000,2022-02
2022-02-25,6854.200000000001,6845.700000000001,6838.6,6832.2,6839.5,IC0000,2022-02
2022-02-28,6805.3,6810.3,6813.1,6817.299999999999,6813.0,IC0000,2022-02
2022-02-07,4619.0,4616.799999999999,4619.4,4639.3,4618.9,IF0000,2022-02
2022-02-08,4534.1,4529.1,4525.6,4538.8,4525.6,IF0000,2022-02
2022-02-09,4618.9,4618.799999999999,4620.799999999999,4618.700000000001,4620.799999999999,IF0000,2022-02
2022-02-10,4623.6,4623.9,4624.3,4625.2,4624.200000000001,IF0000,2022-02
2022-02-11,4649.299999999999,4651.6,4648.8,4653.4,4649.1,IF0000,2022-02
2022-02-14,4575.0,4578.0,4576.9,4575.4,4576.8,IF0000,2022-02
2022-02-15,4592.3,4594.1,4594.4,4591.7,4594.8,IF0000,2022-02
2022-02-16,4628.7,4626.799999999999,4626.9,4623.9,4627.299999999999,IF0000,2022-02
2022-02-17,4651.5,4645.6,4647.8,4643.4,4647.8,IF0000,2022-02
2022-02-18,4614.2,4612.1,4612.0,4615.8,4612.1,IF0000,2022-02
2022-02-21,4612.8,4614.1,4614.2,4612.9,4614.3,IF0000,2022-02
2022-02-22,4552.1,4551.0,4550.0,4546.7,4550.1,IF0000,2022-02
2022-02-23,4591.6,4589.6,4590.6,4591.6,4590.7,IF0000,2022-02
2022-02-24,4567.2,4563.1,4562.700000000001,4552.0,4562.1,IF0000,2022-02
2022-02-25,4580.5,4580.799999999999,4576.6,4567.700000000001,4576.1,IF0000,2022-02
2022-02-28,4544.9,4550.7,4551.6,4553.6,4551.6,IF0000,2022-02
2022-02-07,3107.4,3106.7,3107.4,3129.3999999999996,3107.5,IH0000,2022-02
2022-02-08,3074.1000000000004,3068.8,3066.3,3075.7,3066.7,IH0000,2022-02
2022-02-09,3126.4,3125.7,3126.7,3125.7,3126.8,IH0000,2022-02
2022-02-10,3133.6000000000004,3134.7,3135.4,3135.1,3135.3,IH0000,2022-02
2022-02-11,3173.5,3174.8999999999996,3175.1,3180.5,3174.8,IH0000,2022-02
2022-02-14,3123.7,3127.0,3126.7,3126.5,3126.6,IH0000,2022-02
2022-02-15,3125.1,3126.3,3126.1000000000004,3121.6,3126.3,IH0000,2022-02
2022-02-16,3148.4,3146.2,3145.3,3144.5,3145.4,IH0000,2022-02
2022-02-17,3164.7,3162.0,3162.3,3160.1000000000004,3162.3,IH0000,2022-02
2022-02-18,3142.8999999999996,3141.5,3140.8,3143.9,3140.8,IH0000,2022-02
2022-02-21,3137.3,3138.9,3138.8999999999996,3136.7,3138.8999999999996,IH0000,2022-02
2022-02-22,3092.6000000000004,3093.8,3093.7,3094.1,3093.5,IH0000,2022-02
2022-02-23,3106.6,3104.7,3105.8,3105.6,3105.7,IH0000,2022-02
2022-02-24,3087.0,3086.3999999999996,3087.4,3081.5,3087.2,IH0000,2022-02
2022-02-25,3083.8,3084.8,3083.0,3077.6,3082.9,IH0000,2022-02
2022-02-28,3064.6000000000004,3069.3,3069.8,3070.8999999999996,3069.7,IH0000,2022-02
2022-03-01,6849.700000000001,6847.7,6846.0,6838.9,6845.9,IC0000,2022-03
2022-03-02,6840.0,6839.5,6840.700000000001,6840.2,6840.9,IC0000,2022-03
2022-03-03,6856.7,6865.8,6865.799999999999,6852.5,6865.799999999999,IC0000,2022-03
2022-03-04,6847.5,6844.0,6844.799999999999,6821.9,6844.5,IC0000,2022-03
2022-03-07,6701.0,6704.799999999999,6701.4,6702.4,6702.5,IC0000,2022-03
2022-03-08,6450.1,6427.9,6424.4,6445.0,6423.1,IC0000,2022-03
2022-03-09,6309.299999999999,6298.8,6315.7,6291.9,6316.9,IC0000,2022-03
2022-03-10,6441.1,6447.6,6452.7,6436.6,6452.8,IC0000,2022-03
2022-03-11,6157.299999999999,6171.5,6167.2,6133.9,6167.3,IC0000,2022-03
2022-03-14,6303.1,6282.9,6289.1,6316.200000000001,6289.1,IC0000,2022-03
2022-03-15,6082.9,6076.9,6070.0,6052.7,6070.1,IC0000,2022-03
2022-03-16,5688.6,5725.4,5727.1,5760.5,5727.2,IC0000,2022-03
2022-03-17,6191.7,6188.0,6197.6,6221.0,6197.8,IC0000,2022-03
2022-03-18,6158.4,6140.9,6140.5,6141.4,6140.5,IC0000,2022-03
2022-03-21,6226.799999999999,6233.4,6227.8,6205.4,6228.6,IC0000,2022-03
2022-03-22,6195.0,6210.1,6206.0,6215.5,6206.5,IC0000,2022-03
2022-03-23,6279.0,6264.5,6261.8,6241.1,6261.1,IC0000,2022-03
2022-03-24,6212.5,6222.4,6214.9,6217.1,6215.0,IC0000,2022-03
2022-03-25,6222.9,6220.5,6215.6,6204.3,6215.5,IC0000,2022-03
2022-03-28,6170.200000000001,6165.2,6166.6,6147.1,6166.5,IC0000,2022-03
2022-03-29,6143.1,6144.2,6141.1,6125.5,6141.1,IC0000,2022-03
2022-03-30,6211.6,6214.799999999999,6215.4,6244.1,6215.4,IC0000,2022-03
2022-03-31,6238.9,6248.9,6244.7,6252.2,6244.7,IC0000,2022-03
2022-03-01,4598.5,4596.6,4593.9,4586.700000000001,4594.200000000001,IF0000,2022-03
2022-03-02,4567.3,4567.9,4567.700000000001,4563.5,4567.6,IF0000,2022-03
2022-03-03,4560.1,4567.9,4568.7,4560.299999999999,4568.6,IF0000,2022-03
2022-03-04,4519.5,4517.7,4519.4,4506.5,4519.4,IF0000,2022-03
2022-03-07,4384.4,4387.9,4384.3,4388.1,4384.5,IF0000,2022-03
2022-03-08,4269.3,4256.3,4256.700000000001,4273.0,4256.9,IF0000,2022-03
2022-03-09,4220.299999999999,4214.4,4228.7,4210.799999999999,4228.8,IF0000,2022-03
2022-03-10,4309.1,4312.5,4314.0,4298.9,4314.0,IF0000,2022-03
2022-03-11,4170.700000000001,4186.6,4182.4,4168.2,4182.8,IF0000,2022-03
2022-03-14,4205.299999999999,4193.0,4203.1,4215.5,4203.200000000001,IF0000,2022-03
2022-03-15,4107.4,4108.4,4104.5,4093.3,4104.6,IF0000,2022-03
2022-03-16,3947.6,3973.7,3979.1,4009.3999999999996,3979.3999999999996,IF0000,2022-03
2022-03-17,4214.200000000001,4212.7,4215.5,4237.5,4215.5,IF0000,2022-03
2022-03-18,4188.6,4174.5,4175.1,4178.2,4175.200000000001,IF0000,2022-03
2022-03-21,4227.4,4229.8,4226.2,4211.299999999999,4226.299999999999,IF0000,2022-03
2022-03-22,4217.4,4227.9,4226.6,4224.3,4226.5,IF0000,2022-03
2022-03-23,4239.4,4229.7,4227.1,4214.4,4226.5,IF0000,2022-03
2022-03-24,4210.9,4214.6,4211.0,4212.9,4211.1,IF0000,2022-03
2022-03-25,4200.6,4200.9,4194.6,4186.0,4194.4,IF0000,2022-03
2022-03-28,4131.5,4132.4,4132.0,4115.700000000001,4132.0,IF0000,2022-03
2022-03-29,4129.200000000001,4129.6,4129.4,4110.9,4129.5,IF0000,2022-03
2022-03-30,4184.2,4189.5,4189.700000000001,4214.799999999999,4189.4,IF0000,2022-03
2022-03-31,4213.299999999999,4220.299999999999,4217.2,4223.9,4217.2,IF0000,2022-03
2022-03-01,3114.5,3113.8,3112.0,3107.1,3111.8999999999996,IH0000,2022-03
2022-03-02,3107.7,3108.9,3108.8,3105.8,3109.1,IH0000,2022-03
2022-03-03,3108.3999999999996,3112.5,3113.0,3108.9,3113.3,IH0000,2022-03
2022-03-04,3072.8,3073.3999999999996,3073.9,3066.1,3073.9,IH0000,2022-03
2022-03-07,2996.4,3000.5,2998.4,3002.2,2998.6,IH0000,2022-03
2022-03-08,2948.7,2942.5,2940.2,2955.6000000000004,2940.1000000000004,IH0000,2022-03
2022-03-09,2919.9,2915.7,2926.3,2913.2,2926.3999999999996,IH0000,2022-03
2022-03-10,2959.3,2959.3,2960.2,2951.4,2960.1000000000004,IH0000,2022-03
2022-03-11,2858.6,2867.8999999999996,2866.2,2858.1,2866.2,IH0000,2022-03
2022-03-14,2873.6000000000004,2867.6000000000004,2873.5,2881.3,2873.4,IH0000,2022-03
2022-03-15,2788.5,2790.1,2787.0,2774.3,2786.8999999999996,IH0000,2022-03
2022-03-16,2690.8,2711.0,2713.5,2738.8,2713.4,IH0000,2022-03
2022-03-17,2870.7,2868.8999999999996,2870.4,2883.9,2870.8,IH0000,2022-03
2022-03-18,2844.2,2834.7,2836.1,2837.8,2836.2,IH0000,2022-03
2022-03-21,2889.1000000000004,2890.5,2887.6000000000004,2881.8,2887.3,IH0000,2022-03
2022-03-22,2890.5,2900.1000000000004,2899.3,2895.4,2899.2,IH0000,2022-03
2022-03-23,2898.6,2892.9,2891.3,2881.2,2890.8999999999996,IH0000,2022-03
2022-03-24,2891.0,2891.8,2890.8,2891.6000000000004,2890.7,IH0000,2022-03
2022-03-25,2882.7,2882.3999999999996,2877.9,2872.8,2877.6,IH0000,2022-03
2022-03-28,2850.2,2850.6,2851.1,2839.9,2851.2,IH0000,2022-03
2022-03-29,2852.3999999999996,2852.5,2851.8,2840.2,2851.8,IH0000,2022-03
2022-03-30,2875.1000000000004,2878.6000000000004,2877.8,2895.3,2877.7,IH0000,2022-03
2022-03-31,2901.8,2905.3999999999996,2903.3,2907.5,2903.3,IH0000,2022-03
2022-04-01,6271.0,6278.5,6273.1,6263.8,6273.1,IC0000,2022-04
2022-04-06,6238.6,6246.2,6242.4,6245.9,6242.5,IC0000,2022-04
2022-04-07,6155.5,6152.6,6154.1,6144.9,6154.9,IC0000,2022-04
2022-04-08,6057.0,6058.299999999999,6055.299999999999,6069.6,6055.5,IC0000,2022-04
2022-04-11,5937.9,5972.9,5979.1,5987.2,5979.2,IC0000,2022-04
2022-04-12,5894.9,5880.0,5883.9,5868.7,5884.0,IC0000,2022-04
2022-04-13,5999.2,5998.7,6000.0,5993.0,5999.8,IC0000,2022-04
2022-04-14,6008.9,6027.5,6024.5,6004.5,6024.0,IC0000,2022-04
2022-04-15,5996.5,5990.5,5991.299999999999,5981.3,5991.4,IC0000,2022-04
2022-04-18,5984.5,5980.0,5983.6,5980.8,5983.5,IC0000,2022-04
2022-04-19,6017.4,6022.1,6024.700000000001,6025.9,6024.6,IC0000,2022-04
2022-04-20,5988.5,5990.6,5992.9,5987.1,5993.2,IC0000,2022-04
2022-04-21,5792.1,5787.4,5782.5,5776.700000000001,5782.299999999999,IC0000,2022-04
2022-04-22,5637.9,5615.0,5614.4,5616.3,5614.5,IC0000,2022-04
2022-04-25,5473.7,5478.6,5482.1,5439.5,5480.5,IC0000,2022-04
2022-04-26,5316.4,5325.9,5317.6,5346.6,5318.5,IC0000,2022-04
2022-04-27,5109.6,5099.0,5103.9,5149.5,5104.4,IC0000,2022-04
2022-04-28,5340.0,5318.6,5319.1,5308.9,5319.1,IC0000,2022-04
2022-04-29,5390.7,5394.6,5401.4,5399.5,5401.6,IC0000,2022-04
2022-04-01,4275.9,4281.1,4273.6,4264.0,4273.5,IF0000,2022-04
2022-04-06,4243.6,4243.9,4242.799999999999,4240.6,4242.9,IF0000,2022-04
2022-04-07,4217.0,4212.3,4212.9,4205.9,4212.9,IF0000,2022-04
2022-04-08,4207.3,4204.0,4205.0,4208.9,4205.200000000001,IF0000,2022-04
2022-04-11,4102.5,4123.1,4124.6,4124.9,4124.7,IF0000,2022-04
2022-04-12,4105.1,4095.0,4096.5,4089.5,4096.7,IF0000,2022-04
2022-04-13,4130.3,4129.7,4131.0,4127.3,4131.1,IF0000,2022-04
2022-04-14,4150.6,4160.4,4158.6,4149.5,4158.6,IF0000,2022-04
2022-04-15,4152.4,4152.9,4153.0,4153.9,4153.1,IF0000,2022-04
2022-04-18,4128.9,4129.1,4130.200000000001,4129.0,4130.4,IF0000,2022-04
2022-04-19,4132.3,4133.3,4135.5,4136.3,4135.5,IF0000,2022-04
2022-04-20,4100.6,4103.200000000001,4103.1,4102.5,4103.1,IF0000,2022-04
2022-04-21,4030.1000000000004,4022.7,4019.7,4014.7,4019.8,IF0000,2022-04
2022-04-22,4016.0,4006.1,4001.9,4002.1,4002.0,IF0000,2022-04
2022-04-25,3942.3,3941.7,3943.0,3924.7,3943.7,IF0000,2022-04
2022-04-26,3869.4,3869.6,3865.9,3876.2,3865.6000000000004,IF0000,2022-04
2022-04-27,3806.2,3801.7,3807.5,3827.8,3808.0,IF0000,2022-04
2022-04-28,3922.0,3906.8,3905.5,3899.3999999999996,3905.4,IF0000,2022-04
2022-04-29,3902.3,3904.0,3908.3,3903.1,3908.9,IF0000,2022-04
2022-04-01,2945.5,2948.5,2943.8,2935.8,2943.3999999999996,IH0000,2022-04
2022-04-06,2919.4,2920.3,2919.8,2918.8,2919.9,IH0000,2022-04
2022-04-07,2915.4,2908.8999999999996,2910.7,2908.5,2910.3999999999996,IH0000,2022-04
2022-04-08,2914.3999999999996,2912.2,2913.3,2912.4,2913.4,IH0000,2022-04
2022-04-11,2849.2,2861.5,2860.6,2861.2,2860.6,IH0000,2022-04
2022-04-12,2849.7,2842.2,2843.3,2840.2,2843.3,IH0000,2022-04
2022-04-13,2880.6,2880.4,2880.7,2880.2,2881.2,IH0000,2022-04
2022-04-14,2919.3999999999996,2926.5,2925.1000000000004,2921.0,2925.2,IH0000,2022-04
2022-04-15,2932.1000000000004,2932.8,2932.8999999999996,2936.5,2933.2,IH0000,2022-04
2022-04-18,2882.8999999999996,2884.0,2883.7,2882.7,2883.7,IH0000,2022-04
2022-04-19,2871.5,2871.4,2872.7,2873.8,2872.6000000000004,IH0000,2022-04
2022-04-20,2856.3,2857.8999999999996,2858.3,2858.6,2858.4,IH0000,2022-04
2022-04-21,2814.6000000000004,2811.2,2808.5,2806.1,2808.6,IH0000,2022-04
2022-04-22,2823.7,2818.7,2816.0,2812.6,2816.0,IH0000,2022-04
2022-04-25,2769.7,2769.3999999999996,2769.5,2759.5,2769.5,IH0000,2022-04
2022-04-26,2726.2,2727.2,2723.0,2731.1000000000004,2723.3,IH0000,2022-04
2022-04-27,2708.0,2706.2,2710.1,2717.4,2710.3,IH0000,2022-04
2022-04-28,2768.5,2758.7,2758.6,2754.5,2758.5,IH0000,2022-04
2022-04-29,2749.4,2748.3999999999996,2750.8,2749.5,2751.2,IH0000,2022-04
2022-05-05,5636.4,5642.1,5637.200000000001,5657.1,5636.6,IC0000,2022-05
2022-05-06,5501.3,5496.7,5492.6,5472.1,5492.6,IC0000,2022-05
2022-05-09,5489.5,5465.2,5466.700000000001,5495.2,5466.8,IC0000,2022-05
2022-05-10,5595.6,5577.0,5574.0,5552.9,5573.7,IC0000,2022-05
2022-05-11,5743.8,5756.3,5753.3,5774.8,5753.1,IC0000,2022-05
2022-05-12,5668.2,5662.8,5667.6,5715.700000000001,5666.4,IC0000,2022-05
2022-05-13,5683.1,5694.6,5691.200000000001,5695.6,5692.5,IC0000,2022-05
2022-05-16,5720.9,5709.0,5709.0,5702.0,5709.8,IC0000,2022-05
2022-05-17,5707.2,5707.5,5705.2,5717.1,5706.0,IC0000,2022-05
2022-05-18,5729.4,5721.9,5718.5,5723.200000000001,5719.0,IC0000,2022-05
2022-05-19,5707.6,5711.3,5717.7,5732.8,5717.6,IC0000,2022-05
2022-05-20,5795.7,5815.5,5815.200000000001,5833.9,5815.3,IC0000,2022-05
2022-05-23,5861.1,5856.3,5855.8,5853.0,5855.3,IC0000,2022-05
2022-05-24,5812.0,5790.9,5796.299999999999,5783.6,5795.4,IC0000,2022-05
2022-05-25,5736.3,5730.0,5730.6,5730.6,5730.6,IC0000,2022-05
2022-05-26,5790.4,5795.5,5805.4,5851.9,5805.299999999999,IC0000,2022-05
2022-05-27,5883.5,5897.1,5893.1,5868.9,5892.2,IC0000,2022-05
2022-05-30,5852.0,5863.5,5862.200000000001,5849.8,5862.200000000001,IC0000,2022-05
2022-05-31,5923.9,5939.1,5932.1,5936.1,5932.200000000001,IC0000,2022-05
2022-05-05,4018.1,4023.1,4019.8,4027.5,4019.9,IF0000,2022-05
2022-05-06,3893.3999999999996,3889.8,3891.5,3877.7,3891.4,IF0000,2022-05
2022-05-09,3866.0,3853.3,3854.0,3867.5,3853.8999999999996,IF0000,2022-05
2022-05-10,3879.8,3868.8,3866.3,3859.2,3866.2,IF0000,2022-05
2022-05-11,3979.7,3985.1,3982.8,3992.0,3982.8999999999996,IF0000,2022-05
2022-05-12,3937.0,3933.4,3931.3,3954.9,3930.8999999999996,IF0000,2022-05
2022-05-13,3936.6,3945.3999999999996,3942.8999999999996,3946.7,3943.3,IF0000,2022-05
2022-05-16,3932.3999999999996,3927.8999999999996,3926.8,3921.7,3926.9,IF0000,2022-05
2022-05-17,3956.7,3960.3,3958.2,3964.0,3958.2,IF0000,2022-05
2022-05-18,3943.3,3939.5,3936.5,3944.8999999999996,3936.5,IF0000,2022-05
2022-05-19,3938.8999999999996,3940.7,3942.9,3957.1,3942.9,IF0000,2022-05
2022-05-20,4017.5,4023.5,4022.1000000000004,4041.1,4022.2,IF0000,2022-05
2022-05-23,4010.7,4006.0,4007.1,4002.3,4006.8999999999996,IF0000,2022-05
2022-05-24,3992.3,3985.5,3987.2,3977.8,3986.8,IF0000,2022-05
2022-05-25,3951.7,3948.8,3948.7,3949.9,3948.4,IF0000,2022-05
2022-05-26,3942.5,3946.4,3952.5,3993.6,3952.5,IF0000,2022-05
2022-05-27,4006.4,4011.3,4009.8999999999996,4003.5,4009.8,IF0000,2022-05
2022-05-30,4009.2,4010.7,4008.6,3995.5,4008.6000000000004,IF0000,2022-05
2022-05-31,4046.7,4055.5,4053.3999999999996,4059.6,4053.3999999999996,IF0000,2022-05
2022-05-05,2810.1000000000004,2813.4,2811.6000000000004,2814.3,2811.3999999999996,IH0000,2022-05
2022-05-06,2720.0,2718.3999999999996,2718.4,2708.3,2718.3,IH0000,2022-05
2022-05-09,2691.5,2686.0,2685.3,2692.5,2685.3999999999996,IH0000,2022-05
2022-05-10,2694.3,2689.2,2687.6,2683.2,2687.6,IH0000,2022-05
2022-05-11,2734.6,2735.8999999999996,2734.8,2739.8999999999996,2735.2,IH0000,2022-05
2022-05-12,2714.3999999999996,2709.8999999999996,2708.9,2721.3,2709.2,IH0000,2022-05
2022-05-13,2725.0,2731.2,2729.7,2732.2,2729.7,IH0000,2022-05
2022-05-16,2711.2,2707.5,2705.9,2703.6000000000004,2705.9,IH0000,2022-05
2022-05-17,2734.5,2737.4,2736.2,2738.3999999999996,2736.4,IH0000,2022-05
2022-05-18,2716.0,2713.8,2713.1,2719.0,2713.0,IH0000,2022-05
2022-05-19,2718.8,2720.5,2721.0,2731.5,2721.5,IH0000,2022-05
2022-05-20,2772.5,2774.8,2773.6,2782.1,2773.8999999999996,IH0000,2022-05
2022-05-23,2765.3999999999996,2761.8,2761.7,2760.5,2761.6000000000004,IH0000,2022-05
2022-05-24,2755.6,2752.3,2753.3999999999996,2746.1,2753.3999999999996,IH0000,2022-05
2022-05-25,2728.3999999999996,2726.3999999999996,2726.3999999999996,2727.0,2726.3,IH0000,2022-05
2022-05-26,2713.5,2716.0,2720.1000000000004,2747.7,2720.1000000000004,IH0000,2022-05
2022-05-27,2765.2,2768.3,2767.6000000000004,2763.8999999999996,2767.7,IH0000,2022-05
2022-05-30,2771.2,2771.3999999999996,2769.8999999999996,2758.3,2769.8,IH0000,2022-05
2022-05-31,2795.2,2799.3999999999996,2799.5,2801.2,2799.5,IH0000,2022-05
2022-06-01,5972.9,5976.2,5975.3,5979.3,5975.4,IC0000,2022-06
2022-06-02,5993.8,6000.1,6001.0,6012.1,6000.9,IC0000,2022-06
2022-06-06,6158.4,6179.4,6167.9,6183.299999999999,6167.6,IC0000,2022-06
2022-06-07,6165.6,6158.299999999999,6157.6,6171.1,6157.4,IC0000,2022-06
2022-06-08,6121.4,6106.7,6107.2,6105.1,6106.3,IC0000,2022-06
2022-06-09,6130.9,6137.5,6136.6,6122.1,6136.0,IC0000,2022-06
2022-06-10,6186.9,6185.9,6192.799999999999,6185.6,6193.9,IC0000,2022-06
2022-06-13,6071.200000000001,6054.8,6047.5,6054.5,6047.799999999999,IC0000,2022-06
2022-06-14,5924.4,5912.5,5914.6,5923.9,5915.4,IC0000,2022-06
2022-06-15,6203.9,6200.4,6196.6,6217.5,6196.0,IC0000,2022-06
2022-06-16,6203.3,6195.9,6192.6,6208.5,6192.7,IC0000,2022-06
2022-06-17,6091.8,6099.1,6097.3,6094.9,6097.9,IC0000,2022-06
2022-06-20,6212.6,6237.8,6218.6,6175.8,6221.5,IC0000,2022-06
2022-06-21,6178.5,6180.9,6181.9,6189.1,6182.1,IC0000,2022-06
2022-06-22,6106.5,6086.8,6078.4,6107.2,6078.1,IC0000,2022-06
2022-06-23,6077.299999999999,6074.3,6074.3,6090.1,6074.4,IC0000,2022-06
2022-06-24,6249.9,6256.4,6255.299999999999,6221.6,6255.4,IC0000,2022-06
2022-06-27,6336.700000000001,6331.2,6328.4,6311.1,6328.3,IC0000,2022-06
2022-06-28,6327.1,6317.700000000001,6315.9,6313.8,6315.9,IC0000,2022-06
2022-06-29,6355.5,6347.5,6342.0,6322.2,6341.8,IC0000,2022-06
2022-06-30,6391.799999999999,6384.4,6382.799999999999,6395.0,6382.9,IC0000,2022-06
2022-06-01,4065.2,4068.3,4068.2,4069.2,4068.4,IF0000,2022-06
2022-06-02,4053.1,4055.8,4056.1,4063.7,4056.2,IF0000,2022-06
2022-06-06,4121.5,4128.9,4122.200000000001,4138.9,4122.200000000001,IF0000,2022-06
2022-06-07,4171.700000000001,4167.0,4165.6,4180.1,4165.700000000001,IF0000,2022-06
2022-06-08,4162.1,4150.9,4152.6,4153.3,4153.2,IF0000,2022-06
2022-06-09,4184.4,4187.200000000001,4185.6,4177.1,4185.4,IF0000,2022-06
2022-06-10,4189.1,4187.299999999999,4192.299999999999,4189.799999999999,4192.7,IF0000,2022-06
2022-06-13,4175.4,4169.7,4168.2,4168.9,4168.2,IF0000,2022-06
2022-06-14,4104.8,4101.700000000001,4102.700000000001,4107.5,4103.700000000001,IF0000,2022-06
2022-06-15,4290.5,4289.7,4285.5,4302.6,4286.2,IF0000,2022-06
2022-06-16,4236.0,4227.799999999999,4227.0,4237.799999999999,4227.5,IF0000,2022-06
