tod,n,mean,std,t,hit,minute,code,ym
611,20,-0.48999999999987265,2.921229013167,-0.7501454381262338,0.45,10:11,IC0000,2023-05
612,20,0.3550000000000182,2.289443738460949,0.6934471624501166,0.65,10:12,IC0000,2023-05
613,20,0.9549999999998363,2.708364237340676,1.5769259459788996,0.55,10:13,IC0000,2023-05
614,20,-0.7400000000000546,3.9191030123043964,-0.8444229703352574,0.35,10:14,IC0000,2023-05
615,20,-1.1550000000000638,2.7850115751440483,-1.8546842225449764,0.25,10:15,IC0000,2023-05
616,19,1.0,2.391652148620443,1.8225472069819943,0.7368421052631579,10:16,IC0000,2023-05
617,20,1.2950000000001638,2.8739254284724383,2.01515878051278,0.65,10:17,IC0000,2023-05
618,20,0.21499999999973624,2.1094461732632865,0.4558112183712597,0.5,10:18,IC0000,2023-05
619,20,0.18500000000008185,3.5254376361402997,0.2346787085932054,0.5,10:19,IC0000,2023-05
620,20,-0.6600000000000363,3.3915374560499836,-0.8702866380068028,0.5,10:20,IC0000,2023-05
621,20,0.1800000000000182,3.0631253389483333,0.262798411042619,0.55,10:21,IC0000,2023-05
622,20,-1.009999999999991,3.2594639533453047,-1.3857669172606504,0.35,10:22,IC0000,2023-05
623,19,0.026315789473827816,3.8112176685358805,0.030097432608716126,0.47368421052631576,10:23,IC0000,2023-05
624,20,-0.95,2.5761047706706908,-1.649206664891775,0.4,10:24,IC0000,2023-05
625,20,0.575,3.0450779957170786,0.8444703806410077,0.6,10:25,IC0000,2023-05
626,20,0.040000000000145516,2.6019021382139154,0.06875179337968125,0.6,10:26,IC0000,2023-05
627,20,0.6950000000000728,2.4890232707039726,1.2487366129951676,0.5,10:27,IC0000,2023-05
628,20,-0.1849999999999909,2.3355997764577334,-0.354232416021921,0.5,10:28,IC0000,2023-05
629,20,-0.24999999999995454,3.481454626415551,-0.32113989947380167,0.5,10:29,IC0000,2023-05
630,19,-0.6315789473685647,3.205213224243562,-0.8589097242031627,0.42105263157894735,10:30,IC0000,2023-05
631,20,-0.15499999999988176,3.4886998030481036,-0.19869324165374402,0.45,10:31,IC0000,2023-05
632,20,-0.9550000000000182,3.6923070808030114,-1.1566995224286267,0.4,10:32,IC0000,2023-05
633,20,0.5499999999997272,2.7717560460740955,0.8874066600242191,0.6,10:33,IC0000,2023-05
634,20,-0.27000000000011826,2.4838637135253157,-0.4861284060294352,0.5,10:34,IC0000,2023-05
635,20,-0.625,3.3107281755880043,-0.8442508184406634,0.4,10:35,IC0000,2023-05
636,20,0.4999999999999091,2.003155405590525,1.1162728419666452,0.6,10:36,IC0000,2023-05
637,20,-0.025,3.5531861165647416,-0.03146567480767999,0.45,10:37,IC0000,2023-05
638,20,0.43999999999987266,3.3901405032211263,0.5804301675194897,0.6,10:38,IC0000,2023-05
639,20,0.4250000000001819,1.7958651338413503,1.058352180828932,0.55,10:39,IC0000,2023-05
640,20,-0.5449999999999818,2.9985040129685485,-0.8128433662030436,0.4,10:40,IC0000,2023-05
641,20,-0.9049999999999272,1.9810882177015514,-2.0429595225042183,0.2,10:41,IC0000,2023-05
642,20,-0.05499999999992724,2.1656347070109643,-0.11357754690962578,0.4,10:42,IC0000,2023-05
643,20,0.04499999999989086,3.6552017728162873,0.05505745796884843,0.45,10:43,IC0000,2023-05
644,19,-0.042105263157952176,2.453640331668875,-0.07480011830905459,0.47368421052631576,10:44,IC0000,2023-05
645,20,-0.15499999999997272,1.9618667265215413,-0.3533272997875076,0.45,10:45,IC0000,2023-05
646,20,-0.48500000000012733,2.651965507436139,-0.8178786383508784,0.45,10:46,IC0000,2023-05
647,20,-0.8650000000000091,2.6587046707589206,-1.4549933445486642,0.4,10:47,IC0000,2023-05
648,20,0.020000000000254658,2.9527150752804854,0.03029168640412556,0.55,10:48,IC0000,2023-05
649,19,0.310526315789646,3.337979218502956,0.405500676077941,0.42105263157894735,10:49,IC0000,2023-05
650,18,0.1388888888889394,3.106376532778959,0.1896922812708274,0.5,10:50,IC0000,2023-05
651,20,0.4049999999998818,2.735627513887272,0.6620839469480992,0.55,10:51,IC0000,2023-05
652,20,-0.1300000000001546,2.682516493302803,-0.2167284620997149,0.45,10:52,IC0000,2023-05
653,19,-0.45789473684219145,3.2228896263849602,-0.6192942098712317,0.5263157894736842,10:53,IC0000,2023-05
654,20,-2.7284841053187846e-13,3.281046046292976,-3.718982208075791e-13,0.55,10:54,IC0000,2023-05
655,20,0.3549999999999727,3.5513488912478293,0.4470437325764674,0.45,10:55,IC0000,2023-05
656,20,-1.3049999999997908,2.833720819736993,-2.059531546165224,0.3,10:56,IC0000,2023-05
657,20,-0.03999999999996362,3.32508804790427,-0.053798707168842656,0.4,10:57,IC0000,2023-05
658,19,1.2157894736841819,4.378896760841043,1.2102371309142241,0.47368421052631576,10:58,IC0000,2023-05
659,20,0.27000000000011826,3.251574517384618,0.3713513872724163,0.55,10:59,IC0000,2023-05
660,20,-1.4850000000000818,3.331077745620564,-1.993685647807518,0.3,11:00,IC0000,2023-05
661,20,0.38500000000012735,2.9023175857271277,0.593240502398033,0.5,11:01,IC0000,2023-05
662,20,-0.549999999999909,3.3606860201925333,-0.7318966307683952,0.45,11:02,IC0000,2023-05
663,19,-0.6210526315788613,2.7013533536953727,-1.0021294163420023,0.3684210526315789,11:03,IC0000,2023-05
664,19,-0.25789473684203823,2.6304447848380086,-0.4273562792289094,0.42105263157894735,11:04,IC0000,2023-05
665,20,0.5100000000000818,3.3392246184753476,0.6830296244316545,0.45,11:05,IC0000,2023-05
666,20,0.07499999999995452,3.1296334071512923,0.10717235950330291,0.55,11:06,IC0000,2023-05
667,19,0.789473684210622,2.8709066970485004,1.1986582537136032,0.631578947368421,11:07,IC0000,2023-05
668,20,-0.5100000000000364,3.5102706448364756,-0.6497474319836093,0.5,11:08,IC0000,2023-05
669,20,0.04000000000023647,3.171816680174271,0.05639841650344436,0.4,11:09,IC0000,2023-05
670,20,0.5599999999999454,3.440073438628353,0.7280065904052585,0.55,11:10,IC0000,2023-05
671,20,-0.2549999999999727,2.153937642649224,-0.5294464639756926,0.4,11:11,IC0000,2023-05
672,20,0.0999999999998181,2.8690728375851093,0.1558739079888829,0.55,11:12,IC0000,2023-05
673,20,0.7700000000000273,3.364849257591731,1.0233875046795977,0.45,11:13,IC0000,2023-05
674,20,-0.35999999999989996,2.7371518043396765,-0.5881913240057937,0.55,11:14,IC0000,2023-05
675,20,0.13999999999991813,3.201710069388032,0.19555144598687732,0.45,11:15,IC0000,2023-05
676,20,0.7400000000000546,2.925459927853162,1.1312342976198309,0.65,11:16,IC0000,2023-05
677,20,-1.075,2.243323427417315,-2.143046380592281,0.4,11:17,IC0000,2023-05
678,20,-0.2649999999999636,2.972377216268083,-0.39870983453529424,0.45,11:18,IC0000,2023-05
679,19,-0.4631578947368517,2.749587954244888,-0.7342403631584934,0.3684210526315789,11:19,IC0000,2023-05
680,20,-0.675,2.5023935909864523,-1.206321731520555,0.45,11:20,IC0000,2023-05
681,20,0.23000000000006365,3.953026821643454,0.2602034633356106,0.5,11:21,IC0000,2023-05
682,20,0.09499999999989087,3.2323162625357815,0.13143915422161412,0.45,11:22,IC0000,2023-05
683,20,-0.07500000000009095,3.078084674462196,-0.10896717670184893,0.5,11:23,IC0000,2023-05
684,20,0.7899999999998727,2.189905068838931,1.6133061906296506,0.6,11:24,IC0000,2023-05
685,20,0.9400000000001001,2.7271346057528145,1.5414742597714968,0.65,11:25,IC0000,2023-05
686,20,-0.6,2.2395958281984294,-1.1981097389158055,0.5,11:26,IC0000,2023-05
687,20,-0.5549999999999272,2.739472673036934,-0.9060267253087427,0.45,11:27,IC0000,2023-05
688,19,0.8894736842104592,1.7184924714030598,2.2561203886140566,0.6842105263157895,11:28,IC0000,2023-05
689,20,-0.45000000000009094,1.8819083259736369,-1.069372589501158,0.4,11:29,IC0000,2023-05
690,11,0.0,0.0,,0.0,11:30,IC0000,2023-05
782,20,-1.0050000000001091,2.8446579666751703,-1.5799778698977378,0.4,13:02,IC0000,2023-05
783,20,-9.094947017729283e-14,2.445834267312155,-1.6629842876272138e-13,0.45,13:03,IC0000,2023-05
784,20,0.31000000000026373,2.6064494906613795,0.5318968010000698,0.55,13:04,IC0000,2023-05
785,20,0.03500000000012733,2.913719814583246,0.053719907330191496,0.45,13:05,IC0000,2023-05
786,20,-0.3049999999999272,2.477578401754781,-0.550538164729105,0.3,13:06,IC0000,2023-05
787,20,-0.775000000000091,3.393783015735597,-1.0212513142575945,0.5,13:07,IC0000,2023-05
788,20,-0.19500000000007275,2.4366661866704216,-0.3578933035619775,0.5,13:08,IC0000,2023-05
789,19,-0.8315789473680956,2.998898433236321,-1.2087000196407838,0.3157894736842105,13:09,IC0000,2023-05
790,20,0.19000000000010003,2.3563799175407163,0.3605979770601594,0.5,13:10,IC0000,2023-05
791,19,-0.2000000000000096,2.7055498516939243,-0.32221908170066127,0.42105263157894735,13:11,IC0000,2023-05
792,19,0.7631578947367463,2.6087908068075416,1.2751226094642307,0.6842105263157895,13:12,IC0000,2023-05
793,20,-0.5149999999999636,1.8233211456022826,-1.2631620174973839,0.45,13:13,IC0000,2023-05
794,20,-0.21999999999998182,2.9245962384391575,-0.33641221894784107,0.5,13:14,IC0000,2023-05
795,20,-0.6049999999999727,3.0257621919288393,-0.8942018840713493,0.4,13:15,IC0000,2023-05
796,20,-0.055000000000063665,2.9258332146590047,-0.08406749786451113,0.55,13:16,IC0000,2023-05
797,20,-0.1150000000000091,2.4484742832609174,-0.210047390875613,0.6,13:17,IC0000,2023-05
798,20,0.3050000000001546,2.935351678025183,0.46468076601752284,0.6,13:18,IC0000,2023-05
799,20,1.1249999999999545,3.5129647098472767,1.4321672333546012,0.7,13:19,IC0000,2023-05
800,20,0.30499999999988175,2.5862948502890397,0.5273959642002553,0.5,13:20,IC0000,2023-05
801,19,-0.8473684210526986,2.8044346669461446,-1.3170545061541516,0.3157894736842105,13:21,IC0000,2023-05
802,20,-0.8300000000000637,3.088365263371781,-1.2018891957738926,0.35,13:22,IC0000,2023-05
803,20,-0.9350000000001728,2.5836072293963697,-1.6184530954816716,0.35,13:23,IC0000,2023-05
804,20,-0.36499999999973626,2.7473001100602166,-0.5941577396645935,0.45,13:24,IC0000,2023-05
805,19,-0.12631578947385655,2.7018187506572735,-0.20378782298263168,0.42105263157894735,13:25,IC0000,2023-05
806,19,0.20526315789481342,2.6573741601250136,0.3366937842330165,0.5263157894736842,13:26,IC0000,2023-05
807,20,0.280000000000291,2.0012101601940824,0.6257204227264879,0.5,13:27,IC0000,2023-05
808,19,-0.9210526315789952,2.0471060731808826,-1.9611955605684406,0.2631578947368421,13:28,IC0000,2023-05
809,20,-0.42500000000004545,2.207135557327827,-0.8611422957528471,0.45,13:29,IC0000,2023-05
810,20,0.36500000000023647,3.312857726463411,0.4927255434293799,0.65,13:30,IC0000,2023-05
811,20,0.11499999999991814,3.133062231646342,0.1641511073829953,0.4,13:31,IC0000,2023-05
812,20,-0.09500000000007276,2.5475426756405812,-0.1667696952783945,0.45,13:32,IC0000,2023-05
813,19,-0.5315789473685838,2.8598859012941227,-0.8102067677052699,0.3684210526315789,13:33,IC0000,2023-05
814,20,-0.08000000000006366,2.5791879587024997,-0.13871454199105102,0.45,13:34,IC0000,2023-05
815,19,0.27368421052640196,2.9202058727390883,0.4085197647412184,0.42105263157894735,13:35,IC0000,2023-05
816,20,-1.4450000000000274,2.2725999485863513,-2.8435433429426444,0.3,13:36,IC0000,2023-05
817,20,1.3600000000000818,2.8691462144687034,2.1198309337211847,0.65,13:37,IC0000,2023-05
818,19,0.7421052631580575,3.1896213271367833,1.014152313334125,0.5263157894736842,13:38,IC0000,2023-05
819,20,0.19999999999990906,3.7507893905993486,0.23846371999484256,0.55,13:39,IC0000,2023-05
820,20,-0.17500000000009094,2.4300476495220904,-0.32206108891702157,0.45,13:40,IC0000,2023-05
821,20,0.4500000000000455,1.7676925191066895,1.1384678941601334,0.6,13:41,IC0000,2023-05
822,19,-0.04736842105261243,2.5018589579779036,-0.08252829753852405,0.5263157894736842,13:42,IC0000,2023-05
823,19,0.5578947368421723,2.921817506939819,0.8322924937140284,0.5263157894736842,13:43,IC0000,2023-05
824,19,0.19999999999977022,3.5638618254798042,0.24461660732028104,0.47368421052631576,13:44,IC0000,2023-05
825,19,-0.1999999999999617,2.1924111536540503,-0.39763517315399033,0.42105263157894735,13:45,IC0000,2023-05
826,19,0.35263157894707164,2.6407844838340475,0.5820563648192293,0.47368421052631576,13:46,IC0000,2023-05
827,19,-0.08421052631571288,3.27265830750191,-0.11216116676499409,0.5789473684210527,13:47,IC0000,2023-05
828,20,-0.42500000000009097,2.7822510764902217,-0.6831366863097369,0.5,13:48,IC0000,2023-05
829,20,-0.550000000000091,3.115918382824092,-0.7893899881359747,0.5,13:49,IC0000,2023-05
830,19,1.8210526315787272,3.9123137438615587,2.0289232693504977,0.5789473684210527,13:50,IC0000,2023-05
831,20,1.2149999999999637,3.1769357961141425,1.710341515862697,0.55,13:51,IC0000,2023-05
832,17,0.16470588235273786,3.0234378562471105,0.22461177718527253,0.35294117647058826,13:52,IC0000,2023-05
833,20,0.25,2.6763093204910686,0.417752155996957,0.55,13:53,IC0000,2023-05
834,20,0.3199999999997544,3.9146956593409152,0.36556698914359714,0.5,13:54,IC0000,2023-05
835,20,0.4650000000000091,2.5530734831818394,0.8145254074250758,0.6,13:55,IC0000,2023-05
836,20,0.21499999999987268,2.594990112545749,0.37052519995194744,0.55,13:56,IC0000,2023-05
837,19,0.3052631578946028,2.921086876149454,0.4555192340608068,0.5789473684210527,13:57,IC0000,2023-05
838,20,-0.8799999999999727,2.052623481765522,-1.9172925163140424,0.3,13:58,IC0000,2023-05
839,20,-0.08499999999971805,2.6874513459486793,-0.14144686070196208,0.5,13:59,IC0000,2023-05
840,20,0.24500000000007277,3.0567397492650934,0.3584450750963166,0.55,14:00,IC0000,2023-05
841,20,-0.8099999999999454,3.2797464600338766,-1.1044848032283567,0.45,14:01,IC0000,2023-05
842,20,-1.2800000000000638,3.701152025490271,-1.546635745566673,0.3,14:02,IC0000,2023-05
843,20,-0.8050000000000637,3.3410485275075104,-1.0775268345056548,0.25,14:03,IC0000,2023-05
844,19,0.6789473684211771,2.7551122073071124,1.074171483499546,0.5789473684210527,14:04,IC0000,2023-05
845,20,0.43000000000010913,3.069904850231132,0.6264097926375548,0.55,14:05,IC0000,2023-05
846,20,0.20500000000006366,3.723251974169697,0.24623309868240828,0.4,14:06,IC0000,2023-05
847,20,-1.0349999999999908,3.2316323071196504,-1.432298069067778,0.4,14:07,IC0000,2023-05
848,20,0.22000000000007275,4.116027722273948,0.23903383953805887,0.45,14:08,IC0000,2023-05
849,20,-0.21499999999987268,3.6377082143337653,-0.2643173046523297,0.55,14:09,IC0000,2023-05
850,20,0.46999999999993636,3.2359981783875114,0.6495380352460182,0.5,14:10,IC0000,2023-05
851,19,-0.042105263157760704,2.2823759037637865,-0.08041295335847527,0.5263157894736842,14:11,IC0000,2023-05
852,19,-0.6789473684212249,3.7748552507006328,-0.7839937614513051,0.3157894736842105,14:12,IC0000,2023-05
853,19,0.6736842105263733,2.8228909738586383,1.0402532087626042,0.6842105263157895,14:13,IC0000,2023-05
854,19,-0.026315789473732077,2.975612374932031,-0.03854933119039394,0.5263157894736842,14:14,IC0000,2023-05
855,20,0.1800000000000182,4.248417662092436,0.18947865674382255,0.55,14:15,IC0000,2023-05
856,20,-0.2000000000001819,2.7676705006195843,-0.32316968035049637,0.45,14:16,IC0000,2023-05
857,20,-1.075000000000091,3.48120895515825,-1.380999018890095,0.4,14:17,IC0000,2023-05
858,19,-1.5789473684210047,3.394534651034934,-2.027515616615756,0.3157894736842105,14:18,IC0000,2023-05
859,20,-0.25000000000013645,2.4064606025402733,-0.46459683884718583,0.4,14:19,IC0000,2023-05
860,20,-0.684999999999991,2.7783514612274076,-1.1026010106803876,0.25,14:20,IC0000,2023-05
861,20,1.1050000000000637,3.292491457847865,1.5009029768310973,0.7,14:21,IC0000,2023-05
862,19,-0.5421052631578565,2.6011356044520975,-0.9084424721349187,0.3684210526315789,14:22,IC0000,2023-05
863,20,0.7250000000000455,3.3721576725328304,0.9614907967632502,0.75,14:23,IC0000,2023-05
864,20,0.6550000000001092,1.5948849158284426,1.8366523010242728,0.6,14:24,IC0000,2023-05
865,20,-0.5600000000000819,2.395697898536769,-1.0453722634768565,0.35,14:25,IC0000,2023-05
866,20,-0.32000000000011825,2.0309707297896424,-0.7046302955575429,0.4,14:26,IC0000,2023-05
867,19,-0.8105263157895503,2.630989407648279,-1.3428417048493455,0.47368421052631576,14:27,IC0000,2023-05
868,20,-0.8599999999999909,2.9417860668577527,-1.3073815817639365,0.5,14:28,IC0000,2023-05
869,20,-0.8100000000000364,2.962200462316455,-1.2228848687428346,0.35,14:29,IC0000,2023-05
870,19,0.1947368421055408,3.487513231231056,0.2433935469321955,0.5263157894736842,14:30,IC0000,2023-05
871,20,0.7049999999999728,2.338347369629807,1.3483265528567394,0.6,14:31,IC0000,2023-05
872,20,-0.6900000000000546,2.7742993425557083,-1.1122713982649444,0.35,14:32,IC0000,2023-05
873,20,-0.9699999999999818,2.7131453876885274,-1.598871883546668,0.4,14:33,IC0000,2023-05
874,20,0.2650000000001455,1.7505713353075,0.6769881376284306,0.6,14:34,IC0000,2023-05
875,20,-0.4299999999998363,2.4445643245459827,-0.7866507914477726,0.5,14:35,IC0000,2023-05
876,20,-0.03000000000001819,1.479011049387475,-0.09071201916012196,0.5,14:36,IC0000,2023-05
877,20,-0.7900000000000091,2.1831652540098374,-1.6182867503779854,0.4,14:37,IC0000,2023-05
878,19,0.06315789473678467,1.9279264988050224,0.14279531964266323,0.47368421052631576,14:38,IC0000,2023-05
879,20,0.1000000000001819,2.2991989451708426,0.19450843801058768,0.5,14:39,IC0000,2023-05
880,20,0.10500000000006367,1.9343093422666149,0.24276069241592743,0.5,14:40,IC0000,2023-05
881,20,0.8700000000000273,2.2283106652917857,1.7460573794544405,0.8,14:41,IC0000,2023-05
882,20,-0.2850000000000364,1.8966105501517778,-0.6720192224350146,0.5,14:42,IC0000,2023-05
883,20,-0.38500000000003637,1.730310285530055,-0.9950656579190138,0.45,14:43,IC0000,2023-05
884,19,0.24736842105252627,2.1080186645420924,0.5115011395904322,0.47368421052631576,14:44,IC0000,2023-05
885,20,-0.02500000000009095,2.139078749073301,-0.052267079425585464,0.45,14:45,IC0000,2023-05
886,20,-0.42500000000004545,2.3748407148803277,-0.8003306364784141,0.4,14:46,IC0000,2023-05
887,20,0.15999999999989994,1.8559718691153204,0.385534805083312,0.6,14:47,IC0000,2023-05
888,20,0.14500000000020918,1.6687451951439314,0.3885912093487371,0.6,14:48,IC0000,2023-05
889,19,-0.1473684210524018,1.7176755679481719,-0.37397286590266837,0.3684210526315789,14:49,IC0000,2023-05
890,20,0.4999999999997726,2.1098765241997954,1.0598098760053447,0.5,14:50,IC0000,2023-05
891,20,0.125,1.6280032975525214,0.3433758366554616,0.55,14:51,IC0000,2023-05
892,19,-0.247368421052622,1.6409240015757387,-0.6571016988941463,0.3684210526315789,14:52,IC0000,2023-05
893,20,0.03499999999994543,1.4294919966268855,0.10949677143634688,0.65,14:53,IC0000,2023-05
894,19,0.021052631579023956,1.5418527625947789,0.0595168979650984,0.5263157894736842,14:54,IC0000,2023-05
895,19,-0.5157894736838851,1.7292461934787802,-1.300146966006709,0.3157894736842105,14:55,IC0000,2023-05
896,20,0.03500000000026375,1.7951029878091718,0.08719541969967695,0.75,14:56,IC0000,2023-05
897,20,-0.04500000000007276,1.8765800360175628,-0.10724089253469124,0.55,14:57,IC0000,2023-05
898,19,0.9789473684208324,2.8675539222615622,1.488074074863819,0.7368421052631579,14:58,IC0000,2023-05
899,20,0.20999999999989996,3.0599105594085763,0.306920261986672,0.6,14:59,IC0000,2023-05
900,12,0.0,0.0,,0.0,15:00,IC0000,2023-05
572,20,0.024999999999954524,3.5401271163618158,0.031581746982488675,0.5,09:32,IF0000,2023-05
573,20,0.35999999999983173,3.293758052022548,0.48879393032845475,0.5,09:33,IF0000,2023-05
574,18,-1.1444444444445405,2.553710615652543,-1.901337815799199,0.3333333333333333,09:34,IF0000,2023-05
575,20,-0.6649999999999636,2.7382812511730186,-1.086071932457842,0.35,09:35,IF0000,2023-05
576,20,0.06999999999995907,2.7322826393060042,0.11457435345316312,0.6,09:36,IF0000,2023-05
577,20,-0.9949999999999818,3.240122642253151,-1.3733354463799459,0.35,09:37,IF0000,2023-05
578,20,0.1400000000000091,2.216303228351304,0.2824970092949481,0.45,09:38,IF0000,2023-05
579,20,0.5550000000000181,2.3387974867887458,1.0612442800393005,0.65,09:39,IF0000,2023-05
580,20,0.04500000000000455,2.394615670734239,0.08404109287119765,0.5,09:40,IF0000,2023-05
581,20,-0.28000000000004094,1.6535766657381628,-0.7572664112559181,0.35,09:41,IF0000,2023-05
582,19,-0.5315789473684641,2.201780247279298,-1.0523751927359966,0.42105263157894735,09:42,IF0000,2023-05
583,19,-0.33684210526304303,2.2423228348984137,-0.6547945166145592,0.3157894736842105,09:43,IF0000,2023-05
584,20,4.5474735088646414e-14,1.3494638311487546,1.5070370404881105e-13,0.45,09:44,IF0000,2023-05
585,20,0.3499999999999773,2.8272173412627297,0.5536353931497391,0.5,09:45,IF0000,2023-05
586,19,0.33684210526318664,2.313537581356934,0.6346387923858828,0.47368421052631576,09:46,IF0000,2023-05
587,20,0.28499999999996817,2.2746370444997344,0.5603349994922175,0.55,09:47,IF0000,2023-05
588,20,-0.17999999999990451,1.3751937662515126,-0.585360762719071,0.35,09:48,IF0000,2023-05
589,19,-0.0894736842105646,1.8147221203998676,-0.21491265422729589,0.5789473684210527,09:49,IF0000,2023-05
590,19,-0.22105263157898566,2.7699937720282612,-0.34785135330863687,0.42105263157894735,09:50,IF0000,2023-05
591,19,0.021052631579071824,1.8434806895195879,0.04977882007143864,0.47368421052631576,09:51,IF0000,2023-05
592,19,0.0947368421052488,2.998976433572406,0.13769642080015984,0.5789473684210527,09:52,IF0000,2023-05
593,20,-0.1699999999999136,2.467707224807637,-0.3080848103481183,0.4,09:53,IF0000,2023-05
594,20,-0.3150000000001228,1.7372922064311747,-0.8108727021341331,0.4,09:54,IF0000,2023-05
595,20,-1.0149999999999182,2.8422146665102956,-1.5970707799835233,0.45,09:55,IF0000,2023-05
596,20,-0.6249999999999091,2.383468282279358,-1.1726965249150854,0.45,09:56,IF0000,2023-05
597,18,-0.033333333333404075,2.9015208993581894,-0.04874042308945345,0.3333333333333333,09:57,IF0000,2023-05
598,20,0.04000000000003183,1.8624827798567458,0.09604676088005744,0.55,09:58,IF0000,2023-05
599,20,-0.009999999999968168,1.9923273880195669,-0.022446792539607564,0.5,09:59,IF0000,2023-05
600,20,-0.0700000000000955,2.244548952462432,-0.13947101332183454,0.55,10:00,IF0000,2023-05
601,20,0.2149999999999636,1.673092000490607,0.574689993164034,0.5,10:01,IF0000,2023-05
602,19,-0.38947368421038747,1.595791248128179,-1.063846184538787,0.47368421052631576,10:02,IF0000,2023-05
603,20,0.5199999999998454,1.8743700696220253,1.2406891970207563,0.55,10:03,IF0000,2023-05
604,20,1.0949999999999818,2.1087474456353266,2.322226343823305,0.7,10:04,IF0000,2023-05
605,19,0.05263157894739236,2.2336737106422437,0.10270780946099002,0.5263157894736842,10:05,IF0000,2023-05
606,18,0.21111111111114647,1.5691469727918717,0.5707996797199377,0.6666666666666666,10:06,IF0000,2023-05
607,19,-1.1105263157893972,1.9918987973071995,-2.43017968142383,0.3684210526315789,10:07,IF0000,2023-05
608,19,-0.4157894736841435,1.5980067994204636,-1.1341530575679832,0.3684210526315789,10:08,IF0000,2023-05
609,20,0.010000000000013642,1.8435948864279015,0.024257693422391553,0.5,10:09,IF0000,2023-05
