win,avg_spread,n,code,year,month
585,0.7120018794233335,34053,IF0000,2021,11
600,0.6967879015123932,32004,IF0000,2021,11
615,0.7019911800080815,29932,IF0000,2021,11
630,0.6816439668743618,29222,IF0000,2021,11
645,0.6752626761853153,27315,IF0000,2021,11
660,0.657147211216161,26248,IF0000,2021,11
675,0.671048995222925,25329,IF0000,2021,11
690,1.0,14,IF0000,2021,11
780,0.688100925649496,26792,IF0000,2021,11
795,0.6641649763354082,26622,IF0000,2021,11
810,0.6501172676635399,27288,IF0000,2021,11
825,0.6384559146074631,27356,IF0000,2021,11
840,0.6485524588898929,25906,IF0000,2021,11
855,0.6346740529786308,25633,IF0000,2021,11
870,0.5670505341314698,26398,IF0000,2021,11
885,0.5023420354418402,30529,IF0000,2021,11
900,0.5333333333333788,12,IF0000,2021,11
570,0.572371859832588,37498,IH0000,2021,11
585,0.5458472344161955,34170,IH0000,2021,11
600,0.5488572179167401,30452,IH0000,2021,11
615,0.5291985134282479,28522,IH0000,2021,11
630,0.49342314935537757,27612,IH0000,2021,11
645,0.5078099309437866,24328,IH0000,2021,11
660,0.49686818387590204,24299,IH0000,2021,11
675,0.5209282664750673,23657,IH0000,2021,11
690,1.0399999999999636,10,IH0000,2021,11
780,0.5028517884787995,24546,IH0000,2021,11
795,0.4765588317218088,25131,IH0000,2021,11
810,0.47346704871063333,26175,IH0000,2021,11
825,0.46857525927681337,25359,IH0000,2021,11
840,0.45832762165869745,23344,IH0000,2021,11
855,0.4369340371658128,23301,IH0000,2021,11
870,0.4324547348181703,24964,IH0000,2021,11
885,0.40952200901162394,31737,IH0000,2021,11
900,0.7411764705882834,17,IH0000,2021,11
570,0.9518311096469989,36426,IC0000,2021,12
585,0.9354912016706766,32563,IC0000,2021,12
600,0.9480498238551213,31792,IC0000,2021,12
615,0.9130443343288293,30473,IC0000,2021,12
630,0.9247746389196815,29841,IC0000,2021,12
645,0.9309901898511413,28338,IC0000,2021,12
660,0.9252476689977317,27456,IC0000,2021,12
675,0.9541411574449092,25971,IC0000,2021,12
780,0.9479859638863144,27358,IC0000,2021,12
795,0.8913723871355661,26647,IC0000,2021,12
810,0.8600217785844588,27550,IC0000,2021,12
825,0.8811335403727307,25760,IC0000,2021,12
840,0.861466013046715,25907,IC0000,2021,12
855,0.8206665382393081,25955,IC0000,2021,12
870,0.7763153201355786,28035,IC0000,2021,12
885,0.6681737674299559,31053,IC0000,2021,12
900,0.9999999999998863,8,IC0000,2021,12
690,1.8133333333333819,15,IC0000,2021,12
570,0.6040754716982003,39750,IF0000,2021,12
585,0.5889726848768325,37525,IF0000,2021,12
600,0.5988682474398335,36227,IF0000,2021,12
615,0.605013732250411,34226,IF0000,2021,12
630,0.5843261463358762,34414,IF0000,2021,12
645,0.6071207621876271,32328,IF0000,2021,12
660,0.6015153916875847,31543,IF0000,2021,12
675,0.6286806247923447,30090,IF0000,2021,12
780,0.6064039869179818,32105,IF0000,2021,12
795,0.583508045244613,31385,IF0000,2021,12
810,0.5575056861259208,31656,IF0000,2021,12
825,0.5604807375700298,30370,IF0000,2021,12
840,0.5596751321387735,31028,IF0000,2021,12
855,0.5572221488040773,30268,IF0000,2021,12
870,0.5300466853408808,32130,IF0000,2021,12
885,0.45672623061374135,35592,IF0000,2021,12
900,0.47058823529417115,17,IF0000,2021,12
690,0.8823529411764706,17,IF0000,2021,12
570,0.4967160562385377,39617,IH0000,2021,12
585,0.48062841835029224,35836,IH0000,2021,12
600,0.4856277565422168,34010,IH0000,2021,12
615,0.49172908057852965,30976,IH0000,2021,12
630,0.4603257947177145,31615,IH0000,2021,12
645,0.48309538588870976,28998,IH0000,2021,12
660,0.49107213314683956,27879,IH0000,2021,12
675,0.5051784464660755,25722,IH0000,2021,12
690,0.8823529411765241,17,IH0000,2021,12
780,0.4955576726297781,28341,IH0000,2021,12
795,0.47984843516598236,27447,IH0000,2021,12
810,0.4631471076716759,28299,IH0000,2021,12
825,0.4502010469615585,26362,IH0000,2021,12
840,0.4565028847241863,26519,IH0000,2021,12
855,0.443319898492339,26796,IH0000,2021,12
870,0.438069387897164,28737,IH0000,2021,12
885,0.4245541125541648,34650,IH0000,2021,12
900,0.6153846153846154,13,IH0000,2021,12
570,1.261852433281047,31213,IC0000,2022,1
585,1.2328017122342407,28968,IC0000,2022,1
600,1.21974569405802,28391,IC0000,2022,1
615,1.1725356478611688,25808,IC0000,2022,1
630,1.1816121198103795,25941,IC0000,2022,1
645,1.1722377277951745,24364,IC0000,2022,1
660,1.1925556606207037,23266,IC0000,2022,1
675,1.2200510390084247,21944,IC0000,2022,1
690,1.900000000000091,10,IC0000,2022,1
780,1.1373215040135727,23670,IC0000,2022,1
795,1.0958223162348317,22692,IC0000,2022,1
810,1.1126051932856729,22221,IC0000,2022,1
825,1.1615574548908305,21060,IC0000,2022,1
840,1.1414219256614377,21281,IC0000,2022,1
855,1.1499133363047074,20193,IC0000,2022,1
870,1.045317274055753,22583,IC0000,2022,1
885,0.9020274689340024,24464,IC0000,2022,1
900,2.7200000000002547,5,IC0000,2022,1
570,0.8147549049757488,32518,IF0000,2022,1
585,0.8074730050039803,30376,IF0000,2022,1
600,0.8334245247082694,28877,IF0000,2022,1
615,0.8118496372188335,27427,IF0000,2022,1
630,0.820147587511848,26425,IF0000,2022,1
645,0.8008074730842569,25264,IF0000,2022,1
660,0.8097093737208594,24430,IF0000,2022,1
675,0.8198835054276171,22662,IF0000,2022,1
690,1.4000000000000403,9,IF0000,2022,1
780,0.7889135985503796,24282,IF0000,2022,1
795,0.7635937233498409,23452,IF0000,2022,1
810,0.7717341089913902,23378,IF0000,2022,1
825,0.787969725136122,22593,IF0000,2022,1
840,0.7701823092505299,22215,IF0000,2022,1
855,0.7528603449956404,20522,IF0000,2022,1
870,0.7040610256184308,22679,IF0000,2022,1
885,0.6026923677228523,25628,IF0000,2022,1
900,0.650000000000091,8,IF0000,2022,1
570,0.6790745469265899,32114,IH0000,2022,1
585,0.656101216409327,28691,IH0000,2022,1
600,0.6472516445534747,26907,IH0000,2022,1
615,0.6187231956868102,24483,IH0000,2022,1
630,0.6139554399362362,23833,IH0000,2022,1
645,0.6072376466325597,22079,IH0000,2022,1
660,0.602514136174597,21399,IH0000,2022,1
675,0.6064647265876757,20171,IH0000,2022,1
780,0.6176690324990677,21416,IH0000,2022,1
795,0.5814342589326338,19843,IH0000,2022,1
810,0.5608986757922976,20163,IH0000,2022,1
825,0.5648277276456177,19504,IH0000,2022,1
840,0.5503450345034545,19998,IH0000,2022,1
855,0.534994450610439,18020,IH0000,2022,1
870,0.509200646326414,21042,IH0000,2022,1
885,0.5108205887189747,24324,IH0000,2022,1
900,0.8799999999999727,10,IH0000,2022,1
690,0.9199999999999818,10,IH0000,2022,1
570,1.1691152464904435,27567,IC0000,2022,2
585,1.0455152193203112,25921,IC0000,2022,2
600,1.0659100726488049,25465,IC0000,2022,2
615,1.0545871754557983,23533,IC0000,2022,2
630,1.0366158588800065,23356,IC0000,2022,2
645,1.0418001456134567,21976,IC0000,2022,2
660,1.0171840102101928,21939,IC0000,2022,2
675,1.0340767419310808,21657,IC0000,2022,2
690,1.599999999999874,13,IC0000,2022,2
780,1.0333635382956248,23175,IC0000,2022,2
795,0.9266454255803864,21970,IC0000,2022,2
810,0.9802228041365806,22531,IC0000,2022,2
825,0.9726832418470022,21679,IC0000,2022,2
840,0.906357457017256,22509,IC0000,2022,2
855,0.8732085034493049,21309,IC0000,2022,2
870,0.8075574021430816,22865,IC0000,2022,2
885,0.6181066288263604,24665,IC0000,2022,2
900,0.7250000000000227,8,IC0000,2022,2
570,0.7523891334694355,27939,IF0000,2022,2
585,0.7226809976157874,26423,IF0000,2022,2
600,0.7299175728494119,25841,IF0000,2022,2
615,0.7278201187418916,23749,IF0000,2022,2
630,0.727135311547253,23287,IF0000,2022,2
645,0.7250833333333734,21600,IF0000,2022,2
660,0.6859575618327339,22197,IF0000,2022,2
675,0.6825619448340742,21390,IF0000,2022,2
690,1.0909090909090082,11,IF0000,2022,2
780,0.6663666947014826,23780,IF0000,2022,2
795,0.659970113010231,21414,IF0000,2022,2
810,0.6685062107531192,21817,IF0000,2022,2
825,0.6588780188100106,21159,IF0000,2022,2
840,0.6478688524590754,22265,IF0000,2022,2
855,0.6388999562703931,20581,IF0000,2022,2
870,0.5634397115770581,22467,IF0000,2022,2
885,0.4687229348803905,24478,IF0000,2022,2
900,0.7000000000002728,8,IF0000,2022,2
570,0.691980604252196,26810,IH0000,2022,2
585,0.6469548381666094,23759,IH0000,2022,2
600,0.6316822015091188,22530,IH0000,2022,2
615,0.6262629306016082,19914,IH0000,2022,2
630,0.6038824872833255,19266,IH0000,2022,2
645,0.6116794294733348,17107,IH0000,2022,2
660,0.5699436884092088,17048,IH0000,2022,2
675,0.5889990444338359,16744,IH0000,2022,2
690,0.8666666666667121,6,IH0000,2022,2
780,0.5856306546035353,20669,IH0000,2022,2
795,0.5553967879074306,16936,IH0000,2022,2
810,0.5485832680031556,17858,IH0000,2022,2
825,0.5414116828929246,17256,IH0000,2022,2
840,0.5307671035894265,18081,IH0000,2022,2
855,0.5357035741064832,16004,IH0000,2022,2
870,0.49470974808326035,18260,IH0000,2022,2
885,0.426706546384314,20729,IH0000,2022,2
900,0.6285714285713766,7,IH0000,2022,2
570,1.6334466007199118,39729,IC0000,2022,3
585,1.5378312601406354,36980,IC0000,2022,3
600,1.621400938348858,36447,IC0000,2022,3
615,1.5688478406087907,34431,IC0000,2022,3
630,1.6282785930584966,34344,IC0000,2022,3
645,1.611858510605573,32483,IC0000,2022,3
660,1.5583499898612685,34521,IC0000,2022,3
675,1.5705661736026026,33329,IC0000,2022,3
780,1.552045543338757,35834,IC0000,2022,3
795,1.414177907184066,33658,IC0000,2022,3
810,1.5208473416441435,33611,IC0000,2022,3
825,1.5551083687327953,32251,IC0000,2022,3
840,1.571112462006105,32900,IC0000,2022,3
855,1.543086024155819,32456,IC0000,2022,3
870,1.5025105518212052,31985,IC0000,2022,3
885,1.1671527057532187,32782,IC0000,2022,3
690,2.0933333333334305,15,IC0000,2022,3
900,1.1500000000001667,12,IC0000,2022,3
570,0.6768052143882722,41117,IF0000,2022,3
585,0.630976212465434,40063,IF0000,2022,3
600,0.6455243355545435,39469,IF0000,2022,3
615,0.6395743788657523,38156,IF0000,2022,3
630,0.6336280849941025,37885,IF0000,2022,3
645,0.6297432789775672,36304,IF0000,2022,3
660,0.6301017095867145,36968,IF0000,2022,3
675,0.6481127685781376,36535,IF0000,2022,3
690,1.047058823529369,17,IF0000,2022,3
780,0.6449140794602207,38233,IF0000,2022,3
795,0.6017408175914891,37109,IF0000,2022,3
810,0.62325890130904,37663,IF0000,2022,3
825,0.6671984649123376,36480,IF0000,2022,3
840,0.6301140643495858,37172,IF0000,2022,3
855,0.6579379412248217,36546,IF0000,2022,3
870,0.6111838736627143,37107,IF0000,2022,3
885,0.5109704641351175,38394,IF0000,2022,3
900,0.38823529411756147,17,IF0000,2022,3
570,0.6462456786132059,40207,IH0000,2022,3
585,0.6054874614456397,37285,IH0000,2022,3
600,0.6414511596218903,35227,IH0000,2022,3
615,0.6199490043710543,32944,IH0000,2022,3
630,0.6072476534734691,32921,IH0000,2022,3
645,0.6072918366680914,30637,IH0000,2022,3
660,0.6142600359496602,31711,IH0000,2022,3
675,0.6216089593428111,31163,IH0000,2022,3
780,0.6160181074258019,34461,IH0000,2022,3
795,0.5904396744083795,31819,IH0000,2022,3
810,0.5707782183612341,33037,IH0000,2022,3
825,0.5973808913934547,31232,IH0000,2022,3
840,0.5828798436170055,31717,IH0000,2022,3
855,0.5968204121688034,30570,IH0000,2022,3
870,0.5702624663400934,30823,IH0000,2022,3
885,0.49536625464292305,32846,IH0000,2022,3
690,0.7285714285714805,14,IH0000,2022,3
900,0.8909090909091488,11,IH0000,2022,3
570,1.6294018970933717,32787,IC0000,2022,4
585,1.5823874629175925,31012,IC0000,2022,4
600,1.6953580729166948,30720,IC0000,2022,4
615,1.625601808751191,30076,IC0000,2022,4
630,1.662853657710182,29513,IC0000,2022,4
645,1.6283304513533616,28337,IC0000,2022,4
660,1.634109681307415,28209,IC0000,2022,4
675,1.5925178584579347,27158,IC0000,2022,4
690,3.300000000000091,10,IC0000,2022,4
780,1.659816731124368,28701,IC0000,2022,4
795,1.5053862483359484,27793,IC0000,2022,4
810,1.465538538431371,28011,IC0000,2022,4
825,1.4961291034077275,27203,IC0000,2022,4
840,1.4647775678779473,26997,IC0000,2022,4
855,1.5387557989200995,26298,IC0000,2022,4
870,1.4309295796315942,26001,IC0000,2022,4
885,1.0824758192049624,27191,IC0000,2022,4
900,2.760000000000036,10,IC0000,2022,4
570,0.6864898726248151,33523,IF0000,2022,4
585,0.6714902807775699,32410,IF0000,2022,4
600,0.6925557918796651,31501,IF0000,2022,4
615,0.6706859627490739,30818,IF0000,2022,4
630,0.681891354645311,30687,IF0000,2022,4
645,0.6836098826189935,30073,IF0000,2022,4
660,0.6742145035132195,30172,IF0000,2022,4
675,0.6897010888411383,28838,IF0000,2022,4
690,1.0500000000000682,16,IF0000,2022,4
780,0.6907440406146215,29743,IF0000,2022,4
795,0.6621160409556609,29593,IF0000,2022,4
810,0.6498118234804598,30025,IF0000,2022,4
825,0.6713889554589735,29209,IF0000,2022,4
840,0.646130667031942,29204,IF0000,2022,4
855,0.6532368486396554,28191,IF0000,2022,4
870,0.6129047916233725,28842,IF0000,2022,4
885,0.5146617794069333,30010,IF0000,2022,4
900,0.9250000000000398,16,IF0000,2022,4
570,0.6255398361876433,32232,IH0000,2022,4
585,0.6136471868834656,29398,IH0000,2022,4
600,0.6243324919116843,28127,IH0000,2022,4
615,0.636049437536998,27024,IH0000,2022,4
630,0.6116185035426852,26957,IH0000,2022,4
645,0.6174748035870202,25202,IH0000,2022,4
660,0.6250462580213455,25401,IH0000,2022,4
675,0.6299279355659285,23590,IH0000,2022,4
780,0.6359434313360572,26870,IH0000,2022,4
795,0.5983823646023413,25222,IH0000,2022,4
810,0.5927657382829642,25241,IH0000,2022,4
825,0.587477786502469,24197,IH0000,2022,4
840,0.5917856528470744,23252,IH0000,2022,4
855,0.5852094946952086,22244,IH0000,2022,4
870,0.5689125967382388,22871,IH0000,2022,4
885,0.4849987921733062,24838,IH0000,2022,4
690,1.133333333333313,9,IH0000,2022,4
900,0.8727272727273058,11,IH0000,2022,4
570,1.0579579936931567,33614,IC0000,2022,5
585,1.0929740728181234,32437,IC0000,2022,5
600,1.1171707166073834,32305,IC0000,2022,5
615,1.1396755303830817,31251,IC0000,2022,5
630,1.109799619244342,30991,IC0000,2022,5
645,1.146683345952572,30377,IC0000,2022,5
660,1.1622127151527502,30153,IC0000,2022,5
675,1.1141243313287612,30097,IC0000,2022,5
690,1.44615384615393,13,IC0000,2022,5
780,1.169201775960692,31307,IC0000,2022,5
795,1.086820126298682,29454,IC0000,2022,5
810,1.061951937880763,29878,IC0000,2022,5
825,1.0770435499382398,29116,IC0000,2022,5
840,1.0213037301351864,30267,IC0000,2022,5
855,1.0142327899771386,29692,IC0000,2022,5
870,0.9866490729463311,29556,IC0000,2022,5
885,0.7152347701244001,30647,IC0000,2022,5
900,0.799999999999987,14,IC0000,2022,5
570,0.6570560733748606,33581,IF0000,2022,5
585,0.6514915613128534,32114,IF0000,2022,5
600,0.6451361621279449,31580,IF0000,2022,5
615,0.6518873147696069,30705,IF0000,2022,5
630,0.6352680637271259,30254,IF0000,2022,5
645,0.6450997102437454,29335,IF0000,2022,5
660,0.6601037337272188,29113,IF0000,2022,5
675,0.6453349901625965,28971,IF0000,2022,5
780,0.6636165860311134,30797,IF0000,2022,5
795,0.6312713816937874,28646,IF0000,2022,5
810,0.6214063687228013,28954,IF0000,2022,5
825,0.6343123877917546,27850,IF0000,2022,5
840,0.6000000000000177,28959,IF0000,2022,5
855,0.6050359967372493,28197,IF0000,2022,5
870,0.5696814743794788,28161,IF0000,2022,5
885,0.4639265499539641,30388,IF0000,2022,5
690,0.7733333333333273,15,IF0000,2022,5
900,0.5454545454545454,11,IF0000,2022,5
570,0.5731423567675915,31976,IH0000,2022,5
585,0.5738692405241772,28388,IH0000,2022,5
600,0.5703208360739651,27366,IH0000,2022,5
615,0.567436208991503,25513,IH0000,2022,5
630,0.556153598971727,24896,IH0000,2022,5
645,0.5463297333783381,23704,IH0000,2022,5
660,0.5556367750076264,22983,IH0000,2022,5
675,0.5534534665561429,22919,IH0000,2022,5
690,0.9666666666667728,12,IH0000,2022,5
780,0.5676811429005689,26319,IH0000,2022,5
795,0.5338240542469772,22416,IH0000,2022,5
810,0.5130523888817883,23421,IH0000,2022,5
825,0.5146091394108262,21555,IH0000,2022,5
840,0.5169890628350933,23315,IH0000,2022,5
855,0.5141705282669184,21580,IH0000,2022,5
870,0.49378673383712735,21438,IH0000,2022,5
885,0.4189847429652862,24841,IH0000,2022,5
900,0.9,10,IH0000,2022,5
570,1.2082305870825294,36741,IC0000,2022,6
585,1.2378501870519993,35017,IC0000,2022,6
600,1.2554874556077182,34916,IC0000,2022,6
615,1.2554187843356075,34039,IC0000,2022,6
630,1.2326249853647038,34164,IC0000,2022,6
645,1.1947839487878615,33742,IC0000,2022,6
660,1.2030178326474477,33534,IC0000,2022,6
675,1.2001144819690752,33193,IC0000,2022,6
690,2.3600000000002184,15,IC0000,2022,6
780,1.2802892001807435,33195,IC0000,2022,6
795,1.1990975010114202,32133,IC0000,2022,6
810,1.1482753362408102,32789,IC0000,2022,6
825,1.1996924525341317,31865,IC0000,2022,6
840,1.1756643957527748,32586,IC0000,2022,6
855,1.1129450748695158,31989,IC0000,2022,6
870,1.0261182864645901,32751,IC0000,2022,6
885,0.8726277923885077,33081,IC0000,2022,6
900,1.1428571428572079,14,IC0000,2022,6
570,0.603184883845493,37364,IF0000,2022,6
585,0.5912334632486781,36434,IF0000,2022,6
600,0.5988570147916372,35696,IF0000,2022,6
615,0.5960783207313602,35444,IF0000,2022,6
630,0.5738328923786554,35151,IF0000,2022,6
645,0.5838851652619645,34763,IF0000,2022,6
660,0.5850177946240591,34561,IF0000,2022,6
675,0.5916862472080222,34473,IF0000,2022,6
690,1.0222222222220505,18,IF0000,2022,6
780,0.586052500658516,34171,IF0000,2022,6
795,0.5808303464755538,33480,IF0000,2022,6
810,0.5706835428203607,34131,IF0000,2022,6
825,0.5956200059189652,33790,IF0000,2022,6
840,0.5814638755204629,33869,IF0000,2022,6
855,0.5661527232917262,32883,IF0000,2022,6
870,0.5316187594554528,34372,IF0000,2022,6
885,0.45504168094104536,35028,IF0000,2022,6
900,0.6500000000002615,16,IF0000,2022,6
570,0.5208132078046775,36645,IH0000,2022,6
585,0.4947028724270562,34396,IH0000,2022,6
600,0.5237394116741234,32465,IH0000,2022,6
615,0.5183331247653765,31964,IH0000,2022,6
630,0.5122991583779817,31368,IH0000,2022,6
645,0.5083297651592646,30361,IH0000,2022,6
660,0.5236698341224558,30203,IH0000,2022,6
675,0.5206271983169654,30421,IH0000,2022,6
690,0.9125000000000227,16,IH0000,2022,6
780,0.5094755602495298,30299,IH0000,2022,6
795,0.5061102624635616,28804,IH0000,2022,6
810,0.4953912111468588,29856,IH0000,2022,6
825,0.4914739934335745,28935,IH0000,2022,6
840,0.4960977774743281,29291,IH0000,2022,6
855,0.494134560092028,27824,IH0000,2022,6
870,0.4643702393906685,29408,IH0000,2022,6
885,0.4192718384150713,31092,IH0000,2022,6
900,0.6923076923077622,13,IH0000,2022,6
570,1.2988349677311375,35793,IC0000,2022,7
585,1.3902194954880125,33577,IC0000,2022,7
600,1.3428858203053968,32878,IC0000,2022,7
615,1.3383822739197995,31637,IC0000,2022,7
630,1.311345612274666,30893,IC0000,2022,7
645,1.3176474477651587,30248,IC0000,2022,7
660,1.3323530415202738,29311,IC0000,2022,7
675,1.2422636151584316,29581,IC0000,2022,7
690,1.866666666666606,15,IC0000,2022,7
780,1.3491886244163955,30627,IC0000,2022,7
795,1.2931370220850544,29477,IC0000,2022,7
810,1.2695740986620698,29373,IC0000,2022,7
825,1.2473661297344996,27564,IC0000,2022,7
840,1.2325562002710573,28781,IC0000,2022,7
855,1.2443874417428877,27679,IC0000,2022,7
870,1.1217739430544256,28975,IC0000,2022,7
885,0.8787659660742938,29594,IC0000,2022,7
900,1.0199999999999818,10,IC0000,2022,7
570,0.7334148714385716,35975,IF0000,2022,7
585,0.7498162039389741,33461,IF0000,2022,7
600,0.7333374176750427,32645,IF0000,2022,7
615,0.7125834097593788,31621,IF0000,2022,7
630,0.7313527713813552,30833,IF0000,2022,7
645,0.7167743003809028,30195,IF0000,2022,7
660,0.7318730289318867,29172,IF0000,2022,7
675,0.7083534163810323,29461,IF0000,2022,7
780,0.7322933536041489,30257,IF0000,2022,7
795,0.716684834446152,29356,IF0000,2022,7
810,0.7072038821680461,29262,IF0000,2022,7
825,0.7129590331978839,27803,IF0000,2022,7
840,0.7035729123390595,28884,IF0000,2022,7
855,0.7098152507311769,28038,IF0000,2022,7
870,0.6585651042547326,29591,IF0000,2022,7
885,0.5610505874996643,30383,IF0000,2022,7
690,0.8909090909090248,11,IF0000,2022,7
900,0.6428571428570778,14,IF0000,2022,7
570,0.5763164654508445,35037,IH0000,2022,7
585,0.5655748233783061,31140,IH0000,2022,7
600,0.5656861760867615,29883,IH0000,2022,7
615,0.5515481382691237,27743,IH0000,2022,7
630,0.5524364059827659,27479,IH0000,2022,7
645,0.5475370874382014,26087,IH0000,2022,7
660,0.5623620046064727,25182,IH0000,2022,7
675,0.5699663083587466,24932,IH0000,2022,7
690,0.9000000000000531,12,IH0000,2022,7
780,0.5576137915759248,27089,IH0000,2022,7
795,0.5357773418342454,24468,IH0000,2022,7
810,0.5384205160379736,25502,IH0000,2022,7
825,0.5405146169565238,23979,IH0000,2022,7
840,0.5325083995738946,24406,IH0000,2022,7
855,0.5315301189076329,22959,IH0000,2022,7
870,0.4986736766638965,25107,IH0000,2022,7
885,0.4426144784343883,26315,IH0000,2022,7
900,0.8714285714285909,14,IH0000,2022,7
570,1.4694652462820572,9481,IM0000,2022,7
585,1.537584686525458,9299,IM0000,2022,7
600,1.5492400141392648,8487,IM0000,2022,7
615,1.5063248276696224,8269,IM0000,2022,7
630,1.5964664310954233,7641,IM0000,2022,7
645,1.8106089309878177,7390,IM0000,2022,7
660,1.7576293558606224,7576,IM0000,2022,7
675,1.741293919356954,7713,IM0000,2022,7
690,4.333333333333637,3,IM0000,2022,7
780,1.7898531725223035,7628,IM0000,2022,7
795,1.6490545504013039,7351,IM0000,2022,7
810,1.644417670682744,7470,IM0000,2022,7
825,1.7023312883435773,6520,IM0000,2022,7
840,1.605798733286433,7105,IM0000,2022,7
855,1.6153513201558312,6931,IM0000,2022,7
870,1.4047241906350059,7197,IM0000,2022,7
885,0.9996378998189875,6628,IM0000,2022,7
900,2.239999999999964,5,IM0000,2022,7
570,1.006566670011069,39868,IC0000,2022,8
585,1.0810601061162237,37883,IC0000,2022,8
600,1.0987110142353933,37161,IC0000,2022,8
615,1.1042332335413512,35741,IC0000,2022,8
630,1.0581847695278974,35731,IC0000,2022,8
645,1.0869707120158483,34929,IC0000,2022,8
660,1.1235421292509407,34228,IC0000,2022,8
675,1.085721148072572,33308,IC0000,2022,8
780,1.1251256281407391,34228,IC0000,2022,8
795,1.087110039266651,32343,IC0000,2022,8
810,1.0948773138183832,32522,IC0000,2022,8
825,1.0429302399492042,31465,IC0000,2022,8
840,0.9756555917214823,32566,IC0000,2022,8
855,0.9742294494080354,32347,IC0000,2022,8
870,0.9340003705762935,32382,IC0000,2022,8
885,0.6836195658335558,35286,IC0000,2022,8
900,1.1333333333332878,12,IC0000,2022,8
690,2.1285714285714414,14,IC0000,2022,8
570,0.630058864001261,39243,IF0000,2022,8
585,0.6466405758231192,36539,IF0000,2022,8
600,0.6446095398902721,35535,IF0000,2022,8
615,0.6431096447298866,33946,IF0000,2022,8
630,0.6239147081345429,33954,IF0000,2022,8
645,0.6182746392761206,32712,IF0000,2022,8
660,0.6485220056930269,31969,IF0000,2022,8
675,0.6544413544904328,30565,IF0000,2022,8
690,1.0200000000000273,10,IF0000,2022,8
780,0.6412044966213156,32113,IF0000,2022,8
795,0.6448376005608087,29957,IF0000,2022,8
810,0.6201240752413562,30143,IF0000,2022,8
825,0.6067355739612621,29218,IF0000,2022,8
840,0.5907584000000047,31250,IF0000,2022,8
855,0.5781846412628662,30914,IF0000,2022,8
870,0.5626220454321393,30419,IF0000,2022,8
885,0.48020048638714846,33718,IF0000,2022,8
900,0.8727272727273058,11,IF0000,2022,8
570,0.5287720044674002,37606,IH0000,2022,8
585,0.5050427992191128,33295,IH0000,2022,8
600,0.5047406054115489,31747,IH0000,2022,8
615,0.5008350090317476,29341,IH0000,2022,8
630,0.4896128058412774,28487,IH0000,2022,8
645,0.49813637360229907,27366,IH0000,2022,8
660,0.5153619313490477,25433,IH0000,2022,8
675,0.5203766296475296,24852,IH0000,2022,8
690,0.5636363636363471,11,IH0000,2022,8
780,0.4991367789937661,27687,IH0000,2022,8
795,0.4756971124055131,24207,IH0000,2022,8
810,0.484528890348012,24368,IH0000,2022,8
825,0.4789793646716455,23358,IH0000,2022,8
840,0.4787809740814736,24577,IH0000,2022,8
855,0.4653258573053929,24612,IH0000,2022,8
870,0.4530946047878172,25189,IH0000,2022,8
885,0.39703195522660467,27695,IH0000,2022,8
900,0.5571428571428052,14,IH0000,2022,8
570,1.4192778489116515,39050,IM0000,2022,8
585,1.497861401301762,36566,IM0000,2022,8
600,1.494715980460575,35825,IM0000,2022,8
615,1.4872062663185528,33704,IM0000,2022,8
630,1.518319307597879,33391,IM0000,2022,8
645,1.494500709891155,31695,IM0000,2022,8
660,1.5248386191411853,32067,IM0000,2022,8
675,1.469661300370545,30499,IM0000,2022,8
690,2.4714285714285973,14,IM0000,2022,8
780,1.563338074917037,31635,IM0000,2022,8
795,1.4296346969489868,29236,IM0000,2022,8
810,1.4308312377278112,29029,IM0000,2022,8
825,1.3705297532656227,27560,IM0000,2022,8
840,1.3385474108944395,29740,IM0000,2022,8
855,1.3156475127181275,29289,IM0000,2022,8
870,1.3034886985821046,28492,IM0000,2022,8
885,0.9810033934394166,30058,IM0000,2022,8
900,2.7000000000001214,12,IM0000,2022,8
570,1.1417368187860282,36112,IC0000,2022,9
585,1.1468423181371814,34614,IC0000,2022,9
600,1.2117457186407472,33459,IC0000,2022,9
615,1.1992322576618395,32042,IC0000,2022,9
630,1.2337857187324988,32126,IC0000,2022,9
645,1.2175376382217633,31019,IC0000,2022,9
660,1.2407521659228418,30472,IC0000,2022,9
675,1.2207976223389854,28936,IC0000,2022,9
690,2.054545454545653,11,IC0000,2022,9
780,1.2228399895589028,30648,IC0000,2022,9
795,1.1216052776251202,29104,IC0000,2022,9
810,1.1669338329690664,28821,IC0000,2022,9
825,1.119228735591717,28369,IC0000,2022,9
840,1.1592617955214977,29206,IC0000,2022,9
855,1.092252869624855,29185,IC0000,2022,9
870,1.0764816053512236,29900,IC0000,2022,9
885,0.8274460139634179,30795,IC0000,2022,9
900,1.054545454545405,11,IC0000,2022,9
570,0.5066103393181682,36927,IF0000,2022,9
585,0.5027805166634234,35497,IF0000,2022,9
600,0.5149214506804087,34246,IF0000,2022,9
615,0.49171660831902136,33706,IF0000,2022,9
630,0.49274996241169494,33255,IF0000,2022,9
645,0.5030539351779919,32057,IF0000,2022,9
660,0.5012360701934434,31228,IF0000,2022,9
675,0.5019565943238938,29950,IF0000,2022,9
690,0.9333333333333333,15,IF0000,2022,9
780,0.5014154489882954,30591,IF0000,2022,9
795,0.4821716752449165,30115,IF0000,2022,9
810,0.47313039231648885,30715,IF0000,2022,9
825,0.46704927765687004,30318,IF0000,2022,9
840,0.4772571061506834,31135,IF0000,2022,9
