code,tod,avg_ticks,ndays
IF0000,664,99.19228210246175,1503
IF0000,665,100.40119760479043,1503
IF0000,666,99.70725216234199,1503
IF0000,667,98.84963406520292,1503
IF0000,668,98.0499001996008,1503
IF0000,669,98.25083166999335,1503
IF0000,670,99.9088489687292,1503
IF0000,671,98.75914836992682,1503
IF0000,672,98.22754491017965,1503
IF0000,673,97.13905522288756,1503
IF0000,674,97.30871590153028,1503
IF0000,675,100.07584830339322,1503
IF0000,676,98.92149035262808,1503
IF0000,677,97.90685296074517,1503
IF0000,678,97.82368596141052,1503
IF0000,679,97.92747837658017,1503
IF0000,680,100.60811709913506,1503
IF0000,681,99.18363273453093,1503
IF0000,682,97.8622754491018,1503
IF0000,683,96.88356620093147,1503
IF0000,684,96.4224883566201,1503
IF0000,685,98.46440452428476,1503
IF0000,686,96.36859614105123,1503
IF0000,687,95.40053226879574,1503
IF0000,688,93.1703260146374,1503
IF0000,689,100.31603459747173,1503
IF0000,690,1.0,1033
IF0000,780,110.30139720558883,1503
IF0000,781,104.67930805056554,1503
IF0000,782,102.9707252162342,1503
IF0000,783,102.14836992681305,1503
IF0000,784,101.40984697272123,1503
IF0000,785,103.80705256154359,1503
IF0000,786,101.35595475715236,1503
IF0000,787,100.20359281437126,1503
IF0000,788,99.22954091816368,1503
IF0000,789,99.42315369261478,1503
IF0000,790,101.70459081836327,1503
IF0000,791,99.31204258150366,1503
IF0000,792,98.48103792415169,1503
IF0000,793,97.19693945442448,1503
IF0000,794,97.48835662009314,1503
IF0000,795,100.04125083167,1503
IF0000,796,97.81370592149035,1503
IF0000,797,96.55821689953426,1503
IF0000,798,96.45575515635396,1503
IF0000,799,96.65735196274119,1503
IF0000,800,99.36926147704591,1503
IF0000,801,97.3639387890885,1503
IF0000,802,95.9148369926813,1503
IF0000,803,96.19028609447771,1503
IF0000,804,96.72255489021956,1503
IF0000,805,97.94810379241517,1503
IF0000,806,96.50964737192282,1503
IF0000,807,96.52095808383234,1503
IF0000,808,95.74318030605455,1503
IF0000,809,96.91284098469727,1503
IF0000,810,103.22222222222223,1503
IF0000,811,100.63872255489022,1503
IF0000,812,99.08250166333998,1503
IF0000,813,98.64337990685296,1503
IF0000,814,97.54025282767797,1503
IF0000,815,99.62874251497006,1503
IF0000,816,98.52761144377911,1503
IF0000,817,97.1437125748503,1503
IF0000,818,96.54624085163007,1503
IF0000,819,96.86094477711244,1503
IF0000,820,99.09647371922821,1503
IF0000,821,97.41716566866268,1503
IF0000,822,97.1230871590153,1503
IF0000,823,96.18429807052561,1503
IF0000,824,96.35528942115768,1503
IF0000,825,98.79374584165004,1503
IF0000,826,97.19627411842981,1503
IF0000,827,96.46506986027944,1503
IF0000,828,96.1703260146374,1503
IF0000,829,96.05921490352628,1503
IF0000,830,98.0499001996008,1503
IF0000,831,97.07850964737192,1503
IF0000,832,95.9620758483034,1503
IF0000,833,95.51430472388556,1503
IF0000,834,95.65735196274119,1503
IF0000,835,96.63739188290087,1503
IF0000,836,95.48902195608783,1503
IF0000,837,94.88822355289422,1503
IF0000,838,94.46307385229541,1503
IF0000,839,97.11510312707918,1503
IF0000,840,104.25482368596141,1503
IF0000,841,101.47238855622089,1503
IF0000,842,100.19228210246175,1503
IF0000,843,99.6713240186294,1503
IF0000,844,98.78842315369262,1503
IF0000,845,100.58882235528942,1503
IF0000,846,99.07119095143047,1503
IF0000,847,98.10312707917498,1503
IF0000,848,97.45575515635396,1503
IF0000,849,98.2022621423819,1503
IF0000,850,100.0232867598137,1503
IF0000,851,98.28276779773786,1503
IF0000,852,97.3080505655356,1503
IF0000,853,96.50232867598137,1503
IF0000,854,96.47371922821024,1503
