win,mean,n,code,year,month
855,0.06996904024764536,323,IF0000,2021,11
870,-0.06284829721362567,323,IF0000,2021,11
885,-0.17460815047021885,319,IF0000,2021,11
570,-0.26338028169011907,284,IH0000,2021,11
585,-0.10965732087228633,321,IH0000,2021,11
600,-0.17389937106917439,318,IH0000,2021,11
615,0.03560371517026456,323,IH0000,2021,11
630,-0.04658385093166149,322,IH0000,2021,11
645,-0.050769230769234966,325,IH0000,2021,11
660,0.002830188679261299,318,IH0000,2021,11
675,-0.08150470219437304,319,IH0000,2021,11
780,-0.09462365591399023,279,IH0000,2021,11
795,0.12507836990593074,319,IH0000,2021,11
810,-0.007836990595618413,319,IH0000,2021,11
825,-0.09150943396226958,318,IH0000,2021,11
840,-0.15621118012421992,322,IH0000,2021,11
855,-0.06408668730648973,323,IH0000,2021,11
870,-0.061514195583574696,317,IH0000,2021,11
885,-0.07601246105916906,321,IH0000,2021,11
570,0.1952702702703047,296,IC0000,2021,12
585,0.1299120234604351,341,IC0000,2021,12
600,-0.00850439882696507,341,IC0000,2021,12
615,0.026023391812867093,342,IC0000,2021,12
630,0.2997076023391813,342,IC0000,2021,12
645,-0.19766081871346466,342,IC0000,2021,12
660,-0.04260355029581117,338,IC0000,2021,12
675,0.052046783625702274,342,IC0000,2021,12
780,0.14693877551019108,294,IC0000,2021,12
795,0.04999999999998547,338,IC0000,2021,12
810,0.0844574780058443,341,IC0000,2021,12
825,-0.0023529411764309986,340,IC0000,2021,12
840,-0.07735294117646845,340,IC0000,2021,12
855,-0.009552238805953317,335,IC0000,2021,12
870,0.06999999999999251,340,IC0000,2021,12
885,0.0893805309735082,339,IC0000,2021,12
570,0.356565656565637,297,IF0000,2021,12
585,-0.18731563421829445,339,IF0000,2021,12
600,0.08200589970498577,339,IF0000,2021,12
615,-0.08571428571428084,336,IF0000,2021,12
630,0.11486880466472993,343,IF0000,2021,12
645,-0.2994152046783482,342,IF0000,2021,12
660,0.1668621700879568,341,IF0000,2021,12
675,-0.13958333333329978,336,IF0000,2021,12
780,0.22248322147651678,298,IF0000,2021,12
795,-0.03264094955492313,337,IF0000,2021,12
810,-0.06925373134332648,335,IF0000,2021,12
825,0.03115727002969518,337,IF0000,2021,12
840,0.002359882005868047,339,IF0000,2021,12
855,-0.018991097922863777,337,IF0000,2021,12
870,-0.20238095238092532,336,IF0000,2021,12
885,0.11021021021025063,333,IF0000,2021,12
570,0.06666666666666422,297,IH0000,2021,12
585,-0.1507418397626064,337,IH0000,2021,12
600,-0.040117994100285326,339,IH0000,2021,12
615,-0.05794117647057299,340,IH0000,2021,12
630,-0.05705882352940936,340,IH0000,2021,12
645,-0.26979472140762195,341,IH0000,2021,12
660,-0.0014749262536779256,339,IH0000,2021,12
675,-0.11483679525223847,337,IH0000,2021,12
780,0.18675958188151853,287,IH0000,2021,12
795,-0.11128048780488498,328,IH0000,2021,12
810,-0.0020710059171699883,338,IH0000,2021,12
825,-0.0126126126126107,333,IH0000,2021,12
840,-0.04410876132928563,331,IH0000,2021,12
855,0.011940298507454542,335,IH0000,2021,12
870,-0.060597014925370965,335,IH0000,2021,12
885,0.06298507462684368,335,IH0000,2021,12
570,0.22040816326525414,245,IC0000,2022,1
585,0.5115789473684632,285,IC0000,2022,1
600,1.156690140845112,284,IC0000,2022,1
615,0.5380281690140788,284,IC0000,2022,1
630,0.027561837455773185,283,IC0000,2022,1
645,0.05403508771929059,285,IC0000,2022,1
660,-0.31957295373667166,281,IC0000,2022,1
675,0.21103202846970623,281,IC0000,2022,1
780,0.3311203319502422,241,IC0000,2022,1
795,0.19255319148938493,282,IC0000,2022,1
810,0.018149466192168878,281,IC0000,2022,1
825,0.26642599277978074,277,IC0000,2022,1
840,0.3693661971831037,284,IC0000,2022,1
855,0.10530035335690396,283,IC0000,2022,1
870,0.10889679715306505,281,IC0000,2022,1
885,0.21299638989166064,277,IC0000,2022,1
570,0.18842975206612472,242,IF0000,2022,1
585,0.1318021201413691,283,IF0000,2022,1
600,0.32375886524817277,282,IF0000,2022,1
615,0.2754448398576726,281,IF0000,2022,1
630,-0.08362989323838561,281,IF0000,2022,1
645,0.05480427046262245,281,IF0000,2022,1
660,-0.10744680851066797,282,IF0000,2022,1
675,0.23780918727916867,283,IF0000,2022,1
780,0.14024390243902068,246,IF0000,2022,1
795,-0.12410071942445061,278,IF0000,2022,1
810,-0.1612903225806321,279,IF0000,2022,1
825,0.22924187725632755,277,IF0000,2022,1
840,-0.09255319148937267,282,IF0000,2022,1
855,0.03812949640286265,278,IF0000,2022,1
870,0.26548042704623875,281,IF0000,2022,1
885,0.16956521739129843,276,IF0000,2022,1
570,0.06775510204078626,245,IH0000,2022,1
585,-0.06914893617022566,282,IH0000,2022,1
600,0.18790035587188839,281,IH0000,2022,1
615,0.2697508896796917,281,IH0000,2022,1
630,-0.10539568345324787,278,IH0000,2022,1
645,-0.008896797153033003,281,IH0000,2022,1
660,-0.05755395683455691,278,IH0000,2022,1
675,0.11335740072199736,277,IH0000,2022,1
780,-0.056903765690395215,239,IH0000,2022,1
795,0.0716845878136103,279,IH0000,2022,1
810,-0.08158844765344404,277,IH0000,2022,1
825,0.1197841726618957,278,IH0000,2022,1
840,-0.0908759124087578,274,IH0000,2022,1
855,-0.07246376811592226,276,IH0000,2022,1
870,0.1430604982206464,281,IH0000,2022,1
885,0.14424460431652844,278,IH0000,2022,1
570,-0.1545893719807027,207,IC0000,2022,2
585,0.15210084033609547,238,IC0000,2022,2
600,-0.6008368200837102,239,IC0000,2022,2
615,-0.37172995780586265,237,IC0000,2022,2
630,-0.6481171548117635,239,IC0000,2022,2
645,-0.1648535564853998,239,IC0000,2022,2
660,0.30920502092054625,239,IC0000,2022,2
675,-0.21779661016946686,236,IC0000,2022,2
780,0.3606796116505128,206,IC0000,2022,2
795,-0.11983122362861753,237,IC0000,2022,2
810,-0.3508403361344691,238,IC0000,2022,2
825,0.3016806722688472,238,IC0000,2022,2
840,-0.028813559322077062,236,IC0000,2022,2
855,-0.1810924369748029,238,IC0000,2022,2
870,0.5241525423728651,236,IC0000,2022,2
885,0.3025423728813274,236,IC0000,2022,2
570,0.35314009661839,207,IF0000,2022,2
585,-0.07974683544306714,237,IF0000,2022,2
600,-0.29453781512603666,238,IF0000,2022,2
615,0.1264705882353377,238,IF0000,2022,2
630,-0.22041666666662726,240,IF0000,2022,2
645,-0.01129707112968352,239,IF0000,2022,2
660,0.31596638655462106,238,IF0000,2022,2
675,0.3790794979079323,239,IF0000,2022,2
780,0.3689655172413551,203,IF0000,2022,2
795,0.026582278481001913,237,IF0000,2022,2
810,0.055932203389868276,236,IF0000,2022,2
825,0.16127659574469477,235,IF0000,2022,2
840,-0.15780590717304413,237,IF0000,2022,2
855,-0.0974468085105903,235,IF0000,2022,2
870,0.3051502145923465,233,IF0000,2022,2
885,0.04430379746833908,237,IF0000,2022,2
570,0.06862745098037878,204,IH0000,2022,2
585,0.05105485232069199,237,IH0000,2022,2
600,-0.10765957446807814,235,IH0000,2022,2
615,0.053617021276597294,235,IH0000,2022,2
630,-0.16382978723402128,235,IH0000,2022,2
645,0.022707423580785233,229,IH0000,2022,2
660,0.015384615384638317,234,IH0000,2022,2
675,0.17191489361698295,235,IH0000,2022,2
780,0.07673267326728396,202,IH0000,2022,2
795,0.03852813852812908,231,IH0000,2022,2
810,0.0544680851064031,235,IH0000,2022,2
825,0.0935064935065187,231,IH0000,2022,2
840,0.02000000000000949,230,IH0000,2022,2
855,-0.05836909871243815,233,IH0000,2022,2
870,0.12820512820513402,234,IH0000,2022,2
885,-0.021888412017126005,233,IH0000,2022,2
570,-1.1026845637583569,298,IC0000,2022,3
585,-0.2020348837209699,344,IC0000,2022,3
600,-0.7002932551319601,341,IC0000,2022,3
615,-0.4944606413993835,343,IC0000,2022,3
630,-0.2824561403508889,342,IC0000,2022,3
645,-0.48571428571425496,343,IC0000,2022,3
660,-0.13976608187132694,342,IC0000,2022,3
675,-0.7616279069767442,344,IC0000,2022,3
780,0.3153061224490656,294,IC0000,2022,3
795,-0.35406976744184515,344,IC0000,2022,3
810,-0.3017543859648825,342,IC0000,2022,3
825,0.004093567251474221,342,IC0000,2022,3
840,0.0023323615160514254,343,IC0000,2022,3
855,0.10999999999998823,340,IC0000,2022,3
870,0.2521865889212616,343,IC0000,2022,3
885,0.6078947368421095,342,IC0000,2022,3
570,-0.8100671140939265,298,IF0000,2022,3
585,0.10376811594202688,345,IF0000,2022,3
600,-0.5228985507245997,345,IF0000,2022,3
615,-0.14926253687313326,339,IF0000,2022,3
630,-0.11315789473682163,342,IF0000,2022,3
645,-0.31617647058823395,340,IF0000,2022,3
660,-0.28205882352943745,340,IF0000,2022,3
675,-0.06627565982402932,341,IF0000,2022,3
780,0.14797297297302583,296,IF0000,2022,3
795,-0.08401162790702328,344,IF0000,2022,3
810,-0.186627906976741,344,IF0000,2022,3
825,-0.12274052478134614,343,IF0000,2022,3
840,-0.34064327485378787,342,IF0000,2022,3
855,0.036716417910453734,335,IF0000,2022,3
870,0.02346041055718075,341,IF0000,2022,3
885,0.08558558558557876,333,IF0000,2022,3
570,-0.6474747474747542,297,IH0000,2022,3
585,-0.12999999999995532,340,IH0000,2022,3
600,-0.27633136094673777,338,IH0000,2022,3
615,-0.029376854599418942,337,IH0000,2022,3
630,-0.06895522388059266,335,IH0000,2022,3
645,-0.11815476190477761,336,IH0000,2022,3
660,-0.2170588235293909,340,IH0000,2022,3
675,0.060465116279049144,344,IH0000,2022,3
780,0.00034013605442919314,294,IH0000,2022,3
795,-0.08396501457724277,343,IH0000,2022,3
810,-0.20821114369501734,341,IH0000,2022,3
825,0.17163742690057363,342,IH0000,2022,3
840,-0.2513274336283301,339,IH0000,2022,3
855,0.0764011799410153,339,IH0000,2022,3
870,0.1194690265486927,339,IH0000,2022,3
885,0.04054054054054464,333,IH0000,2022,3
570,-0.5134146341463385,246,IC0000,2022,4
585,-0.7359154929577849,284,IC0000,2022,4
600,-0.09859649122807783,285,IC0000,2022,4
615,-0.40105263157896076,285,IC0000,2022,4
630,-0.0007067137809277264,283,IC0000,2022,4
645,-0.3280141843971792,282,IC0000,2022,4
660,-0.0487719298244963,285,IC0000,2022,4
675,0.6120141342755759,283,IC0000,2022,4
780,0.21056910569103546,246,IC0000,2022,4
795,-0.689361702127655,282,IC0000,2022,4
810,-0.07922535211269527,284,IC0000,2022,4
825,-0.04049295774645966,284,IC0000,2022,4
840,-0.1631578947368517,285,IC0000,2022,4
855,-0.7244680851064159,282,IC0000,2022,4
870,0.2566901408450083,284,IC0000,2022,4
885,0.2883802816901396,284,IC0000,2022,4
570,-0.7485714285714086,245,IF0000,2022,4
585,-0.7237588652481572,282,IF0000,2022,4
600,-0.11347517730493067,282,IF0000,2022,4
615,-0.3109929078014371,282,IF0000,2022,4
630,0.0390845070422452,284,IF0000,2022,4
645,-0.2669014084506888,284,IF0000,2022,4
660,-0.1156583629893109,281,IF0000,2022,4
675,0.1102836879432508,282,IF0000,2022,4
780,0.022040816326582953,245,IF0000,2022,4
795,-0.4893617021276483,282,IF0000,2022,4
810,-0.09572953736656617,281,IF0000,2022,4
825,-0.04471830985915269,284,IF0000,2022,4
840,-0.031338028169014404,284,IF0000,2022,4
855,-0.29679715302491133,281,IF0000,2022,4
870,0.19714285714281102,280,IF0000,2022,4
885,-0.04659498207884979,279,IF0000,2022,4
570,-0.3094262295082004,244,IH0000,2022,4
585,-0.3698581560283549,282,IH0000,2022,4
600,-0.017021276595737263,282,IH0000,2022,4
615,-0.1503546099291138,282,IH0000,2022,4
630,0.14964539007093264,282,IH0000,2022,4
645,-0.1398550724637678,276,IH0000,2022,4
660,-0.2145390070922018,282,IH0000,2022,4
675,0.07722419928824749,281,IH0000,2022,4
780,-0.06502057613168612,243,IH0000,2022,4
795,-0.16428571428573216,280,IH0000,2022,4
810,-0.3343971631205761,282,IH0000,2022,4
825,-0.1801444043321418,277,IH0000,2022,4
840,-0.05249999999998798,280,IH0000,2022,4
855,-0.10573476702507982,279,IH0000,2022,4
870,0.24928571428571655,280,IH0000,2022,4
885,0.08731884057972959,276,IH0000,2022,4
570,-0.43902439024387657,246,IC0000,2022,5
585,-0.0468309859154904,284,IC0000,2022,5
600,-0.5070175438596236,285,IC0000,2022,5
615,-0.12695035460989423,282,IC0000,2022,5
630,-0.37021276595738745,282,IC0000,2022,5
645,0.001766784452309675,283,IC0000,2022,5
660,0.14330985915496097,284,IC0000,2022,5
675,0.2759856630825318,279,IC0000,2022,5
780,-0.7198380566801406,247,IC0000,2022,5
795,-0.21408450704224455,284,IC0000,2022,5
810,-0.12277580071177614,281,IC0000,2022,5
825,-0.2780918727915381,283,IC0000,2022,5
840,-0.3480427046263287,281,IC0000,2022,5
855,-0.020070422535223436,284,IC0000,2022,5
870,-0.3454225352112433,284,IC0000,2022,5
885,0.23404255319152806,282,IC0000,2022,5
570,-0.3870445344129514,247,IF0000,2022,5
585,-0.18714285714285098,280,IF0000,2022,5
600,-0.39110320284698025,281,IF0000,2022,5
615,-0.09113475177305384,282,IF0000,2022,5
630,-0.032155477031784126,283,IF0000,2022,5
645,-0.34432624113474175,282,IF0000,2022,5
660,-0.15528169014083035,284,IF0000,2022,5
675,0.17295373665481203,281,IF0000,2022,5
780,-0.48653061224492133,245,IF0000,2022,5
795,0.04631578947368038,285,IF0000,2022,5
810,-0.24542253521127178,284,IF0000,2022,5
825,-0.03971631205672888,282,IF0000,2022,5
840,-0.298226950354629,282,IF0000,2022,5
855,-0.07275985663079405,279,IF0000,2022,5
870,-0.04609929078013217,282,IF0000,2022,5
885,0.09601449275360012,276,IF0000,2022,5
570,-0.32653061224488866,245,IH0000,2022,5
585,-0.18291814946617954,281,IH0000,2022,5
600,-0.1296428571428302,280,IH0000,2022,5
615,-0.04056939501777773,281,IH0000,2022,5
630,-0.013074204946978148,283,IH0000,2022,5
645,-0.09749103942654383,279,IH0000,2022,5
660,-0.08928571428570779,280,IH0000,2022,5
675,0.10981818181817124,275,IH0000,2022,5
780,-0.2995850622406933,241,IH0000,2022,5
795,-0.003985507246381425,276,IH0000,2022,5
810,-0.012544802867403072,279,IH0000,2022,5
825,0.01808118081179503,271,IH0000,2022,5
840,-0.21428571428573703,280,IH0000,2022,5
855,-0.05854545454545752,275,IH0000,2022,5
870,-0.05127272727274513,275,IH0000,2022,5
885,0.009854014598527864,274,IH0000,2022,5
570,-0.3345588235294419,272,IC0000,2022,6
585,0.2787781350482163,311,IC0000,2022,6
600,0.042539682539658286,315,IC0000,2022,6
615,0.39267515923567514,314,IC0000,2022,6
630,-0.2550955414012403,314,IC0000,2022,6
645,0.18810289389061674,311,IC0000,2022,6
660,0.08525641025639977,312,IC0000,2022,6
675,0.20451612903224808,310,IC0000,2022,6
780,0.40146520146521947,273,IC0000,2022,6
795,-0.3891719745222953,314,IC0000,2022,6
810,-0.07980769230769405,312,IC0000,2022,6
825,-0.5498402555910759,313,IC0000,2022,6
840,0.44212218649517976,311,IC0000,2022,6
855,0.13885350318471454,314,IC0000,2022,6
870,-0.05288461538462704,312,IC0000,2022,6
885,0.08782051282051458,312,IC0000,2022,6
570,-0.6285185185185094,270,IF0000,2022,6
585,-0.07427652733122304,311,IF0000,2022,6
600,-0.1592948717948552,312,IF0000,2022,6
615,0.009120521172662729,307,IF0000,2022,6
630,-0.2737179487179709,312,IF0000,2022,6
645,0.15741935483868533,310,IF0000,2022,6
660,0.030448717948707744,312,IF0000,2022,6
675,0.24777070063689402,314,IF0000,2022,6
780,0.14148148148145892,270,IF0000,2022,6
795,-0.12523961661343974,313,IF0000,2022,6
810,-0.12861736334407778,311,IF0000,2022,6
825,-0.24792332268374356,313,IF0000,2022,6
840,0.11967741935484282,310,IF0000,2022,6
855,-0.0713375796178289,314,IF0000,2022,6
870,0.06168831168827921,308,IF0000,2022,6
885,-0.0032467532467030475,308,IF0000,2022,6
570,-0.4200000000000104,270,IH0000,2022,6
585,-0.13376205787785708,311,IH0000,2022,6
600,-0.06891025641024183,312,IH0000,2022,6
615,0.03603896103896665,308,IH0000,2022,6
630,-0.3045016077170412,311,IH0000,2022,6
645,0.18355263157895843,304,IH0000,2022,6
660,-0.050320512820529725,312,IH0000,2022,6
675,0.2003246753246969,308,IH0000,2022,6
780,-0.044528301886803436,265,IH0000,2022,6
795,-0.22207792207791943,308,IH0000,2022,6
810,-0.058576051779937924,309,IH0000,2022,6
825,-0.16019417475729186,309,IH0000,2022,6
840,0.02225806451615133,310,IH0000,2022,6
855,-0.07684887459805934,311,IH0000,2022,6
870,-0.10809061488672875,309,IH0000,2022,6
885,0.025496688741695653,302,IH0000,2022,6
570,-0.6460966542751038,269,IC0000,2022,7
585,0.005769230769210947,312,IC0000,2022,7
600,-0.17611464968150317,314,IC0000,2022,7
615,0.009265175718866113,313,IC0000,2022,7
630,-0.041853035143733355,313,IC0000,2022,7
645,-0.1888535031846792,314,IC0000,2022,7
660,0.018210862619807727,313,IC0000,2022,7
675,0.2993610223641963,313,IC0000,2022,7
780,-0.2453874538745488,271,IC0000,2022,7
795,-0.12916666666665558,312,IC0000,2022,7
810,-0.06538461538458215,312,IC0000,2022,7
825,0.0970873786407973,309,IC0000,2022,7
840,0.19009584664531512,313,IC0000,2022,7
855,0.3293929712459959,313,IC0000,2022,7
870,-0.025878594249231498,313,IC0000,2022,7
885,0.15320512820513754,312,IC0000,2022,7
570,-0.12555555555550368,270,IF0000,2022,7
585,0.029392971246017432,313,IF0000,2022,7
600,-0.02604501607717159,311,IF0000,2022,7
615,0.061146496815280255,314,IF0000,2022,7
630,-0.17258064516131966,310,IF0000,2022,7
645,-0.18108974358975233,312,IF0000,2022,7
660,-0.000958466453648551,313,IF0000,2022,7
675,0.3199999999999026,310,IF0000,2022,7
780,-0.18052434456922298,267,IF0000,2022,7
795,-0.14726688102891025,311,IF0000,2022,7
810,0.03619047619051257,315,IF0000,2022,7
825,0.16156351791527804,307,IF0000,2022,7
840,0.3431309904152791,313,IF0000,2022,7
855,0.13624595469254605,309,IF0000,2022,7
870,0.20322580645160704,310,IF0000,2022,7
885,0.04131147540986111,305,IF0000,2022,7
570,-0.016236162361644088,271,IH0000,2022,7
585,0.19070512820513258,312,IH0000,2022,7
600,0.1838709677419399,310,IH0000,2022,7
615,0.06078431372548396,306,IH0000,2022,7
630,-0.011400651465806932,307,IH0000,2022,7
645,-0.1262135922330156,309,IH0000,2022,7
660,-0.04870129870127951,308,IH0000,2022,7
675,0.11585760517800736,309,IH0000,2022,7
780,-0.10149253731348307,268,IH0000,2022,7
795,-0.0741830065359709,306,IH0000,2022,7
810,0.006774193548363333,310,IH0000,2022,7
825,0.028802588996743445,309,IH0000,2022,7
840,0.0026143790849753453,306,IH0000,2022,7
855,0.05439739413679685,307,IH0000,2022,7
870,0.1081168831168719,308,IH0000,2022,7
885,-0.04280936454850016,299,IH0000,2022,7
570,0.3551282051282378,78,IM0000,2022,7
585,0.8222222222223132,90,IM0000,2022,7
600,0.8640449438202411,89,IM0000,2022,7
615,0.34157303370784065,89,IM0000,2022,7
630,-0.7067415730337548,89,IM0000,2022,7
645,0.436666666666699,90,IM0000,2022,7
660,0.18888888888895963,90,IM0000,2022,7
675,0.5799999999999575,90,IM0000,2022,7
780,-0.9766233766233743,77,IM0000,2022,7
795,0.5211111111110263,90,IM0000,2022,7
810,0.8677777777777413,90,IM0000,2022,7
825,-0.04111111111107878,90,IM0000,2022,7
840,0.39666666666666467,90,IM0000,2022,7
855,-0.10786516853926861,89,IM0000,2022,7
870,-0.39438202247181203,89,IM0000,2022,7
885,-0.6134831460674096,89,IM0000,2022,7
570,0.06879194630871262,298,IC0000,2022,8
585,-0.1304093567251127,342,IC0000,2022,8
600,-0.0055232558139656504,344,IC0000,2022,8
615,0.040579710144906446,345,IC0000,2022,8
630,0.289795918367383,343,IC0000,2022,8
645,-0.17434402332361038,343,IC0000,2022,8
660,-0.14069767441862738,344,IC0000,2022,8
675,0.16323529411760962,340,IC0000,2022,8
780,-0.05646258503401175,294,IC0000,2022,8
795,-0.3249999999999741,344,IC0000,2022,8
810,-0.3821114369501445,341,IC0000,2022,8
825,-0.15743440233236947,343,IC0000,2022,8
840,-0.24985422740521546,343,IC0000,2022,8
855,-0.13391812865500055,342,IC0000,2022,8
870,-0.2181286549707294,342,IC0000,2022,8
885,0.07237237237235981,333,IC0000,2022,8
570,0.09627118644067519,295,IF0000,2022,8
585,-0.03875739644969849,338,IF0000,2022,8
600,0.06686217008798241,341,IF0000,2022,8
615,0.17894736842106806,342,IF0000,2022,8
630,0.001488095238095238,336,IF0000,2022,8
645,-0.18017751479290775,338,IF0000,2022,8
660,-0.08621700879760755,341,IF0000,2022,8
675,-0.015773809523857436,336,IF0000,2022,8
780,-0.19897959183673777,294,IF0000,2022,8
795,-0.17335329341315078,334,IF0000,2022,8
810,-0.25190615835778085,341,IF0000,2022,8
825,-0.0008982035928040237,334,IF0000,2022,8
840,-0.19237536656892537,341,IF0000,2022,8
855,-0.0033232628398953655,331,IF0000,2022,8
870,-0.09880952380951515,336,IF0000,2022,8
885,-0.04802431610945207,329,IF0000,2022,8
570,-0.000340136054449301,294,IH0000,2022,8
585,-0.17633136094673185,338,IH0000,2022,8
600,0.08154761904760849,336,IH0000,2022,8
615,0.09849397590363308,332,IH0000,2022,8
630,-0.020059880239531307,334,IH0000,2022,8
645,-0.0960606060606124,330,IH0000,2022,8
660,-0.08466076696164468,339,IH0000,2022,8
675,-0.05462686567167763,335,IH0000,2022,8
780,0.1394463667819871,289,IH0000,2022,8
795,-0.006886227544899832,334,IH0000,2022,8
810,-0.15134328358206864,335,IH0000,2022,8
825,-0.064564564564555,333,IH0000,2022,8
840,-0.0754545454545168,330,IH0000,2022,8
855,-0.01762917933130063,329,IH0000,2022,8
870,-0.04638554216865853,332,IH0000,2022,8
885,-0.07283950617283501,324,IH0000,2022,8
570,0.1993243243243612,296,IM0000,2022,8
585,0.01797101449272146,345,IM0000,2022,8
600,-0.41453488372092073,344,IM0000,2022,8
615,0.09327485380114194,342,IM0000,2022,8
630,0.3443478260869623,345,IM0000,2022,8
645,-0.21304347826086165,345,IM0000,2022,8
660,0.3239067055393729,343,IM0000,2022,8
675,0.1481049562682221,343,IM0000,2022,8
780,-0.06156462585040015,294,IM0000,2022,8
795,-0.21441176470590267,340,IM0000,2022,8
810,0.040294117647066315,340,IM0000,2022,8
825,-0.017732558139498925,344,IM0000,2022,8
840,-0.05597667638483647,343,IM0000,2022,8
855,-0.2704142011834524,338,IM0000,2022,8
870,-0.3479532163742796,342,IM0000,2022,8
885,0.35118343195264606,338,IM0000,2022,8
570,-0.24411764705887234,272,IC0000,2022,9
585,-0.2504823151125741,311,IC0000,2022,9
600,-0.32515923566883154,314,IC0000,2022,9
615,0.4419871794871783,312,IC0000,2022,9
630,-0.02380952380951515,315,IC0000,2022,9
645,-0.02870967741939474,310,IC0000,2022,9
660,-0.12012987012992328,308,IC0000,2022,9
675,0.3663430420712145,309,IC0000,2022,9
780,0.010000000000053222,270,IC0000,2022,9
795,-0.12204472843455942,313,IC0000,2022,9
810,-0.15350318471340418,314,IC0000,2022,9
825,0.05350318471333582,314,IC0000,2022,9
840,-0.18471337579618993,314,IC0000,2022,9
855,0.15677419354840588,310,IC0000,2022,9
870,0.10095846645366366,313,IC0000,2022,9
885,-0.1435064935065254,308,IC0000,2022,9
570,0.15276752767525023,271,IF0000,2022,9
585,-0.21446945337619497,311,IF0000,2022,9
600,0.2331189710610874,311,IF0000,2022,9
615,0.24741935483871055,310,IF0000,2022,9
630,-0.07022653721683231,309,IF0000,2022,9
645,-0.03322580645160029,310,IF0000,2022,9
660,-0.07637540453072196,309,IF0000,2022,9
675,-0.012987012987020369,308,IF0000,2022,9
780,0.10871212121212225,264,IF0000,2022,9
795,-0.08668831168835392,308,IF0000,2022,9
810,-0.03811074918568197,307,IF0000,2022,9
825,-0.08553054662379392,311,IF0000,2022,9
840,-0.12508143322477822,307,IF0000,2022,9
855,0.15259740259738636,308,IF0000,2022,9
870,0.14694533762060744,311,IF0000,2022,9
885,-0.14967320261438563,306,IF0000,2022,9
570,0.12007434944241029,269,IH0000,2022,9
585,-0.11806451612902316,310,IH0000,2022,9
600,0.13517915309444922,307,IH0000,2022,9
615,0.1306451612903079,310,IH0000,2022,9
630,-0.1237785016286793,307,IH0000,2022,9
645,-0.06402640264022831,303,IH0000,2022,9
660,-0.08190789473688428,304,IH0000,2022,9
675,-0.04653465346535524,303,IH0000,2022,9
780,-0.0015094339622936665,265,IH0000,2022,9
795,-0.029084967320234984,306,IH0000,2022,9
810,-0.06588628762545243,299,IH0000,2022,9
825,-0.08990228013032693,307,IH0000,2022,9
840,-0.04607843137256061,306,IH0000,2022,9
855,0.09901315789476198,304,IH0000,2022,9
870,0.03299999999999121,300,IH0000,2022,9
885,-0.04084967320260843,306,IH0000,2022,9
570,-1.4238970588235,272,IM0000,2022,9
585,-0.08626198083066511,313,IM0000,2022,9
600,-0.848089171974517,314,IM0000,2022,9
615,-0.2134185303514586,313,IM0000,2022,9
630,0.0460063897763741,313,IM0000,2022,9
645,0.1264516129032164,310,IM0000,2022,9
660,0.022044728434486197,313,IM0000,2022,9
675,0.5270700636942676,314,IM0000,2022,9
780,0.14141791044775645,268,IM0000,2022,9
795,-0.545192307692268,312,IM0000,2022,9
810,-0.45623003194885914,313,IM0000,2022,9
825,-0.10320512820511596,312,IM0000,2022,9
840,-0.15659163987135574,311,IM0000,2022,9
855,0.1148867313915946,309,IM0000,2022,9
870,0.0787781350482783,311,IM0000,2022,9
885,-0.05934426229509807,305,IM0000,2022,9
570,-0.03864734299517347,207,IC0000,2022,10
585,-0.504621848739505,238,IC0000,2022,10
600,-0.25833333333336367,240,IC0000,2022,10
615,-0.4637130801687825,237,IC0000,2022,10
630,0.18945147679326277,237,IC0000,2022,10
645,0.2887500000000197,240,IC0000,2022,10
660,-0.20379746835438894,237,IC0000,2022,10
675,0.495378151260495,238,IC0000,2022,10
780,-0.06975609756101643,205,IC0000,2022,10
795,-0.619246861924652,239,IC0000,2022,10
810,-0.7567226890756548,238,IC0000,2022,10
825,-0.04016736401674173,239,IC0000,2022,10
840,-0.7559322033898521,236,IC0000,2022,10
855,-0.0288702928870506,239,IC0000,2022,10
870,-0.18644067796614408,236,IC0000,2022,10
885,0.23067226890756531,238,IC0000,2022,10
570,-0.03798076923079153,208,IF0000,2022,10
585,-0.1585774058577543,239,IF0000,2022,10
600,-0.12405063291140431,237,IF0000,2022,10
615,-0.43949579831931973,238,IF0000,2022,10
630,-0.17435897435898873,234,IF0000,2022,10
645,0.08559322033899384,236,IF0000,2022,10
660,-0.10301724137931466,232,IF0000,2022,10
675,0.21097046413500384,237,IF0000,2022,10
780,0.31683168316830335,202,IF0000,2022,10
795,-0.15400843881854814,237,IF0000,2022,10
810,-0.21645569620252858,237,IF0000,2022,10
825,0.15211864406781628,236,IF0000,2022,10
840,0.004661016949167572,236,IF0000,2022,10
855,-0.02978723404251836,235,IF0000,2022,10
870,-0.14491525423729892,236,IF0000,2022,10
885,-0.005042016806716193,238,IF0000,2022,10
570,0.05560975609752593,205,IH0000,2022,10
585,-0.1654008438818385,237,IH0000,2022,10
600,0.18481012658228502,237,IH0000,2022,10
615,-0.07615062761502585,239,IH0000,2022,10
630,0.007531380753169279,239,IH0000,2022,10
645,-0.04893617021271952,235,IH0000,2022,10
660,0.01106382978722785,235,IH0000,2022,10
675,-0.0424892703862821,233,IH0000,2022,10
780,0.09950738916253156,203,IH0000,2022,10
795,-0.002531645569621788,237,IH0000,2022,10
810,-0.17296137339054507,233,IH0000,2022,10
825,0.14703389830508976,236,IH0000,2022,10
840,-0.071008403361322,238,IH0000,2022,10
855,0.1087866108786668,239,IH0000,2022,10
